"";"X.rts_a";"X.rts_i"
"pouvoir";2,94;3,94
"mettre";0,94;1,33
"musique";0,15;0,07
"dehors";0,09;0,08
"mon";2,28;1,09
"ami";0,36;0,19
"rassurer";0,06;0,05
"t";1,51;1,46
"petit";1,63;0,75
"comprendre";1,3;1,23
"où";1,26;1,24
"acquérir";0,02;0,03
"ton";0,64;0,75
"si";3,49;4,15
"spécial";0,06;0,04
"emji_visage_avec_lunettes_de_soleil";0,12;0,03
"plein";0,42;0,39
"qui";8,1;10,58
"s";2,68;2,94
"afficher";0,01;0,01
"juste";1,17;1,39
"peut_être";0,33;0,38
"remettre";0,17;0,2
"système";0,15;0,47
"plutôt";0,42;0,55
"que";11,7;14
"juger";0,1;0,11
"terme";0,18;0,27
"sexiste";0,02;0,02
"nous";2,88;2,54
"deux";0,62;0,62
"sortir";0,36;0,43
"boss";0,01;0,01
"emji_coeur_rouge";3,57;0,51
"incroyable";0,4;0,14
"dimanche";0,29;0,1
"merci";1,9;1,01
"dieu";0,65;0,1
"possible";0,21;0,29
"il";9,48;8,47
"grand";1,18;0,95
"temps";1,48;1,06
"chant";0,01;0
"dès";0,14;0,18
"école";0,65;0,33
"enfantin";0,01;0,01
"peu";1,23;1,04
"mal";0,67;0,62
"aux";1,34;1,92
"oreille";0,11;0,02
"grave";0,12;0,18
"vous";5,5;7,46
"meilleur";0,58;0,38
"terrain";0,04;0,09
"emji_ok";0,16;0,04
"emji_trinquer";0,02;0,01
"emji_trèfle_à_quatre_feuilles";0,1;0,02
"d";8,75;11,09
"hors";0,1;0,16
"emji_applaudissements";2,1;1,09
"emji_feu";0,91;0,39
"suisse";2,09;3,82
"pleurer";0,14;0,1
"comme";3,72;3,27
"rire";0,36;0,13
"mais";6,26;6,59
"français";1,16;0,61
"budget";0,03;0,12
"journaliste";0,25;0,17
"rts";0,27;0,46
"double";0,07;0,07
"emji_mains_levées";0,58;0,3
"inviter";0,06;0,09
"gym";0,01;0,01
"dame";0,99;0,04
"profil";0,04;0,08
"monsieur";0,74;0,16
"laisser";0,43;0,67
"célébrer";0,01;0,01
"espoir";0,03;0,04
"pour";8,72;11,55
"tes";0,25;0,31
"20";0,24;0,26
"euro";0,12;0,04
"bravo";0,72;0,59
"nos";1,01;1
"cousin";0,07;0,02
"belge";0,11;0,01
"une";8,36;8,54
"très";2,3;1,39
"beau";2,36;0,52
"mentalité";0,12;0,08
"dans";6,13;6,02
"victoire";0,03;0,04
"défaite";0,01;0,01
"bon";2,48;1,91
"chance";0,23;0,21
"rester";0,75;0,99
"compétition";0,03;0,04
"vraiment";1,08;1
"insupportable";0,03;0,04
"gens";1,62;1,83
"cirque";0,02;0,03
"pareil";0,45;0,26
"inculte";0,02;0,02
"tellement";1,38;0,48
"bas";0,19;0,29
"rapporter";0,02;0,06
"centime";0,02;0,02
"payer";0,33;1,31
"votre";0,82;1,48
"loyer";0,02;0,16
"ni";0,55;0,67
"vos";0,44;0,65
"facture";0,01;0,06
"chaque";0,47;0,57
"mois";0,2;0,33
"rien";1,8;2,02
"sport";0,19;0,12
"ci";0,04;0,05
"loin";0,33;0,26
"chose";1,3;1,12
"nécessaire";0,06;0,13
"monde";1,39;1,8
"mourir";0,18;0,15
"faim";0,05;0,05
"battre";0,24;0,15
"leur";1,66;2,18
"survie";0,02;0,02
"contre";0,53;1,15
"maladie";0,13;0,26
"foire";0,01;0
"bête";0,17;0,05
"sauvage";0,2;0,02
"humain";0,61;0,56
"devenir";0,74;0,66
"pathétique";0,03;0,03
"siècle";0,11;0,08
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";0,02;0,03
"souvenir";1,71;0,08
"trop";1,61;0,98
"bien";4,83;3,57
"oser";0,13;0,13
"devoir";1,54;2,11
"viser";0,03;0,11
"couper";0,26;0,24
"pr";0,04;0,06
"réponse";0,35;0,23
"cet";0,54;0,34
"échange";0,04;0,08
"constructif";0,02;0,03
"plaisir";0,39;0,16
"chanter";0,09;0,02
"beaucoup";1,24;0,95
"purée";0,1;0,04
"au";3,87;4,06
"moin";0,03;0,03
"lèvre";0,01;0,01
"emji_se_rouler_par_terre_de_rire";1,92;0,75
"ya";0,13;0,07
"origine";0,14;0,12
"ds";0,09;0,04
"cette";3,3;1,77
"équipe";0,18;0,27
"aussi";2,78;2,03
"gars";0,21;0,14
"jusqu_au";0,08;0,06
"bout";0,14;0,14
"rêver";0,08;0,03
"emji_coeur_cartes";0,19;0,01
"nati";0,02;0,01
"adorer";0,91;0,09
"offrir";0,13;0,2
"match";0,14;0,09
"j";8,16;3,02
"espérer";0,34;0,38
"gagner";0,17;0,32
"là";1,25;1,15
"europe";0,11;0,36
"vivre";1,04;0,82
"apprendre";0,59;0,3
"oublier";0,4;0,38
"leurs";0,8;1,02
"racine";0,03;0,02
"hop";0,05;0,04
"emji_drapeau_suisse";0,35;0,29
"croiser";0,06;0,04
"doigt";0,12;0,08
"depuis";0,84;0,88
"suède";0;0,02
"dernier";0,55;0,32
"pffff";0,01;0,02
"ben";0,3;0,26
"elle";3,86;1,59
"chez";0,86;0,67
"pourquoi";0,81;1,16
"puisqu";0,04;0,04
"aimer";2,12;0,5
"hippie";0,02;0
"nage";0,01;0
"alors";1,24;1,75
"payant";0,02;0,02
"avion";0,08;0,08
"gonfler";0,02;0,01
"femme";2,02;1,28
"prendre";1,16;1,45
"analyse";0,04;0,07
"correct";0,04;0,07
"moins";1,08;1,28
"maintenant";1,26;0,47
"genre";0,39;0,5
"clip";0,02;0
"par";2,54;3,9
"faute";0,21;0,22
"traduction";0,02;0,01
"ego";0,03;0,02
"vrai";1,26;0,96
"emji_drapeau_états_unis";0;0,02
"correction";0,02;0,01
"honnêtement";0,04;0,05
"regarder";0,63;0,45
"emji_visage_avec_les_sourcils_relevés";0,05;0,05
"fier";0,15;0,08
"raison";0,75;0,57
"rue";0,21;0,25
"police";0,12;0,97
"avertir";0,01;0,01
"voiture";0,27;0,28
"amande";0,01;0,01
"100";0,14;0,27
"oui";2,08;1,87
"vôtre";0,02;0,04
"argent";0,22;0,74
"attendre";0,29;0,4
"te";0,83;0,77
"emji_coeur_enflammé";0,02;0
"plupart";0,12;0,18
"entre";0,53;0,76
"eux";0,57;0,83
"parent";0,54;0,25
"avouer";0,07;0,05
"meuf";0,09;0,02
"vidéo";0,85;0,23
"oh";0,45;0,14
"vendre";0,12;0,19
"rêve";0,16;0,07
"apercevoir";0,03;0,01
"min";0,03;0,02
"2";0,6;0,76
"34";0,01;0,01
"emji_visage_envoyant_un_bisou";0,21;0,08
"publier";0,03;0,07
"reportage";0,5;0,07
"2007";0,01;0,02
"vouloir";1,58;2,07
"tecktonik";0,07;0
"hé";0,03;0,01
"croire";0,87;0,77
"religieux";0,05;0,04
"historien";0,01;0,01
"représenter";0,06;0,24
"musée";0,02;0,04
"enseigner";0,08;0,03
"histoire";0,36;0,44
"temp";0,01;0,01
"fesait";0,02;0
"toi";1;0,92
"erreur";0,09;0,14
"passer";1,19;1,19
"ouf";0,08;0,04
"dur";0,19;0,21
"boiter";0,03;0,02
"déjà";1,06;1,36
"air";0,39;0,16
"con";0,22;0,05
"détester";0,15;0,03
"anniversaire";0,06;0,02
"encore";1,73;1,55
"photo";0,11;0,16
"seigneur";0,03;0,01
"ptn";0,02;0,02
"hier";0,15;0,08
"pensée";0,15;0,08
"my";0,03;0,01
"jusqu_à";0,18;0,19
"autre";0,97;0,93
"vie";1,69;0,98
"ahahah";0,02;0,01
"chaud";0,18;0,08
"imaginer";0,24;0,23
"revoir";0,21;0,09
"mtn";0,07;0,04
"compte";0,3;0,49
"jeunesse";0,22;0,04
"heureusement";0,35;0,17
"période";0,13;0,06
"court";0,05;0,04
"mulet";0,02;0
"horreur";0,14;0,1
"emji_visage_qui_hurle_de_peur";0,17;0,07
"disparaître";0,15;0,09
"vite";0,37;0,17
"arrivée";0,06;0,04
"finalement";0,12;0,1
"parfois";0,23;0,16
"élève";0,24;0,06
"allure";0,01;0
"calme";0,09;0,04
"vieux";0,58;0,12
"france";0,84;0,75
"partir";0,3;0,66
"clairement";0,14;0,24
"relire";0,05;0,07
"enfin";0,23;0,38
"autres";0,88;1,42
"explication";0,04;0,05
"interviewer";0,05;0
"ah";0,69;0,51
"ouais";0,16;0,16
"surtout";0,66;0,72
"rajeunir";0,02;0
"nettement";0,02;0,02
"conditionner";0,01;0,01
"délire";0,03;0,02
"60";0,26;0,09
"amitié";0,02;0,02
"fort";0,25;0,27
"hypocrisie";0,02;0,08
"emji_visage_mécontent";0,01;0
"irréprochable";0,01;0,01
"vocabulaire";0,16;0,02
"choisir";0,16;0,23
"phrase";0,18;0,09
"complexe";0,04;0,06
"vive";0,26;0,14
"camp";0,04;0,09
"vacance";0,14;0,08
"emji_soleil";0,05;0
"moniteur";0,02;0
"nombreux";0,1;0,15
"colonie";0,02;0,01
"romand";0,08;0,05
"étudiant";0,04;0,08
"science";0,09;0,06
"éducation";0,24;0,14
"claude";0,03;0
"tous";1,66;1,73
"cabane";0,02;0
"bois";0,12;0,05
"bain";0,17;0,02
"rivière";0,02;0,01
"ma";1,43;0,5
"génial";0,37;0,05
"mes";1,02;0,44
"frère";0,11;0,06
"soeur";0,12;0,03
"10";0,28;0,37
"importer";0,35;0,48
"lesquels";0,02;0,02
"emji_visage_avec_un_léger_sourire";0,14;0,08
"commentaire";0,73;0,82
"emji_visage_rieur";0,11;0,01
"vachement";0,03;0,02
"classe";0,41;0,26
"ancien";0,33;0,08
"marrant";0,08;0,05
"trésor";0,03;0
"saut";0,03;0,01
"patrimoine";0,02;0,05
"extraordinaire";0,1;0,01
"connaître";1,14;0,6
"papa";0,11;0,03
"maître";0,05;0,02
"alpage";0,03;0
"maison";0,4;0,21
"gamin";0,24;0,04
"ta";0,44;0,4
"copain";0,19;0,05
"ville";0,25;0,37
"piscine";0,06;0,02
"comment";0,68;0,68
"merveilleux";0,27;0,03
"ciao";0,05;0
"partout";0,25;0,23
"moitié";0,15;0,12
"vélomoteur";0,02;0
"arrière";0,15;0,05
"puch";0,02;0
"part";0,39;0,52
"selle";0,02;0
"blanc";0,41;0,2
"voler";0,12;0,21
"donc";1,24;2
"après";1,02;0,97
"bleu";0,08;0,04
"marine";0,01;0
"maxi";0,02;0
"troupe";0;0,01
"année";1,59;0,79
"80";0,32;0,11
"ahaha";0,05;0,01
"régaler";0,04;0,01
"emji_poing_levé";0,02;0,02
"rouler";0,13;0,09
"neige";0,2;0,07
"chaux";0,03;0,01
"car";0,86;1,07
"malheureusement";0,46;0,31
"1er";0,1;0,07
"acheter";0,29;0,29
"pot";0,03;0,03
"italie";0,17;0,07
"tant";0,43;0,57
"kilomètre";0,02;0,02
"emji_pouce_vers_le_haut";0,39;0,09
"excellent";0,22;0,11
"côté";0,36;0,39
"vert";0,06;0,07
"monter";0,1;0,12
"km";0,03;0,04
"h";0,07;0,08
"maquiller";0,03;0,01
"emji_visage_souriant_aux_yeux_rieurs";0,39;0,1
"évidemment";0,13;0,16
"1984";0,02;0
"groupe";0,13;0,24
"travailleur";0,03;0,08
"social";0,22;0,49
"jour";1,12;0,88
"jeune";1;0,39
"piste";0,04;0,04
"réaliser";0,06;0,06
"gris";0,02;0,01
"vaud";0,09;0,08
"média";0,05;0,23
"sensibiliser";0,01;0,01
"politicien";0,02;0,11
"urgence";0,02;0,04
"proposer";0,08;0,16
"espace";0,06;0,09
"entièrement";0,04;0,05
"consacrer";0,01;0,02
"montrer";0,22;0,39
"quel";1,05;0,63
"point";0,32;0,47
"lausanne";0,19;0,21
"ses";0,94;0,91
"flic";0,04;0,08
"indignation";0,01;0,02
"boguet";0,02;0
"conduire";0,06;0,07
"genève";0,37;0,43
"début";0,3;0,15
"70";0,25;0,06
"étude";0,1;0,3
"comparer";0,13;0,12
"plat";0,05;0,02
"besoin";0,43;0,65
"manière";0,19;0,31
"apprécier";0,11;0,03
"pays";0,49;1,94
"habitant";0,03;0,11
"grèce";0,01;0,01
"72";0,02;0,01
"turquie";0,03;0,03
"toute";0,72;0,72
"côte";0,02;0,01
"us";0,02;0,08
"87";0,02;0,01
"quelques";0,28;0,3
"rencontre";0,04;0,02
"voyage";0,08;0,08
"destination";0,01;0,01
"recommander";0,03;0,02
"chacun";0,23;0,2
"cela";0,96;1,13
"donner";0,86;0,96
"goût";0,11;0,07
"hasard";0,06;0,07
"découverte";0,03;0,02
"notre";0,87;0,96
"frisson";0,03;0,01
"intéressant";0,24;0,15
"entendre";0,57;0,27
"son";1,8;1,39
"regard";0,11;0,04
"homme";1,76;0,89
"sa";1,48;1,01
"réflexion";0,12;0,07
"urbain";0,01;0,01
"ha";0,09;0,03
"cheveu";0,18;0,04
"vent";0,04;0,04
"effet";0,15;0,25
"quelque";0,22;0,29
"perle";0,02;0
"remonter";0,06;0,03
"lol";0,21;0,1
"naître";0,32;0,13
"fou";0,34;0,2
"image";0,22;0,21
"gros";0,36;0,38
"problème";0,49;1,15
"boy";0,05;0,01
"carrément";0,06;0,04
"éclater";0,03;0,02
"carter";0,02;0
"huile";0,05;0,01
"bagnole";0,02;0,01
"etait";0,2;0,08
"considérer";0,09;0,14
"réseau";0,18;0,18
"passion";0,09;0,02
"témoignage";0,21;0,05
"perdre";0,38;0,42
"suffire";0,12;0,24
"taper";0,08;0,07
"nom";0,55;0,21
"facebook";0,01;0,01
"savoir";2,29;1,83
"street";0,01;0
"premier";0,54;0,44
"minute";0,09;0,08
"fils";0,18;0,07
"suivre";0,16;0,25
"roi";0,1;0,04
"roller";0,03;0,01
"mère";0,39;0,1
"lorsque";0,11;0,12
"descendre";0,04;0,05
"permettre";0,25;0,48
"lien";0,09;0,16
"concerner";0,08;0,23
"haha";0,13;0,05
"mort";0,31;0,4
"affronter";0,01;0,02
"emji_visage_avec_bouche_ouverte";0,52;0,22
"fantastique";0,06;0,02
"bus";0,07;0,07
"orange";0,05;0,02
"emji_visage_en_pleine_réflexion";0,4;0,36
"drôle";0,22;0,1
"rip";0,02;0,04
"partie";0,36;0,44
"redescendre";0,01;0,01
"bord";0,04;0,05
"lac";0,18;0,04
"emji_visage_souriant_avec_yeux_rieurs";0,54;0,11
"recyclage";0,03;0,01
"toujours";1,76;1,17
"mignon";0,32;0,01
"naïf";0,03;0,03
"réchauffement";0,05;0,06
"climatique";0,06;0,15
"grippe";0,01;0,01
"emji_visage_très_souriant_aux_yeux_rieurs";0,17;0,05
"rassurant";0,01;0,01
"repos";0,02;0,01
"nourrir";0,35;0,09
"soigner";0,07;0,12
"politique";0,1;0,7
"visionnaire";0,07;0
"écouter";0,38;0,19
"sage";0,09;0,02
"philosophie";0,06;0,01
"adulte";0,2;0,12
"celui";0,27;0,17
"essence";0,03;0,03
"assez";0,31;0,42
"électrique";0,04;0,04
"étonnant";0,05;0,1
"clairvoyance";0,02;0
"prophète";0,02;0
"exactement";0,29;0,24
"train";0,13;0,25
"emji_visage_qui_pleure";1,32;0,8
"écologie";0,03;0,05
"multinationale";0,01;0,03
"gouvernement";0,06;0,39
"vélo";0,09;0,11
"exister";0,75;0,46
"écolo";0,02;0,01
"respecter";0,18;0,35
"nature";0,3;0,1
"employer";0,02;0,04
"difficulté";0,05;0,05
"étranger";0,08;0,31
"travailler";0,39;0,61
"entourer";0,04;0,03
"responsable";0,07;0,17
"billet";0,04;0,15
"lieu";0,23;0,44
"papier";0,12;0,08
"mégot";0,01;0,01
"terre";0,23;0,28
"élire";0,01;0,07
"rappeler";0,36;0,22
"herbe";0,02;0,01
"putain";0,08;0,03
"hahaha";0,08;0,03
"remarquer";0,13;0,07
"impeccable";0,01;0
"planter";0,06;0,02
"bâton";0,03;0,02
"inclure";0,01;0,03
"demain";0,04;0,07
"quatre";0,03;0,02
"dessus";0,16;0,17
"emji_visage_avec_une_main_sur_la_bouche";0,13;0,03
"ho";0,03;0,02
"génie";0,07;0,04
"alexandre";0,02;0
"simplement";0,26;0,38
"rôle";0,06;0,11
"mètre";0,02;0,02
"véritable";0,06;0,07
"intelligence";0,13;0,05
"bras";0,07;0,05
"plan";0,05;0,13
"légende";0,07;0,01
"retour";0,14;0,13
"touchant";0,37;0,01
"certainement";0,13;0,1
"emji_visage_souriant";0,2;0,05
"écrire";0,34;0,41
"sous_titre";0,02;0
"parce_que";0,64;1,03
"triste";0,37;0,29
"ok";0,24;0,22
"ca";0,54;0,49
"plusieurs";0,22;0,3
"essayer";0,24;0,32
"effort";0,07;0,12
"berger";0,01;0,01
"hyper";0,08;0,06
"sensible";0,03;0,03
"différence";0,18;0,21
"emji_coeur_noir";0,02;0
"50";0,26;0,4
"emji_couronne";0,03;0
"face";0,12;0,24
"culturel";0,03;0,06
"falloir";1,72;2,48
"arrêter";0,47;0,99
"qqn";0,02;0,03
"boisson";0,01;0,01
"faux";0,23;0,44
"important";0,16;0,27
"préciser";0,04;0,06
"personne";1,6;2,2
"chouette";0,11;0,01
"sujet";0,25;0,53
"mr";0,07;0,03
"georges";0,24;0
"niveau";0,45;0,48
"élevé";0,09;0,09
"post";0,04;0,14
"projet";0,04;0,16
"logique";0,09;0,23
"inventer";0,16;0,06
"1967";0,06;0,01
"conclusion";0,02;0,04
"chef";0,06;0,07
"oeuvre";0,03;0,07
"génération";0,43;0,11
"traiter";0,15;0,22
"concernant";0,04;0,11
"changement";0,12;0,13
"climat";0,03;0,12
"vivement";0,05;0,06
"sérieux";0,13;0,16
"emji_visage_souriant_avec_coeurs";0,81;0,07
"emji_visage_de_clown";0,1;0,15
"courir";0,12;0,11
"richesse";0,05;0,11
"perte";0,05;0,12
"voilà";0,37;0,28
"août";0,04;0,01
"joyeux";0,1;0,05
"fête";0,17;0,07
"national";0,11;0,16
"helvétique";0,01;0,02
"emji_visage_de_geek";0,07;0,07
"emji_cotillons";0,04;0,02
"garçon";0,33;0,03
"sembler";0,28;0,27
"information";0,07;0,22
"d_abord";0,04;0,09
"mémoire";0,07;0,06
"lui";1,13;0,53
"revenir";0,35;0,38
"hahah";0,02;0,01
"adorable";0,24;0,01
"seulement";0,24;0,34
"nord";0,09;0,07
"2021";0,03;0,02
"résultat";0,12;0,18
"identique";0,02;0,01
"1";0,38;0,64
"férié";0,02;0,01
"façon";0,31;0,28
"politiquement";0,01;0,03
"diviser";0,03;0,04
"habiter";0,17;0,12
"peuple";0,07;0,6
"différents";0,09;0,06
"accorder";0,02;0,04
"enrichir";0,02;0,05
"immigration";0,03;0,11
"malgré";0,15;0,12
"arriver";0,57;0,57
"européen";0,06;0,23
"situer";0,01;0,03
"coeur";0,4;0,15
"celle_ci";0,02;0,03
"coucher";0,05;0,03
"fonctionner";0,08;0,21
"3";0,36;0,47
"langue";0,21;0,25
"pur";0,1;0,07
"toutes";0,68;0,61
"1970";0,06;0,01
"tendre";0,04;0,03
"micro";0,06;0,01
"adolescent";0,02;0,02
"confiance";0,06;0,08
"émouvoir";0,03;0
"emji_mains_en_prière";0,84;0,26
"emji_papillon";0,02;0
"emji_notes_de_musique";0,16;0,01
"emji_coeur_bleu";0,03;0,01
"septante";0,03;0
"page";0,04;0,06
"svp";0,14;0,14
"céder";0;0,03
"médiocrité";0;0,01
"oups";0,02;0,02
"désolé";0,11;0,09
"doute";0,14;0,16
"pluie";0,05;0,02
"cerveau";0,12;0,09
"journée";0,32;0,23
"détendre";0,03;0,01
"jean";0,12;0,07
"michel";0,04;0,01
"utiliser";0,61;0,54
"pression";0,03;0,08
"jet";0,02;0,05
"envoyer";0,16;0,18
"décevoir";0,04;0,02
"prêt";0,13;0,09
"armoire";0,02;0
"manger";0,55;0,26
"fondue";0,1;0,04
"savoyard";0,02;0,01
"haut";0,22;0,22
"montagne";0,11;0,06
"descente";0,03;0,01
"ski";0,1;0,04
"louper";0,03;0,02
"emji_visage_roulant_des_yeux";0,35;0,28
"recette";0,02;0,05
"emji_fondue";0,02;0,01
"cher";0,32;0,44
"posts";0,01;0,01
"trouver";1,03;0,88
"intégralité";0,01;0
"version";0,06;0,04
"long";0,19;0,22
"larme";0,04;0,01
"oeil";0,27;0,24
"bio";0,04;0,06
"envie";0,23;0,18
"empêcher";0,1;0,19
"sourire";0,11;0,03
"froid";0,22;0,09
"dos";0,1;0,08
"moment";0,48;0,52
"manquer";0,46;0,36
"célèbre";0,01;0,01
"culte";0,03;0,01
"radio";0,07;0,03
"nul";0,05;0,05
"ceux";0,54;0,92
"grimper";0,01;0,01
"pilier";0,01;0,03
"pont";0,02;0,02
"mur";0,05;0,06
"fribourg";0,06;0,05
"escalade";0,01;0,01
"artificiel";0,03;0,03
"créatif";0,02;0,01
"pis";0,04;0,04
"ailleurs";0,32;0,43
"faible";0,03;0,08
"marcher";0,13;0,21
"champion";0,06;0,07
"roger";0,02;0
"chapeau";0,08;0,02
"artiste";0,05;0,08
"tennis";0,01;0
"éternité";0,02;0
"emji_coeur_vert";0,03;0,01
"we";0,01;0
"lover";0,01;0,01
"you";0,01;0,02
"magique";0,08;0,03
"réussite";0,01;0,04
"sympa";0,17;0,06
"emji_tête_à_l_envers";0,08;0,07
"léger";0,04;0,02
"crier";0,06;0,08
"scandale";0,03;0,07
"direct";0,08;0,12
"tour";0,1;0,09
"chien";0,17;0,08
"mauvais";0,29;0,28
"singe";0,02;0,01
"recevoir";0,26;0,19
"amour";0,35;0,06
"quotidien";0,06;0,09
"cuisinier";0,01;0
"client";0,19;0,07
"demander";0,69;0,8
"pousser";0,07;0,11
"aberrant";0,02;0,03
"selon";0,12;0,29
"aucune";0,25;0,49
"exprimer";0,28;0,1
"bêtement";0,01;0,01
"suivant";0,06;0,04
"pauvre";0,46;0,35
"servir";0,29;0,4
"bière";0,04;0,01
"métier";0,22;0,15
"sacrifier";0,01;0,01
"déplacement";0,01;0,03
"foutre";0,24;0,27
"lier";0,06;0,14
"crever";0,04;0,05
"ohh";0,02;0
"avenir";0,06;0,09
"restauration";0,01;0,02
"numéro";0,02;0,04
"étonner";0,1;0,17
"maltraiter";0,03;0,03
"honteux";0,04;0,13
"cure";0,01;0,01
"emji_visage_qui_vomit";0,08;0,05
"politesse";0,01;0,01
"epoque";0,08;0,01
"emji_tête_de_fou";0,09;0,06
"beurre";0,03;0,02
"horrifier";0;0,01
"maman";0,19;0,05
"quantité";0,03;0,06
"sucre";0,04;0,02
"secret";0,06;0,04
"grand_mère";0,09;0,01
"émission";0,18;0,06
"emji_étoile";0,03;0
"emji_miam";0,06;0,01
"régal";0,02;0,01
"enfance";0,3;0,03
"famille";0,36;0,48
"emji_pouce_vers_le_haut_peau_moyennement_claire";0,04;0,01
"extra";0,02;0,01
"15";0,11;0,18
"mec";0,32;0,17
"mdrrrr";0,02;0,01
"emji_tête_de_chat";0,02;0
"lendemain";0,05;0,03
"12";0,11;0,08
"tuer";0,23;0,45
"xd";0,03;0,01
"justement";0,19;0,35
"marier";0,15;0,05
"vendredi";0,04;0,01
"13";0,08;0,03
"chiffre";0,05;0,22
"humilité";0,12;0,01
"4000";0;0,02
"daron";0,04;0
"voix";0,21;0,09
"répondre";0,34;0,27
"menace";0,02;0,07
"pertinent";0,04;0,06
"mdrrr";0,06;0,03
"hein";0,24;0,2
"simple";0,38;0,3
"efficace";0,03;0,06
"bah";0,35;0,35
"chanceux";0,03;0,01
"couille";0,05;0,01
"patate";0,03;0
"pourri";0,07;0,04
"attentat";0,01;0,04
"quoi";1,21;1,4
"banane";0,03;0
"wsh";0,02;0
"vrmt";0,01;0,02
"emji_visage_qui_pleure_à_chaudes_larmes";0,44;0,2
"veille";0,02;0,01
"14";0,09;0,05
"jpp";0,01;0,01
"signe";0,05;0,05
"hauteur";0,04;0,04
"précision";0,04;0,02
"tjr";0,02;0,02
"loto";0,01;0
"mdr";0,3;0,22
"typiquement";0,02;0
"père";0,44;0,09
"fois";0,74;0,81
"jouer";0,76;0,24
"hahahaha";0,02;0,01
"intervention";0,02;0,07
"présent";0,09;0,1
"satisfaire";0,04;0,03
"tel";0,09;0,11
"x";0,07;0,06
"connerie";0,07;0,09
"présenter";0,09;0,12
"insta";0,05;0,04
"tort";0,05;0,04
"men";0,01;0,01
"mdrr";0,05;0,02
"porte";0,18;0,18
"malheur";0,02;0,01
"perso";0,18;0,12
"bonheur";0,29;0,05
"janvier";0,02;0,02
"2006";0,03;0,01
"emji_poignée_de_main";0,01;0,01
"bernard";0,05;0,03
"lunette";0,08;0,02
"soleil";0,16;0,04
"protéger";0,12;0,35
"profondeur";0,01;0,01
"chercher";0,27;0,32
"diversité";0,02;0,02
"attitude";0,02;0,01
"chou";0,13;0,03
"facile";0,18;0,23
"refaire";0,08;0,05
"interview";0,13;0,03
"passionnant";0,02;0,01
"envisager";0,01;0,02
"auprès_de";0,02;0,03
"e";0,15;0,17
"avis";0,18;0,29
"30";0,2;0,19
"esprit";0,19;0,11
"nostalgie";0,1;0
"souvent";0,26;0,38
"état";0,18;0,83
"catastrophique";0,02;0,03
"normalement";0,03;0,03
"scandaleux";0,01;0,07
"tiers";0,02;0,02
"what";0,01;0
"innocent";0,04;0,11
"25";0,11;0,11
"réparer";0,01;0,02
"traumatisme";0,03;0,01
