"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9"
"petit";10,138;-31,476;-0,096;14,084;0,28;-9,567;5,014;-15,91;26,141
"vrai";-7,18;-10,97;-5,602;-13,642;-6,534;-7,509;6,393;217,511;-17,317
"grand";-3,532;-40,069;113,049;-2,258;-6,054;-15,369;0,731;-2,844;-0,971
"vraiment";-5,3;-22,515;-9,83;-1,186;-7,128;-1,356;355,098;-0,014;-62,208
"emji_visage_qui_pleure";-4,613;-5,863;-17,24;2,498;-3,37;-30,025;16,925;-19,679;98,827
"jour";12,963;-18,236;4,706;1,861;-8,66;-13,748;412,909;-27,466;-128,246
"trouver";4,455;-25,771;0,08;-1,372;-0,138;7,341;73,193;20,611;-99,246
"venir";-2,304;-1,603;6,319;7,989;-0,738;17,914;135,777;-13,36;-163,045
"donner";-9,718;-4,213;-3,839;15,031;-5,26;-0,016;219,325;11,772;-154,245
"vivre";-1,178;-17,824;0,103;-1,977;-11,113;-52,104;377,918;1,613;-76,6
"rester";-0,272;-3,974;68,678;0,283;2,336;-1,596;24,675;17,24;-191,35
"payer";-13,869;-30,366;2521,398;-20,597;-10,29;-116,066;-107,751;-69,937;-333,499
"tellement";-0,474;-57,158;-90,799;-8,426;-8,849;-38,614;-6,855;-19,207;714,878
"problème";-5,622;-18,532;63,416;-3,896;-1,498;-15,034;0,724;485,883;-317,798
"français";60,871;-53,905;0,338;-19,039;28,518;1381,596;-100,678;-73,108;-91,737
"connaître";0,001;-12,828;-46,31;-5,317;1,081;-0,006;298,628;0,097;-35,306
"changer";-3,067;-34,679;-10,572;-4,929;22,83;-27,644;635,821;-3,094;-100,044
"souvenir";-14,186;-80,539;-166,309;-19,256;-7,208;-85,261;-119,17;-114,11;2182,558
"france";62,585;-30,305;541,109;-4,05;17,728;-1,419;-15,365;-15,678;-196,971
"fois";94,757;-0,247;3,893;-14,746;-7,399;7,728;55,186;0,355;-126,702
"commentaire";-7,614;-36,419;-188,146;-1,799;0,006;2542,048;-34,63;-0,327;-170,659
"emji_visage_souriant_avec_une_goutte_de_sueur";4,156;-39,784;-25,376;0,384;1,168;23,04;-5,425;-21,333;104,106
"arrêter";-7,109;131,356;22,282;0,408;0,257;-0,776;11,515;1,735;-238,593
"seul";-1,196;5,525;3,826;0,526;-5,933;-4,329;93,55;10,494;-154,286
"demander";-2,388;3,802;3,959;-7,484;-3,18;11,278;97,241;2,978;-196,838
"droit";-10,697;479,61;-0,265;-6,631;0;-11,48;-5,193;91,363;-234,757
"question";-3,875;-18,764;-25,386;-4,607;-8,124;14,26;-33,8;1240,135;-209,787
"devenir";-8,986;-30,765;64,864;2,61;-1,535;-0,779;26,719;4,373;-83,14
"travail";-0,809;-29,771;259,291;-9,859;-9,068;-24,652;25,411;5,492;-155,73
"cas";-3,114;-5,012;13,68;-7,295;-3,132;-4,039;10,664;242,623;-181,026
"jeune";-5,23;-60,711;-55,117;-4,733;-0,589;-12,617;399,76;0,895;-3,126
"raison";-6,982;-4,554;-18,208;0,519;-2,142;-23,449;-0,165;393,989;-21,971
"sentir";-0,672;-20,975;-23,154;-1,22;0,224;-3,571;28,055;361,315;-89,217
"emji_visage_faisant_un_clin_d_oeil";3,049;-33,175;-8,477;-1,258;-0,916;9,164;0,47;0,263;13,691
"emji_feu";-3,686;-23,405;-107,128;-12,716;-7,772;-60,908;-65,852;-59,909;1214,356
"police";-10,332;305,124;-10,96;-13,891;-4,077;-3,055;41,395;20,031;-190,192
"exister";2,733;-0,21;-1,371;-0,469;-0,67;-6,664;4,551;196,113;-83,865
"humain";-10,626;1,583;-32,891;70,929;-9,447;-23,192;18,497;320,094;-110,701
"accord";-3,992;184,433;4,384;-2,203;-4,288;-3,073;-3,105;21,17;-106,656
"arriver";-0,191;-8,571;0,699;-8,299;0,062;0;229,5;-5,144;-90,843
"utiliser";355,997;10,505;22,477;-1,256;22,783;4,484;-18,529;6,041;-150,398
"laisser";-2,814;0,103;-0,009;11,422;-4,267;-7,539;317,373;-2,066;-172,994
"besoin";8,005;-6,718;32,389;4,454;-7,267;-16,329;51,454;26,306;-142,494
"état";-7,924;607,583;73,49;-3,746;-8,769;-28,096;-14,55;-5,63;-191,189
"animal";-9,356;-48,052;-53,17;4067,032;-6,401;-51,939;0,403;0,1;-27,975
"regarder";-6,107;-14,617;-12,025;-0,493;-2,437;109,956;17,627;3,388;-31,805
"guerre";-9,115;2856,987;-54,583;-11,654;-6,191;-44,768;-24,044;-34,078;-162,127
"coup";-3,246;-0,096;1,619;-0,84;-0,724;-0,689;120,173;0,035;-86,816
"emji_mains_en_prière";-5,874;-38,176;-120,349;-7,666;-6,919;-42,909;-58,756;-50,514;1180,497
"travailler";-3,967;-45,869;352,246;-11,557;-4,491;-18,862;14,197;-3,497;-103,051
"argent";-7,409;-8,231;1245,883;-15,725;-3,31;-51,818;-58,297;-31,93;-181,479
"ca";0,134;-7,272;-21,343;0,099;6,409;-3,371;359,003;-8,934;-60,396
"partir";-5,624;-0,939;88,066;-10,281;1,089;2,698;1,852;7,674;-132,769
"moment";-5,891;0,048;-22,12;-5,343;-1,345;-9,309;199,478;-0,012;-16,234
"etc";-2,314;-1,003;223,036;-3,875;-2,697;-7,07;-4,312;6,018;-108,58
"riche";-8,648;-50,212;1403,53;-14,414;-5,784;-36,053;-71,348;-35,705;-155,972
"place";0,497;-0,334;207,02;-4,713;-1,111;-10,84;0,124;3,094;-144,27
"vidéo";-7,238;-10,665;-96,832;-2,866;-1,139;705,191;-11,887;-13,162;-0,21
"plutôt";-1,094;-5,453;6,249;-0,272;-3,299;-0,689;15,74;124,114;-128,128
"premier";-3,838;-0,017;5,545;-6,79;-0,41;167,738;-15,81;-4,883;-24,813
"mot";-3,523;0,228;-107,266;-10,63;136,159;174,751;0,656;14,194;-23,659
"rendre";-5,384;24,776;8,117;0,134;-1,925;-12,734;17,258;31,164;-113,207
"appeler";-0,276;0,369;-50,431;-2,313;2431,375;-2,47;4,651;-3,556;-20,329
"école";-0,587;-35,428;-47,182;-5,862;-5,517;-8,235;537,132;-27,567;-4,495
"niveau";-6,411;-40,442;32,338;-10,217;-0,717;55,048;4,339;25,591;-108,122
"meilleur";-1,475;-34,659;2,578;-1,591;-5,819;-12,583;-0,861;-11,921;98,36
"jouer";-8,568;-29,215;-24,484;-7,571;-5,714;-19,771;-4,974;-14,716;365,195
"part";-0,78;-0,011;13,571;-0,271;-0,051;-7,424;3,199;106,356;-109,347
"magnifique";-8,702;-58,621;-128,812;-7,798;-5,83;-72,681;-98,814;-57,657;1575,95
"genre";-6,568;-5,463;-38,22;-2,88;0,05;12,505;62,667;155,233;-105,779
"adorer";-2,273;-48,9;-130,55;-7,413;-5,633;-52,782;-81,51;-51,839;1357,996
"politique";-8,089;18,609;23,869;-13,357;-5,296;7,653;-58,171;279,826;-169,351
"palestinien";-8,022;5359,534;-160,577;-15,227;-5,238;-72,644;-105,168;-60,46;-177,896
"israël";-7,809;5241,076;-141,419;-14,823;-6,943;-60,024;-110,786;-70,666;-178,058
"sûr";-4,594;-1,199;-6,117;-5,586;-0,18;84,635;29,356;7,042;-80,843
"continuer";-4,557;139,946;21,288;0;0,12;-15,685;0,001;-0,314;-76,646
"famille";-2,963;0,182;-7,673;-6,449;0,002;-24,403;221,471;-17,083;-7,203
"lire";-2,885;-9,309;-77,536;-5,02;-3,464;1866,032;-32,801;-13,45;-138,92
"emji_mains_levées";-0,584;-13,658;-46,294;-8,074;-4,477;-26,416;-40,49;-24,178;584,341
"importer";-2,93;-1,916;-0,109;6,519;-1,213;-0,361;189,891;0,774;-131,11
"apprendre";-2,596;-26,095;-70,896;-1,042;-0,041;22,926;416,402;-9,53;-47,126
"dernier";-4,408;1,461;-5,638;-6,56;-2,288;9,284;-0,247;-0,067;3,039
"exemple";-0,333;-0,954;99,913;0,046;-2,116;-7,271;-0,074;29,331;-110,967
"sujet";-5,718;-17,663;-26,768;-7,387;-0,065;263,191;-0,014;139,155;-127,858
"compte";-7,636;-0,361;12,014;-8,961;-4,903;57,566;3,824;17,062;-123,744
"genève";-2,377;-16,277;659,252;-8,17;-1,745;-22,781;-45,688;-54,198;-29,129
"cause";-5,548;36,183;14,619;-0,037;-6,623;-20,934;-0,424;147,17;-137,569
"perdre";-5,548;-3,013;27,564;0,007;-0,352;-5,909;46,603;0,355;-63,095
"partie";48,738;-0,02;45,566;-3,399;-0,987;-5,335;0,049;14,855;-78,42
"manquer";5,766;-27,379;-1,655;-1,881;-3,334;-6,872;58,729;16,907;-8,28
"société";-5,535;-20,294;19,903;-10,288;-3,163;-48,71;-2,329;568,072;-112,763
"histoire";-2,53;32,135;-18,813;-6,972;-0,943;10,813;12,102;14,716;-41,729
"sortir";0,333;-0,993;-3,267;-1,822;-0,06;-0,714;223,566;-4,729;-67,595
"entendre";-2,519;-2,301;-60,867;-5,57;-0,936;-0,004;93,561;1,183;0,592
"pauvre";-3,853;-8,066;13,485;297,092;-1,864;-6,879;3,306;-0,573;-37,718
"idée";-1,559;-24,894;-8,295;9,399;-1,957;0,524;78,124;31,66;-47,843
"fin";-2,607;0,754;-1,234;-1,054;-0,043;116,426;-0,64;-1,012;-26,952
"emji_visage_souriant_avec_coeurs";-5,816;-44,92;-105,813;-3,138;-5,17;-49,318;-64,135;-46,347;1157,457
"cher";-2,334;-31,771;858,188;-9,746;-4,477;-21,089;-52,921;-40,821;-63,448
"oublier";-0,195;6,329;6,997;-6,858;0,417;-8,864;25,563;-1,198;-23,646
"rts";-7,144;17,784;-42,144;-8,074;-1,709;951,644;-70,798;-46,112;-22,193
"manger";-6,798;-48,167;0,612;2777,57;-1,478;-29,373;-7,424;-29,61;-12,706
"permettre";0,17;-0,398;122,773;-1,98;-6,28;-3,652;-0,608;26,097;-124,052
"écrire";-5,015;-7,551;-57,107;-7,646;2,668;1354,285;-28,07;-7,877;-100,824
"emji_visage_en_pleine_réflexion";-1,29;-0,792;-0,202;0,529;-0,225;419,105;-32,575;-12,406;-38,951
"parent";1,82;-41,298;-16,741;-3,358;-1,417;-24,231;632,195;-12,744;-50,248
"malheureusement";-2,344;-1,043;-10,803;1,835;-6,363;-27,952;192,821;36,421;-73,818
"gros";6,103;-26,148;82,175;0,178;6,278;0,206;0,573;-0,147;-56,885
"côté";15,224;-0,334;0,036;-1,918;-0,747;-1,056;44,321;16,898;-70,794
"paix";-3,102;1278,518;-114,395;-7,007;-5,819;-54,184;-17,376;-20,545;0,596
"finir";-5,054;-0,261;6,904;-1,841;-4,305;-17,192;207,788;-15,462;-54,819
"social";-6,798;-15,057;64,501;-3,493;-1,478;0,372;3,786;57,552;-131,914
"population";-5,054;89,898;113,318;-0,254;-4,305;-7,611;-9,909;5,337;-155,19
"revenir";-0,053;-12,322;224,268;-0,465;-5,973;-14,479;-2,085;-1,892;-37,981
"peuple";-6,692;964,088;-0,097;-7,266;-4,087;-14,295;-13,262;-2,631;-129,443
"heure";-2,829;-6,935;32,935;-1,091;-5,548;-0,081;8,51;-10,574;-5,371
"respect";-6,785;-1,604;-70,069;-4,628;-4,167;-24,881;212,884;18,622;-2,437
"espérer";-2,13;-0,371;-27,155;-0,037;-6,126;3,571;105,241;-9,398;-2,692
"gauche";-6,572;0,248;2,332;-3,167;-2,48;603,217;-37,221;-6,076;-121,938
"mort";-4,51;241,5;-5,757;5,966;-1,212;-2,167;2,859;-0,082;-71,932
"nom";-6,36;-0,044;-47,234;-8,299;504,134;2,562;28,69;1,703;-16,257
"attendre";-2,014;5,311;-1,871;-0,014;0,002;0,666;90,945;-0,336;-72,283
"commencer";-3,138;17,75;5,106;-4,313;-0,542;0,093;29,047;0,199;-81,811
"servir";186,271;6,14;33,607;-1,21;-5,654;-2,521;-0,19;5,948;-105,659
"tuer";-4,523;773,099;-35,233;64,886;-5,689;-32,222;-0,736;0,015;-100,022
"hamas";-5,935;4083,999;-125,623;-11,266;-5,277;-46,29;-87,833;-45,545;-134,095
"lieu";-0,3;2,33;60,648;-0,75;-2,418;0,987;1,938;3,874;-127,206
"emji_visage_avec_bouche_ouverte";0,458;-4,57;-10,678;2,328;-0,148;-2,922;0,287;-5,524;43,459
"faux";-4,6;0,576;-6,507;-6,889;-3,904;404,326;-19,753;30,22;-124,504
"super";3,568;-17,756;-0,865;0,878;-2,367;-7,126;-1,036;-24,886;100,146
"tête";-0,842;-18,931;-31,43;0,432;5352,107;-2,211;0,498;-8,101;-53,534
"pareil";-0,27;-28,152;-0,635;-4,044;-0,466;-1,142;235,487;-10,781;-24,746
"moyen";0,516;12,982;224,436;-1,935;-1,187;-30,138;-0,172;-2,293;-119,055
"dieu";-1,513;-8,913;-80,958;-0,953;-0,335;-13,382;4,843;53,562;46,922
"violence";-5,802;67,161;-44,877;-9,049;-0,86;-0,416;20,289;194,953;-125,875
"aider";-6,015;0,971;18,87;-0,88;-3,506;-8,049;105,735;0,227;-118,489
"simple";-0,742;-6,872;1,452;-3,757;-0,387;-7,608;14,402;28,665;-13,759
"système";0,001;-19,256;522,905;-9,473;-0,992;-27,368;-15,016;1,408;-133,703
"simplement";-0,742;-4,589;27,175;-5,01;-0,036;-8,437;1,524;90,381;-75,963
"classe";-5,656;-33,319;71,27;-5,444;-3,2;-0,855;2,588;-3,007;-3,318
"manifestation";-5,749;1738,783;-37,996;-8,949;-5,111;-34,941;-8,24;-4,584;-132,331
"droite";-5,749;-0,033;-4,958;-7,18;-0,83;920,625;-48,015;-2,387;-122,117
"prix";-3,918;-0,002;877,137;-8,999;-5,135;-37,011;-63,518;-42,007;-103,532
"triste";-4,162;-13,978;-39,939;-0,409;-2,061;-17,555;304,033;-1,304;-2,958
"public";-0,541;3,383;300,317;-5,79;-0,891;-3,12;-24,054;-0,406;-114,783
"chat";-0,006;-24,936;-41,481;237,131;0,034;-8,912;2,364;0,573;18,976
"vieux";-0,555;-15,577;-22,512;-0,319;0,147;-0,35;6,697;-1,586;45,171
"montrer";-5,935;4,962;-11,946;-9,298;-0,937;-0,913;-0,066;279,363;-62,443
"ville";-2,292;-2,423;408,627;1,31;-3,178;-21,035;-10,323;-28,249;-63,192
"palestine";-5,736;3371,814;-113,786;-10,888;-5,1;-34,819;-58,937;-37,853;-116,854
"fille";-0,072;-20,189;-48,401;-2,032;3,227;-21,91;39,575;0,312;55,329
"entreprise";-0,018;-13,834;1035,5;-8,302;-0,64;-43,294;-72,526;-31,099;-119,092
"emji_drapeau_suisse";-4,716;-0,517;-1,326;-2,61;-1,113;-8,23;-39,813;-26,25;216,206
"pire";-1,075;2,747;2,443;-1,717;-3,054;-1,049;139,091;-11,269;-75,347
"emji_visage_roulant_des_yeux";-0,283;-5,844;-9,621;-0,328;8,901;425,094;-8,238;-3,679;-49,37
"impôt";-5,431;-27,882;1169,148;-6,6;-4,829;-33,822;-70,735;-38,59;-124,864
"salaire";-5,431;-39,765;1019,507;-8,352;-4,829;-33,822;-66,414;-9,908;-114,671
"loi";-0,417;25,353;37,481;-2,827;0,002;-0,158;-0,368;19,043;-123,753
"emji_visage_qui_pleure_à_chaudes_larmes";-2,3;-10,571;-2,456;21,26;-0,093;1,735;-0,071;-14,438;22,103
"créer";-3,764;0,413;118,639;-1,115;0,247;0,002;-11,91;4,329;-78,284
"nouveau";-2,361;0,039;65,097;-5,536;-1,822;0,479;1,584;-1,437;-51,064
"répondre";-3,623;-9,573;-38,962;-5,122;-1,646;523,348;-5,468;13,54;-61,641
"chercher";-3,777;-0,301;9,084;-2,866;-0,762;0,418;2,746;65,304;-86,9
"normal";-0,026;-14,254;6,454;-0,119;0,01;-7,425;136,899;2,379;-87,6
"maison";197,899;-4,291;6,581;0,162;0,03;-10,062;21,691;-3,679;-28,902
"emji_visage_souriant_avec_yeux_rieurs";-1,021;-24,196;-52,164;-10,259;-1,598;-12,93;-30,342;-32,835;581,081
"façon";-3,649;-11,956;-5,627;-2,675;-1,666;-2,766;141,296;3,266;-21,584
"seulement";0,441;0,769;53,012;0,761;-4,946;-3,028;-0,17;5,35;-59,993
"retrouver";-3,662;-7,786;2,271;-0,002;-4,899;-0,555;-0,341;6,492;0,423
"blanc";-1,829;-3,437;-53,041;-2,102;1043,085;-0,038;9,641;18,97;-22,966
"article";-3,47;0,463;0,016;-3,525;-0,592;534,029;-41,613;-0,053;-109,404
"accent";-5,113;-37,312;-68,892;-9,706;-1,389;-25,745;-49,427;-30,035;813,197
"acheter";1,513;-8,696;424,336;0,005;-1,531;-25,874;-21,199;-18,127;-49,638
"rapport";-1,039;0,036;0,134;-1,652;-1,617;7,847;-12,841;213,909;-88,879
"jeu";-3,318;-16,225;-28,017;-7,829;-4,581;-14,609;-2,101;-4,896;248,818
"essayer";-2,098;-1,32;-3,877;-3,672;-0,113;0,415;202,734;0,068;-90,482
"réponse";-3,394;-7,294;-52,327;-4,713;-0,073;427,509;-1,719;4,928;-31,651
"propre";197,899;-0,028;0,996;-2,394;-1,521;-0,403;4,065;24,074;-77,344
"manifester";-1,785;1495,354;-20,166;-7,606;-2,673;-25,042;-12,657;-13,4;-110,398
"gaza";-5,153;3252,127;-89,295;-7,829;-4,581;-36,886;-57,894;-45,874;-120,949
"mauvais";-0,863;-13,606;-4,067;11,885;-1,426;-6,505;82,693;68,801;-76,456
"armée";-5,126;447,195;-1,178;-7,78;-1,398;-12,064;-0,218;9,131;-115,128
"soutenir";-5,14;623,431;-7,302;-6,071;-2,762;-6,355;-12,768;8,076;-91,155
"préférer";0,59;-6,975;-1,067;3,94;0,022;-7,583;39,083;6,223;-12,84
"poser";0,157;-15,189;-19,366;2,086;-1,455;-0,126;-16,531;686,508;-88,159
"respecter";-3,267;167,585;3,668;2,321;0,067;-7,838;0,854;-0,324;-83,523
"rappeler";-3,407;3,929;-0,903;-4,735;-0,558;-16,588;-1,439;-1,514;36,983
"justement";-1,941;-0,593;-0,286;-4,69;-0,071;-1,023;-3,319;359,544;-95,292
"eau";620,793;-0,047;83,453;-1,049;-1,24;-1,199;-7,94;-23,125;-60,614
"voiture";-3,102;-31,712;766,095;-2,929;-1,258;-34,767;-34,45;-43,593;-52,003
"service";-0,745;-6,03;138,242;0,075;-4,428;-12,148;-2,072;35,894;-96,827
"santé";-3,216;-19,99;407,666;0,807;-2,684;-26,815;-16,955;-1,282;-59,977
"écouter";-5,14;-19,082;-55,892;-7,805;-2,762;167,336;-0,008;0,104;6,447
"garder";-0,207;-14,497;2,787;14,752;-0,486;-3,966;48,729;1,024;-31,983
"journée";13,679;-17,977;-25,262;-1,134;-4,428;7,446;94,604;-7,867;-0,715
"sembler";-1,829;0,008;0,35;-0,207;-0,046;-1,361;-2,597;146,666;-48,406
"mois";-0,656;-12,79;470,906;-2,788;-1,194;-10,028;-22,942;-15,479;-65,011
"défendre";-4,901;355,178;-0,264;-5,64;-4,358;-1,199;-7,186;17,796;-107,294
"réalité";-4,994;-0,472;0,028;-3,03;-4,44;-0,313;-15,279;426,766;-94,757
"valoir";-1,719;-8,797;92,16;-0,144;-2,606;-2,737;-0,194;-2,729;-12,914
"exactement";-3,216;-3,284;-11,563;-5,903;-1,342;49,092;12,912;16,898;-28,403
"ami";-0,64;-6,068;-15,939;0,15;-0,01;0,036;73,052;-5,964;-0,055
"heureux";-3,064;-22,126;-33,151;0,453;-4,346;-3,622;13,41;-0,076;62,979
"fou";-0,688;-2,697;-34,611;-1,838;-1,231;0,006;11,472;40,217;-0,001
"terre";-4,782;204,846;0,384;0,004;-1,158;-10,734;0,954;0,278;-69,929
"plaisir";-3,089;-19,054;-17,393;0,429;-0,399;-8,542;-0,258;-0,917;116,502
"agir";-3,039;42,411;13,832;-5,569;-2,528;-2,91;-0,019;49,623;-106,364
"coeur";-4,742;-8,671;-25,258;3,255;-1,131;-10,456;-1,389;-5,581;152,846
"air";-0,656;-16,97;-6,367;-1,769;-0,013;-0,711;99,919;-13,03;0,2
"reportage";0,319;-21,933;-59,765;-9,228;-4,322;-4,85;-15,983;-21,245;438,118
"possible";-2,963;-0,961;76,355;-5,426;-4,252;0,004;0,954;0,132;-52,508
"manière";-3,001;-1,053;0,001;-2,768;-0,011;0;-6,545;237,735;-58,895
"foutre";-4,862;9,495;-0,657;0;-0,015;0,374;124,577;-18,366;-61,671
"ouvrir";-0,601;0,027;0,924;-7,06;-2,429;5,27;19,377;13,693;-62,972
"mdr";0,025;-3,414;-18,16;-1,65;0,178;436,545;-3,52;-11,192;-31,018
"expliquer";0,025;0,28;1,804;-1,65;0,178;-0,003;0,246;82,948;-75,388
"truc";8,487;-10,173;0,316;-0,087;0,778;-7,87;144,266;-3,818;-41,202
"gagner";-4,597;-18,386;548,079;-6,788;-0,264;-12,851;-26,804;-10,124;-74,25
"incroyable";-1,599;-12,621;-20,236;-7,184;-2,484;-8,831;-18,828;-16,56;313,238
"bidet";17943,381;-33,872;-84,689;-8,324;-3,899;-35,644;-54,209;-38,099;-30,085
"europe";0,476;95,254;71,457;-3,686;-1,05;-3,049;-5,692;-3,551;-86,161
"oeil";-0,594;0,832;-13,906;-5,331;-0,005;-0,493;35,63;0,875;-2,052
"génération";-4,61;-18,48;-31,211;-3,664;-1,042;-10,62;239,086;-0,29;-1,117
"canton";-4,372;-27,46;729,955;-6,368;-3,887;-24,138;-47,786;-24,675;-52,967
"trump";-4,584;548,729;0,644;-2,414;-4,075;0;-9,191;-9,001;-102,398
"protéger";-4,584;73,128;7,538;0,037;-0,259;-13,997;0,266;15,991;-73,949
"interdire";-1,322;1,652;116,337;23,7;-0,945;-8,561;-0,299;-1,007;-84,831
"gouvernement";-4,61;813,108;-0,176;-6,813;-1,042;-9,542;-7,01;-9,185;-105,598
"bas";-0,511;-0,035;87,469;-0,732;0;-2,329;-1,409;-2,779;-25,535
"situation";-4,623;14,713;-0,696;-6,838;-2,329;-19,9;33,74;115,058;-98,264
"couper";-1,322;-17,449;205,339;-6,541;-3,969;-7,58;-4,53;-4,066;-15,599
"israélien";-4,451;3137,023;-83,69;-8,45;-3,957;-38,388;-68,838;-40,902;-104,483
"honte";-4,491;8,627;-0,903;1,719;-2,219;-3,698;68,747;4,659;-67,571
"heureusement";1,389;-10,074;-19,376;-0,027;-2,307;-0,479;272,277;-7,197;-31,154
"avis";-1,374;-1,111;-42,312;-6,664;-2,252;0,358;17,516;294,956;-72,745
"liberté";-2,487;3,071;-3,387;-4,528;-3,805;-18,476;-8,948;462,304;-67,041
"père";-4,425;-22,194;-11,891;-4,786;-2,164;-4,055;-0,002;1,182;81,218
"génocide";-4,425;2728,659;-85,543;-8,399;-3,934;-33,971;-46,614;-25,178;-103,862
"âge";-4,438;-26,003;-38,896;-0,176;-3,946;-5,647;205,966;0,048;-0,181
"mec";-1,28;-12,701;-43,468;-4,763;9,922;5,496;176,556;2,098;-30,574
"imaginer";2,996;-8,247;24,748;-0,197;-3,981;-0,49;51,554;-4,134;-49,687
"cours";-4,266;-0,29;-4,912;-6,17;-0,818;-0,161;174,308;-16,015;-17,914
"choix";-0,378;-6,424;12,357;-8,224;-0,86;-16,002;1,022;161,838;-61,937
"absolument";-2,661;-0,168;-10,612;-1,307;-2,197;-2,386;4,771;164,889;-34,507
"reconnaître";-4,332;408,721;-17,736;-6,294;-3,852;-3,601;-14,47;0,527;-11,846
"assurance";-4,134;-29,758;1041,605;-7,847;-3,675;-37,512;-59,08;-42,109;-89,315
"également";-2,536;1,662;24,807;-0,51;-0,86;-1,882;-1,752;1,992;-13,707
"langue";-0,168;-17,999;-19,975;-2,449;2,07;862,512;-22,705;-13,882;-51,389
"peur";-2,487;-0,56;-10,116;1,259;-2,044;-10,501;28,905;88,967;-30,993
"équipe";-3,87;-23,625;305,781;-5,432;-1,709;-19,636;-9,525;-11,414;-12,039
"terme";-0,289;5,525;-6,359;-0,945;42,823;-0,888;-2,067;176,594;-70,599
"rue";-2,437;18,929;0,931;0,006;-0,793;-9,023;76,768;-6,612;-47,994
"rire";-1,086;-16,878;-35,351;-0,959;0,515;-0,06;-7,846;-6,193;185,99
"mère";0,908;-23,898;-27,731;-0,959;-1,946;-5,717;10,907;2,916;41,761
"aide";-2,412;50,667;8,534;-1,002;-0,126;-4,341;8,489;0,061;-65,245
"emji_visage_souriant_aux_yeux_rieurs";0;-22,998;-20,403;-0,832;-0,083;-1,785;-10,304;-21,552;239,291
"hiver";-4,081;-29,35;-16,298;-0,874;-3,628;-30,71;-16,194;-25,355;421,548
"otage";-0,209;2623,935;-78,026;-7,521;-3,523;-33,702;-54,074;-33,82;-87,823
"solution";1,068;2,426;102,948;-4,084;-0,671;-4,956;-0,846;0,119;-65,666
"important";-1,117;-2,029;5,04;-0,405;-3,734;-14,923;11,277;86,4;-54,999
"chance";-2,313;-9,41;26,198;-2,824;-3,64;-10,305;2,275;-2,889;0,832
"emji_pouce_vers_le_haut";-3,698;-18,58;-38,43;-3,508;-1,571;-9,729;-33,634;-13,895;433,971
"recevoir";-2,263;-0,195;32,341;-1,648;-0,679;0,013;2,634;-3,927;-17,747
