"";"X.rts_a";"X.rts_i"
"emji_visage_souriant_avec_yeux_rieurs";0,48;0,12
"marrant";0,19;0,11
"ceux";0,72;0,93
"crier";0,08;0,09
"scandale";0,06;0,1
"direct";0,11;0,09
"tour";0,05;0,06
"chien";0,06;0,02
"mauvais";0,52;0,41
"eux";0,52;0,64
"leur";1,91;2,12
"sembler";0,56;0,45
"aberrant";0,02;0,05
"selon";0,2;0,23
"aucune";0,5;0,69
"logique";0,25;0,27
"exprimer";0,72;0,29
"bêtement";0,03;0,04
"suivant";0,06;0,04
"pauvre";0,32;0,2
"bête";0,25;0,06
"servir";0,24;0,44
"justement";0,45;0,71
"demander";1,02;0,98
"quel";0,91;0,74
"jour";0,41;0,49
"emji_coeur_rouge";0,76;0,17
"mdrrr";0,1;0,05
"hein";0,28;0,25
"quoi";1,65;1,97
"comprendre";2,9;2,51
"grave";0,33;0,26
"éclater";0,03;0,03
"ton";1,32;1,47
"signe";0,08;0,05
"hauteur";0,08;0,04
"tel";0,14;0,16
"voix";0,23;0,22
"perdre";0,31;0,36
"connerie";0,21;0,2
"présenter";0,24;0,23
"insta";0,17;0,14
"emji_se_rouler_par_terre_de_rire";0,45;0,43
"bah";0,41;0,42
"tort";0,17;0,1
"raison";1,48;1,06
"quelle";0,75;0,56
"profondeur";0,05;0,03
"diversité";0,06;0,04
"attitude";0,06;0,02
"excellent";0,2;0,06
"refaire";0,14;0,07
"interview";0,21;0,06
"auprès_de";0,04;0,03
"mes";0,59;0,47
"e";0,11;0,23
"dernier";0,36;0,29
"meilleur";0,29;0,29
"avis";0,6;0,77
"exactement";0,77;0,53
"m";1,34;0,89
"falloir";2,13;2,59
"25";0,1;0,1
"traumatisme";0,1;0,02
"eau";0,11;0,1
"où";1,13;1,35
"sortir";0,32;0,45
"cacher";0,09;0,22
"développer";0,1;0,08
"purée";0,02;0,06
"pousser";0,15;0,17
"image";0,21;0,27
"voilà";0,34;0,36
"pourquoi";1,28;1,25
"bébé";0,09;0,05
"réflexe";0,03;0,05
"naturel";0,31;0,06
"balancer";0,09;0,13
"choquer";0,44;0,18
"moyen";0,15;0,22
"cool";0,06;0,06
"autre";1,22;1,09
"fois";0,73;0,93
"haha";0,09;0,07
"ni";0,76;0,68
"peur";0,31;0,31
"également";0,21;0,28
"importer";0,78;0,95
"connaître";1,22;0,96
"participer";0,05;0,07
"cours";0,11;0,15
"confondre";0,14;0,21
"ami";0,38;0,18
"inculte";0,04;0,05
"venir";1,3;1,03
"toujours";1,98;1,26
"comment";0,83;0,84
"parent";0,12;0,1
"imposer";0,1;0,13
"propre";0,35;0,4
"idiot";0,13;0,03
"souvenir";0,29;0,05
"mdr";0,23;0,28
"instruire";0,07;0,01
"emji_pouce_vers_le_haut";0,18;0,13
"définir";0,12;0,06
"type";0,31;0,31
"parisien";0,07;0,03
"changer";0,99;0,51
"conversation";0,07;0,05
"donc";1,65;2,11
"excuser";0,25;0,18
"mélanger";0,07;0,13
"premier";0,72;0,68
"classe";0,33;0,16
"con";0,28;0,06
"nan";0,17;0,12
"intéresser";0,23;0,23
"bout";0,06;0,17
"arrêter";0,61;0,91
"blâmer";0,05;0,06
"mec";0,41;0,21
"mtn";0,16;0,03
"croiser";0,05;0,04
"meuf";0,1;0,04
"rue";0,09;0,18
"connaissance";0,25;0,2
"agression";0,09;0,15
"bon";2,19;2,25
"insulter";0,34;0,22
"gens";2,11;2,36
"élevé";0,09;0,06
"femme";5,11;3,2
"traiter";0,37;0,47
"notre";0,86;0,97
"société";0,61;1
"entre";0,66;0,74
"insulte";0,05;0,04
"sexisme";0,04;0,04
"violence";0,19;0,93
"conjugal";0,02;0,07
"viol";0,05;0,06
"etc";0,36;0,45
"bcp";0,13;0,11
"trop";0,99;1,01
"vérité";0,52;0,46
"dur";0,06;0,09
"accepter";0,27;0,28
"courage";0,14;0,2
"toi";1,6;1,26
"emji_visage_souriant_aux_yeux_rieurs";0,18;0,08
"souvent";0,31;0,49
"réussir";0,09;0,18
"adapter";0,1;0,12
"irrespectueux";0,05;0,02
"ta";0,72;0,62
"manière";0,59;0,62
"vulgaire";0,06;0,02
"courir";0,21;0,2
"lieu";0,31;0,52
"beau";1,3;0,49
"reprocher";0,08;0,14
"draguer";0,13;0,02
"nos";0,63;0,73
"p";0,09;0,12
"déranger";0,26;0,3
"expliquer";0,51;0,55
"discuter";0,14;0,27
"réaction";0,14;0,14
"mot";1,81;0,78
"comportement";0,25;0,21
"signaler";0,04;0,06
"plaire";0,32;0,26
"parole";0,17;0,13
"point";0,5;0,79
"rien";2,46;2,35
"harcèlement";0,02;0,04
"activité";0,07;0,03
"deux";0,48;0,58
"thème";0,09;0,04
"commencer";0,21;0,46
"ressentir";0,17;0,06
"relation";0,05;0,18
"amour";0,14;0,04
"rencontre";0,1;0,02
"simple";0,45;0,31
"mari";0,17;0,05
"offrir";0,05;0,1
"âme";0,14;0,05
"partager";0,29;0,33
"coeur";0,27;0,14
"riche";0,11;0,12
"fou";0,38;0,29
"tant";0,43;0,6
"travailler";0,25;0,34
"salaire";0,03;0,1
"lire";1,07;1,46
"part";0,58;0,74
"absolument";0,54;0,55
"emji_mains_levées";0,3;0,16
"péjoratif";0,29;0,01
"préférer";0,31;0,23
"aborder";0,02;0,07
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";0,39;0,07
"info";0,28;0,43
"côté";0,36;0,47
"supposer";0,1;0,05
"pire";0,12;0,18
"banaliser";0,04;0,06
"bonjour";0,55;0,15
"sinon";0,34;0,36
"tellement";0,94;0,54
"résumer";0,05;0,05
"saint";0,06;0,01
"normal";0,36;0,27
"ménage";0,03;0,07
"éduquer";0,12;0,1
"laisser";0,54;0,71
"tranquille";0,06;0,08
"seul";0,87;0,81
"emji_visage_souriant_avec_une_goutte_de_sueur";0,39;0,2
"évoluer";0,33;0,05
"sentir";1,39;1,36
"obtenir";0,06;0,1
"égalité";0,17;0,81
"salarial";0,02;0,05
"misogyne";0,12;0,05
"époque";1,26;0,13
"principe";0,1;0,15
"moral";0,05;0,11
"inventer";0,16;0,09
"débat";0,24;0,47
"stérile";0,03;0,05
"vie";0,75;0,67
"déplaire";0,07;0,05
"partisan";0,02;0,05
"fameux";0,05;0,11
"progrès";0,09;0,04
"mêmes";0,29;0,35
"heure";0,17;0,2
"actuel";0,28;0,17
"nous";2,65;2,66
"cette";3,21;2,16
"ici";0,42;0,72
"sûr";0,71;0,76
"partout";0,28;0,21
"internet";0,21;0,11
"extrême";0,19;0,77
"simplement";0,49;0,46
"raisonnement";0,17;0,18
"débattre";0,06;0,17
"insultant";0,09;0,05
"moindre";0,09;0,11
"leçon";0,09;0,03
"morale";0,06;0,15
"recevoir";0,08;0,11
"story";0,06;0,02
"boomer";0,1;0,01
"excellence";0,03;0,04
"1";0,18;0,34
"euh";0,04;0,06
"2";0,4;0,52
"source";0,21;0,51
"légal";0,06;0,07
"sérieusement";0,06;0,14
"rarement";0,1;0,04
"réseau";0,38;0,36
"social";0,41;0,5
"monsieur";0,7;0,21
"particulièrement";0,11;0,02
"toucher";0,17;0,14
"personnel";0,17;0,27
"vice";0,03;0,03
"interdire";0,18;0,15
"pur";0,21;0,14
"endroit";0,06;0,09
"ensemble";0,17;0,21
"discussion";0,13;0,16
"honnête";0,06;0,05
"possible";0,18;0,27
"celle";0,28;0,14
"ci";0,06;0,05
"site";0,13;0,06
"ailleurs";0,41;0,44
"subtil";0,06;0,01
"journaliste";0,44;0,24
"humain";0,79;0,77
"touchant";0,1;0,01
"temps";0,74;0,85
"écouter";0,8;0,41
"journalisme";0,05;0,08
"qualité";0,1;0,12
"forcément";0,25;0,26
"lui";1,41;0,56
"puissance";0,06;0,02
"propos";0,48;0,64
"vrai";1,9;1,43
"alcool";0,06;0,06
"4";0,17;0,2
"paix";0,05;0,16
"appel";0,1;0,1
"aide";0,11;0,2
"clair";0,26;0,27
"psy";0,07;0,11
"effet";0,21;0,29
"interroger";0,12;0,06
"fin";0,44;0,37
"respectueux";0,05;0,04
"bel";0,1;0,05
"souligner";0,06;0,05
"force";0,19;0,41
"respect";0,39;0,28
"empathie";0,09;0,16
"dingue";0,06;0,02
"facilité";0,02;0,09
"répondre";1,09;0,8
"quelqu_un";0,37;0,38
"instruit";0,04;0,03
"soigner";0,07;0,1
"partir";0,23;0,62
"boire";0,06;0,03
"probablement";0,14;0,11
"conseiller";0,09;0,11
"consulter";0,08;0,11
"emji_visage_qui_fait_un_câlin";0,12;0,06
"mort";0,34;0,28
"revenir";0,18;0,26
"état";0,22;0,38
"second";0,1;0,04
"dimension";0,04;0,03
"lumière";0,08;0,06
"blanc";1,06;0,47
"cerveau";0,29;0,21
"privé";0,1;0,1
"5";0,09;0,14
"permettre";0,22;0,45
"réalité";0,3;0,76
"esprit";0,25;0,19
"erreur";0,12;0,19
"ironie";0,03;0,06
"mâle";0,06;0,02
"apparaître";0,06;0,09
"meurtre";0,01;0,05
"violent";0,08;0,25
"élément";0,06;0,11
"sexuel";0,11;0,13
"autrement";0,1;0,1
"concept";0,17;0,17
"vivant";0,15;0,07
"début";0,14;0,09
"description";0,03;0,09
"suite";0,1;0,07
"emji_visage_en_pleine_réflexion";1,07;0,62
"vivre";0,6;0,64
"lausanne";0,04;0,04
"date";0,24;0,04
"journal";0,15;0,12
"tribune";0,04;0,03
"oser";0,13;0,19
"mentionner";0,1;0,26
"chaque";0,31;0,47
"nombreux";0,1;0,18
"mériter";0,17;0,24
"grand";0,86;0,73
"marquer";0,02;0,07
"cinéma";0,11;0,13
"durant";0,06;0,09
"6";0,06;0,14
"retrouver";0,23;0,21
"toutes";0,76;0,54
"porte";0,14;0,18
"droite";0,21;1,07
"gauche";0,19;0,89
"vision";0,18;0,12
"emji_applaudissements";0,75;0,52
"effectivement";0,27;0,25
"rapport";0,58;0,66
"rendre";0,7;0,63
"anonyme";0,04;0,07
"mignon";0,1;0,02
"peine";0,23;0,39
"hallucinant";0,06;0,05
"créateur";0,21;0,04
"appeler";0,72;0,3
"eh";0,06;0,09
"condescendant";0,06;0,05
"patriarcal";0,06;0,06
"air";0,25;0,15
"90";0,08;0,05
"situation";0,29;0,59
"dame";0,59;0,07
"plein";0,36;0,35
"fort";0,18;0,32
"responsabilité";0,08;0,26
"sous";0,33;0,55
"forme";0,25;0,27
"depuis";0,67;0,46
"quelques";0,21;0,23
"masculin";0,1;0,11
"ouvrir";0,37;0,42
"surprise";0,06;0,09
"commettre";0,03;0,1
"inconnu";0,09;0,06
"domestique";0,01;0,1
"schéma";0,04;0,03
"extrêmement";0,13;0,12
"différent";0,22;0,21
"battre";0,52;0,28
"conjoint";0,03;0,09
"défendre";0,14;0,43
"agresser";0,02;0,04
"face";0,14;0,33
"danger";0,06;0,12
"multiple";0,06;0,07
"place";0,29;0,55
"emji_visage_avec_des_symboles_dans_la_bouche";0,01;0,1
"livre";0,57;0,34
"étonnant";0,07;0,08
"valoir";0,2;0,2
"or";0,03;0,08
"julien";0,11;0
"magnifique";0,13;0,07
"raconter";0,31;0,17
"accent";0,23;0,02
"désolé";0,29;0,2
"obliger";0,19;0,23
"emji_visage_souriant";0,15;0,05
"pub";0,02;0,04
"émission";0,17;0,04
"idée";0,64;0,9
"meme";0,25;0,19
"vieux";0,49;0,12
"publication";0,12;0,21
"marier";0,16;0,05
"complet";0,12;0,1
"âge";0,25;0,14
"totalement";0,4;0,33
"accord";0,66;0,78
"formation";0,05;0,08
"obligatoire";0,02;0,2
"uniquement";0,11;0,22
"jeune";0,64;0,4
"service";0,11;0,39
"militaire";0,03;0,17
"hey";0,03;0,03
"reportage";0,33;0,11
"nouveau";0,21;0,3
"santé";0,13;0,16
"récent";0,04;0,05
"puis";0,32;0,21
"rejoindre";0,02;0,05
"issue";0,06;0,05
"voici";0,09;0,03
"entier";0,18;0,22
"titre";0,26;0,38
"youtube";0,14;0,07
"contexte";0,21;0,14
"égo";0,06;0,03
"puisqu";0,06;0,03
"annonce";0,03;0,03
"fond";0,37;0,23
"bref";0,33;0,32
"exemple";0,4;0,54
"tenir";0,2;0,28
"emji_visage_qui_rougit";0,08;0,02
"sacré";0,1;0,05
"personnage";0,12;0,11
"forcer";0,06;0,09
"emji_visage_pensif";0,02;0,04
"choix";0,34;0,38
"difficile";0,22;0,29
"consommation";0,06;0,07
"apparemment";0,14;0,2
"espérer";0,21;0,3
"individu";0,1;0,16
"liberté";0,32;0,69
"fortune";0,01;0,05
"expression";0,34;0,38
"témoignage";0,1;0,06
"niveau";0,79;0,84
"emji_tête_qui_explose";0,04;0,03
"60";0,21;0,06
"réfléchir";0,36;0,44
"facile";0,32;0,45
"grâce";0,21;0,08
"cadre";0,05;0,08
"encadrer";0,02;0,05
"suivre";0,33;0,44
"éviter";0,1;0,22
"ainsi";0,21;0,2
"tentative";0,02;0,09
"dramatique";0,06;0,02
"illégal";0,01;0,05
"france";0,54;0,31
"dieu";0,91;0,09
"encore";1,67;1,6
"anglais";0,19;0,14
"exact";0,07;0,11
"travail";0,24;0,6
"instagram";0,25;0,16
"similaire";0,06;0,06
"père";0,14;0,09
"énormément";0,08;0,05
"énerver";0,1;0,04
"demain";0,06;0,04
"frustration";0,06;0,06
"chose";1,57;1,5
"malgré";0,17;0,11
"parfois";0,24;0,25
"départ";0,03;0,05
"conscience";0,18;0,19
"valeur";0,28;0,32
"existence";0,15;0,03
"supporter";0,06;0,02
"transmettre";0,08;0,1
"gérer";0,07;0,1
"israël";0,02;0,05
"dose";0,02;0,04
"contrairement";0,13;0,15
"affirmer";0,09;0,13
"trois";0,03;0,06
"fake";0,05;0,1
"new";0,05;0,06
"décider";0,12;0,11
"bloquer";0,07;0,13
"inviter";0,14;0,15
"revoir";0,1;0,11
"code";0,1;0,08
"éthique";0,02;0,06
"journalistique";0,02;0,05
"censure";0,02;0,11
"fait";0,14;0,53
"celui";0,25;0,2
"illustre";0,02;0,06
"droit";0,61;0,94
"poster";0,11;0,1
"comparer";0,15;0,1
"opinion";0,25;0,36
"base";0,4;0,38
"obligation";0,07;0,17
"proposition";0,02;0,06
"tordre";0,1;0,07
"train";0,06;0,06
"tuer";0,1;0,34
"feu";0,04;0,07
"individuel";0,02;0,13
"emji_tête_à_l";0,1;0,07
"envers";0,37;0,26
"gouvernement";0,08;0,15
"année";0,61;0,39
"jugement";0,13;0,12
"pourtant";0,38;0,32
"sauver";0,05;0,14
"néanmoins";0,03;0,04
"saisir";0,04;0,06
"nuance";0,08;0,12
"gare";0,04;0,03
"incroyable";0,3;0,12
"cause";0,37;0,59
"actuellement";0,11;0,12
"faible";0,06;0,04
"emji_visage_souriant_avec_de_grands_yeux";0,05;0,03
"discours";0,41;0,4
"président";0,04;0,09
"moquerie";0,04;0,03
"cependant";0,1;0,1
"rentrer";0,06;0,07
"couper";0,18;0,07
"vite";0,27;0,11
"attribuer";0,06;0,04
"neige";0,06;0,03
"pied";0,19;0,07
"corps";0,16;0,22
"emji_visage_envoyant_un_bisou";0,2;0,12
"vers";0,26;0,2
"15";0,1;0,1
"hahaha";0,02;0,04
"voisin";0,11;0,11
"fantasme";0,02;0,06
"aspect";0,03;0,11
"plupart";0,19;0,18
"voiture";0,05;0,04
"sexualité";0,07;0,03
"lâcher";0,02;0,09
"recherche";0,11;0,17
"personnellement";0,21;0,15
"comm";0,05;0,04
"matelas";0,02;0,06
"rire";0,21;0,12
"masque";0,02;0,06
"paraître";0,15;0,16
"ouf";0,07;0,06
"pk";0,07;0,07
"sentiment";0,12;0,11
"physique";0,17;0,26
"surtout";0,67;0,77
"standard";0,06;0,02
"beauté";0,19;0,05
"stupide";0,25;0,09
"adresser";0,06;0,06
"directement";0,05;0,09
"portée";0,03;0,03
"excuse";0,06;0,12
"sincèrement";0,14;0,1
"agressif";0,09;0,09
"cordialement";0,03;0,05
"brillant";0,06;0,02
"inutile";0,17;0,11
"vide";0,07;0,11
"méchant";0,46;0,11
"constater";0,11;0,14
"30";0,14;0,12
"quels";0,03;0,07
"critère";0,02;0,1
"avantage";0,05;0,07
"complètement";0,5;0,32
"malheureusement";0,49;0,34
"baser";0,06;0,11
"apparence";0,1;0,02
"couverture";0,01;0,05
"mensonge";0,04;0,09
"hypocrisie";0,05;0,09
"objet";0,08;0,16
"haut";0,21;0,19
"50";0,21;0,15
"prêt";0,06;0,07
"attirer";0,03;0,06
"humour";0,12;0,1
"précédent";0,09;0,11
"message";0,34;0,37
"chez";0,67;0,52
"fille";0,14;0,1
"ignorer";0,07;0,15
"jusqu_au";0,02;0,06
"mariage";0,14;0,04
"emji_mains_en_prière";0,38;0,11
"millier";0,06;0,05
"remercier";0,06;0,05
"madame";0,44;0,13
"souffrir";0,05;0,04
"citation";0,02;0,1
"cultivé";0,06;0,02
"capable";0,32;0,24
"autant";0,37;0,39
"pitié";0,15;0,13
"certainement";0,09;0,13
"elle_même";0,04;0,05
"persuader";0,07;0,04
"finalement";0,1;0,12
"journée";0,14;0,27
"abe";0,01;0,06
"préjugé";0,03;0,04
"nez";0,05;0,06
"absolu";0,06;0,05
"derrière";0,16;0,23
"pseudo";0,06;0,07
"partie";0,33;0,4
"arrogance";0,1;0,04
"aveugle";0,08;0,09
"certitude";0,08;0,04
"perso";0,15;0,13
"gratuitement";0,08;0,03
"soleil";0,07;0,02
"tourner";0,14;0,11
"autour";0,14;0,1
"terre";0,29;0,19
"chercher";0,57;0,46
"entourer";0,04;0,06
"marcher";0,05;0,15
"confusion";0,04;0,04
"hab";0,04;0,05
"emji_visage_souriant_avec_coeurs";0,14;0,04
"emji_mains_en_prière_peau_claire";0,1;0,07
"bêtise";0,21;0,19
"hier";0,1;0,07
"loin";0,32;0,29
"actualité";0,27;0,08
"certaine";0,1;0,1
"bruit";0,06;0,03
"pareil";0,49;0,33
"lequel";0,07;0,06
"fil";0,1;0,05
"résultat";0,17;0,17
"creuser";0,03;0,06
"talent";0,07;0,06
"numéro";0,04;0,1
"entrer";0,05;0,05
"politique";0,15;0,91
"film";0,19;0,22
"centaine";0,05;0,04
"référence";0,1;0,1
"libre";0,36;0,36
"merveilleux";0,08;0,03
"joli";0,19;0,13
"série";0,06;0,12
"hésiter";0,1;0,06
"total";0,09;0,17
"humilité";0,06;0,02
"acquérir";0,04;0,05
"désir";0,06;0,05
"d_abord";0,06;0,08
"bourgeois";0,1;0,08
"solution";0,11;0,23
"idéologie";0,1;0,2
"combat";0,25;0,18
"emji_visage_roulant_des_yeux";0,41;0,3
"mépris";0,14;0,06
"user";0,03;0,12
"évolution";0,13;0,04
"secret";0,1;0,01
"haine";0,17;0,39
"limite";0,13;0,15
"8";0,06;0,05
"10";0,16;0,2
"divorce";0,04;0,05
"initiative";0,02;0,28
"dommage";0,33;0,25
"craindre";0,1;0,05
"justifier";0,1;0,23
"statistique";0,03;0,29
"signification";0,1;0,02
"heureux";0,12;0,07
"condition";0,05;0,06
"patriarcat";0,11;0,08
"créer";0,43;0,31
"laquelle";0,14;0,11
"famille";0,11;0,23
"argument";0,39;0,84
"construire";0,11;0,07
"imaginer";0,2;0,26
"rigoler";0,08;0,03
"raciste";1,03;0,58
"certaines";0,24;0,33
"communauté";0,09;0,07
"rôle";0,06;0,15
"public";0,14;0,22
"musique";0,15;0,04
"uns";0,1;0,04
"avancer";0,13;0,25
"100";0,15;0,2
"jusqu_à";0,11;0,11
"racisme";0,75;0,52
"bonheur";0,19;0,02
"démocratie";0,02;0,2
"enlever";0,1;0,04
"aucun";0,65;0,71
"emji_visage_qui_vomit";0,05;0,04
"agir";0,21;0,44
"féminisme";0,19;0,26
"estimer";0,07;0,06
"soi";0,16;0,14
"minimum";0,14;0,19
"défaut";0,06;0,08
"emji_pouce_vers_le_haut_peau_claire";0,04;0,04
"étonner";0,06;0,14
"telle";0,08;0,06
"contraire";0,55;0,47
"autrui";0,06;0,02
"habit";0,04;0,05
"emji_visage_avec_un_léger_sourire";0,13;0,05
"artiste";0,02;0,08
"jeu";0,08;0,07
"café";0,08;0,03
"noir";0,96;0,2
"festival";0,04;0,04
"village";0,09;0,02
"finir";0,17;0,21
"corriger";0,06;0,09
"emji_homme_qui_hausse_les_épaules_peau_claire";0,15;0,06
"cohérent";0,05;0,06
"pathétique";0,1;0,07
"aise";0,06;0,04
"comporter";0,09;0,05
"étrange";0,05;0,06
"sourire";0,06;0,02
"empêcher";0,22;0,31
"rajouter";0,06;0,07
"connait";0,04;0,05
"dessus";0,19;0,2
"afin";0,07;0,1
"légitime";0,06;0,05
"heureusement";0,17;0,15
"position";0,07;0,07
"maîtriser";0,02;0,1
"ouais";0,13;0,14
"inspirer";0,09;0,12
"emji_visage_souriant_avec_une_larme";0,11;0,1
"pardonner";0,11;0,01
"ignorance";0,17;0,15
"quasi";0,08;0,05
"visage";0,06;0,1
"informer";0,15;0,22
"occasion";0,05;0,07
"tien";0,03;0,04
"cest";0,21;0,16
"subir";0,19;0,2
"ceci";0,11;0,07
