entre;2;2;5;6;4;4;1;2;11;6;4;1
ou;1;2;2;4;4;5;2;5;6;5;3;14
pas;4;6;3;4;3;0;8;5;7;5;4;7
elle;6;3;5;4;1;3;3;1;4;6;2;5
depuis;5;6;4;4;2;9;2;2;7;6;5;3
million;0;3;0;8;3;4;2;9;7;4;1;2
mais;8;3;3;0;2;4;6;2;9;4;5;9
devoir;2;3;2;2;1;5;13;10;5;2;8;1
contre;7;6;2;2;1;9;7;4;8;0;0;3
2026;9;1;0;5;0;1;5;14;5;7;1;1
qu;3;2;0;1;3;9;5;4;2;1;7;4
2025;3;3;2;5;2;5;2;1;9;1;2;3
lors;8;3;7;1;5;2;3;4;2;0;1;3
000;2;2;2;4;3;2;4;1;8;2;4;1
moins;2;1;1;3;4;6;1;3;5;1;2;5
bien;0;0;1;6;4;1;2;3;4;5;5;6
dont;1;5;3;3;3;4;4;3;2;1;2;3
sans;0;3;1;4;1;5;0;3;5;4;3;3
trois;2;4;1;4;4;3;1;3;3;4;2;1
leurs;2;1;1;5;1;1;3;1;0;4;1;10
dès;1;1;0;2;0;1;2;2;5;2;6;2
ainsi;3;0;1;1;3;2;4;4;4;1;2;1
3;7;1;0;3;3;1;2;2;2;3;7;2
y;3;2;0;2;0;5;5;1;1;5;3;1
sous;0;5;1;4;3;3;2;3;2;2;0;3
plusieurs;2;1;3;0;11;3;2;1;1;1;2;1
20;1;1;1;6;2;2;1;4;3;2;4;1
1;10;0;1;4;0;2;1;3;7;1;3;0
c;1;1;0;3;1;1;1;0;3;1;5;3
avant;2;2;1;1;7;2;1;0;3;3;3;1
5;3;0;0;1;1;0;3;2;3;2;10;0
souvent;0;0;0;3;0;1;1;0;2;3;2;7
grâce;1;1;0;3;1;0;0;3;3;4;2;1
cinq;0;4;1;2;2;3;0;1;4;2;0;1
où;0;1;0;2;3;2;2;3;0;3;2;4
cet;2;1;2;2;2;0;1;1;0;5;2;1
jusqu_à;0;2;0;2;1;1;1;2;0;2;7;1
environ;0;0;1;4;2;1;3;2;5;1;2;1
déjà;1;1;2;1;3;4;3;3;1;5;1;1
chaque;1;0;3;2;1;0;1;0;1;4;4;2
2024;0;2;1;2;0;1;0;3;10;1;1;0
même;3;0;0;3;0;1;3;1;2;3;1;5
2;5;0;0;5;0;1;3;0;4;0;2;0
non;0;1;2;1;3;1;5;3;0;0;1;5
chez;0;1;0;2;3;0;1;1;3;1;0;1
alors;2;0;1;2;0;5;2;1;3;0;1;2
autres;0;1;1;3;3;0;3;4;0;1;3;2
on;6;1;0;1;2;0;1;0;4;0;3;1
4;4;2;0;2;0;0;1;2;3;0;3;1
10;2;1;1;1;0;2;0;1;3;0;5;2
tout;3;0;2;3;1;1;0;3;0;1;0;1
6;5;0;0;0;1;1;1;2;4;0;1;3
30;0;1;2;3;1;1;6;0;3;1;1;0
quatre;0;3;1;3;2;0;2;2;1;1;1;0
encore;1;0;1;0;1;5;1;2;3;1;2;1
50;0;1;1;3;0;2;2;2;1;1;3;1
11;1;2;2;1;4;0;0;0;2;1;0;0
très;2;2;1;1;1;0;1;0;1;2;2;0
15;1;2;4;1;1;0;0;0;5;0;1;3
malgré;0;1;1;0;3;2;2;2;1;1;1;2
ils;0;0;3;3;2;2;1;1;1;1;0;2
elles;1;2;1;0;1;2;2;0;2;0;0;1
fort;0;0;1;1;1;0;1;2;3;3;6;0
e;0;0;0;2;0;0;1;1;2;1;0;1
cependant;0;0;3;3;1;1;1;3;1;1;2;1
aussi;1;1;0;3;0;2;4;0;1;0;0;2
16;1;1;0;2;0;0;0;2;4;2;0;4
notre;0;0;0;3;0;1;0;0;0;1;0;3
8;0;0;0;1;0;0;1;1;7;1;2;0
nous;0;0;0;3;0;0;2;0;0;0;2;1
lui;0;1;3;1;1;1;1;1;0;2;1;2
durant;0;2;3;1;2;0;0;0;2;0;1;0
2023;0;1;1;1;1;1;0;0;8;0;2;0
vers;0;0;1;1;4;2;2;0;1;1;3;2
toute;1;0;0;0;0;2;0;1;1;2;0;1
parmi;0;0;0;0;2;1;3;1;0;0;0;0
25;1;2;0;1;1;0;0;0;2;4;1;0
18;1;1;0;2;0;0;4;0;3;1;1;0
12;1;2;0;1;2;1;2;1;3;1;0;0
si;0;0;0;2;0;1;2;0;0;1;1;2
force;0;0;2;0;3;7;1;0;0;1;0;0
aujourd_hui;2;2;0;3;0;0;0;0;2;4;0;1
7;2;0;0;2;0;1;0;2;3;1;1;2
200;0;0;1;2;0;1;2;2;1;0;0;1
13;2;1;0;1;2;2;2;0;3;0;0;1
tous;0;0;0;2;0;1;2;1;2;0;1;1
nos;1;0;0;1;1;0;0;1;0;1;2;2
40;1;0;1;1;0;0;2;1;2;1;2;0
300;0;0;0;2;2;3;3;0;4;0;0;1
14;1;0;1;1;0;0;0;0;0;2;0;0
certains;0;0;0;3;0;0;1;3;0;0;0;3
19;0;1;0;0;0;2;1;1;1;1;0;0
100;0;1;0;2;1;1;2;0;2;1;1;1
tandis_que;0;0;0;1;2;0;0;1;3;1;0;1
plein;2;3;0;2;1;0;0;2;2;0;1;0
pendant;1;2;0;0;2;0;0;1;1;2;1;0
bon;1;0;1;0;0;0;2;0;1;2;0;1
quelques;1;1;0;2;6;1;0;0;0;2;1;0
peu;0;0;1;1;4;0;1;0;0;0;2;0
dix;0;2;0;0;2;2;2;0;0;0;1;0
17;2;0;0;2;1;0;1;1;1;1;0;0
toujours;0;1;1;1;1;1;2;0;2;1;0;1
ici;0;0;1;4;0;0;1;0;2;0;1;0
autre;0;1;0;1;1;0;2;0;2;0;0;1
9;0;1;0;2;1;0;0;0;3;0;2;0
27;2;3;0;1;1;2;1;0;2;0;0;0
23;2;0;1;2;0;0;2;0;1;0;2;0
22;1;1;1;0;0;0;0;0;0;1;3;0
2022;0;2;1;0;0;0;0;1;4;0;1;0
vous;2;0;0;1;0;0;2;0;0;1;2;1
vouloir;1;0;1;1;0;0;4;0;2;0;0;0
t;1;1;0;1;0;1;1;1;1;1;0;1
six;0;1;0;2;1;2;1;0;1;0;1;1
près;0;0;0;0;1;1;0;0;2;0;0;1
cela;1;0;0;1;0;0;1;0;4;0;0;3
autour;1;0;1;2;0;3;0;0;0;0;0;0
24;3;1;0;1;0;0;1;0;0;0;1;1
0;5;0;0;1;0;0;0;0;2;0;1;0
via;0;1;0;0;0;1;0;0;0;0;1;0
toutes;1;1;1;0;0;0;1;1;0;0;0;0
htag_miseaupointrts;0;2;1;2;0;2;1;0;0;0;0;0
gare;0;0;0;0;3;0;1;1;0;0;0;0
devant;3;2;1;0;2;0;1;0;0;0;0;0
derrière;0;1;1;1;0;1;0;0;0;3;0;2
60;1;0;0;0;1;0;1;2;1;1;0;0
26;2;0;0;0;0;1;0;0;1;0;1;0
mal;0;0;0;0;1;0;1;1;2;1;1;1
dire;0;0;0;1;1;1;1;2;0;1;0;0
certaines;0;1;0;0;0;0;1;2;0;1;1;1
500;1;1;1;1;1;2;0;0;0;0;0;1
400;0;1;0;1;1;0;0;1;0;2;1;0
39;1;1;4;1;0;0;0;0;1;1;0;0
29;0;0;0;0;0;1;0;0;2;1;1;0
2027;0;0;1;3;0;0;0;3;1;0;0;0
2019;0;1;2;0;0;1;0;1;2;1;0;0
point;2;0;0;1;0;0;0;0;1;0;1;1
jusqu;0;0;1;2;0;0;0;0;0;0;1;0
afin;0;1;0;1;0;1;0;0;0;1;1;0
70;0;1;0;0;0;0;1;0;1;0;1;0
32;0;1;0;1;0;0;0;0;4;0;1;0
28;2;0;0;1;1;0;0;0;1;1;0;0
vingt;0;1;0;1;1;1;1;0;1;0;0;1
surtout;0;1;0;0;0;0;0;0;0;0;1;1
pourquoi;2;0;0;0;0;0;0;0;0;1;1;2
or;1;0;2;0;1;1;0;0;0;1;0;0
davantage;1;0;0;1;0;0;2;0;0;0;0;1
aucune;0;1;0;1;2;0;1;0;0;0;1;1
aucun;0;0;0;0;2;1;1;1;0;0;0;0
65;0;0;1;0;0;0;1;0;2;1;0;0
31;0;0;0;0;0;1;0;1;0;0;0;1
21;0;1;0;0;0;1;0;0;1;0;1;0
tels;0;0;0;0;0;1;1;0;0;2;0;1
tard;0;1;1;0;2;1;0;0;1;0;0;0
tant;1;0;1;1;0;0;0;1;0;0;0;0
sept;0;0;0;0;1;4;0;0;0;0;0;0
presque;1;0;0;1;0;0;0;1;1;0;0;1
m;1;0;0;1;0;1;1;0;1;2;0;0
lorsqu;0;0;0;1;2;0;1;0;0;0;0;1
jamais;0;1;1;0;0;1;0;0;0;0;2;0
hors;0;1;0;1;0;0;1;0;0;1;0;0
falloir;0;0;0;2;0;0;1;1;1;1;0;0
beaucoup;0;0;1;0;1;1;0;0;0;0;1;2
au_dessus;0;0;0;0;0;0;0;0;0;1;4;1
alerte;0;0;0;1;1;1;0;0;0;0;3;0
90;0;0;1;0;1;0;0;1;1;1;0;0
80;1;3;0;0;0;1;1;0;0;0;1;0
45;2;0;0;0;0;1;0;0;0;0;0;0
35;0;0;0;0;0;1;1;1;1;0;0;0
2000;0;0;1;2;0;1;1;0;0;0;0;0
150;0;0;1;0;0;1;0;1;1;0;1;0
ça;2;0;0;0;0;0;1;0;1;0;0;0
votre;0;0;0;1;0;0;0;0;0;0;0;2
savoir;1;0;2;0;0;1;0;0;0;1;0;0
parfois;0;0;0;1;0;0;0;0;2;0;0;2
neuf;0;0;0;0;1;1;0;0;1;0;0;0
lorsque;0;1;0;0;1;1;0;0;0;2;0;0
jusqu_au;0;0;0;1;0;0;0;1;1;1;0;0
huit;0;2;0;1;0;0;0;0;0;0;0;0
envers;0;1;1;0;0;0;0;0;1;1;0;0
concernant;0;0;1;1;0;1;1;0;0;1;0;0
comment;1;0;0;0;0;0;1;0;0;0;0;1
celle;0;0;0;0;0;0;2;0;0;0;1;1
41;1;1;0;1;1;0;0;0;0;0;0;0
34;0;1;0;2;0;0;0;0;1;1;0;0
2028;0;0;1;4;0;0;0;0;0;0;0;0
2021;0;1;0;0;0;2;0;0;1;0;0;0
2017;1;1;0;0;0;0;2;0;2;0;0;0
x;0;0;1;0;2;1;0;0;0;0;0;0
suivant;0;0;0;1;0;0;2;0;1;0;0;0
quelque;0;0;0;0;0;2;0;0;0;1;0;0
quant;0;0;0;1;0;1;0;1;0;0;0;1
pourtant;1;0;1;0;0;0;0;0;0;0;1;0
là;0;0;0;0;0;0;0;1;0;1;0;1
laquelle;0;0;0;1;0;0;0;0;1;0;0;1
eux;0;0;0;0;1;2;0;0;1;0;0;0
douze;0;1;0;0;2;0;1;0;0;0;0;0
celui;0;0;1;0;0;0;1;0;1;1;0;0
car;0;0;1;0;0;0;2;0;0;0;0;1
44;0;0;0;1;1;0;0;1;0;0;0;0
38;0;0;0;0;0;0;0;0;3;0;0;0
2020;0;0;0;0;0;0;0;0;2;0;0;1
1000;0;0;0;0;0;0;0;0;0;0;3;0
tu;1;0;0;0;0;0;0;0;1;0;1;0
te;1;0;0;0;0;0;0;0;1;0;1;0
plupart;0;0;0;1;0;2;0;0;1;0;0;0
ni;0;0;0;0;0;0;1;0;1;1;0;0
longtemps;0;0;1;1;0;0;0;1;0;1;0;0
juste;1;0;0;0;0;0;0;1;1;1;0;0
certain;0;0;0;1;0;0;0;0;1;0;1;0
96;0;0;1;0;0;1;0;0;0;2;0;0
75;0;0;0;0;0;0;0;1;1;0;1;0
64;0;0;0;1;1;0;1;1;0;0;0;0
2016;0;1;0;2;1;0;0;0;0;0;0;0
1800;0;0;0;1;0;0;1;0;0;0;1;0
vite;0;0;0;0;0;0;0;0;0;1;1;1
toutefois;0;1;1;1;0;0;0;0;0;0;0;0
toi;0;0;0;0;0;0;0;0;1;0;2;0
sauf;0;1;0;0;0;1;0;0;0;0;0;1
partout;1;0;0;1;0;0;0;0;0;1;0;0
je;0;0;0;0;0;1;0;0;1;1;0;0
g;3;0;0;0;0;0;0;0;0;0;0;0
84;0;0;1;0;0;0;1;1;0;0;0;0
73;1;0;0;0;0;0;0;0;1;0;1;0
600;0;0;0;1;1;0;0;0;0;0;1;0
48;2;0;1;0;0;0;0;0;0;0;0;0
250;2;0;0;0;0;0;0;0;0;1;0;0
140;0;0;0;0;1;0;0;1;0;0;1;0
