"";"X.rts_a";"X.rts_i"
"monsieur";0,59;0,14
"exactement";0,33;0,28
"train";0,16;0,26
"emji_visage_qui_pleure";1,45;0,79
"écologie";0,04;0,06
"multinationale";0,01;0,04
"gouvernement";0,06;0,2
"emji_visage_rieur";0,07;0
"vélo";0,1;0,14
"toujours";1,75;1,16
"exister";0,91;0,49
"écolo";0,02;0,02
"respecter";0,24;0,26
"nature";0,36;0,11
"surtout";0,72;0,78
"employer";0,02;0,04
"difficulté";0,07;0,06
"étranger";0,1;0,36
"travailler";0,5;0,77
"entourer";0,05;0,04
"responsable";0,1;0,17
"billet";0,04;0,18
"lieu";0,3;0,48
"raison";0,81;0,62
"papier";0,04;0,09
"mégot";0,02;0,01
"terre";0,27;0,21
"remarquer";0,16;0,08
"impeccable";0,02;0
"planter";0,07;0,03
"bâton";0,04;0,02
"inclure";0,02;0,03
"mtn";0,07;0,03
"ho";0,03;0,01
"ancien";0,37;0,09
"mètre";0,03;0,02
"véritable";0,06;0,06
"intelligence";0,15;0,06
"gars";0,19;0,13
"écrire";0,43;0,46
"parce_que";0,76;1,09
"triste";0,49;0,33
"ok";0,23;0,25
"ca";0,63;0,53
"commentaire";0,88;0,93
"plusieurs";0,26;0,32
"essayer";0,31;0,36
"effort";0,1;0,16
"hyper";0,08;0,07
"sensible";0,04;0,03
"différence";0,24;0,24
"drôle";0,11;0,09
"culturel";0,05;0,07
"qqn";0,02;0,04
"vouloir";1,65;2,19
"boisson";0,01;0,01
"faux";0,3;0,48
"important";0,21;0,32
"préciser";0,06;0,05
"personne";1,76;2,34
"cheveu";0,13;0,03
"chouette";0,08;0,02
"sujet";0,33;0,66
"mr";0,04;0,02
"georges";0,21;0
"niveau";0,58;0,61
"élevé";0,13;0,12
"post";0,05;0,16
"projet";0,06;0,19
"logique";0,13;0,26
"inventer";0,14;0,06
"1967";0,08;0
"conclusion";0,03;0,05
"chef";0,07;0,07
"oeuvre";0,05;0,09
"génération";0,51;0,14
"traiter";0,19;0,21
"concernant";0,05;0,12
"changement";0,15;0,17
"climat";0,05;0,16
"vivement";0,05;0,05
"emji_visage_de_clown";0,14;0,14
"richesse";0,06;0,14
"perte";0,07;0,15
"garçon";0,36;0,03
"sembler";0,34;0,29
"information";0,09;0,22
"d_abord";0,04;0,11
"mémoire";0,08;0,06
"lui";1,16;0,53
"revenir";0,38;0,46
"adorable";0,13;0,01
"seulement";0,28;0,36
"août";0,04;0,01
"férié";0,02;0,01
"façon";0,36;0,33
"politiquement";0,02;0,03
"diviser";0,03;0,04
"habiter";0,17;0,14
"peuple";0,08;0,36
"différents";0,1;0,08
"accorder";0,03;0,04
"autre";1,11;0,95
"enrichir";0,02;0,07
"immigration";0,04;0,13
"malgré";0,19;0,12
"arriver";0,67;0,65
"européen";0,07;0,21
"situer";0,02;0,04
"coeur";0,35;0,14
"celle_ci";0,03;0,03
"te";0,87;0,82
"coucher";0,07;0,04
"fonctionner";0,11;0,26
"3";0,38;0,51
"langue";0,24;0,31
"sérieux";0,13;0,19
"beaucoup";1,31;1,1
"page";0,05;0,07
"svp";0,13;0,14
"céder";0,01;0,03
"médiocrité";0;0,02
"imaginer";0,27;0,27
"utiliser";0,53;0,56
"pression";0,04;0,08
"jet";0,02;0,05
"envoyer";0,18;0,18
"décevoir";0,05;0,02
"prêt";0,14;0,1
"cher";0,39;0,55
"posts";0,01;0,01
"trouver";1,17;1,03
"version";0,04;0,02
"long";0,23;0,26
"larme";0,04;0
"oeil";0,29;0,23
"bio";0,05;0,08
"fondue";0,03;0,01
"journée";0,35;0,26
"envie";0,27;0,22
"empêcher";0,15;0,2
"moment";0,53;0,56
"ma";1,35;0,57
"manquer";0,51;0,41
"célèbre";0,02;0,01
"culte";0,03;0,01
"radio";0,08;0,04
"80";0,33;0,12
"grimper";0,01;0,02
"pilier";0,01;0,04
"pont";0,02;0,03
"mur";0,07;0,06
"fribourg";0,04;0,06
"encore";1,78;1,61
"escalade";0,01;0,01
"artificiel";0,04;0,03
"falloir";1,94;2,67
"créatif";0,03;0,01
"point";0,38;0,54
"faible";0,04;0,09
"marcher";0,15;0,22
"connaître";1,23;0,66
"sympa";0,18;0,07
"revoir";0,16;0,09
"emji_tête_à_l";0,1;0,09
"envers";0,27;0,22
"marrant";0,08;0,05
"léger";0,03;0,02
"ceux";0,64;0,98
"crier";0,08;0,07
"scandale";0,03;0,08
"direct";0,09;0,13
"tour";0,12;0,1
"chien";0,2;0,1
"mauvais";0,37;0,34
"singe";0,04;0,01
"recevoir";0,33;0,2
"certainement";0,16;0,11
"amour";0,38;0,07
"quotidien";0,08;0,1
"cuisinier";0,02;0
"client";0,2;0,1
"demander";0,84;0,83
"pousser";0,09;0,14
"aberrant";0,02;0,03
"selon";0,15;0,29
"aucune";0,3;0,48
"exprimer";0,36;0,11
"bêtement";0,02;0,01
"suivant";0,07;0,05
"pauvre";0,55;0,39
"servir";0,26;0,43
"bière";0,03;0,01
"métier";0,3;0,18
"vie";2,01;1,18
"déplacement";0,01;0,03
"foutre";0,26;0,27
"lier";0,08;0,16
"crever";0,05;0,06
"emji_coeur_brisé";0,03;0,03
"numéro";0,03;0,05
"ailleurs";0,34;0,44
"étonner";0,12;0,2
"maltraiter";0,05;0,02
"quantité";0,04;0,08
"sucre";0,03;0,02
"justement";0,23;0,4
"quel";0,93;0,64
"chiffre";0,05;0,26
"entre";0,59;0,8
"1";0,41;0,64
"4000";0;0,02
"menace";0,01;0,04
"vendredi";0,02;0,01
"13";0,06;0,03
"2021";0,03;0,02
"mdrrr";0,05;0,03
"hein";0,22;0,2
"simple";0,46;0,35
"efficace";0,04;0,07
"bah";0,35;0,36
"chanceux";0,03;0,01
"ton";0,69;0,84
"quoi";1,22;1,4
"comprendre";1,5;1,42
"éclater";0,03;0,02
"signe";0,05;0,04
"hauteur";0,05;0,05
"veille";0,02;0,01
"14";0,1;0,05
"tel";0,1;0,11
"voix";0,13;0,09
"connerie";0,09;0,12
"présenter";0,11;0,13
"insta";0,06;0,05
"emji_se_rouler_par_terre_de_rire";0,46;0,44
"tort";0,06;0,04
"naître";0,32;0,13
"lendemain";0,06;0,03
"12";0,1;0,1
"mdrr";0,04;0,02
"porte";0,18;0,19
"malheur";0,02;0,01
"lunette";0,04;0,01
"soleil";0,13;0,04
"protéger";0,13;0,31
"profondeur";0,01;0,01
"diversité";0,03;0,03
"attitude";0,02;0,01
"refaire";0,08;0,05
"interview";0,12;0,02
"passionnant";0,01;0,01
"envisager";0,01;0,02
"auprès_de";0,02;0,03
"e";0,14;0,17
"avis";0,24;0,34
"esprit";0,24;0,12
"nostalgie";0,09;0
"souvent";0,29;0,45
"état";0,21;0,6
"catastrophique";0,03;0,03
"normalement";0,04;0,04
"scandaleux";0,01;0,04
"tiers";0,02;0,03
"25";0,11;0,11
"réparer";0,01;0,02
"traumatisme";0,04;0,01
"eau";0,23;0,23
"terrible";0,1;0,04
"cacher";0,09;0,15
"développer";0,09;0,11
"purée";0,03;0,03
"1ere";0,02;0,01
"voilà";0,29;0,25
"main";0,23;0,21
"méthode";0,14;0,06
"qd";0,08;0,01
"mm";0,02;0,02
"violer";0,02;0,02
"bébé";0,09;0,07
"réflexe";0,01;0,02
"naturel";0,26;0,09
"balancer";0,05;0,07
"choquer";0,2;0,08
"moyen";0,23;0,48
"cool";0,11;0,08
"fille";0,62;0,13
"tôt";0,08;0,06
"rassurant";0,02;0,01
"hélas";0,08;0,02
"film";0,13;0,1
"résumé";0,05;0,03
"rapport";0,28;0,38
"fois";0,75;0,89
"90";0,21;0,08
"aîné";0,03;0,01
"maman";0,19;0,06
"cours";0,32;0,21
"répéter";0,1;0,1
"objectif";0,05;0,09
"atteindre";0,07;0,18
"preuve";0,2;0,2
"vivant";0,22;0,11
"inutile";0,12;0,12
"peur";0,3;0,26
"océan";0,01;0,02
"également";0,23;0,29
"participer";0,1;0,14
"spécialiste";0,02;0,04
"tant";0,48;0,58
"parent";0,65;0,31
"confondre";0,05;0,1
"poisson";0,03;0,02
"emji_visage_boudeur";0,25;0,21
"condamner";0,03;0,09
"dos";0,1;0,08
"insécurité";0,01;0,04
"naissance";0,06;0,04
"phénomène";0,04;0,06
"moteur";0,06;0,02
"qq";0,03;0,01
"minute";0,1;0,09
"nord";0,07;0,06
"comment";0,68;0,71
"imposer";0,08;0,19
"propre";0,26;0,33
"idiot";0,05;0,02
"horreur";0,07;0,06
"technique";0,09;0,05
"père";0,45;0,11
"jeter";0,1;0,11
"bateau";0,02;0,06
"mer";0,03;0,02
"env";0;0,01
"mdr";0,19;0,2
"instruire";0,03;0
"bb";0,02;0,02
"traumatiser";0,05;0,01
"seul";0,9;0,84
"buzz";0,01;0,01
"emji_pouce_vers_le_haut";0,19;0,07
"trois";0,08;0,09
"renoncer";0,02;0,02
"heureux";0,54;0,11
"paradis";0,08;0,03
"gentil";0,27;0,07
"joli";0,2;0,11
"dignité";0,03;0,03
"célestin";0,08;0
"reposer";0,04;0,07
"paix";0,08;0,13
"sûr";0,49;0,49
"place";0,38;0,73
"emji_visage_soulagé";0,18;0,03
"définir";0,04;0,03
"type";0,19;0,2
"courir";0,13;0,13
"derrière";0,16;0,17
"stresser";0,05;0,01
"malade";0,11;0,11
"finir";0,37;0,45
"celle";0,19;0,14
"parisien";0,04;0,01
"cour";0,05;0
"conversation";0,04;0,02
"excuser";0,11;0,09
"mélanger";0,03;0,06
"appeler";0,54;0,29
"premier";0,55;0,47
"moto";0,06;0,04
"tomber";0,27;0,22
"con";0,22;0,05
"nan";0,08;0,05
"intéresser";0,14;0,15
"bout";0,14;0,15
"arrêter";0,59;0,94
"blâmer";0,03;0,04
"mec";0,28;0,17
"putain";0,04;0,01
"énergie";0,08;0,23
"dégager";0,02;0,02
"meuf";0,06;0,01
"connaissance";0,13;0,09
"agression";0,04;0,06
"meme";0,2;0,22
"siffler";0,02;0
"normal";0,35;0,39
"insulter";0,13;0,07
"société";0,39;0,6
"insulte";0,03;0,02
"sexisme";0,02;0,02
"violence";0,18;0,47
"conjugal";0,01;0,03
"viol";0,02;0,05
"etc";0,47;0,64
"bcp";0,15;0,15
"télé";0,1;0,04
"réalité";0,16;0,43
"tik";0,03;0
"tok";0,03;0
"cerveau";0,15;0,1
"vide";0,1;0,07
"propos";0,22;0,23
"vérité";0,22;0,18
"accepter";0,16;0,23
"courage";0,11;0,17
"emji_visage_souriant_aux_yeux_rieurs";0,19;0,06
"réussir";0,1;0,18
"adapter";0,08;0,15
"irrespectueux";0,02;0,01
"ta";0,46;0,45
"vulgaire";0,03;0,01
"emji_visage_grimaçant";0,06;0,03
"franchise";0,02;0,02
"draguer";0,06;0,01
"reprocher";0,03;0,06
"p";0,06;0,07
"déranger";0,11;0,14
"agréable";0,1;0,03
"expliquer";0,21;0,33
"discuter";0,05;0,1
"facile";0,21;0,27
"emji_visage_souriant_avec_une_goutte_de_sueur";0,38;0,23
"spirituel";0,02;0
"ramasser";0,04;0,05
"lever";0,08;0,03
"emji_visage_éméché";0,03;0,01
"interviewer";0,07;0
"quelque";0,26;0,32
"terriblement";0,02;0,01
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";0,55;0,11
"jeu";0,51;0,12
"typiquement";0,02;0,01
"charme";0,03;0
"ici";0,32;0,58
"autant";0,38;0,49
"ramener";0,08;0,07
"réaction";0,07;0,06
"mot";0,69;0,32
"comportement";0,12;0,1
"signaler";0,03;0,03
"plaire";0,14;0,11
"plaie";0,01;0,02
"parole";0,18;0,09
"silence";0,04;0,03
"harcèlement";0,05;0,05
"rdv";0,01;0,02
"faciliter";0,01;0,04
"influence";0,03;0,04
"expo";0,01;0,01
"site";0,08;0,1
"parc";0,03;0,04
"activité";0,1;0,09
"thème";0,03;0,01
"commencer";0,26;0,45
"ressentir";0,12;0,05
"relation";0,04;0,1
"mari";0,15;0,04
"offrir";0,16;0,24
"âme";0,13;0,05
"partager";0,21;0,19
"riche";0,18;0,99
"salaire";0,15;0,61
"unir";0,06;0,12
"subir";0,13;0,15
"résister";0,01;0,02
"pire";0,36;0,3
"parallèle";0,02;0,03
"civil";0,02;0,09
"commun";0,09;0,16
"adresse";0,05;0,04
"couple";0,11;0,2
"mesure";0,05;0,22
"office";0,02;0,04
"foyer";0,06;0,09
"condition";0,09;0,2
"mariage";0,09;0,03
"égal";0,05;0,09
"vierge";0,02;0,01
"prince";0,02;0,02
"moderne";0,05;0,05
"éviter";0,13;0,29
"marier";0,11;0,05
"boîte";0,13;0,04
"nuit";0,13;0,1
"lire";0,43;0,57
"absolument";0,24;0,29
"emji_mains_levées";0,23;0,16
"rire";0,15;0,09
"avance";0,14;0,08
"nécessiter";0,01;0,02
"talent";0,05;0,05
"péjoratif";0,08;0
"préférer";0,33;0,26
"aborder";0,01;0,03
"titre";0,09;0,17
"propagande";0,03;0,01
"info";0,13;0,25
"respect";0,58;0,25
"côté";0,37;0,42
"supposer";0,05;0,03
"banaliser";0,02;0,03
"compliqué";0,08;0,15
"standard";0,03;0,02
"beauté";0,16;0,03
"fil";0,05;0,03
"ainsi";0,26;0,23
"impression";0,2;0,13
"bonjour";0,24;0,09
"michel";0,02;0
"quels";0,03;0,07
"souffrir";0,1;0,09
"mme";0,06;0,01
"co";0,05;0,04
"peine";0,19;0,25
"emji_femme_qui_hausse_les_épaules";0,06;0,05
"note";0,05;0,04
"professeur";0,15;0,02
"ennuyeux";0,02;0
"enseignement";0,08;0,01
"anglais";0,1;0,08
"italien";0,1;0,05
"emji_mains_en_prière";0,38;0,13
"uniquement";0,1;0,24
"allemand";0,09;0,21
"tourner";0,18;0,18
"vers";0,26;0,21
"caméra";0,11;0,05
"grace";0,01;0,01
"merde";0,16;0,12
"vive";0,14;0,12
"valeur";0,18;0,22
"moral";0,03;0,06
"famille";0,43;0,48
"fermer";0,15;0,18
"er";0,02;0,01
"limiter";0,05;0,09
"gosse";0,17;0,08
"sinon";0,25;0,29
"résumer";0,02;0,03
"saint";0,09;0,02
"mature";0,03;0
"ménage";0,09;0,1
"éduquer";0,16;0,08
"esclave";0,03;0,03
"laisser";0,55;0,76
"tranquille";0,07;0,1
"vaisselle";0,02;0
"ambition";0,01;0,01
"vomir";0,03;0,03
"misogynie";0,02;0,01
"gamin";0,26;0,05
"cuisine";0,09;0,03
"apparemment";0,09;0,11
"incapable";0,07;0,06
"aide";0,17;0,28
"évoluer";0,28;0,07
"régresser";0,03;0,01
"manger";0,55;0,32
"habitude";0,13;0,11
"inégalité";0,03;0,09
"obtenir";0,06;0,13
"égalité";0,08;0,35
"salarial";0,03;0,05
"35";0,06;0,04
"maison";0,42;0,23
"double";0,07;0,08
"tâche";0,08;0,05
"ménager";0,12;0,01
"course";0,18;0,12
"soin";0,12;0,18
"divers";0,02;0,04
"extérieur";0,06;0,04
"infirmier";0,03;0,04
"gestion";0,03;0,06
"valoir";0,27;0,26
"congé";0,03;0,08
"mat";0,02;0
"aise";0,04;0,03
"vacance";0,12;0,1
"sain";0,09;0,05
"misogyne";0,03;0,02
"révolu";0,04;0
"principe";0,08;0,15
"débat";0,08;0,23
"stérile";0,01;0,02
"compenser";0,01;0,04
"déplaire";0,04;0,03
"partisan";0,01;0,02
"fameux";0,06;0,08
"progrès";0,05;0,04
"catastrophe";0,08;0,08
"continuer";0,29;0,51
"enfance";0,18;0,03
"2005";0,03;0,01
"2008";0,03;0,01
"jouer";0,68;0,28
"guerre";0,2;0,21
