"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10";"classe 11"
"place";1;1;1;1;1;0,205;0,003;1;0,579;0,315;0,814
"diffuser";0;1;1;1;1;1;1;1;1;1;1
"santé";1;1;1;1;1;0,06;0;0;1;1;1
"projet";1;0,005;1;1;1;0,082;1;0,056;1;0;1
"prix";1;0,297;1;1;1;0,185;0,013;0,067;1;1;1
"nombreux";0,291;1;0,317;0;1;1;1;0,507;1;1;1
"service";1;0,301;1;1;0,573;1;1;1;1;0;1
"mort";1;1;1;1;0;0;0,362;1;1;1;1
"mois";1;0,021;1;1;0,172;1;0,003;0,803;1;0,001;1
"lien";0;1;1;1;1;1;1;1;1;1;1
"état";1;0,975;1;1;0,019;0;1;1;1;1;1
"suivre";0,002;1;0,427;1;1;0,731;0,802;1;0,494;0,239;1
"semaine";1;0,859;1;1;1;0,004;1;1;1;0;1
"nouvelle";1;0;1;1;1;1;0,763;0,02;1;0,019;1
"français";1;1;1;1;1;0;1;0,867;1;1;0,022
"vendredi";1;0,002;1;1;0,001;0,13;1;0,703;1;0,016;1
"bio";0;1;1;1;1;1;1;1;1;1;1
"beau";0,919;1;0;1;1;1;1;1;0,004;1;0,13
"américain";0,74;1;1;1;1;0;1;1;1;1;1
"question";0,463;1;1;0;1;1;1;0,835;1;1;1
"président";1;1;1;1;1;0;1;1;1;1;1
"aimer";0,093;1;0;1;1;1;1;1;1;1;0
"proposer";0,466;1;1;1;1;1;0,01;1;0,072;0,019;1
"offrir";1;0;0,574;1;1;1;1;0,007;0,987;0,112;1
"mardi";1;1;1;1;0;0;1;1;1;0,044;1
"journée";1;1;1;0;1;1;1;1;1;0,006;1
"fois";0,048;0,2;1;1;1;0,059;0,417;1;1;0,525;0,669
"atteindre";1;0;1;1;1;1;0;0,867;1;1;1
"âge";1;0,2;1;0,099;1;0,731;1;0,77;0,237;1;1
"présenter";0,017;1;0,001;1;1;0,816;0,879;0,397;1;0,034;1
"début";1;0,2;1;1;1;1;0,802;0,344;1;0,525;0,012
"clip";0;1;1;1;1;1;1;1;1;1;1
"équipe";1;1;1;0,373;1;1;1;0,93;0;1;1
"social";1;1;1;1;1;0,645;0;0;1;1;1
"ski";1;1;0;1;1;1;1;1;1;1;1
"prévoir";1;0;1;1;0,865;0,008;0,446;1;1;0,224;1
"jeu";1;0,809;1;0;1;1;1;0,364;0,113;1;1
"initiative";1;1;1;1;1;0,179;0,981;1;1;0;1
"europe";1;0,364;1;1;0,651;0,602;0;0,269;1;0,053;1
"couper";0,043;1;1;1;1;1;1;1;0;0;1
"animal";0,199;1;1;1;1;1;0,002;0;1;1;0,387
"retour";1;0;1;1;0,865;1;1;1;0,059;1;1
"rendre";1;0,301;1;1;1;0,517;1;0,009;1;0,129;1
"famille";0,74;0,431;1;1;1;1;0,385;1;0,809;0,214;0,038
"découvrir";0;0,99;0,494;1;1;1;0,939;1;0,889;1;1
"droit";1;0,855;1;1;1;0;1;1;1;0,171;1
"police";1;1;1;1;0;1;1;1;1;0,866;1
"occasion";0,25;1;0,022;0,01;1;1;1;1;0,308;1;1
"gaza";1;1;1;1;0;0,517;1;1;1;1;1
"amour";0,108;1;0,007;0,06;1;1;1;1;1;1;0
"étude";1;1;1;1;1;1;0;0;1;1;1
"école";1;1;0,675;0;1;1;0,264;1;1;1;1
"octobre";1;0,371;1;1;0;1;1;0,093;1;0,418;1
"matin";1;0,946;1;1;0;1;1;1;1;1;1
"international";1;0,656;1;1;0,077;0,005;0,604;0,223;1;0,348;1
"emji_drapeau_états";1;1;1;1;1;0;1;1;1;1;1
"18h45";0;1;1;1;1;1;1;1;1;1;1
"nuit";1;0;1;0,806;0,03;1;1;1;1;0,197;1
"histoire";0,002;1;1;1;0,685;0,216;1;1;1;1;0,186
"enquête";1;1;1;1;0,243;0,082;0;0,056;1;1;1
"emji_ballon_de_football";1;1;1;1;1;1;1;1;0;1;1
"victime";1;1;1;1;0,11;0,282;0;1;1;0,913;1
"saison";1;1;0;1;1;1;0,618;1;0,002;0,717;1
"mercredi";1;0,531;1;1;1;0;1;1;1;0;1
"ligne";1;1;1;1;1;1;1;0;1;0;1
"créer";1;0,99;1;1;0,17;0,778;1;0,004;0,213;1;0,35
"souligner";1;0,573;1;1;0,193;0,826;0;0,006;1;1;1
"revenir";0,032;0,45;1;1;1;1;0,006;0,431;1;0,959;0,279
"partie";1;0,573;1;1;0,055;0,014;0;1;1;1;1
"marquer";1;0,105;1;1;1;0;0,604;1;1;1;1
"emji_drapeau_france";1;1;1;1;0;0;1;1;1;0,315;1
"trouver";0,647;1;1;0;1;1;0,666;1;1;1;0,159
"tour";1;0,946;0,045;1;0,865;0,133;1;1;0,059;1;0,674
"demander";1;1;1;1;1;0;1;0,079;1;0;1
"attendre";1;0;1;1;1;0,434;0,524;1;1;1;0,768
"armée";0,831;1;0,416;1;0;1;1;1;1;1;0,023
"ancien";0,961;1;1;1;1;0;1;1;0,534;1;1
"suite";1;1;1;1;0;0,003;0,76;1;1;1;1
"soir";1;1;1;1;0,093;0,018;1;1;0,684;0,037;1
"partager";0,544;0,614;1;1;1;1;0,564;1;0,987;1;0
"ouvrir";1;0,103;1;1;1;0;1;1;0,281;1;0,943
"groupe";1;0,004;1;1;1;0,003;1;0,364;1;0,866;0,993
"train";1;1;1;0,626;0,351;1;1;1;0,614;0,006;0,511
"souvenir";0;1;1;0,416;1;1;1;1;1;1;0,279
"publier";1;0,901;1;1;0,128;1;0;0;1;1;1
"prochain";1;0,564;1;1;1;0,346;1;1;1;0;1
"jean";0;1;1;1;1;1;1;1;0,21;0,717;0,395
"voiture";1;1;0;0,187;1;1;1;1;0,933;0,263;1
"télévision";0;1;1;1;0,821;1;1;1;1;1;1
"trump";1;1;1;1;1;0;1;1;1;1;1
"sortir";0,741;0,371;1;0,332;0,093;0,078;1;1;1;0,418;1
"saint";0,322;0,901;1;1;1;1;1;1;1;0;1
"population";1;1;1;1;0,019;0,583;0;1;1;0,037;1
"france";1;0,761;1;1;1;0,002;1;0,852;1;0,005;1
"eau";1;0,761;0;1;0,278;1;1;1;0,281;0,378;1
"également";1;0,855;1;1;0,346;0,632;1;0;1;0,913;1
"valoir";0,951;0,464;0,976;0,104;0,942;1;1;1;0,099;0,51;1
"sécurité";1;1;1;1;0,077;0,002;0,017;1;1;0,029;1
"réseau";1;1;1;1;0,346;0,282;1;0;1;1;1
"rapport";1;1;1;1;1;1;0;0,093;1;1;1
"raconter";0;1;0,816;1;1;1;1;1;0,135;1;0,246
"neige";1;0;0;0,437;1;1;1;1;0,875;1;1
"haut";0,096;0,371;1;1;1;1;0,022;1;0,113;1;0,215
"art";1;0,013;0,001;1;1;1;1;1;0,061;1;1
"vivre";0,012;1;1;1;1;1;0,666;1;0,579;1;0,001
"venir";1;1;0;1;1;1;1;1;0,017;1;1
"vacance";1;1;0;1;1;1;1;1;0,694;1;0,194
"record";1;0;1;1;0,591;1;1;1;0,21;1;1
"musique";1;0,956;0;1;1;1;1;1;0;1;1
"genevois";1;1;1;0,04;1;1;1;1;1;1;0
"désormais";1;0,712;1;1;0,064;0,051;0,072;0,301;1;1;1
"cas";1;1;0,53;0,04;1;1;0;1;1;0,009;1
"artiste";1;0;1;1;1;1;1;1;0;1;1
"affaire";1;1;1;1;0,638;0;0,072;1;1;1;0,892
"violence";1;1;1;1;0,032;0,108;0;1;1;1;1
"réponse";1;1;1;0;1;1;0,76;0,093;1;1;1
"remporter";1;0,002;1;1;0,89;0;1;1;0,078;1;1
"poste";1;1;1;1;1;0,005;0;1;1;0,071;0,785
"lieu";0,08;0,761;1;1;0,014;0,216;1;1;0,004;1;1
"festival";1;0,233;1;1;1;1;1;1;0,002;1;0,011
"emji_drapeau_territoires_palestiniens";1;1;1;1;0;1;1;1;1;1;1
"centre";1;0,712;1;1;0,011;0,051;0,072;0,067;1;1;1
"sexuel";0,6;1;1;1;1;0,001;0;1;1;1;1
"rue";1;1;0;0,541;1;0,89;1;1;0,989;1;1
"mode";0,694;1;0,018;0,001;1;1;1;1;1;1;0,051
"meilleur";0,137;0;1;1;1;1;1;1;0;1;1
"laisser";1;1;1;0;0,89;0,222;1;1;1;1;1
"donner";0,001;1;1;1;1;0,185;1;1;1;0,767;0,001
"donald";1;1;1;1;1;0;1;1;1;1;1
"compte";0;0,116;1;1;1;1;0,38;0,001;1;1;1
"événement";0,003;0;1;1;1;1;1;1;0,816;0,562;1
"évoquer";0,012;1;1;1;1;1;1;1;0,244;1;0,001
"village";0;0;1;1;1;1;1;1;1;1;0,933
"ministre";1;1;1;1;0,008;0;1;1;1;1;1
"guerre";1;1;1;1;0;0,008;1;1;1;1;1
"feu";1;0,956;0,102;1;0,09;0,606;1;1;1;0,137;1
"européen";1;1;1;1;1;0;0,474;0;1;0,562;1
"emji_balance_à_poids";1;1;1;1;1;0;1;1;1;1;1
"célèbre";1;0;1;1;1;1;1;1;0,076;1;0,159
"cours";0,553;1;1;0,051;0,544;1;0,007;1;1;0,666;1
"âgé";0,163;1;1;0,891;0,032;1;0,037;1;0,424;1;1
"tête";1;1;0,297;0;1;1;1;1;1;0,89;0,994
"succès";1;1;1;0,129;1;0,088;1;0,002;0,374;1;1
"région";1;0,197;1;1;0,004;0,346;1;1;1;0,009;1
"raison";1;0,001;1;0,949;0,186;0,836;1;1;1;0,013;1
"nombre";1;1;1;1;1;1;0;1;1;0,045;1
"montrer";1;1;1;1;0,45;1;0,028;0;1;1;1
"mesure";1;1;1;1;1;0;0;1;1;0;1
"hiver";1;0,02;0;1;0,89;1;0,38;1;1;0,459;1
"fribourg";1;1;1;0,247;1;1;0,079;1;0,06;0,019;1
"film";1;0;0,976;1;1;1;1;1;1;1;0
"expliquer";1;0,663;1;1;1;1;1;0;1;0,087;1
"course";1;1;0,869;1;1;0,547;1;1;0;0,948;1
"commencer";1;0,595;1;1;1;1;0,56;0,28;0,009;1;0,732
"chiffre";1;1;1;1;1;0,664;0;1;0,756;0,51;1
"vin";0,181;0,017;0,867;1;1;1;1;1;1;0,923;0,996
"soleil";1;0,723;0;1;1;1;1;1;1;1;0,869
"seulement";1;0,956;1;1;0,359;1;0;0,017;1;1;1
"réduire";1;0,956;1;1;1;1;0;0,017;1;0,026;1
"politique";1;1;1;1;1;0;0,474;1;1;0,562;1
"plan";1;1;1;1;0,056;0;0,291;1;1;0,358;1
"pari";1;1;1;1;0,041;0,001;1;1;0,933;1;1
"journaliste";0,003;1;1;0,129;0,993;1;1;1;0,374;1;1
"israélien";1;1;1;1;0;1;1;1;1;1;1
"habitant";1;0,057;1;1;0,041;1;0,57;1;1;0,001;1
"décision";1;1;1;1;0,497;0;0,522;0,685;1;0,614;1
"cinéma";0,898;0,02;1;0,016;1;1;1;1;1;1;0
"campagne";1;1;1;1;0,45;0,017;0,474;0,002;1;1;1
"accueillir";1;0,001;1;1;0,544;0,132;1;1;0,474;1;1
"voyage";0,553;1;1;0,001;1;1;1;1;1;1;0,111
"risque";1;1;1;1;1;0,664;0,021;0;1;1;1
"membre";1;1;1;1;0,002;0,07;0,021;1;1;1;1
"important";1;0,956;1;1;0,013;0,008;0,38;1;1;1;1
"emji_gyrophare";1;1;1;1;0;0,346;0,005;1;1;1;1
"danse";1;1;0,567;1;1;1;1;1;0;1;1
"causer";1;0,001;1;1;0,001;1;0,001;1;1;1;1
"blanc";1;1;0,022;0,771;1;1;1;1;1;1;0,001
"appeler";0;1;1;1;0,111;1;1;1;1;1;1
"annonce";1;0,001;1;0,581;1;0,152;1;1;1;0,89;1
"édition";1;0;1;1;1;1;1;1;0;1;1
"toucher";1;0,415;1;1;0,09;0,222;0,016;0,017;1;1;1
"participer";0,044;0,276;1;1;1;0,975;1;0,414;1;0,31;0,933
"parler";0;1;1;0,387;0,993;1;1;1;1;1;1
"mener";1;1;1;1;0;1;0,005;0;1;1;1
"manquer";1;1;0,049;1;1;1;1;0;0,505;1;0,393
"manifestation";1;0,844;1;1;0;0;1;1;1;0,89;1
"maison";1;1;1;1;1;0,021;1;1;0,505;1;0,017
"froid";1;0,122;1;0,787;1;1;1;0,924;1;0,569;0,66
"effet";1;0,367;1;1;1;1;0,335;0;1;1;1
"concerner";1;1;1;1;0,836;0,547;0,001;0,113;1;0;1
"choisir";0,844;1;1;0,063;1;0,547;0,86;1;1;1;0,004
"chat";0,546;1;1;0,863;1;1;0,017;0,28;0,85;1;0,043
"champion";0,844;1;0,869;1;1;1;1;1;0;1;1
"berner";1;0,956;1;1;0;1;1;1;1;0;1
"accord";1;0,901;1;1;0;0;1;1;1;0,948;1
"1er";1;0,057;1;1;1;0,975;0,745;1;0,505;0,009;1
"utiliser";1;1;1;1;0,003;0,722;1;0;1;1;1
"titre";1;0,014;1;1;1;1;0,86;1;0;1;1
"sport";1;1;0,036;1;1;1;1;0,369;0,002;1;1
"seul";1;1;1;0,003;1;1;0,021;0,597;1;1;1
"recherche";1;1;1;1;0,836;1;0,079;0;1;1;1
"quotidien";0,322;1;1;1;1;1;0;1;0,631;0,948;0,161
"présent";0,003;1;1;1;0,993;1;1;0,029;1;1;0,268
"phénomène";1;0;1;0,082;1;1;1;0,017;1;1;1
"passion";0;1;0,297;1;1;1;1;1;1;1;0,994
"palestinien";1;1;1;1;0;1;1;1;1;1;1
"niveau";1;0,956;1;1;1;0,606;0;1;1;0,003;1
"neuchâtel";1;0,116;1;1;1;1;0,915;1;1;0;0,561
"match";1;1;1;1;1;1;1;1;0;1;1
"géant";1;0;1;1;1;0,843;0,171;0;1;1;1
"emji_globe_tourné_sur_l";1;1;1;1;0,45;0,017;0;0,641;1;0,562;1
"condition";1;1;1;1;1;0,843;0,171;0;0,922;1;1
"coeur";1;1;1;1;1;1;1;0,002;0,816;1;0,002
"baisser";1;1;1;1;1;1;0;0,977;1;0,637;1
"attaque";1;1;1;1;0;1;0,291;1;1;1;1
"association";1;1;1;1;1;0,021;0;1;1;0,83;1
"aide";1;1;1;1;0;0,975;0,745;0,006;1;1;1
"zurich";1;1;1;1;1;1;0,623;0,324;1;0;1
"vaud";0,788;1;1;1;0,779;1;0,804;1;1;0;1
"the";1;0,001;1;1;1;1;0,008;0,46;0,045;1;1
"susciter";1;1;1;1;1;0,054;0,099;0,001;1;0,137;1
"soutenir";1;0,844;1;1;0,779;0;1;0,46;1;0,001;1
"secret";0,13;1;1;1;1;1;1;0,977;0,322;1;0
"résultat";1;1;1;1;1;0;0,079;0,506;1;0,948;1
"rouge";1;1;0,012;1;1;1;0,86;0,012;1;0,948;1
"recevoir";0,788;0,01;1;1;0,273;0,152;1;0,46;1;1;0,994
"prêt";0,951;1;0;1;1;1;1;1;0,02;1;1
"plutôt";0,844;1;1;0;1;1;1;1;1;1;1
"piste";1;1;0;1;0,056;1;1;1;1;1;1
"moment";1;0,01;0,812;1;1;1;1;1;0,197;1;0,131
"minute";1;0,042;1;1;1;0,911;0,685;0,369;0,127;0,768;1
"majeur";1;0,321;1;1;1;0;1;0,46;1;0,089;1
"long";0,322;0,901;0,869;0,247;1;1;1;0,506;1;0,948;0,504
"humain";1;1;1;1;1;1;0,016;0;1;1;1
"fan";0,729;0;0,254;1;1;1;1;1;0,505;1;0,104
"emji_urne_électorale";1;1;1;1;1;0;1;1;1;0,165;1
"chose";1;1;0,869;0;1;1;1;1;1;1;0,004
"chanson";1;1;0,438;1;1;1;1;0,867;0;1;0,587
"carrière";0,163;0,002;0,63;0,392;1;1;1;1;1;1;0,287
"billet";1;0,122;1;1;0,476;1;0,011;1;1;0,569;0,66
"avis";1;1;0,923;0;1;1;1;0,552;1;1;1
"accident";1;1;1;1;1;0,772;0;0,977;1;0,637;1
"éviter";1;1;0,213;1;0,662;1;0,035;0,369;1;1;0,339
"vert";1;0,321;0,008;1;1;0,152;1;1;1;0,013;1
"tuer";1;1;1;1;0;1;0,685;1;1;1;1
"station";1;0;1;1;1;1;1;0,867;0,003;1;1
"spécial";0,001;1;0,567;0,331;0,127;1;1;1;1;1;1
"société";1;0,66;1;0,935;1;1;0,025;0,324;1;0,22;0,802
"situation";1;1;1;1;0;1;1;0,009;1;0,89;1
"réunir";1;0,002;1;1;0,89;0,606;1;1;1;1;0,044
"radio";0,036;1;1;0,542;0,995;1;1;1;1;0,055;1
"porter";1;0,156;0,567;1;1;0,052;0,56;0,28;1;1;1
"parent";1;1;1;0;1;1;0,745;1;0,16;1;0,017
"officiel";1;0,02;1;1;1;0;0,016;1;1;1;1
"métier";0,074;1;0,869;1;1;1;1;1;1;1;0
"mètre";1;0;1;1;1;1;1;1;1;1;1
"mot";1;1;1;0,133;1;1;1;0,369;1;1;0
"lier";1;0,321;1;1;1;0,03;0;0,46;1;1;1
"liberté";0,729;0,784;0,254;1;1;0,975;1;0,414;1;1;0,017
"juger";1;0,784;1;1;1;0;0,248;0,075;1;0,83;1
"jouer";1;1;1;0,035;0,721;1;1;0,075;0,16;0,83;0,933
"image";0;0,901;1;1;0,315;1;1;0;1;1;1
"fille";0,199;1;1;0,003;1;1;0,685;0,369;1;1;0,869
"fermer";1;0,396;1;1;1;0,129;1;1;1;0,006;1
"etat";1;1;1;1;0,009;0;1;1;1;0;1
"entreprise";1;1;1;1;1;0,772;0,001;0,28;1;0;1
"conseiller";1;1;1;1;1;0,004;0,291;1;1;0,001;1
"commun";0,788;1;1;1;0,779;1;0,804;1;1;0;0,024
"cff";1;0,493;1;1;1;1;1;1;0,658;0;0,582
"augmenter";1;1;1;1;1;1;0;0,159;1;1;1
"agir";1;1;1;1;1;0,014;0,685;0;1;0,006;1
"afrique_et_l";1;0,956;1;1;0,359;0,054;0;1;1;0,459;1
"adolescent";0;1;0,812;1;1;1;1;0;1;1;1
"accuser";1;1;1;1;0;0;1;1;1;1;1
"voix";1;1;1;1;1;0;1;0,059;1;1;1
"vente";1;0,021;1;1;1;0,772;0,56;0,001;1;0,179;1
"unique";1;0,723;0,692;1;1;1;1;0,369;0;1;1
"répondre";0,729;1;1;0;1;1;0,005;1;1;1;1
"romands";1;1;0,064;0,001;1;1;0,062;1;1;1;0,994
"retraite";0,729;1;1;0,518;1;0,975;0,745;1;0,004;1;0,933
"précédent";1;0,367;1;1;1;1;0;0,113;1;1;1
"programme";0,419;1;1;1;1;0,024;1;1;1;0,001;0,587
"particulièrement";1;1;1;1;1;1;0;0,506;1;0,948;1
"paix";1;1;0,692;1;0,003;0;1;1;1;1;1
"organiser";1;1;0,692;1;0,662;1;1;1;0;0,052;1
"organisation";1;0,784;1;1;0,721;1;0;1;1;0,31;1
"milliard";1;0,66;1;1;1;0,072;0;1;1;0,003;1
"jurer";0,357;1;1;1;0,052;1;1;1;1;0;1
"janvier";1;0,66;1;1;1;0,072;1;1;1;0;1
"installer";1;0,595;0,567;0,077;1;1;1;1;0,85;0,179;1
"inclure";1;0,193;1;1;1;0,843;0,623;1;1;0;1
"gouvernement";1;1;1;1;1;0;1;1;1;0,83;1
"expérience";0,788;0,074;0,297;1;1;0,488;0,804;0,46;1;1;1
"estimer";1;0,901;1;1;1;0,185;0,335;0,012;1;0,019;1
"emji_symbole_d_avertissement";1;1;1;1;0,004;0,975;0;0,414;1;0,31;1
"difficile";1;1;1;1;1;1;0,002;1;0,098;1;0,007
"complet";0;1;1;1;1;1;1;1;1;1;1
"civil";1;1;1;1;0;0,975;1;1;1;0;1
"changement";1;0,005;1;1;1;0,015;1;1;1;1;1
"cessez_le_feu";1;1;1;1;0;0,975;1;1;1;1;1
"arriver";0,669;0,723;1;1;0,662;0,095;1;0,369;0,442;1;1
"vidéo";1;1;1;0,935;0,001;1;1;0;1;1;1
"soutien";1;1;1;1;0,006;0,488;0;1;1;0,89;1
"site";0,608;1;1;1;1;0,317;1;0;1;0,703;1
"rôle";1;0,042;1;1;0,662;1;1;0,369;1;0,768;0,339
"propre";0,181;1;0;1;1;0,312;1;1;1;1;1
"proche";1;1;1;1;0,127;0;0,56;0,28;1;1;1
"prison";1;1;1;1;0,662;0;1;0,369;1;1;1
"plaisir";1;1;0,008;0;1;1;1;1;1;1;0,024
"naître";0,729;0,276;1;1;1;0,975;1;0,006;0,505;0,83;1
"joueur";0,236;1;0,946;1;1;1;1;1;0;1;1
"inviter";0,006;1;1;0,708;0,413;1;1;0,867;1;1;1
"indiquer";1;1;1;1;0,022;1;0;1;1;0,038;1
"football";1;1;1;1;1;1;1;1;0;1;0,511
"figure";0,729;0,276;0,753;1;1;0,002;1;1;1;1;0,933
"euses";1;1;1;1;1;1;0;0,01;1;1;1
"espèce";1;0,001;1;1;1;1;0,001;0,001;1;0,637;1
"directeur";1;0,723;1;1;0,031;1;0;0,004;1;1;1
"crise";1;1;1;1;1;0;0,804;0,093;1;0,089;1
"confirmer";1;0,66;1;1;0,601;0,843;0,025;0;1;0,703;1
"changer";0,006;1;1;1;1;1;1;1;0,696;1;0,019
"cantonal";1;1;1;1;0,601;0;1;1;1;0;1
"bande";1;1;1;1;0;1;1;1;1;1;1
"autorité";1;1;1;1;0;1;0,008;0,093;1;1;1
"automne";0;1;0,63;1;1;1;1;1;1;1;1
"arrêter";1;1;1;0,708;0;0,169;1;1;1;1;1
"acteur";1;0;1;1;1;1;1;1;1;1;0,104
"week_end";1;0;1;1;1;1;1;1;0;1;1
"vraiment";1;1;1;0;1;1;1;0,002;1;1;1
"victoire";1;0,708;1;1;1;0;1;1;0,017;1;1
"témoigner";0;1;1;1;0,721;1;0,745;0,414;1;1;0,017
"travers";1;0,002;0,176;1;1;1;1;0,324;1;0,703;1
"terre";1;0,529;1;1;1;1;0,496;1;1;1;0
"soirée";0,357;1;0,374;1;0,351;0,546;1;1;1;1;0,511
"sembler";1;1;0,026;0,016;1;1;1;0,002;0,381;1;1
"réaliser";0,608;0,193;1;1;1;1;1;0,045;0,098;1;0,802
"professionnel";1;0,723;1;1;1;0,911;0;1;0,991;1;1
"produire";1;0;0,036;1;0,195;1;1;0,369;1;1;1
"office";1;1;1;1;1;1;0;1;1;1;1
"nouvel";1;0,092;1;1;1;1;1;0;0,212;0,108;1
"milieu";1;1;0;1;1;1;1;0,369;0,991;0,263;0,339
"majorité";1;1;1;1;1;0,001;0,035;0,369;1;0,052;1
"juin";0,163;0,193;1;1;1;1;0,623;1;0,098;0,22;1
"gauche";1;1;1;1;1;0;1;1;1;1;1
"fêter";0,928;1;0,946;1;1;1;1;1;0;1;1
"espace";1;1;1;1;0,601;1;0,623;0,324;0,098;0,038;1
"emji_notes_de_musique";1;0,004;1;1;1;1;1;1;0;1;1
"emji_flocon";1;0;1;0,935;1;1;1;1;1;0,703;1
"danger";1;0,66;1;0,935;1;1;0,171;0;1;1;1
"critique";1;1;1;1;0,042;0,121;1;0;1;1;1
"comprendre";1;1;1;1;1;0,911;0,685;0,059;1;0,263;0,001
"carte";1;0,046;1;1;1;1;1;0,123;0,001;1;1
"budget";1;1;1;1;1;1;0,56;1;1;0;1
"battre";1;0,463;1;1;1;1;1;1;0;1;1
"élevé";1;0,004;1;1;1;1;0;0,004;1;0,768;1
"élection";1;1;1;1;1;0;1;1;1;1;1
"économique";1;0,723;1;1;1;0,014;0,035;0,004;1;0,768;1
"ère";0,419;0,463;1;1;0,073;1;0,08;0,016;1;1;1
"vol";1;1;1;1;0;1;0,496;1;1;0,018;0,66
"vieux";0,054;1;1;0,002;1;1;1;1;0,614;1;1
"témoignage";0,001;1;1;0,001;0,539;1;1;1;1;1;0,732
