"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"raison";1;1;1;1;0;0;1
"cas";1;1;0,587;0;1;0;1
"jeune";1;1;1;1;1;1;0
"sentir";1;1;1;1;1;0;0,016
"emji_visage_qui_pleure_à_chaudes_larmes";1;0;1;1;1;1;1
"police";1;1;0;1;1;0,002;1
"exister";1;1;1;1;0,202;0;0,002
"accord";1;1;0;0;1;0;1
"humain";1;1;0,009;1;0;0;0
"arriver";1;1;1;0,022;1;0,01;0
"utiliser";1;0,558;0;0;1;0;1
"laisser";1;1;0,305;0,071;0;0,043;0
"besoin";1;1;1;0;0;0,002;0
"état";1;1;0;0;1;1;1
"adorer";0;0,63;1;1;0,06;1;1
"animal";1;1;1;1;0;1;1
"regarder";1;1;1;0,968;1;0;0
"guerre";1;1;0;1;1;1;1
"ca";1;1;1;1;0,814;0,037;0
"coup";1;1;0,073;0;1;0,205;0
"magnifique";0;1;1;1;1;1;1
"argent";1;1;1;0;1;1;1
"travailler";1;1;1;0;1;1;0
"partir";1;1;0,214;0;1;0,286;1
"moment";1;1;0,457;1;1;1;0
"vidéo";1;1;1;1;1;0;0
"etc";1;1;0,772;0;0,553;0,905;1
"riche";1;1;1;0;1;1;1
"plutôt";1;1;1;0;0,244;0;0,33
"place";1;1;0,67;0;1;0,552;1
"premier";1;1;0,347;0,009;1;0;0,987
"mot";1;1;0,626;1;1;0;1
"rendre";1;1;0;0;0,002;0;0,325
"appeler";1;0;0,01;1;1;0,116;0,897
"meilleur";0;1;1;0;0,951;1;0,001
"jouer";0,079;1;1;1;1;1;0
"école";1;1;1;1;1;1;0
"niveau";1;1;1;0;1;0;0
"part";1;1;0,374;0;1;0;0,155
"genre";1;1;1;1;1;0;0,778
"politique";1;1;0;0;1;0;1
"palestinien";1;1;0;1;1;1;1
"emji_drapeau_suisse";0;1;1;0,969;1;1;1
"sûr";1;1;1;1;1;0;0,001
"israël";1;1;0;1;1;1;1
"importer";1;1;0,746;0,281;0;0;1
"dernier";1;1;0,118;1;1;1;0
"continuer";1;1;0;0;1;1;0,533
"emji_pouce_vers_le_haut";0;1;1;1;1;1;1
"famille";1;1;0,118;1;0,926;1;0
"lire";1;1;1;1;1;0;1
"apprendre";1;1;1;1;1;0,268;0
"emji_visage_en_pleine_réflexion";1;1;1;1;0,715;0;1
"exemple";1;1;1;0;0,853;0;1
"compte";1;1;1;0;1;0;1
"genève";1;1;1;0;1;1;1
"sujet";1;1;1;1;1;0;1
"manquer";1;1;1;0,769;1;0,005;0
"pauvre";1;1;1;0;0;1;0
"cause";1;1;0;0;0,001;0;1
"perdre";1;1;1;0;0,236;1;0
"partie";1;1;0,125;0;1;0,119;1
"histoire";1;1;0;1;1;0;0
"sortir";1;1;0,729;1;1;0,099;0
"fin";1;1;0,068;1;1;0,492;0
"société";1;1;1;0;1;0;0,079
"entendre";1;0,461;1;1;1;0;0
"idée";1;1;1;0,904;0,567;0;1
"cher";1;1;1;0;1;1;1
"oublier";1;1;0,013;0,001;1;1;0
"rts";1;1;0;1;1;0;1
"manger";1;0,209;1;1;0;1;1
"respect";0,025;1;1;1;1;1;0
"emji_visage_souriant_avec_yeux_rieurs";0;1;1;1;1;1;0,032
"paix";0,001;1;0;1;1;1;1
"permettre";1;1;0,987;0;1;0,069;0,963
"malheureusement";1;1;1;1;0;0,089;0
"écrire";1;1;1;1;1;0;1
"gros";1;1;1;0;0,757;0,318;1
"parent";1;1;1;1;1;1;0
"revenir";1;1;1;0;1;1;0,299
"finir";1;1;0,943;0,006;0,004;1;0
"super";0,043;1;1;1;0,234;1;0
"côté";1;1;1;0,009;1;0;0
"social";1;1;1;0;1;0;0,414
"emji_visage_roulant_des_yeux";1;0;1;1;1;0,375;1
"population";1;1;0;0;1;0,485;1
"peuple";1;1;0;0,02;1;1;1
"heure";1;1;1;0,001;0,945;1;0
"gauche";1;1;0,002;0;1;0;1
"espérer";1;1;1;1;0,505;1;0
"palestine";1;1;0;1;1;1;1
"mort";1;1;0;1;0;1;0,324
"pareil";1;0;1;1;0,879;0,002;0,003
"nom";1;1;0,266;1;1;0;0
"dieu";1;1;1;1;1;0,03;0
"commencer";1;1;0;0;1;0,006;0
"attendre";1;1;0,016;0,605;0,633;0,038;0
"tuer";1;1;0;1;0;1;1
"servir";1;1;0,003;0;1;0,004;1
"faux";1;1;0,132;0,269;1;0;1
"hamas";1;1;0;1;1;1;1
"lieu";1;1;0,003;0;0,766;0;0,921
"tête";1;0;1;1;1;0,001;0,002
"moyen";1;1;0;0;1;1;1
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";0;1;1;1;1;1;1
"simple";1;1;1;0,157;1;0,001;0
"violence";1;1;0;1;1;0;0,017
"triste";1;1;1;1;1;1;0
"aider";1;1;0,13;0;0,787;0,044;0
"simplement";1;1;1;0;1;0;1
"classe";1;1;1;0;1;1;0
"système";1;1;1;0;1;1;1
"prix";1;1;0,099;0;1;1;1
"chat";1;1;1;1;0;1;1
"manifestation";1;1;0;1;1;1;1
"accent";0,003;0;1;1;1;1;1
"vieux";1;0;1;1;1;0,72;0
"droite";1;1;0;0;1;0;1
"public";1;1;0,001;0;1;1;1
"fille";1;1;1;1;1;1;0
"montrer";1;1;0;1;1;0;0,695
"ville";1;1;1;0;0,076;1;1
"pire";1;1;0,046;0,049;1;1;0
"entreprise";1;1;1;0;1;1;1
"emji_visage_souriant_aux_yeux_rieurs";1;0;1;1;1;1;1
"impôt";1;1;1;0;1;1;1
"salaire";1;1;1;0;1;1;1
"loi";1;1;0;0;1;0,001;1
"nouveau";1;1;0,258;0;1;0,923;0
"emji_visage_boudeur";1;1;0;1;0,001;1;0,393
"créer";1;1;0,311;0;0,007;0;1
"répondre";1;1;1;1;1;0;1
"normal";1;1;1;0;0,566;0,547;0
"chercher";1;1;1;0;0,396;0;1
"maison";1;1;1;0,698;0,057;1;0
"seulement";1;1;0,161;0;0,244;0,015;1
"retrouver";1;1;1;0,059;0,033;1;0
"façon";1;1;1;1;1;0;0
"article";1;1;0,04;0,001;1;0;1
"blanc";1;0,182;1;1;1;0;1
"acheter";1;1;1;0;0;1;1
"essayer";1;1;0,357;1;0,111;0;0,014
"rapport";1;1;0,386;0,007;1;0;1
"jeu";0,008;1;1;1;1;1;0
"emji_étincelles";0;1;1;1;1;1;1
"manifester";1;1;0;1;1;1;1
"réponse";1;1;1;1;1;0;1
"rappeler";1;1;0,036;1;1;1;0
"propre";1;1;1;0,04;1;0;0,009
"mauvais";1;1;1;0,331;0,013;0;0
"gaza";1;1;0;1;1;1;1
"armée";1;1;0;0,159;1;0,697;1
"exactement";1;1;1;1;1;0;1
"soutenir";1;1;0;1;1;0,23;1
"préférer";1;1;1;0,931;0,003;0,085;0
"poser";1;1;1;1;0,276;0;1
"incroyable";0;1;1;1;1;1;0,048
"respecter";1;1;0;0,002;0,013;1;0,657
"service";1;1;1;0;0,052;0,023;1
"justement";1;1;0,736;0,001;1;0;1
"eau";1;0;0,459;0;0,007;1;1
"écouter";1;1;1;1;1;0;0
"voiture";1;1;1;0;1;1;1
"santé";1;1;1;0;0,01;1;1
"garder";1;1;1;0,005;0,002;1;0
"journée";1;1;1;1;1;0,608;0
"sembler";1;1;0,392;0,218;0,835;0;1
"mois";1;1;1;0;1;1;1
"fou";1;1;1;1;0,559;0,013;0
"ami";1;1;1;1;0,184;1;0
"coeur";0;1;1;1;0;1;0,001
"défendre";1;1;0;0,276;1;0;1
"valoir";1;1;1;0;0,023;1;1
"reportage";0;1;1;1;1;1;0,015
"mdr";1;0;1;1;0,553;0,198;1
"réalité";1;1;0,767;0;1;0;1
"plaisir";1;1;1;1;0;1;0
"heureux";1;1;1;1;0,018;1;0
"terre";1;1;0;1;0,461;1;0
"bidet";1;0;1;1;1;1;1
"air";1;1;1;1;0,307;1;0
"foutre";1;1;0;1;0,321;1;0
"agir";1;1;0;0;1;0;1
"possible";1;1;1;0;1;1;0,017
"manière";1;1;0,507;0,392;0,969;0;1
"gagner";1;1;1;0;1;1;1
"truc";1;1;1;0,201;1;1;0
"ouvrir";1;1;0,34;0,001;1;0;0
"trump";1;1;0;0,608;1;1;1
"expliquer";1;1;0,271;0;1;0;1
"europe";1;1;0;0;1;1;1
"oeil";1;1;0,119;1;1;0,854;0
"canton";1;1;1;0;1;1;1
"bas";1;1;0,734;0;0,235;1;0,122
"génération";1;1;1;1;1;1;0
"protéger";1;1;0;0,152;0,384;0,286;0,88
"interdire";1;1;0,008;0;0;1;0,051
"honte";1;1;0;0,234;1;0,506;0
"gouvernement";1;1;0;0,829;1;1;1
"couper";1;1;1;0;1;1;0,471
"situation";1;1;0;0,075;1;0;1
"liberté";1;1;0;1;1;0;1
"israélien";1;1;0;1;1;1;1
"heureusement";1;0;1;1;0,608;1;0
"avis";1;1;1;1;1;0;1
"mec";1;0;1;1;1;0;0,001
"génocide";1;1;0;1;1;1;1
"père";1;0,324;1;1;1;1;0
"âge";1;1;1;1;1;1;0
"absolument";1;1;1;1;0,582;0;1
"hiver";1;0;1;1;1;1;1
"reconnaître";1;1;0;1;1;1;1
"imaginer";1;1;1;0;1;0,771;0
"cours";1;1;0,539;1;1;1;0
"rire";1;0;1;1;1;1;1
"langue";1;1;1;1;1;0;1
"choix";1;1;1;0;1;0;0
"également";1;1;0,198;0;0,294;0,016;0,819
"assurance";1;1;1;0;1;1;1
"peur";1;1;1;1;0,011;0;0
"équipe";1;1;1;0;1;1;1
"terme";1;1;0,005;1;0,898;0;1
"rue";1;1;0;0,029;0;1;0
"mère";1;0,521;1;1;0,228;1;0
"génial";0;1;1;1;1;1;1
"aide";1;1;0;0;0,641;1;0,042
"otage";1;1;0;1;1;1;1
"solution";1;1;0,049;0;1;1;1
"emji_visage_qui_hurle_de_peur";1;0;1;1;1;1;1
"chance";1;1;1;0,004;1;1;0
"archive";0;1;1;1;1;0,019;0,865
"important";1;1;1;0;1;0;0
"base";1;1;1;0;0,389;0;1
"recevoir";1;1;0,703;0;1;1;0
"image";1;1;0,014;1;1;0,026;0
"main";1;1;0,798;0,126;0,329;1;0
"occuper";1;1;0;0,008;0;1;0
"haut";1;1;1;0;1;0,302;0,609
"argument";1;1;1;1;1;0;1
"faute";1;1;1;1;1;0;1
"début";1;1;1;1;1;1;0
"extrême";1;1;0;1;1;0;1
"tomber";1;1;1;1;0,313;1;0
"suivre";1;1;0,038;0,157;1;0;1
"naître";1;0,576;1;1;1;1;0
"effet";1;1;1;0;0,782;0,001;1
"étude";1;1;1;0;1;0;1
"justice";1;1;0;1;1;1;1
"long";1;1;1;0,045;0,507;0,001;0
"augmenter";1;1;1;0;1;1;1
"étranger";1;1;0,895;0;1;0,03;1
"partager";0,002;1;1;1;1;0;0,001
"semaine";1;1;1;0;0,686;1;0
"contraire";1;1;0,072;1;0,5;0;1
"facile";1;1;1;0,047;1;0;0,018
"sécurité";1;1;0;0;1;1;1
"policier";1;1;0;1;1;0;0,645
"maladie";1;1;1;0;0;1;1
"nourrir";1;1;1;1;0;1;1
"lausanne";1;1;1;0;1;1;1
"raciste";1;1;1;1;1;0;1
"dur";1;1;1;0,156;1;1;0
"journaliste";1;1;0;1;1;0;0,501
"mode";1;0,359;1;1;0,649;1;0
"envie";1;1;1;1;1;1;0
"actuel";1;1;1;0;1;0,692;0
"frontalier";1;1;1;0;1;1;1
"choisir";1;1;1;0,046;1;0;0,378
"mériter";1;1;0,001;0;1;0,005;1
"clairement";1;1;0,006;1;1;0;0,921
"nombre";1;1;0;0;0,079;1;1
"différence";1;1;1;0;1;0;0,329
"groupe";1;1;0;1;1;0,002;1
"franchement";1;1;1;1;0,939;0,049;0
"amour";0,009;1;1;1;0;1;0
"train";1;1;0,292;0;1;1;1
"laver";1;0;1;1;1;1;1
"suffire";1;1;0,343;0;1;0;1
"effectivement";1;1;1;0,173;1;0;0,921
"ancien";1;1;1;1;1;1;0
"éviter";1;1;1;0;0,013;0,387;1
"peine";1;1;0,199;0,105;1;0;0
"emji_visage_avec_des_symboles_dans_la_bouche";1;0;1;0,929;0,153;1;1
"risque";1;1;1;0;0,318;1;1
"meme";1;1;1;0,323;1;0,008;0
"emji_visage_retenant_ses_larmes";0;1;1;1;1;1;1
"renard";1;1;1;1;0;1;1
"bref";1;1;1;0,038;1;0;0,005
"majorité";1;1;0,006;0;1;0,031;1
"face";1;1;0;0,559;1;0;0,32
"battre";1;1;1;1;0,29;0;0,71
"traiter";1;1;0;1;0,003;0;1
"noir";1;1;0,594;1;1;0;1
"nature";1;1;1;1;0;0,924;0
"intéressant";1;1;1;0,95;1;0;0,067
"excellent";0;0,002;1;1;1;1;1
"complètement";1;1;0,028;1;0,569;0;1
"toucher";1;1;1;0;1;0,949;1
"tenir";1;1;0,001;1;0,067;0;0
"remettre";1;1;1;1;1;0;0,578
"propos";1;1;1;1;1;0;1
"joli";0;1;1;1;1;0,879;0,061
"courage";0;1;0,696;1;1;0,334;0,228
"caisse";1;1;1;0;1;1;1
"baisser";1;1;1;0;1;1;1
"victime";1;1;0;1;1;0;0,076
"nouvelle";1;1;1;0,083;1;1;0
"touchant";0;1;1;1;1;1;1
"info";1;1;0,018;0,101;1;0;1
"plaindre";1;1;1;0,043;0,505;0,002;0
"emji_coeur_cartes";0;1;1;1;1;1;1
"dimanche";1;0,152;1;1;1;1;0
"voter";1;1;1;0;1;1;1
"détruire";1;1;0;0,001;0;1;0,902
"civil";1;1;0;1;1;1;1
"éducation";1;1;1;1;1;1;0
"international";1;1;0;1;1;1;1
"feu";1;1;0;1;0,134;1;1
"valeur";1;1;0,07;0,105;1;0;0,212
"réseau";1;1;0,936;1;1;0;0,012
"terroriste";1;1;0;1;1;1;1
"souhaiter";1;1;1;0,762;1;0,083;0
"exprimer";1;1;1;1;1;0;0
"métier";1;1;1;0;1;0,026;0
"marcher";1;1;0,006;0,368;1;1;0
"intérêt";1;1;0;0;1;0,001;1
"porter";1;1;1;1;1;0,94;0
"porte";1;1;0,873;1;0,122;1;0
"pied";1;0;1;0,064;1;1;0,19
"accepter";1;1;0,016;0;1;0;1
"égalité";1;1;1;1;1;0;1
"corps";1;1;0;1;1;0;0
"humanité";1;1;0;1;1;0,02;0
"difficile";1;1;1;0,787;1;0;0
"emji_visage_souriant_avec_yeux_plissés";1;0;1;1;1;1;1
"type";1;1;1;0,044;1;0;1
"gars";1;0;1;1;1;0,522;0,01
"vérité";1;1;1;1;1;0;0,265
"profiter";1;1;1;0;1;1;1
"preuve";1;1;0,014;1;1;0;1
"mignon";0;1;1;1;0;1;1
"libre";1;1;0,055;0,255;1;0;1
"enfance";0;1;1;1;1;1;0,024
"source";1;1;0,047;0;1;0;1
"logique";1;1;0,542;0;1;0;1
"emji_drapeau_territoires_palestiniens";0;1;0;1;1;1;1
"totalement";1;1;1;0;1;0;1
"sûrement";1;1;1;1;0,665;1;0
"route";1;1;1;0;0,351;1;1
"franc";1;1;1;0;1;1;1
"envoyer";1;1;0,001;0,12;0,409;0,872;0
"culture";1;1;1;0,238;1;0;1
"offrir";1;1;1;0;1;1;1
"voler";1;1;0;0;0,57;1;0,402
"suite";1;1;0,005;0,069;1;1;0
"initiative";1;1;1;0;1;0,225;1
"but";1;1;0;0;1;0,002;1
"représenter";1;1;0;0;0,055;1;1
"pratique";1;0;1;0,073;0,061;1;1
"toilette";1;0;1;1;1;1;1
"réfléchir";1;1;1;1;0,904;0;0,112
"noël";0,006;1;1;1;1;1;0
"mourir";1;1;0,915;1;0;1;0
"emji_chat_souriant_aux_yeux_en_coeurs";0;1;1;1;1;1;1
"concerner";1;1;0,982;0;1;0;1
"casser";1;1;0;0,574;1;0,562;1
"grave";1;1;0,001;0,842;1;0;1
"haine";1;1;0;1;1;0;1
"garçon";0,076;1;1;1;1;1;0
"vendre";1;1;0,232;0;1;1;1
"drôle";1;0;1;1;1;0,86;1
"allemand";1;0,005;1;0;1;0,59;1
"réel";1;1;1;0;1;0;1
"racisme";1;1;1;1;1;0;1
"obliger";1;1;1;0;0,279;0,006;0,002
"européen";1;1;0;0;1;1;1
"arme";1;1;0;1;1;1;1
"rentrer";1;1;1;0,619;0,819;1;0
"information";1;1;0;1;1;0;1
"discours";1;1;0,449;1;1;0;1
"uniquement";1;1;0,015;0;0,017;0,015;1
"emji_visage_envoyant_un_bisou";0;1;1;1;1;0,742;1
"content";1;1;1;0,101;1;1;0
"adulte";1;1;1;1;1;0;0
"voisin";1;1;0,898;1;0;1;0,046
"taxe";1;1;1;0;1;1;1
"bonheur";0;1;1;1;1;1;0,001
"résultat";1;1;1;0;1;0,002;0,009
"ultra";1;1;1;0;1;1;1
"emji_mains_en_prière_peau_claire";0;1;1;1;1;1;1
"différent";1;1;1;1;1;0;0
"poste";1;1;1;0;0,078;0,084;1
"ia";1;1;1;0;1;0;1
"cadeau";1;1;1;0;0,327;1;0
"média";1;1;0;1;1;0;1
"fonctionner";1;1;1;0;1;0,102;1
"doute";1;1;1;1;1;0;0,001
"clair";1;1;0,181;0,051;1;0;1
"citoyen";1;1;0;0;1;0,014;1
"fermer";1;1;0,452;0;1;1;0
"empêcher";1;1;0,015;0,012;1;0;0,808
"top";0,229;0,004;1;0,567;1;1;0,384
"sérieux";1;1;1;1;1;0;1
"sport";1;1;1;1;1;1;0
"froid";1;0;1;1;1;1;1
"qualité";1;1;1;0;1;1;0,999
"prochain";1;1;1;1;0,433;1;0
"gentil";1;1;1;1;0;0,418;0
"crime";1;1;0;1;1;1;1
"minimum";1;1;1;0;1;0,047;1
"israel";1;1;0;1;1;1;1
"naturel";0,171;1;1;0,851;0;0,056;0,237
"fond";1;1;1;0,77;1;0;0,001
"emji_visage_souriant_avec_une_larme";0;1;1;1;1;1;1
"évidemment";1;1;0,411;0;0,425;0,001;1
"voix";0,125;0,75;0,247;1;1;0;1
"manifestant";1;1;0;1;1;1;1
"taxer";1;1;1;0;1;1;1
"lol";1;0;1;1;1;0;1
"livre";1;1;1;1;1;0;1
"chiffre";1;1;1;0;1;1;1
"revoir";0;1;1;1;1;1;0,017
"physique";1;1;1;0;1;0;1
"perso";1;0;1;0,017;1;0,706;0,146
"tourner";1;1;1;0;1;0,797;0,314
"règle";1;1;1;0,001;1;1;0
"entier";1;1;0;0,132;1;0,017;0
"sauver";1;1;1;0;0;1;0,02
"emji_visage_de_clown";1;1;0,007;0;1;0,21;1
"mondial";1;1;0,018;0;1;1;1
"habiter";1;0,901;1;0;0,069;1;0,782
"emji_coeur_brisé";0;1;0,219;1;0,948;1;1
"cest";1;1;0,679;1;0,517;0;0,008
"photo";1;1;1;1;0,629;0;1
"esprit";1;1;1;1;1;0;0
"emji_visage_très_souriant_aux_yeux_rieurs";0;0,131;1;1;1;1;0,565
"subir";1;1;0;1;1;0,001;0,229
"produit";1;1;1;0;0,85;1;1
"merveilleux";0;1;1;1;1;1;0,809
"juif";1;1;0;1;1;1;1
"blague";1;0;0,039;1;1;1;1
"économie";1;1;1;0;1;1;1
"svp";1;1;0,704;1;1;0;1
"milliard";1;1;1;0;1;1;1
"cacher";1;1;0;0,131;1;0,074;1
"national";1;1;1;0;1;0,086;1
"bout";1;1;1;1;1;1;0
"bcp";1;1;0,57;0,007;1;0,858;0
"étonner";1;1;1;0;0,158;1;0,012
"produire";1;1;1;0;0,942;1;1
"fortune";1;1;1;0;1;1;1
"soir";1;0,017;1;1;0;1;0
"moyenne";1;1;1;0;1;1;1
"emji_deux_coeurs";0;1;1;1;1;1;1
"économique";1;1;0,004;0;1;1;1
"âme";0;1;1;1;1;1;0,435
"parole";1;1;0;1;1;0,033;0
"emji_biceps_contracté";0;1;1;1;1;1;1
"prouver";1;1;0,012;1;1;0;1
"fédéral";1;1;0;0;1;1;1
"bosser";1;1;1;0;1;1;0,09
"bonjour";1;1;1;1;1;0;1
"personnel";1;1;1;0;1;0;1
"emji_ok";0;1;1;1;1;1;1
"élève";1;1;1;1;1;1;0
"refuser";1;1;0;0;1;0,04;1
"privé";1;1;1;0;1;1;1
"italien";1;0;1;1;1;1;1
"débat";1;1;1;1;1;0;1
"élastique";0;1;1;1;1;1;0
"retour";1;1;1;0;1;1;0,14
"emji_visage_qui_fait_un_câlin";0;0,77;1;1;1;1;1
"vivant";1;1;1;1;0;1;0
"tirer";1;1;0;1;0,011;1;0
"emji_visage_souriant";0,013;0,002;1;1;1;1;0,005
"adorable";0;1;1;1;0;1;1
"soutien";1;1;0;1;1;1;1
"oser";1;1;0,834;1;1;0,012;0
"énergie";1;1;1;0;1;1;1
"moitié";1;1;1;0;1;0,071;1
"etait";1;1;1;1;1;1;0
"chaud";1;0;1;1;1;1;1
"arabe";1;1;0;1;1;1;1
"soin";1;1;1;0;0;1;0,052
"financer";1;1;0;0;1;1;1
"phrase";1;1;1;1;1;0;1
"forme";1;1;1;0,01;0,467;0;1
"démocratie";1;1;0;1;1;0,335;1
"douche";1;0;1;1;1;1;1
"nombreux";1;1;0,119;0;0,233;0,098;1
"fait";1;1;0,058;1;1;0;1
"emji_renard";0;1;1;1;0;1;1
"banque";1;1;1;0;1;1;1
"mesure";1;1;0,01;0;1;0,498;1
"udc";1;1;1;0;1;0;1
"total";1;1;0;0;1;0,254;1
"lien";1;1;0,943;0;1;0;0,469
"couple";1;1;1;1;1;0;0
"changement";1;1;1;0;1;1;1
"user";1;1;0;0;1;1;1
"région";1;1;0,006;0;1;1;1
"retourner";1;1;0,019;1;1;1;0
"responsable";1;1;0;0;1;0,489;1
"général";1;1;1;0;1;0;1
"ensemble";1;1;0,542;1;1;0;0
"décider";1;1;0,003;0;1;0,768;0
"condition";1;1;0,005;0;0,409;1;1
"endroit";1;1;1;0;0,678;1;0
"beauté";0;1;1;1;1;0,821;0,055
"origine";1;1;1;0,147;1;0;1
"neige";1;0;1;0,775;1;1;1
"forcément";1;1;1;0;0,401;0;0,959
"coûter";1;1;1;0;1;1;1
"autoriser";1;1;0;1;1;1;1
"prison";1;1;0;1;1;1;1
"musulman";1;1;0;1;1;1;1
"jeunesse";0,471;1;1;1;1;1;0
"compter";1;1;1;0;0,189;1;0,442
"américain";1;1;0;0;1;1;1
"pro";1;1;0;1;1;1;1
"millier";1;1;0;0,002;0,021;1;1
"ordre";1;1;0;0,893;0,393;0,816;1
"intéresser";1;1;1;0,179;1;0;0,358
"gamin";1;1;1;1;1;1;0
"capable";1;1;1;1;0,678;0;0,019
"proposer";1;1;1;0;0,688;0,588;0,84
"prime";1;1;1;0;1;1;1
"impression";1;1;1;1;1;0;0
"final";1;1;1;0;1;1;0,23
"emji_visage_avec_un_léger_sourire";1;1;0,096;1;0,688;1;0
"dangereux";1;1;1;0,008;0,174;0,007;0
"comparer";1;1;0,563;0;0,062;1;0
"client";1;0,781;1;0;1;1;1
"renseigner";1;1;0;1;1;0;1
"proche";1;1;1;0;1;1;0,005
"coût";1;1;1;0;1;1;1
"charger";1;1;0,641;0;1;1;0,171
"marché";1;1;1;0;1;1;1
"horreur";1;0;0,006;1;0,678;1;1
"date";1;1;1;1;1;0,282;0
"chien";1;1;1;1;0;1;1
"réussir";1;1;1;0;1;0,002;1
"georges";0;1;1;1;1;0,003;0,246
"commettre";1;1;0;1;1;1;1
"emji_visage_avec_un_sourire_malin";1;0;0,896;1;1;1;1
"imposer";1;1;0,735;0;1;0,079;1
"évoluer";1;1;1;1;1;0,007;0
"ridicule";1;1;1;1;1;0;0,348
"planète";1;1;1;0;0,141;0,605;0
"massacre";1;1;0;1;1;1;1
"limite";1;1;1;0;1;0;0,409
"film";1;0,781;1;1;1;0;0
"prof";1;0,455;1;1;1;1;0
"participer";1;1;0;0,001;1;1;0
"obligatoire";1;1;1;0;1;0,046;1
"emploi";1;1;1;0;1;1;1
"réduire";1;1;1;0;1;1;1
"message";1;1;0,66;1;1;0;1
"emji_colombe";0;1;1;1;1;1;1
"témoignage";0;1;1;1;1;1;0,901
"titre";1;1;0,463;1;1;0;1
"souci";1;1;1;0,053;0,998;0;0,75
"militaire";1;1;0;0,058;1;0,315;1
"disparaître";1;1;1;0,003;0,042;1;0
"choquer";1;1;1;1;0,332;0;1
"émission";1;1;1;0;1;1;0
"unir";1;1;0;0;1;1;1
"p";1;0;1;1;1;0,57;1
"matin";1;0,982;1;0,25;0,011;1;0
"maman";1;0,793;1;1;1;1;0
"internet";1;1;1;0,268;1;0,001;0
"erreur";1;1;1;0;1;0;1
"certainement";1;1;1;1;0,63;0,728;0
"pleurer";1;0;0,746;1;1;1;0,003
"fête";0;1;1;1;0,948;1;0,002
"considérer";1;1;0,062;0,192;0;0;1
"accueillir";1;1;0;0,003;1;1;0,058
"sympa";1;1;1;1;1;1;0
"italie";1;0;1;0,002;1;1;1
"fils";1;0,012;1;1;1;1;0
"fier";0,048;1;1;1;1;1;0
"téléphone";1;1;1;0;1;1;0
"match";1;1;1;0;1;1;0
"projet";1;1;1;0;1;1;1
"pain";1;1;1;0;0;1;1
"calcul";1;1;1;0;1;1;0,22
