"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8";"classe 9";"classe 10"
"p";1;1;1;1;1;1;1;1;1;0,138
"schneck";1;1;1;1;1;1;1;1;1;0,055
"horreur";1;1;0;0,915;1;1;1;1;1;1
"belgique";1;1;1;1;1;1;1;1;1;0,315
"emji_tête_de_fou";1;1;1;1;1;1;1;1;1;0,151
"vraiment";1;1;0,627;1;1;1;1;1;1;0,144
"trouver";1;1;1;1;1;1;1;1;1;0,144
"temps";1;1;1;0,807;1;1;1;1;1;0,76
"excellent";1;1;1;1;1;1;1;1;1;0,043
"jurer";1;1;0,627;1;1;1;1;1;1;0,359
"emji_yeux";1;1;1;1;1;1;1;1;1;0,05
"emji_visage_qui_tire_la_langue_et_fait_un_clin_d_oeil";1;1;1;1;1;1;1;1;1;0,166
"coup";1;1;0,584;1;1;1;1;1;1;0,788
"allemand";1;1;1;1;1;1;1;1;1;0,052
"passer";1;1;1;1;1;1;1;1;1;0,408
"fondue";1;1;1;1;1;1;1;1;1;0,06
"père";1;1;1;1;1;1;1;1;1;0,055
"fois";1;1;1;0,722;1;1;1;1;1;0,846
"changer";1;1;1;1;1;1;1;1;1;0,055
"belge";1;1;1;1;1;1;1;1;1;0,063
"premier";1;1;1;1;1;1;1;1;1;0,057
"emji_applaudissements";1;1;1;1;1;1;1;1;1;0,143
"vaud";1;1;1;1;1;1;1;1;1;0,069
"fou";1;1;1;1;1;1;1;1;1;0,221
"emji_visage_souriant_avec_yeux_rieurs";1;1;1;1;1;1;1;1;1;0,486
"emji_visage_qui_vomit";1;1;0;1;1;1;1;1;1;1
"rappeler";1;1;0,509;1;1;1;1;1;1;0,211
"détester";1;1;0,478;0;1;1;1;1;1;1
"commentaire";1;1;1;1;1;1;1;1;1;0,066
"mettre";1;1;1;1;1;1;1;1;1;0,076
"meilleur";1;1;1;0;1;1;1;1;1;1
"hahaha";1;1;1;1;1;1;1;1;1;0,076
"vie";1;1;1;0,004;1;1;1;1;1;1
"québécois";1;1;1;1;1;1;1;1;1;0,076
"plutôt";1;1;1;1;1;1;1;1;1;0,072
"italien";1;1;1;1;1;1;1;1;1;0,076
"emji_visage_avec_une_main_sur_la_bouche";1;1;1;1;1;1;1;1;1;0,106
"blanc";1;1;1;1;1;1;1;1;1;0,076
"emji_visage_roulant_des_yeux";1;1;1;1;1;1;1;1;1;0,256
"saison";1;1;1;0;1;1;1;1;1;1
"emji_visage_grimaçant";1;1;1;0,93;1;1;1;1;1;0,716
"emji_feu";1;1;1;1;1;1;1;1;1;0,574
"région";1;1;1;1;1;1;1;1;1;0,268
"mec";1;1;1;1;1;1;1;1;1;0,087
"fin";1;1;1;1;1;1;1;1;1;0,083
"emji_visage_avec_un_sourire_malin";1;1;1;1;1;1;1;1;1;0,361
"chaussette";1;1;1;1;1;1;1;1;1;0,087
"benett";1;1;1;1;1;1;1;1;1;0,083
"femme";1;1;1;1;1;1;1;1;1;0,327
"enfant";1;1;1;1;1;1;1;1;1;0,087
"côté";1;1;1;1;1;1;1;1;1;0,296
"chaleur";1;1;1;0;1;1;1;1;1;1
"purée";1;1;1;0,962;1;1;1;1;1;0,686
"oublier";1;1;1;1;1;1;1;1;1;0,296
"jean";1;1;1;1;1;1;1;1;1;0,101
"blague";1;1;1;1;1;1;1;1;1;0,092
"ressembler";1;1;1;0,93;1;1;1;1;0,005;1
"jour";1;1;1;0,374;1;1;1;1;1;1
"gens";1;1;1;0,402;1;1;1;1;1;1
"fille";1;1;0,381;1;1;1;1;1;1;0,716
"fameux";1;1;1;1;1;1;1;1;1;0,311
"rester";1;0;1;0,83;1;1;1;1;1;1
"heureusement";1;1;1;0,374;1;1;1;1;1;1
"gros";1;1;1;1;1;1;1;1;1;0,106
"genevois";1;1;1;1;1;1;1;1;1;0,101
"gars";1;1;1;1;1;1;1;1;1;0,101
"seul";1;1;1;0,292;1;1;1;1;1;1
"rts";1;1;1;1;1;1;1;1;1;0,106
"pull";1;1;1;1;1;1;1;1;1;0,106
"pays";1;1;1;0;1;1;1;1;1;1
"emji_visage_en_pleine_réflexion";1;1;1;1;1;1;1;1;1;0,117
"emji_visage_avec_un_léger_sourire";1;1;1;0,864;1;1;1;1;0;1
"emji_miam";1;1;1;1;1;1;1;1;1;0,129
"ca";1;1;1;1;1;1;1;1;1;0,106
"archive";1;1;1;1;1;1;1;1;1;0,106
"voix";1;1;1;1;1;1;1;1;1;0,111
"monde";1;1;1;1;1;1;1;1;1;0,117
"habiter";1;1;1;0,318;1;1;1;1;1;1
"foutre";1;1;1;1;1;1;1;1;1;0,123
"vivre";1;1;1;0,24;1;1;1;1;1;1
"vin";1;1;1;1;1;1;1;1;1;0,42
"huitante";1;1;1;1;1;1;1;1;1;0,136
"demander";1;1;1;1;1;1;1;1;1;0,42
"arriver";1;1;1;0,292;1;1;1;1;1;1
"regarder";1;1;1;1;1;1;1;1;1;0,123
"perso";1;1;1;1;1;1;1;1;1;0,399
"part";1;1;1;1;1;1;1;1;1;0,123
"euro";1;1;1;1;1;1;1;1;1;0,129
"emji_drapeau_suisse";1;1;1;1;1;1;1;1;1;0,194
"devenir";1;1;1;0,76;1;1;1;1;1;0,887
"dernier";1;1;1;1;1;1;1;1;1;0,399
"cas";1;1;1;1;1;1;1;1;1;0,123
"tête";1;1;1;1;1;1;1;1;1;0,136
"tit";1;1;1;1;1;1;1;1;1;0,466
"romand";1;1;1;1;1;1;1;1;1;0,129
"nord";1;1;1;1;1;1;1;1;1;0,491
"nom";1;1;1;1;1;1;1;1;1;0,143
"manquer";1;1;1;0;1;1;1;1;1;1
"fribourg";1;1;1;1;1;1;1;1;1;0,136
"emji_visage_qui_tire_la_langue_les_yeux_plissés";1;1;1;1;1;1;1;1;1;0,42
"donner";1;1;1;1;1;1;1;1;1;0,442
"air";1;1;1;0,724;1;1;1;1;1;0,925
"truc";1;1;1;1;1;1;1;1;0,001;0,965
"team";1;1;1;0,031;1;1;1;1;1;1
"ps";1;1;1;1;1;1;1;1;1;0,136
"plage";1;1;1;0;1;1;1;1;1;1
"perdre";1;1;1;1;1;1;1;1;1;0,136
"langue";1;1;1;1;1;1;1;1;1;0,158
"haut";1;1;1;1;1;1;1;1;1;0,442
"film";1;1;0,263;1;1;1;1;1;1;0,965
"sac";1;1;1;1;1;1;1;1;1;0,15
"putain";1;1;0,246;1;1;1;1;1;1;1
"pauvre";1;1;0,004;1;1;1;1;1;1;1
"heure";1;1;1;0,015;1;1;1;1;1;1
"cousin";1;1;1;1;1;1;0;1;1;0,517
"cornet";1;1;1;1;1;1;1;1;1;0,15
"sortir";1;1;1;1;1;1;1;1;1;0,15
"new_wave";1;1;1;1;1;1;1;1;1;0,166
"moix";1;1;1;0;1;1;1;1;1;1
"jeune";1;1;1;1;1;1;1;1;1;0,158
"emji_visage_avec_les_sourcils_relevés";1;1;1;1;1;1;1;1;1;0,713
"danse";1;1;1;1;1;1;1;1;1;0,491
"soleil";1;1;1;0;1;1;1;1;1;1
"reconnaître";1;1;1;1;1;1;1;1;1;0,166
"papa";1;1;1;1;1;1;1;1;1;0,158
"moche";1;1;1;1;1;1;1;1;1;0,166
"léman";1;1;1;1;1;1;1;1;1;0,216
"exister";1;1;1;0,572;1;1;1;1;1;1
"emji_crâne";1;1;1;0,534;1;1;1;1;1;1
"début";1;1;1;1;1;1;1;1;1;0,517
"cyril";1;1;1;1;1;1;1;1;1;0,158
"top";1;1;1;1;1;1;1;1;1;0,166
"reportage";1;1;1;1;1;1;1;1;1;0,545
"préférer";1;1;1;0;1;1;1;1;1;1
"partir";1;1;1;1;1;1;1;1;1;0,175
"naître";1;1;1;1;1;1;1;1;1;0,545
"lorrain";1;1;1;1;1;1;1;1;1;0,184
"joli";1;1;1;1;1;1;1;1;1;0,606
"homme";1;1;1;1;1;1;1;1;1;0,574
"gruyère";1;1;1;1;1;1;1;1;1;0,166
"exactement";1;1;1;0,534;1;1;1;1;1;1
"emji_visage_souriant";1;1;1;1;1;1;1;1;1;0,574
"emji_visage_qui_regarde_entre_ses_doigts";1;1;0,001;1;1;1;1;1;1;1
"emji_pouce_vers_le_haut";1;1;1;1;1;1;1;1;1;0,175
"benetton";1;1;1;1;1;1;1;1;1;0,194
"ahaha";1;1;1;1;1;1;1;1;1;0,166
"servir";1;1;1;1;1;1;1;1;1;0,175
"sentir";1;1;1;0,109;1;1;1;1;1;1
"idée";1;1;1;1;1;1;1;1;1;0,574
"génie";1;1;1;1;1;1;1;1;1;0,175
"emji_visage_souriant_avec_auréole";1;1;1;1;1;1;1;1;1;0,464
"cheveu";1;1;1;1;1;1;1;1;1;0,175
"valaisan";1;1;1;1;1;1;1;1;1;0,184
"sérieux";1;1;1;0,455;1;1;1;1;1;1
"mère";1;1;1;1;1;1;1;1;0;1
"marque";1;1;1;1;1;1;1;1;1;0,194
"etc";1;1;1;0,299;1;1;1;1;1;1
"emji_pouce_vers_le_haut_peau_claire";1;1;1;1;1;1;1;1;1;0,204
"emji_mains_levées";1;1;1;0,416;1;1;1;1;1;1
"daron";1;1;1;1;1;1;1;1;1;0,194
"crétin";1;1;1;1;1;1;1;1;1;0,184
"boire";1;1;1;1;1;1;1;1;1;0,606
"super";1;1;1;1;1;1;1;1;1;0,194
"revenir";1;1;1;1;1;1;1;1;1;0,713
"prononcer";1;1;1;1;1;1;1;1;1;0,194
"pluie";1;1;1;0;1;1;1;1;1;1
"parent";1;1;1;1;1;1;1;1;1;0,194
"neuchâtelois";1;1;1;1;1;1;1;1;1;0,204
"meme";1;1;1;1;1;1;1;1;0;0,64
"marier";1;1;1;1;1;1;1;1;1;0,194
"jouer";1;1;1;1;1;1;1;1;1;0,194
"imaginer";1;1;1;1;1;1;1;1;1;0,194
"finir";1;1;1;1;1;1;1;1;1;0,194
"eau";1;1;1;1;1;1;1;1;1;0,216
"dieu";1;1;1;1;1;1;1;1;1;0,204
"carrément";1;1;1;1;1;1;1;1;1;0,194
"bleu";1;1;1;1;1;1;1;1;1;0,216
"école";1;1;1;1;1;1;1;1;1;0,675
"salade";1;1;1;1;1;1;1;1;1;0,216
"piscine";1;1;1;0,376;1;1;1;1;1;1
"neuchâtel";1;1;1;1;1;1;1;1;1;0,204
"incroyable";1;1;1;1;1;1;1;1;1;0,204
"couille";1;1;1;1;1;1;1;1;1;0,675
"com";1;1;1;1;1;1;1;1;1;0,204
"burlington";1;1;1;1;1;1;1;1;1;0,204
"walkman";1;1;1;1;1;1;1;1;1;0,24
"sûr";1;1;1;1;1;1;1;1;1;0,216
"ski";1;1;1;0,338;1;1;1;0;1;1
"rigoler";1;1;1;1;1;1;1;1;1;0,216
"québec";1;1;1;0,995;1;1;1;1;1;0,754
"mort";1;1;1;1;1;1;1;1;1;0,216
"meuf";1;1;1;1;1;1;1;1;1;0,713
"lausanne";1;1;1;1;1;1;1;1;1;0,216
"inventer";1;1;0,117;1;1;1;1;1;1;0,713
"fromage";1;1;1;1;1;1;1;1;1;0,227
"emji_visage_qui_fait_un_câlin";1;1;1;0,338;1;1;1;1;1;1
"emji_visage_bleu_et_froid";1;1;1;0,226;1;1;1;1;1;1
"dégueulasse";1;1;1;1;1;1;1;1;1;0,216
"chat";1;1;1;1;1;1;1;1;1;0,254
"chanter";1;1;1;1;1;1;1;1;1;0,713
"cest";1;1;1;1;1;1;1;1;1;0,227
"svp";1;1;1;0,995;1;1;1;1;1;0,754
"schnek";1;1;1;1;1;1;1;1;1;0,24
"sacré";1;1;1;1;1;1;1;1;0;0,754
"rouge";1;1;1;1;1;1;1;1;1;0,227
"raison";1;1;1;0,299;1;1;1;1;1;1
"pomme";1;1;1;0,039;1;1;1;1;1;1
"mode";1;1;1;1;1;1;1;1;1;0,24
"maison";1;1;1;1;1;1;1;1;1;0,254
"lol";1;1;1;1;1;1;1;1;1;0,227
"emji_visage_souriant_avec_coeurs";1;1;1;0,904;1;1;1;1;1;0,844
"emji_visage_envoyant_un_bisou";1;1;1;1;1;1;1;1;1;0,24
"emji_visage_aux_yeux_en_spirales";1;1;0,062;1;1;1;1;1;1;0,894
"couper";1;1;1;1;1;1;1;1;1;0,227
"automne";1;1;1;0;1;1;1;1;1;1
"attendre";1;1;1;1;1;1;1;1;1;0,227
"type";1;1;1;1;1;1;1;1;1;0,24
"soupe";1;1;1;1;1;1;1;1;1;0,24
"sonner";1;1;0,075;1;1;1;1;1;1;0,844
"retrouver";1;1;1;1;1;1;1;1;1;0,24
"printemps";1;1;1;0;1;1;1;1;1;1
"porte";1;1;0,075;0,904;1;1;1;1;1;1
"pire";1;1;0,088;1;1;1;1;1;1;0,798
"partie";1;1;1;1;1;1;1;1;1;0,254
"humour";1;1;1;1;1;1;1;1;1;0,254
"histoire";1;1;1;1;1;1;1;1;1;0,24
"genre";1;1;1;1;1;1;1;1;1;0,24
"feu";1;1;1;1;1;1;1;1;1;0,24
"emmental";1;1;1;1;1;1;1;1;1;0,254
"emji_visage_très_souriant_aux_yeux_rieurs";1;1;1;1;1;1;1;1;1;0,284
"emji_visage_de_geek";1;1;0,04;1;1;1;1;1;1;1
"emji_visage_avec_lunettes_de_soleil";1;1;1;1;1;1;1;1;1;0,318
"effectivement";1;1;1;0,904;1;1;1;1;1;0,844
"coeur";1;1;0,088;0,001;1;1;1;1;1;1
"chanson";1;1;1;1;1;1;1;1;1;0,24
"avouer";1;1;1;0,262;1;1;1;1;1;1
"apprendre";1;1;1;1;1;1;1;1;1;0,24
"1er";1;1;1;1;1;1;1;1;1;0,24
"énorme";1;1;1;1;1;1;1;1;1;0,268
"village";1;1;1;1;1;1;1;1;1;0,254
"vif";1;1;1;1;1;1;1;1;1;0,254
"vacance";1;1;1;1;1;1;1;1;1;0,268
"sushis";1;1;1;0,226;1;1;1;1;1;1
"savoie";1;1;1;1;1;1;1;1;1;0,284
"patois";1;1;1;1;1;1;1;1;1;0,284
"mdrrr";1;1;1;1;1;1;1;1;1;0,254
"importer";1;1;1;0,226;1;1;1;1;1;1
"fast_food";1;1;0,062;1;1;1;1;1;1;0,894
"face";1;1;1;1;1;1;1;1;1;0,284
"emji_femme_avec_la_paume_sur_le_visage_peau_claire";1;1;0;0,69;1;1;1;1;1;1
"dépendre";1;1;1;0,904;1;1;1;1;1;0,844
"dynamique";1;1;1;1;1;1;1;1;1;0,254
"cours";1;1;1;1;1;1;1;1;1;0,254
"classique";1;1;1;1;1;1;1;1;1;0,254
"bande";1;1;1;0,904;1;1;1;1;0;1
"abuser";1;1;1;0;1;1;1;1;1;1
"voisin";1;1;1;1;1;1;1;1;1;0,268
"vague";1;1;1;1;1;1;1;1;1;0,268
"tecktonik";1;1;1;1;1;1;1;1;1;0,3
"sketch";1;1;1;1;1;1;1;1;1;0,268
"seulement";1;1;1;0,015;1;1;1;1;1;1
"raclette";1;1;1;0,803;1;1;1;1;1;0,947
"pari";1;1;1;0,855;1;1;1;1;1;0,894
"pain";1;1;1;1;1;1;1;1;1;0,284
"mouillemerde";1;1;1;1;1;1;1;1;1;0,268
"moment";1;1;1;0,855;1;1;1;1;1;0,894
"maman";1;1;1;1;1;1;1;1;1;0,268
"grave";1;1;1;0,015;1;1;1;1;1;1
"garder";1;1;1;1;1;1;1;1;1;0,268
"fils";1;1;1;1;1;1;1;1;1;0,268
"envie";1;1;1;1;1;1;1;1;1;0,268
"emji_visage_stupéfait";1;1;1;0,428;1;1;1;1;1;1
"emji_visage_avec_des_symboles_dans_la_bouche";1;1;1;1;1;1;1;1;1;0,498
"emji_mains_en_prière";1;1;1;1;1;1;1;1;1;0,284
"dent";1;1;1;1;1;1;1;1;1;0,268
"canada";1;1;1;0,158;1;1;1;1;1;1
"arrêter";1;1;1;0,855;1;1;1;1;1;0,894
"ami";1;1;1;1;1;1;1;1;1;0,284
"alsace";1;1;1;1;1;1;1;1;1;0,284
"acheter";1;1;1;1;1;1;1;1;1;0,3
"écrire";1;1;1;1;1;1;1;1;1;0,284
"écouter";1;1;1;1;1;1;1;1;1;0,318
"vincent";1;1;1;1;1;1;1;1;1;0,3
"terme";1;1;1;1;1;1;1;1;1;0,3
"style";1;1;1;1;1;1;1;1;1;0,284
"record";1;1;1;0,803;1;1;1;1;1;0,947
"noir";1;1;1;1;1;1;1;1;1;0,3
"mtn";1;1;1;1;1;1;1;1;1;0,3
"mourir";1;1;1;1;1;1;1;1;1;0,284
"moselle";1;1;1;1;1;1;1;1;1;0,318
"journaliste";1;1;1;1;1;1;1;1;1;0,284
"jeu";1;1;1;1;1;1;1;1;1;0,284
"idem";1;1;1;0,803;1;1;1;1;1;0,947
"génération";1;1;1;1;1;1;1;1;1;0,284
"geneve";1;1;1;1;1;1;1;1;1;0,3
"fribourgeois";1;1;1;1;1;1;1;1;1;0,3
"faux";1;1;1;1;1;1;1;1;1;0,284
"emji_tas_de_crotte";1;1;1;1;1;1;1;1;1;0,318
"emji_homme_avec_la_paume_sur_le_visage";1;1;1;1;1;1;1;1;1;0,318
"dos";1;1;1;0,803;1;1;1;1;1;0,947
"client";1;1;1;0,803;1;1;1;1;1;0,947
"ch";1;1;1;1;1;1;1;1;0;0,947
"accord";1;1;1;0;1;1;1;1;1;1
"âge";1;1;1;0,748;1;1;1;1;1;1
"tt";1;1;1;0,002;1;1;1;1;1;1
"tjs";1;1;1;1;1;1;1;1;1;0,318
"sud";1;1;1;0,128;1;1;1;1;1;1
"sosie";1;1;1;1;1;1;1;1;1;0,3
"rouler";1;1;1;0,69;1;1;1;0;1;1
"pov";1;1;1;1;1;1;1;1;1;0,3
"porter";1;1;1;1;1;1;1;1;1;0,3
"origine";1;1;1;1;1;1;1;1;1;0,3
"mdrrrr";1;1;1;0,748;1;1;1;1;1;1
"léger";1;1;1;0,748;1;1;1;1;1;1
"louis";1;1;1;1;1;0;1;1;1;1
"georges";1;1;1;1;1;1;1;1;1;0,318
"facile";1;1;1;0,748;1;1;1;1;1;1
"emji_visage_étourdi";1;1;1;1;1;1;1;1;1;0,3
"emji_tête_de_mort";1;1;1;1;1;1;1;1;1;0,381
"degré";1;1;1;0;1;1;1;1;1;1
"culotte";1;1;1;1;1;1;1;1;1;0,318
"classe";1;1;1;1;1;1;1;1;1;0,3
"bienvenue";1;1;1;0;1;1;1;1;1;1
"vocabulaire";1;1;1;1;1;1;1;1;1;0,318
"valaisans";1;1;1;0,629;1;1;1;1;1;1
"vache";1;1;1;1;1;1;1;1;1;0,318
"radio";1;1;1;1;1;1;1;1;1;0,318
"punaise";1;1;1;1;1;1;1;1;1;0,318
"propre";1;1;1;1;1;1;1;1;1;0,318
"prochain";1;1;1;1;1;1;1;1;1;0,318
"prince";1;1;1;1;1;1;1;1;1;0,318
"poitrine";1;1;0;0,498;1;1;1;1;1;1
"poche";1;1;1;1;1;1;1;1;1;0,318
"pleurer";1;1;1;1;1;1;1;1;1;0,338
"place";1;1;1;0,69;1;1;1;1;1;1
"parisien";1;1;1;1;1;1;1;1;1;0,318
"omg";1;1;1;1;1;1;1;1;1;0,318
"nan";1;1;1;1;1;1;1;1;1;0,338
"main";1;1;1;1;1;1;1;1;1;0,318
"lune";1;1;1;1;1;1;1;1;1;0,318
"liquide";1;1;1;0,69;1;1;1;1;1;1
"huile";1;1;1;0,565;1;1;1;1;1;1
"dimanche";1;1;1;0;1;1;1;1;1;1
"date";1;1;1;1;1;1;1;1;1;0,318
"cornichon";1;1;1;1;1;1;1;1;1;0,318
"clairement";1;1;1;1;1;1;1;1;1;0,318
"chevignon";1;1;1;1;1;1;1;1;1;0,318
"bout";1;1;1;1;1;1;1;1;1;0,338
"bin";1;1;1;1;1;1;1;1;1;0,318
"battre";1;1;1;0,1;1;1;1;1;1;1
"avril";1;1;1;0,565;1;1;1;1;1;1
"aaaah";1;1;1;1;1;1;1;1;1;0,318
"également";1;1;1;0,075;1;1;1;1;1;1
"voiture";1;1;1;1;1;1;1;1;1;0,338
"veste";1;1;1;1;1;1;1;1;1;0,338
"vert";1;1;1;1;1;1;1;1;1;0,338
"tuer";1;1;1;1;1;1;1;1;1;0,338
"tjrs";1;1;1;1;1;1;1;1;1;0,359
"tektonik";1;1;1;1;1;1;1;1;1;0,338
"tante";1;1;1;1;1;1;1;1;1;0,338
"sembler";1;1;1;1;1;1;1;1;1;0,338
"réponse";1;1;1;1;1;1;1;1;1;0,338
"réf";1;1;1;1;1;1;1;1;1;0,338
"rue";1;1;1;1;1;1;1;1;1;0,359
"revoir";1;1;1;0,629;1;1;1;1;1;1
"r";1;1;1;1;1;1;1;1;1;0,338
"ptdr";1;1;1;1;1;1;1;1;1;0,338
"pote";1;1;1;1;1;1;1;1;1;0,338
"phrase";1;1;1;1;1;1;1;1;1;0,338
"pantalon";1;1;1;1;1;1;1;1;1;0,338
"oeil";1;1;1;0,565;1;1;1;1;1;1
"musique";1;1;1;0,629;1;1;1;1;1;1
"mer";1;1;1;0,075;1;1;1;1;1;1
"jésus";1;1;1;1;1;1;1;1;1;0,381
"journée";1;1;1;1;1;1;1;1;1;0,359
"italie";1;1;1;1;1;1;1;1;1;0,338
"interview";1;1;1;1;1;1;1;1;1;0,338
"haïr";1;1;1;0;1;1;1;1;1;1
"groupe";1;1;1;1;1;1;1;1;1;0,338
"go";1;1;1;1;1;1;1;1;1;0,338
"glace";1;1;1;1;1;1;1;1;1;0,338
"gagner";1;1;1;1;1;1;1;1;1;0,359
"francais";1;1;1;1;1;1;1;1;1;0,338
"frais";1;1;1;0;1;1;1;1;1;1
"epoque";1;1;1;1;1;1;1;1;1;0,338
"emji_visage_épuisé";1;1;1;1;1;1;1;1;1;0,406
"emji_visage_souriant_avec_une_larme";1;1;1;1;1;1;1;1;1;0,338
"emji_visage_avec_un_monocle";1;1;1;1;1;1;1;1;1;0,338
"copain";1;1;1;1;1;1;1;1;1;0,359
"contraire";1;1;1;0,075;1;1;1;1;1;1
"cher";1;1;1;0,565;1;1;1;1;1;1
"bouton";1;1;1;1;1;1;1;1;1;0,338
"bourvil";1;1;1;1;1;1;1;1;1;0,338
"bonnet";1;1;1;0,629;1;1;1;1;1;1
"anglais";1;1;1;1;1;1;1;1;1;0,381
"alain";1;1;1;1;1;1;1;1;1;0,338
"afrique";1;1;1;0,001;1;1;1;1;1;1
"ya";1;1;1;0,054;1;1;1;1;1;1
"version";1;1;1;1;1;1;1;1;1;0,359
"vendre";1;1;1;1;1;1;1;1;1;0,359
"télé";1;1;1;1;1;1;1;1;1;0,359
"trou";1;1;1;1;1;1;1;1;1;0,359
"travailler";1;1;1;1;1;1;1;1;1;0,359
"thérèse";1;1;1;1;1;1;1;1;1;0,359
"savoyard";1;1;1;1;1;1;1;1;1;0,359
"rajeunir";1;1;1;1;1;1;1;1;1;0,359
"plastique";1;1;1;1;1;1;1;1;1;0,359
"mois";1;1;1;1;1;1;1;1;1;0,381
"louper";1;1;1;1;1;1;1;1;1;0,359
"intonation";1;1;1;1;1;1;1;1;1;0,359
"gueule";1;1;1;1;1;1;1;1;1;0,381
"geler";1;1;1;0;1;1;1;1;1;1
"gauche";1;1;1;1;1;1;1;1;1;0,359
"gamin";1;1;1;1;1;1;1;1;1;0,359
"fond";1;1;1;1;1;1;1;1;1;0,381
"essoreuse";1;1;1;1;1;1;1;1;1;0,381
"emji_visage_rouge_et_chaud";1;1;1;0;1;1;1;1;1;1
"emji_visage_qui_rougit";1;1;1;0,565;1;1;1;1;1;1
"emji_ok";1;1;1;1;1;1;1;1;1;0,406
"courant";1;1;1;1;1;1;1;1;1;0,359
"confirmer";1;1;1;1;1;1;1;1;1;0,359
"collègue";1;1;1;1;1;1;1;1;1;0,359
"chaussure";1;1;1;1;1;1;1;1;1;0,359
"brun";1;1;1;1;1;1;1;1;1;0,381
"bourge";1;1;1;1;1;1;1;1;1;0,381
"bennett";1;1;1;1;1;1;1;1;1;0,381
"amuser";1;1;1;1;1;1;1;1;1;0,359
"2cv";1;1;1;1;1;1;1;1;1;0,359
"évidemment";1;1;1;1;1;1;1;1;1;0,381
"vivement";1;1;1;0;1;1;1;1;1;1
"télévision";1;1;1;1;1;1;1;1;1;0,381
"téléphone";1;1;1;1;1;1;1;1;1;0,381
"tomber";1;1;1;1;1;1;1;1;1;0,406
