"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"utiliser";-145,141;359,935;10,841;20,311;-1,413;3,556;-0,349
"laisser";-177,38;-2,855;0,014;-0,014;19,409;-4,574;168,245
"besoin";-147,117;7,811;-7,172;33,548;8,654;-18,312;82,052
"état";-196,707;-8,025;600,659;68,429;-1,272;-45,829;-18,883
"animal";-30,437;-9,439;-48,979;-51,045;4727,736;-46,238;0,91
"regarder";-34,281;-6,177;-16,219;-9,361;-0,299;140,008;12,317
"guerre";-166,789;-9,196;2829,82;-60,627;-11,499;-40,966;-72,312
"coup";-89,131;-3,25;-0,118;1,533;-0,594;0,043;70,68
"emji_mains_en_prière";1148,124;-5,953;-39,022;-122,763;-7,78;-49,997;-126,849
"travailler";-106,187;-4,002;-46,459;344,63;-9,542;-17,983;1,83
"argent";-186,07;-7,478;-9,47;1216,925;-11,813;-51,081;-109,307
"ca";-60,449;0,16;-6,334;-20,5;0,368;-0,912;176,808
"partir";-134,762;-5,6;-0,712;83,585;-6,558;0,855;14,095
"moment";-17,442;-5,907;0,03;-23,48;-4,384;-12,267;138,536
"etc";-112,185;-2,36;-1,171;215,435;-3,274;-4,776;-0,142
"riche";-160,08;-8,711;-50,981;1393,777;-10,793;-36,937;-137,844
"place";-146,907;0,498;-0,367;206,626;-3,867;-17,037;3,345
"vidéo";-0,419;-7,279;-11,03;-100,129;-0,764;707,471;-28,689
"plutôt";-131,93;-1,125;-5,785;5,684;0,533;-6,93;140,94
"premier";-25,784;-3,824;-0,021;3,574;-7,602;175,883;-21,194
"mot";-17,788;-3,227;0,623;-102,939;-6,66;234,035;11,877
"rendre";-116,734;-5,434;22,553;8,006;0,76;-11,179;49,841
"appeler";-2,617;0,006;6,253;-24,818;-0,084;-0,063;21,871
"école";-4,365;-0,627;-36,305;-49,019;-5,497;-6,506;217,043
"niveau";-111,054;-6,443;-40,946;29,288;-5,41;47,652;31,051
"meilleur";93,006;-1,515;-36,989;2,185;-0,179;-15,729;-11,104
"jouer";351,838;-8,644;-29,971;-25,741;-7,25;-19,237;-23,66
"part";-108,287;-0,791;-0,024;11,148;-0,511;-9,589;86,134
"magnifique";1534,699;-8,792;-59,625;-131,479;-5,972;-64,245;-202,47
"genre";-107,262;-6,535;-5,453;-39,271;-4,244;1,017;301,051
"adorer";1324,97;-2,329;-49,751;-130,704;-4,358;-52,414;-171,39
"politique";-173,966;-8,172;17,474;21,237;-11,977;-14,07;94,495
"palestinien";-182,22;-8,092;5228,882;-157,988;-11,858;-68,238;-210,013
"israël";-182,609;-7,89;5142,321;-143,948;-11,562;-56,026;-229,964
"sûr";-82,851;-4,597;-1,264;-6,772;-3,905;53,435;59,11
"continuer";-78,04;-4,535;136,677;25,3;-0,028;-15,653;-0,237
"famille";-7,486;-2,93;0,193;-8,049;-6,183;-19,522;81,043
"lire";-143,182;-2,952;-10,76;-79,645;-7,818;1972,861;-57,937
"emji_mains_levées";567,423;-0,613;-14,168;-47,718;-8,604;-23,439;-83,605
"importer";-133,761;-2,941;-2,022;-0,33;10,594;-3,164;164,795
"apprendre";-48,505;-2,592;-26,282;-74,817;0,012;39,136;187,202
"dernier";2,394;-4,447;1,293;-5,589;-3,713;12,114;-1,645
"exemple";-114,009;-0,347;-0,802;97,805;0,34;-6,125;10,095
"sujet";-130,387;-5,729;-17,918;-23,171;-2,257;39,226;208,722
"compte";-127,8;-7,715;-0,492;10,869;-5,983;66,44;14,773
"genève";-30,802;-2,404;-16,657;653,099;-8,643;-18,574;-126,529
"cause";-141,677;-5,624;34,524;16,487;0,152;-43,345;74,052
"perdre";-65,473;-5,584;-3,213;25,553;-0,272;-1,582;32,114
"partie";-80,441;48,64;-0,001;43,688;-1,293;-7,507;8,048
"manquer";-9,423;5,641;-27,961;-1,423;-0,835;-13,091;88,828
"société";-115,712;-5,571;-22,071;15,698;-8,994;-50,291;245,67
"histoire";-43,248;-2,537;30,01;-16,561;-5,548;12,162;25,636
"sortir";-69,264;0,334;-0,765;-3,344;-0,762;-1,868;120,884
"entendre";0,38;-2,581;-2,593;-62,734;-4,243;-0,652;84,438
"pauvre";-38,937;-3,849;-8,174;13,403;311,677;-3,305;0,573
"idée";-50,233;-1,594;-25,448;-7,168;6,44;0,001;138,062
"fin";-28,834;-2,648;0,621;-2,014;-4,344;204,061;-8,398
"emji_visage_souriant_avec_coeurs";1127,842;-5,876;-45,601;-107,696;-1,41;-45,711;-143,779
"cher";-66,283;-2,382;-32,432;845,103;-6,85;-27,634;-109,412
"oublier";-24,227;-0,185;7,148;5,643;-5,404;-3,02;7,33
"rts";-23,863;-7,191;15,818;-41,937;-6,831;701,82;-74,873
"manger";-13,046;-6,828;-48,644;2,769;2669,268;-21,889;-27,968
"permettre";-128,52;0,139;-0,568;117,027;-1,045;-10,771;13,297
"écrire";-100,716;-4,927;-6,451;-54,295;-6,304;1456,911;-49,056
"emji_visage_en_pleine_réflexion";-39,968;-1,284;-0,817;-0,012;-0,636;451,131;-54,134
"parent";-52,469;1,766;-41,854;-18,374;-4,69;-19,975;326,473
"malheureusement";-76,817;-2,393;-1,217;-11,577;2,199;-35,507;253,467
"gros";-57,641;6,209;-24,545;89,516;-0,048;0,418;0,389
"côté";-71,12;15,136;-0,385;-0,033;-0,424;-6,755;88,24
"paix";0,285;-3,163;1256,226;-116,494;-4,513;-54,602;-49,788
"finir";-56,429;-5,137;-0,221;9,443;-1,666;-10,889;58,988
"social";-134,763;-6,828;-15,4;61,449;-2,375;-0,705;61,511
"population";-158,897;-5,111;87,373;109,952;-0,41;-14,723;-0,125
"revenir";-40,447;-0,066;-11,793;218,061;0,01;-11,304;-8,933
"peuple";-132,23;-6,721;964,203;-0,499;-6,172;-25,2;-12,515
"heure";-6,286;-2,874;-7,29;27,803;-0,451;0,915;-0,596
"respect";-3,118;-6,841;-1,421;-69,873;-3,497;-21,992;206,366
"espérer";-3,495;-2,187;-0,496;-26,264;-0,091;5,732;32,057
"gauche";-124,935;-6,613;0,339;2,04;-4,513;-6,143;136,397
"mort";-74,082;-4,535;238,461;-6,628;5,239;-1,217;1,335
"nom";-8,717;-5,661;0,32;-35,384;-8,297;4,495;60,649
"attendre";-73,416;-1,994;5,327;-1,822;0,017;3,453;45,934
"commencer";-83,845;-3,151;17,346;5,382;-2,133;-0,088;23,495
"servir";-105,564;182,193;6,117;30,7;-3,045;-0,524;0,402
"tuer";-103,383;-4,587;758,493;-30,307;73,727;-30,736;-1,564
"hamas";-137,543;-5,996;4023,006;-127,617;-8,788;-46,819;-165,681
"lieu";-130,844;-0,325;2,019;49,972;-0,615;0,829;9,486
"emji_visage_avec_bouche_ouverte";42,863;0,474;-4,557;-8,388;0,582;-0,677;-3,792
"faux";-128,115;-4,666;0,433;-7,196;-5,928;341,963;1,537
"super";96,406;3,518;-16,782;-1,226;2,546;-4,1;-25,952
"tête";-11,61;0,004;-4,503;-1,626;0,024;6,524;14,981
"pareil";-25,058;-0,279;-28,538;-0,949;-4,285;0,034;91,031
"moyen";-121,622;0,5;12,539;202,646;-0,137;-29,94;-1,558
"dieu";44,638;-1,53;-7,309;-81,933;-0,356;-9,121;38,985
"violence";-128,575;-5,836;71,117;-48,992;-8,552;-5,189;212,163
"aider";-121,546;-6,063;1,927;17,792;-0,052;-11,694;73,016
"simple";-14,803;-0,755;-7,097;1,561;-1,775;-11,882;50,164
"système";-136,553;0;-19,66;516,757;-6,953;-28,94;-6,314
"simplement";-77,515;-0,74;-4,67;29,434;-2,762;-9,761;55,682
"classe";-3,811;-5,675;-33,65;70,228;-4,721;-0,3;-0,255
"manifestation";-135,686;-5,809;1807,261;-45,337;-8,513;-33,54;-20,98
"droite";-124,77;-5,782;-0,006;-4,794;-6,547;-2,571;220,937
"prix";-106,689;-3,975;-0,019;855,032;-4,943;-39,347;-130,308
"triste";-3,55;-4,196;-14,342;-45,326;0,013;-14,992;178,41
"public";-117,43;-0,558;3,137;284,481;-5,016;-7,803;-12,925
"chat";17,801;-0,007;-25,208;-42,058;279,853;-2,275;1,45
"vieux";44,374;-0,544;-15,6;-21,384;-0,693;-0,098;1,31
"montrer";-64,33;-5,956;4,046;-13,158;-6,798;-1,411;135,938
"ville";-65,272;-2,319;-2,59;399,115;1,07;-18,271;-43,783
"palestine";-120,101;-5,795;3301,629;-113,214;-8,493;-37,082;-119,696
"fille";57,779;-0,052;-19,65;-50,137;-2,093;-13,141;26,111
"entreprise";-121,258;-0,02;-14,069;1023,329;-6,026;-43,612;-124,325
"emji_drapeau_suisse";209,132;-4,751;-0,61;-1,241;-3,469;-12,737;-70,945
"pire";-77,812;-1,105;2,485;1,783;-1,093;-0,274;47,863
"emji_visage_roulant_des_yeux";-49,239;-0,257;-5,627;-9,058;-1,662;616,229;-31,294
"impôt";-128,033;-5,487;-28,478;1150,352;-4,464;-34,322;-136,316
"salaire";-117,774;-5,487;-40,397;1002,57;-8,042;-38,134;-80,754
"loi";-125,398;-0,412;30,554;23,404;-2,049;-15,212;33,147
"emji_visage_qui_pleure_à_chaudes_larmes";21,207;-2,302;-10,686;-2,982;30,289;3,691;-10,324
"créer";-79,018;-3,729;0,692;120,687;-0,503;-0,187;-1,547
"nouveau";-53,008;-2,389;-0,001;63,525;-4,813;0,021;0,246
"répondre";-63,937;-3,665;-9,934;-41,547;-3,101;509,093;0,902
"chercher";-88,923;-3,794;-0,179;8,065;-0,546;0,178;47,259
"normal";-89,876;-0,03;-14,581;7,26;0,002;-3,082;100,163
"maison";-29,881;197,901;-4,377;7,108;0,792;-5,428;3,335
"emji_visage_souriant_avec_yeux_rieurs";566,235;-1,05;-24,673;-53,35;-7,983;-12,976;-77,672
"façon";-23,118;-3,691;-11,188;-6,697;-1,99;-2,7;119,806
"seulement";-62,584;0,406;0,612;52,348;0,118;-2,489;1,23
"retrouver";0,163;-3,729;-7,323;2,87;0,525;-5,369;2,678
"blanc";-10,185;-1,088;-0,663;-30,959;-4,226;2,018;71,127
"article";-111,784;-3,497;0,388;-0,005;-1,775;391,27;-9,464
"accent";798,467;-5,139;-37,699;-69,859;-5,622;-25,971;-101,522
"acheter";-49,224;1,513;-8,813;424,023;0,022;-22,644;-54,608
"rapport";-90,84;-1,05;0,022;0,188;-1,023;3,848;57,703
"jeu";239,189;-3,368;-16,724;-30,462;-5,718;-14,837;-9,014
"essayer";-88,331;-2,123;-1,443;-4,673;-3,001;1,406;132,926
"réponse";-33,379;-3,433;-7,607;-51,726;-4,172;157,793;38,139
"propre";-79,155;197,246;-0,043;0,218;-1,746;-1,483;32,782
"manifester";-113,3;-1,828;1567,02;-27,174;-5,545;-25,511;-35,67
"gaza";-123,652;-5,193;3193,373;-90,655;-5,699;-37,428;-129,366
"mauvais";-78,513;-0,88;-12,635;-3,859;2,885;-1,149;161,904
"armée";-117,783;-5,166;440,011;-1,122;-4,027;-11,047;1,409
"soutenir";-93,642;-5,179;614,025;-7,806;-5,679;-9,067;-0,706
"préférer";-13,872;0,569;-7,221;-1,505;9,19;-4,399;43,722
"poser";-90,336;0,147;-15,504;-19,952;2,792;-4,384;262,759
"respecter";-85,308;-3,279;175,095;1,577;3,078;-14,147;2,405
"rappeler";34,865;-3,433;3,688;-1,047;-4,172;-9,66;-6,764
"justement";-96,903;-1,941;-0,626;-0,308;-2,737;-4,321;153,875
"eau";-60,793;615,508;-0,081;83,492;-2,396;-0,343;-37,655
"voiture";-53,711;-3,125;-32,07;773,669;-2,412;-35,234;-97,95
"service";-99,61;-0,777;-7,303;131,307;1,117;-13,561;9,01
"santé";-62,113;-3,253;-20,415;396,384;0,074;-23,877;-17,518
"écouter";5,66;-5,166;-19,415;-56,79;-4,027;164,668;-0,02
"garder";-32,46;-0,197;-14,449;3,841;6,423;-3,048;41,823
"journée";-1,09;13,379;-18,478;-27,598;-2,509;0,61;56,138
"sembler";-49,289;-1,817;0,068;0,528;-0,718;-0,574;46,275
"mois";-66,535;-0,662;-12,975;463,593;-3,594;-8,937;-47,168
"défendre";-110,119;-4,952;347,758;-0,404;-7,257;-9,628;3,944
"réalité";-97,214;-5,032;-0,565;0,005;-3,846;-2,351;138,273
"valoir";-14,059;-1,75;-9,118;89,773;-0,003;-3,302;-2,619
"exactement";-29,304;-3,215;-3,349;-12,555;-5,487;3,072;87,515
"ami";-0,101;-0,638;-6,138;-16,06;0,189;-0,005;31,521
"heureux";59,034;-3,112;-22,647;-32,854;0,543;-3,689;6,706
"fou";-0,023;-0,694;-2,798;-33,599;-0,589;0,223;43,188
"terre";-72,389;-4,832;180,076;0,763;0,001;-4,544;0,364
"plaisir";113,472;-3,099;-19,273;-19,895;1,268;-9,454;-0,793
"agir";-108,847;-3,074;41,151;13,975;-3,666;-2,911;19,447
"coeur";148,308;-4,765;-8,901;-25,843;7,75;-10,515;-8,463
"air";0,237;-0,654;-17,082;-6,437;-2,269;-6,096;46,101
"reportage";426,875;0,285;-22,549;-61,444;-7,218;-6,623;-44,591
"possible";-54,748;-3,01;-1,117;75,775;-3,576;-0,376;1,128
"manière";-59,039;-3,035;-0,823;0,034;-2,3;-2,219;89,191
"foutre";-62,876;-4,858;9,381;-0,9;0,162;105,809;-0,071
"ouvrir";-63,055;-0,622;0,009;0,748;-7,002;2,763;40,84
"mdr";-28,265;0,022;-3,573;-16,533;-1,193;517,361;-28,425
"expliquer";-76,966;0,024;0,246;1,105;-0,487;-0,028;51,428
"truc";-41,921;8,567;-10,181;0,502;0,003;-6,725;70,856
"gagner";-76,378;-4,631;-18,765;540,717;-4,893;-9,614;-47,961
"incroyable";304,091;-1,628;-12,975;-22,149;-5,199;-7,958;-45,61
"bidet";-31,818;17760,75;-34,385;-86,129;-6,493;-34,51;-117,544
"europe";-88,086;0,461;90,187;76,817;-3,326;-9,703;-7,536
"oeil";-2,284;-0,591;0,806;-13,064;-3,433;-1,331;31,807
"génération";-1,218;-4,591;-18,479;-31,127;-1,987;-11,583;145,636
"canton";-55,083;-4,417;-24,1;703,386;-4,588;-24,823;-90,334
"trump";-103,78;-4,578;556,541;0,448;-6,708;-1,293;-15,993
"protéger";-76,378;-4,631;80,516;6,833;0,87;-18,546;10,58
"interdire";-86,365;-1,326;1,576;112,903;25,409;-6,631;-1,583
"gouvernement";-107,648;-4,631;805,21;-0,547;-4,893;-11,869;-16,955
"bas";-26,734;-0,522;-0,054;93,415;-2,002;-0,682;-7,026
"situation";-100,909;-4,671;13,922;-1,166;-3,362;-25,306;155,065
"couper";-16,949;-1,358;-17,907;200,233;-4,721;-8,82;-11,392
"israélien";-107,092;-4,497;3090,234;-85,143;-6,591;-39,39;-135,798
"honte";-69,29;-4,511;8,309;-0,772;-0,033;-6,869;82,266
"heureusement";-32,963;1,325;-10,47;-19,134;-0,418;0;127,093
"avis";-74,834;-1,401;-1,686;-41,561;-4,798;-1,254;269,494
"liberté";-69,289;-2,528;5,898;-7,557;-2,903;-27,622;173,289
"père";79,106;-4,43;-22,378;-14,007;-4,607;-3,329;0,269
"génocide";-106,455;-4,471;2687,427;-86,997;-6,552;-34,878;-89,734
"âge";-0,416;-4,497;-26,604;-41,974;-0,945;-5,909;148,974
"mec";-30,058;-1,222;-12,326;-40,608;-2,92;20,438;116,878
"imaginer";-51,792;2,893;-8,61;23,379;0,044;0,107;11,961
"cours";-19,304;-4,31;-0,648;-6,706;-2,885;0,418;56,597
"choix";-63,847;-0,394;-5,73;7,587;-6,395;-20,978;109,502
"absolument";-36,09;-2,692;-0,221;-7,919;-0,945;-2,998;106,22
"reconnaître";-12,845;-4,364;402,552;-20,725;-4,511;-4,394;-7,123
"assurance";-91,689;-4,177;-30,238;1025,442;-6,121;-36,426;-128,104
"également";-14,577;-2,553;1,542;26,866;-0,816;-2,393;-0,05
"langue";-50,146;-0,163;-18,02;-22,544;-5,632;1025,217;-54,186
"peur";-32,719;-2,528;-0,675;-10,777;3,828;-10,858;118,029
"équipe";-12,962;-3,896;-23,961;306,364;-3,847;-17,037;-30,838
"terme";-68,483;-0,226;6,606;-4,463;-0,536;-8,633;106,362
"rue";-49,707;-2,465;18,243;1,023;-0,001;-7,202;26,582
"rire";181,443;-1,098;-17,118;-35,915;-2,711;0,453;-17,443
"mère";39,917;0,89;-24,161;-28,239;-0,671;-3,479;11,12
"aide";-67,445;-2,452;48,964;6,374;-0,725;-3,797;8,292
"emji_visage_souriant_aux_yeux_rieurs";235,858;0;-23,146;-20,614;-0,566;-2,28;-34,437
"hiver";408,67;-4,123;-29,824;-17,081;-0,628;-27,714;-52,932
"otage";-90,113;-0,226;2604,787;-79,333;-5,866;-30,587;-116,931
"solution";-67,189;1,05;2,292;96,219;-2,538;-12,509;0,151
"important";-57,085;-1,149;-2,23;4,497;-0,725;-18,381;89,806
"chance";0,57;-2,34;-9,686;23,866;-0,628;-13,12;-0,008
"emji_pouce_vers_le_haut";421,185;-3,736;-18,983;-37,661;-3,62;-12,818;-53,001
"recevoir";-18,218;-2,252;-0,198;29,525;-0,556;0,522;-0,331
"base";-76,933;1,017;-2,199;13,429;-0,587;-1,854;44,526
"main";-26,671;93,954;0,963;6,067;0,287;0,001;-0,394
"haut";-21,604;-2,24;-11,572;50,904;-5,886;2,783;-0,001
"occuper";-55,709;-4,003;18,992;7,51;0,013;-5,677;14,243
"image";-9,333;-4,03;1,787;-5,316;-4,036;26,544;2,824
"extrême";-83,783;-3,95;5,117;-14,567;-5,788;-1,918;160,968
"début";-18,87;-1,018;-1,186;-1,32;-2,573;264,717;-20,726
"suivre";-44,538;-2,24;1,843;-0,229;-4,017;0,313;40,53
"faute";-80,36;-2,14;-4,375;-9,245;-0,467;80,532;47,43
"argument";-77,61;-3,896;-2,169;-9,086;-1,221;4,267;127,025
"naître";-0,024;-0,139;-0,505;-17,656;-2,198;-6,15;43,841
"étude";-85,026;-3,896;-25,972;42,796;-2,35;0;46,372
"tomber";-26,512;-2,078;-4,061;-0,048;-0,047;-4,769;66,693
"justice";-69,183;-2,165;543,631;-16,577;-1,262;-13,016;-0,035
"effet";-47,917;-0,842;-10,356;100,331;-0,044;-3,911;1,042
"augmenter";-85,35;-3,803;-12,951;708,308;-5,573;-22,966;-77,977
"archive";479,197;-3,976;-20,782;-66,892;-2,453;-2,019;-65,991
"long";-41,063;-0,199;-4,503;-0,024;-0,074;0,098;55,073
"étranger";-76,664;-3,856;-0,377;95,603;-1,179;3,101;-0,526
"contraire";-57,696;-2,14;0,521;-2,682;-0,066;-9,102;111,868
"sécurité";-85,668;-3,816;10,918;189,262;-1,138;-16,371;-5,834
"semaine";-42,728;-3,763;-6,433;52,727;-1,084;0,948;1,502
"maladie";-72,698;-2,028;-27,238;554,967;0,466;-24,702;-43,692
"facile";-47,186;1,269;-2,749;0,152;-2,333;0,925;43,62
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";729,594;-3,323;-25,786;-64,599;-4,869;-28,533;-97,47
"policier";-64,918;-3,656;63,537;-10,582;-3,507;-5,428;64,113
"journaliste";-4,345;-3,643;30,328;-32,452;-2,03;6,444;7,785
"raciste";-61,967;-3,029;-5,473;-40,43;-2,63;43,754;120,72
"nourrir";-27,383;-3,736;-12,494;-12,631;4281,842;-20,596;-31,23
"partager";16,804;-3,843;-1,451;-8,46;-3,771;-3,979;4,027
"lausanne";-0,417;-3,749;-12,586;193,07;-3,639;-8,006;-46,063
"dur";-24,286;-3,723;-2,139;3,74;-2,131;-3,378;34,967
"mode";-10,54;0,558;-11,949;-15,826;-0,011;-2,418;94,422
"envie";-9,817;-0,126;-12,494;-17,041;-0,349;-2,769;105,844
"choisir";-37,479;-1,93;-3,337;-0,016;-3,545;-6,536;92,214
"actuel";-56,75;-0,139;-0,838;6,283;-3,677;-7,132;60,627
"frontalier";-76,149;-3,523;-21,102;629,377;-3,319;-5,546;-83,279
"emji_visage_boudeur";-30,017;-2,23;21,214;0,075;343,562;-1,752;-5,374
"nombre";-70,049;-3,576;2,77;137,324;0,704;-9,064;-2,683
"mériter";-28,094;-3,696;1,581;7,435;-2,097;-2,591;13,385
"différence";-52,56;-0,738;-1,453;20,233;-1,004;-16,814;45,149
"train";-62,658;-0,72;-0,018;295,76;-3,507;-15,049;-22,587
"groupe";-40,475;-3,403;146,097;-0,864;-1,734;-0,989;0,396
"clairement";-58,565;-1,917;0,46;-3,355;-2,064;-0,368;90,793
"éviter";-68,93;-0,092;-2,414;48,86;0,638;-1,275;8,804
"ancien";-0,03;-0,692;-8,997;-1,28;-1,997;2,021;7,552
"suffire";-67,843;0,534;-0,029;14,254;-3,545;11,741;5,732
"peine";-65,654;-3,589;0,352;-0,398;-3,413;5,988;50,218
"risque";-73,655;-1,783;-2,659;156,984;0,184;-13,959;0,15
"franchement";-36,087;0,056;-6,665;-4,026;0,654;34,824;22,392
"bref";-48,745;0,06;-1,719;0,892;-5,28;4,125;32,585
"majorité";-78,684;-3,629;3,966;48,86;-3,469;-2,933;8,038
"effectivement";-14,535;-1,905;-3,22;0,139;-0,299;-0,948;30,335
"traiter";-68,476;-1,77;22,538;-12,59;1,798;-0,027;63,15
"meme";-35,352;0,814;-3,707;0,008;-3,169;6,718;27,17
"laver";-57,086;11939,039;-20,287;-50,58;-5,006;-19,537;-49,455
"génial";543,397;0,064;-23,605;-58,63;-1,964;-22,902;-64,755
"face";-57,704;-3,443;19,932;-5,613;-1,783;-10,557;89,254
"battre";-50,911;-0,451;-1,606;-0,718;-0,597;-6,756;107,446
"noir";-2,284;-2,111;0,753;-4,018;0;-0,361;11,876
"intéressant";-0,728;-0,683;-14,612;-0,912;-5,28;-1,19;32,585
"caisse";-64,074;-3,323;-14,218;685,604;-4,869;-26,404;-86,879
"baisser";-76,148;-0,039;-24,344;524,012;-3,169;-16,155;-38,64
"amour";63,232;-0,048;-13,566;-28,956;0;-14,917;6,198
"propos";-39,677;-3,536;-1,027;-46,855;-3,338;13,935;124,983
"nouvelle";-0,135;-1,783;-5,133;-1,845;-0,849;-1,372;19,426
"nature";-0,028;-3,389;-14,701;-5,077;94,161;-11,477;20,213
"renard";-0,359;-3,443;-24,55;-37,274;5927,716;-29,642;-90,76
"remettre";-38,25;-3,469;-3,96;-3,353;-5,084;-15,028;154,627
"victime";-55,203;-3,429;154,487;-18,377;-3,188;-17,921;46,116
"toucher";-22,246;-0,067;-6,211;45,182;-0,862;-0,987;0,777
"tenir";-39,205;-1,697;2,906;-15,899;5,387;0,134;59,929
"info";-53,361;-0,517;6,237;-0,249;-0,136;365,398;-49,44
