"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"sentir";1;1;1;1;1;1;0
"emji_visage_faisant_un_clin_d_oeil";0;0,081;1;1;1;0,005;0,274
"emji_feu";0;1;1;1;1;1;1
"police";1;1;0;1;1;1;0
"exister";1;0,099;1;1;1;1;0
"humain";1;1;0,255;1;0;1;0
"accord";1;1;0;0,042;1;1;0,146
"arriver";1;1;1;0,398;1;0,046;0
"utiliser";1;0;0,001;0;1;0,059;1
"laisser";1;1;0,904;1;0;1;0
"besoin";1;0,005;1;0;0,003;1;0
"état";1;1;0;0;1;1;1
"animal";1;1;1;1;0;1;0,34
"regarder";1;1;1;1;1;0;0
"guerre";1;1;0;1;1;1;1
"coup";1;1;1;0,216;1;0,836;0
"emji_mains_en_prière";0;1;1;1;1;1;1
"travailler";1;1;1;0;1;1;0,176
"argent";1;1;1;0;1;1;1
"ca";1;0,689;1;1;0,544;1;0
"partir";1;1;1;0;1;0,355;0
"moment";1;1;0,862;1;1;1;0
"etc";1;1;1;0;1;1;1
"riche";1;1;1;0;1;1;1
"place";1;0,48;1;0;1;1;0,067
"vidéo";1;1;1;1;1;0;1
"plutôt";1;1;1;0,017;0,465;1;0
"premier";1;1;1;0,059;1;0;1
"mot";1;1;0,43;1;1;0;0,001
"rendre";1;1;0;0,005;0,383;1;0
"appeler";1;0,938;0,012;1;1;1;0
"école";1;1;1;1;1;1;0
"niveau";1;1;1;0;1;0;0
"meilleur";0;1;1;0,139;1;1;1
"jouer";0;1;1;1;1;1;1
"part";1;1;1;0,001;1;1;0
"magnifique";0;1;1;1;1;1;1
"genre";1;1;1;1;1;0,313;0
"adorer";0;1;1;1;1;1;1
"politique";1;1;0;0;1;1;0
"palestinien";1;1;0;1;1;1;1
"israël";1;1;0;1;1;1;1
"sûr";1;1;1;1;1;0;0
"continuer";1;1;0;0;1;1;1
"famille";1;1;0,66;1;1;1;0
"lire";1;1;1;1;1;0;1
"emji_mains_levées";0;1;1;1;1;1;1
"importer";1;1;1;1;0,001;1;0
"apprendre";1;1;1;1;0,912;0;0
"dernier";0,122;1;0,256;1;1;0,001;1
"exemple";1;1;1;0;0,56;1;0,001
"sujet";1;1;1;1;1;0;0
"compte";1;1;1;0,001;1;0;0
"genève";1;1;1;0;1;1;1
"cause";1;1;0;0;0,697;1;0
"perdre";1;1;1;0;1;1;0
"partie";1;0;1;0;1;1;0,005
"manquer";1;0,018;1;1;1;1;0
"société";1;1;1;0;1;1;0
"histoire";1;1;0;1;1;0;0
"sortir";1;0,563;1;1;1;1;0
"entendre";0,538;1;1;1;1;1;0
"pauvre";1;1;1;0;0;1;0,449
"idée";1;1;1;1;0,011;0,979;0
"fin";1;1;0,431;1;1;0;1
"emji_visage_souriant_avec_coeurs";0;1;1;1;1;1;1
"cher";1;1;1;0;1;1;1
"oublier";1;1;0,008;0,018;1;1;0,007
"rts";1;1;0;1;1;0;1
"manger";1;1;1;0,096;0;1;1
"permettre";1;0,709;1;0;1;1;0
"écrire";1;1;1;1;1;0;1
"emji_visage_en_pleine_réflexion";1;1;1;1;1;0;1
"parent";1;0,184;1;1;1;1;0
"malheureusement";1;1;1;1;0,138;1;0
"gros";1;0,013;1;0;1;0,518;0,533
"côté";1;0;1;1;1;1;0
"paix";0,594;1;0;1;1;1;1
"finir";1;1;1;0,002;1;1;0
"social";1;1;1;0;1;1;0
"population";1;1;0;0;1;1;1
"revenir";1;1;1;0;0,921;1;1
"peuple";1;1;0;1;1;1;1
"heure";1;1;1;0;1;0,339;1
"respect";1;1;1;1;1;1;0
"espérer";1;1;1;1;1;0,017;0
"gauche";1;1;0,56;0,153;1;1;0
"mort";1;1;0;1;0,022;1;0,248
"nom";1;1;0,572;1;1;0,034;0
"attendre";1;1;0,021;1;0,895;0,063;0
"commencer";1;1;0;0,02;1;1;0
"servir";1;0;0,013;0;1;1;0,526
"tuer";1;1;0;1;0;1;1
"hamas";1;1;0;1;1;1;1
"lieu";1;1;0,155;0;1;0,363;0,002
"emji_visage_avec_bouche_ouverte";0;0,491;1;1;0,446;1;1
"faux";1;1;0,51;1;1;0;0,215
"super";0;0,061;1;1;0,111;1;1
"tête";1;0,947;1;1;0,877;0,011;0
"pareil";1;1;1;1;1;0,854;0
"moyen";1;0,479;0;0;1;1;1
"dieu";0;1;1;1;1;1;0
"violence";1;1;0;1;1;1;0
"aider";1;1;0,165;0;1;1;0
"simple";1;1;1;0,211;1;1;0
"système";1;0,983;1;0;1;1;1
"simplement";1;1;1;0;1;1;0
"classe";1;1;1;0;1;1;1
"manifestation";1;1;0;1;1;1;1
"droite";1;1;1;1;1;1;0
"prix";1;1;1;0;1;1;1
"triste";1;1;1;1;0,908;1;0
"public";1;1;0,077;0;1;1;1
"chat";0;1;1;1;0;1;0,228
"vieux";0;1;1;1;1;1;0,252
"montrer";1;1;0,044;1;1;1;0
"ville";1;1;1;0;0,301;1;1
"palestine";1;1;0;1;1;1;1
"fille";0;1;1;1;1;1;0
"entreprise";1;1;1;0;1;1;1
"emji_drapeau_suisse";0;1;1;1;1;1;1
"pire";1;1;0,115;0,182;1;1;0
"emji_visage_roulant_des_yeux";1;1;1;1;1;0;1
"impôt";1;1;1;0;1;1;1
"salaire";1;1;1;0;1;1;1
"loi";1;1;0;0;1;1;0
"emji_visage_qui_pleure_à_chaudes_larmes";0;1;1;1;0;0,055;1
"créer";1;1;0,405;0;1;1;1
"nouveau";1;1;1;0;1;0,884;0,62
"répondre";1;1;1;1;1;0;0,342
"chercher";1;1;1;0,005;1;0,673;0
"normal";1;1;1;0,007;0,961;1;0
"maison";1;0;1;0,008;0,373;1;0,068
"emji_visage_souriant_avec_yeux_rieurs";0;1;1;1;1;1;1
"façon";1;1;1;1;1;1;0
"seulement";1;0,524;0,434;0;0,731;1;0,267
"retrouver";0,686;1;1;0,09;0,469;1;0,102
"blanc";1;1;1;1;1;0,155;0
"article";1;1;0,533;1;1;0;1
"accent";0;1;1;1;1;1;1
"acheter";1;0,219;1;0;0,883;1;1
"rapport";1;1;0,882;0,665;1;0,05;0
"jeu";0;1;1;1;1;1;1
"essayer";1;1;1;1;1;0,236;0
"réponse";1;1;1;1;1;0;0
"propre";1;0;1;0,641;1;1;0
"manifester";1;1;0;1;1;1;1
"gaza";1;1;0;1;1;1;1
"mauvais";1;1;1;1;0,089;1;0
"armée";1;1;0;1;1;1;0,235
"soutenir";1;1;0;1;1;1;1
"préférer";1;0,451;1;1;0,002;1;0
"poser";1;0,701;1;1;0,095;1;0
"respecter";1;1;0;0,209;0,079;1;0,121
"rappeler";0;1;0,055;1;1;1;1
"justement";1;1;1;1;1;1;0
"eau";1;0;1;0;1;1;1
"voiture";1;1;1;0;1;1;1
"service";1;1;1;0;0,291;1;0,003
"santé";1;1;1;0;0,785;1;1
"écouter";0,017;1;1;1;1;0;1
"garder";1;1;1;0,05;0,011;1;0
"journée";1;0;1;1;1;0,435;0
"sembler";1;1;0,794;0,467;1;1;0
"mois";1;1;1;0;1;1;1
"défendre";1;1;0;1;1;1;0,047
"réalité";1;1;1;0,944;1;1;0
"valoir";1;1;1;0;1;1;1
"exactement";1;1;1;1;1;0,08;0
"ami";1;1;1;1;0,664;1;0
"heureux";0;1;1;1;0,461;1;0,01
"fou";1;1;1;1;1;0,637;0
"terre";1;1;0;0,382;0,973;1;0,546
"plaisir";0;1;1;1;0,26;1;1
"agir";1;1;0;0;1;1;0
"coeur";0;1;1;1;0,005;1;1
"air";0,626;1;1;1;1;1;0
"reportage";0;0,594;1;1;1;1;1
"possible";1;1;1;0;1;1;0,288
"manière";1;1;1;0,853;1;1;0
"foutre";1;1;0,002;1;0,687;0;1
"ouvrir";1;1;0,923;0,387;1;0,096;0
"mdr";1;0,882;1;1;1;0;1
"expliquer";1;0,877;0,62;0,293;1;1;0
"truc";1;0,003;1;0,479;0,956;1;0
"gagner";1;1;1;0;1;1;1
"incroyable";0;1;1;1;1;1;1
"bidet";1;0;1;1;1;1;1
"europe";1;0,497;0;0;1;1;1
"oeil";1;1;0,369;1;1;1;0
"génération";1;1;1;1;1;1;0
"canton";1;1;1;0;1;1;1
"trump";1;1;0;0,503;1;1;1
"protéger";1;1;0;0,009;0,351;1;0,001
"interdire";1;1;0,209;0;0;1;1
"gouvernement";1;1;0;1;1;1;1
"bas";1;1;1;0;1;1;1
"situation";1;1;0;1;1;1;0
"couper";1;1;1;0;1;1;1
"israélien";1;1;0;1;1;1;1
"honte";1;1;0,004;1;1;1;0
"heureusement";1;0,25;1;1;1;1;0
"avis";1;1;1;1;1;1;0
"liberté";1;1;0,015;1;1;1;0
"père";0;1;1;1;1;1;0,604
"génocide";1;1;0;1;1;1;1
"âge";1;1;1;1;1;1;0
"mec";1;1;1;1;1;0;0
"imaginer";1;0,089;1;0;0,835;0,744;0,001
"cours";1;1;1;1;1;0,518;0
"choix";1;1;1;0,006;1;1;0
"absolument";1;1;1;1;1;1;0
"reconnaître";1;1;0;1;1;1;1
"assurance";1;1;1;0;1;1;1
"également";1;1;0,214;0;1;1;1
"langue";1;1;1;1;1;0;1
"peur";1;1;1;1;0,05;1;0
"équipe";1;1;1;0;1;1;1
"terme";1;1;0,01;1;1;1;0
"rue";1;1;0;0,312;1;1;0
"rire";0;1;1;1;1;0,501;1
"mère";0;0,346;1;1;1;1;0,001
"aide";1;1;0;0,012;1;1;0,004
"emji_visage_souriant_aux_yeux_rieurs";0;0,99;1;1;1;1;1
"hiver";0;1;1;1;1;1;1
"otage";1;1;0;1;1;1;1
"solution";1;0,305;0,13;0;1;1;0,698
"important";1;1;1;0,034;1;1;0
"chance";0,45;1;1;0;1;1;1
"emji_pouce_vers_le_haut";0;1;1;1;1;1;1
"recevoir";1;1;1;0;1;0,47;1
"base";1;0,313;1;0;1;1;0
"main";1;0;0,327;0,014;0,592;0,98;1
"haut";1;1;1;0;1;0,095;1
"occuper";1;1;0;0,006;0,91;1;0
"image";1;1;0,181;1;1;0;0,093
"extrême";1;1;0,024;1;1;1;0
"début";1;1;1;1;1;0;1
"suivre";1;1;0,175;1;1;0,576;0
"faute";1;1;1;1;1;0;0
"argument";1;1;1;1;1;0,039;0
"naître";1;1;1;1;1;1;0
"étude";1;1;1;0;1;0,999;0
"tomber";1;1;1;1;1;1;0
"justice";1;1;0;1;1;1;1
"effet";1;1;1;0;1;1;0,307
"augmenter";1;1;1;0;1;1;1
"archive";0;1;1;1;1;1;1
"long";1;1;1;1;1;0,754;0
"étranger";1;1;1;0;1;0,078;1
"contraire";1;1;0,47;1;1;1;0
"sécurité";1;1;0,001;0;1;1;1
"semaine";1;1;1;0;1;0,33;0,22
"maladie";1;1;1;0;0,495;1;1
"facile";1;0,26;1;0,696;1;0,336;0
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";0;1;1;1;1;1;1
"policier";1;1;0;1;1;1;0
"journaliste";1;1;0;1;1;0,011;0,005
"raciste";1;1;1;1;1;0;0
"nourrir";1;1;1;1;0;1;1
"partager";0;1;1;1;1;1;0,045
"lausanne";1;1;1;0;1;1;1
"dur";1;1;1;0,053;1;1;0
"mode";1;0,455;1;1;1;1;0
"envie";1;1;1;1;1;1;0
"choisir";1;1;1;1;1;1;0
"actuel";1;1;1;0,012;1;1;0
"frontalier";1;1;1;0;1;1;1
"emji_visage_boudeur";1;1;0;0,785;0;1;1
"nombre";1;1;0,096;0;0,402;1;1
"mériter";1;1;0,209;0,006;1;1;0
"différence";1;1;1;0;1;1;0
"train";1;1;1;0;1;1;1
"groupe";1;1;0;1;1;1;0,529
"clairement";1;1;0,498;1;1;1;0
"éviter";1;1;1;0;0,424;1;0,003
"ancien";1;1;1;1;1;0,155;0,006
"suffire";1;0,465;1;0;1;0,001;0,017
"peine";1;1;0,553;1;1;0,014;0
"risque";1;1;1;0;0,668;1;0,698
"franchement";1;0,812;1;1;0,419;0;0
"bref";1;0,807;1;0,345;1;0,042;0
"majorité";1;1;0,046;0;1;1;0,005
"effectivement";1;1;1;0,709;1;1;0
"traiter";1;1;0;1;0,18;1;0
"meme";1;0,367;1;0,929;1;0,01;0
"laver";1;0;1;1;1;1;1
"génial";0;0,801;1;1;1;1;1
"face";1;1;0;1;1;1;0
"battre";1;1;1;1;1;1;0
"noir";1;1;0,386;1;1;1;0,001
"intéressant";1;1;1;1;1;1;0
"caisse";1;1;1;0;1;1;1
"baisser";1;1;1;0;1;1;1
"amour";0;1;1;1;0,982;1;0,013
"propos";1;1;1;1;1;0;0
"nouvelle";1;1;1;1;1;1;0
"nature";1;1;1;1;0;1;0
"renard";1;1;1;1;0;1;1
"remettre";1;1;1;1;1;1;0
"victime";1;1;0;1;1;1;0
"toucher";1;1;1;0;1;1;0,378
"tenir";1;1;0,088;1;0,02;0,715;0
"info";1;1;0,013;1;1;0;1
"plaindre";1;1;1;0,638;0,346;1;0
"détruire";1;1;0;0,026;0;1;0,203
"civil";1;1;0;1;1;1;1
"éducation";1;1;1;1;1;1;0
"international";1;1;0;1;1;1;1
"voter";1;1;1;0;1;0,747;0,071
"feu";1;1;0;1;1;1;1
"dimanche";0,003;1;1;0,304;1;1;0,698
"complètement";1;1;0,299;1;1;1;0
"valeur";1;1;0,691;1;1;1;0
"réseau";1;1;0,839;1;1;0,002;0
"terroriste";1;1;0;1;1;1;1
"souhaiter";1;1;1;1;1;1;0
"joli";0;1;1;1;1;1;1
"intérêt";1;1;0,001;0,105;1;0,551;0
"exprimer";1;1;1;1;1;1;0
"marcher";1;1;0,543;0,331;1;0,869;0
"accepter";1;1;0,098;0,001;1;1;0
"égalité";1;1;1;1;1;1;0
"porter";1;1;1;1;1;1;0
"métier";1;1;1;0,952;1;1;0
"corps";1;0;0,006;1;1;1;0
"difficile";1;0,683;1;1;1;1;0
"porte";1;1;1;1;1;1;0
"pied";1;0;1;0,195;1;1;1
"humanité";1;1;0;1;1;1;0
"type";1;1;1;0,489;1;0,37;0
"vérité";1;1;1;1;1;0,905;0
"profiter";1;1;1;0;1;1;1
"preuve";1;1;0,304;1;1;1;0
"source";1;1;0,334;0,028;1;0;0,714
"courage";0;1;0,798;1;1;1;0,096
"route";1;1;1;0;1;1;1
"logique";1;1;0,906;0,012;1;1;0
"envoyer";1;1;0,029;0,78;0,124;0;1
"offrir";1;1;1;0;1;1;1
"libre";1;1;0,433;1;1;1;0
"gars";1;1;1;1;1;0;1
"voler";1;1;0;0;1;1;1
"suite";1;1;0,073;0,727;1;1;0,004
"franc";1;1;1;0;1;1;1
"culture";1;1;1;1;1;1;0
"sûrement";1;1;1;1;1;1;0
"totalement";1;1;1;0,711;1;0,71;0
"touchant";0;1;1;1;1;1;1
"initiative";1;1;1;0;1;1;0,026
"but";1;1;0;0,007;1;1;0,023
"représenter";1;1;0,014;0;1;1;1
"réfléchir";1;1;1;1;1;0,112;0
"casser";1;1;0;0,373;1;1;0,617
"pratique";1;0;1;0,215;1;1;1
"concerner";1;1;1;0;1;1;0
"toilette";1;0;1;1;1;1;1
"vendre";1;1;0,707;0;1;1;1
"noël";0;1;1;1;1;1;1
"haine";1;1;0;1;1;0,637;0
"mourir";1;1;0,84;1;0;1;0
"arme";1;1;0;1;1;1;1
"allemand";1;1;1;1;1;0;1
"réel";1;1;1;0,085;1;1;0
"européen";1;1;0;0;1;1;1
"obliger";1;1;1;0,072;0,712;1;0
"discours";1;1;1;1;1;0,509;0
"uniquement";1;1;0,043;0;0,742;1;0,005
"rentrer";1;0,516;1;0,82;0,704;1;0
"garçon";0;1;1;1;1;1;0,896
"grave";1;1;0,031;1;1;1;0
"excellent";0;1;1;1;1;1;1
"voisin";1;1;1;1;0;1;1
"racisme";1;1;1;1;1;1;0
"information";1;1;0;1;1;0,002;0
"content";1;0,954;1;0,82;0,704;0,006;0,148
"taxe";1;1;1;0;1;1;1
"ultra";1;1;1;0;1;1;1
"résultat";1;1;1;0,002;1;1;0
"différent";1;0,929;1;1;1;1;0
"adulte";1;1;1;1;1;0;0
"média";1;1;0;1;1;0;0,005
"ia";1;1;1;0;1;0;1
"fonctionner";1;1;1;0;1;1;0,297
"citoyen";1;1;0,005;0;1;1;0
"bonheur";0;1;1;1;1;1;1
"poste";1;1;1;0;1;0,124;1
"drôle";0,019;1;1;1;1;0;1
"cadeau";1;1;1;0;1;1;1
"empêcher";1;1;0,14;0,547;1;1;0
"doute";1;1;1;1;1;1;0
"sérieux";1;0,909;1;1;0,651;0;1
"crime";1;1;0;1;1;1;1
"qualité";1;1;1;0;1;1;1
"fermer";1;0,916;0,84;0;1;1;0
"minimum";1;1;1;0;1;0,261;0,029
"clair";1;1;0,225;1;1;1;0
"sport";1;0,857;1;1;1;1;0
"prochain";1;1;1;1;1;0;1
"enfance";0;1;1;1;1;1;1
"taxer";1;1;1;0;1;1;1
"israel";1;1;0;1;1;1;1
"froid";0;0,44;1;1;1;1;1
"manifestant";1;1;0;1;1;1;1
"chiffre";1;1;1;0;1;1;1
"évidemment";1;0,89;1;0,351;1;1;0
"livre";1;1;1;1;1;0;1
"tourner";1;1;1;0;1;0,929;1
"physique";1;1;1;0;1;1;0
"fond";1;1;1;1;1;0,717;0
"voix";0;1;1;1;1;1;1
"règle";1;0;1;0,722;1;1;0
"mignon";0;1;1;1;0,002;1;1
"sauver";1;1;1;0;0,256;1;0
"lol";1;0,405;1;1;0,56;0;1
"habiter";1;0,153;1;0;0,283;0,208;1
"perso";1;0,005;1;0,004;1;0,052;0,004
"naturel";0,016;1;1;1;0;1;0,449
"mondial";1;1;0,192;0;1;1;1
"gentil";0;1;1;1;0;1;0,776
"entier";1;0,44;0,042;1;1;0,069;0
"produit";1;1;1;0;1;1;1
"économie";1;1;1;0;1;1;1
"top";0;0,36;1;1;1;1;1
"subir";1;1;0;1;1;1;0
"esprit";1;1;1;1;1;1;0
"revoir";0;1;1;1;1;1;1
"milliard";1;1;1;0;1;1;1
"juif";1;1;0;1;1;1;1
"cacher";1;1;0;0,703;1;1;0,047
"photo";1;1;1;1;0,897;0;1
"blague";1;1;0,224;1;0;0;0,143
"produire";1;1;1;0;1;1;1
"fortune";1;1;1;0;1;1;1
"étonner";1;1;1;0,002;0,922;1;0
"moyenne";1;1;1;0;1;1;1
"bout";1;1;1;1;1;0;0,592
"bcp";1;0,113;0,441;0,217;1;1;0
"économique";1;1;0,803;0;1;1;1
"svp";1;1;1;1;1;0;1
"emji_visage_retenant_ses_larmes";0;1;1;1;1;1;1
"cest";1;0,077;1;1;1;0,005;0
"soir";1;0,365;1;0,469;0;0,199;1
"prouver";1;1;0,061;1;1;1;0
"national";1;1;1;0;1;0;1
"fédéral";1;1;0;0;1;1;1
"emji_visage_envoyant_un_bisou";0;1;1;1;1;0,414;1
"merveilleux";0;1;1;1;1;1;1
"bosser";1;1;1;0;1;1;1
"élève";1;1;1;1;1;0,264;0
"privé";1;1;1;0;1;1;1
"personnel";1;0,713;1;0;1;1;0
"parole";1;1;0;1;1;1;0
"refuser";1;1;0;0;1;1;0,028
"débat";1;1;1;1;1;0,75;0
"élastique";0;1;1;1;1;1;1
"tirer";1;1;0;1;0,201;0,933;0
"vivant";1;1;1;1;0,001;1;0
"retour";1;0,741;1;0,001;1;1;1
"bonjour";1;0,741;1;1;1;0;1
"moitié";1;1;1;0,03;1;0;1
"italien";0,759;0;1;1;1;0;1
"etait";0,027;1;1;1;1;0,375;0,001
"énergie";1;1;1;0;1;1;1
"soin";1;1;1;0;0,003;1;0,032
"arabe";1;1;0;1;1;1;1
"oser";1;0,305;0,849;1;1;1;0
"forme";1;1;1;0,433;1;1;0
"financer";1;1;0;0;1;1;1
"démocratie";1;1;0;1;1;1;0,287
"douche";1;0;1;1;1;1;1
"âme";0;1;1;1;1;1;1
"phrase";1;1;1;1;1;0;1
"nombreux";1;1;0,355;0;1;1;0,118
"fait";1;1;0,773;1;1;1;0
"banque";1;1;1;0;1;1;1
"soutien";1;1;0;1;1;1;1
"emji_visage_de_clown";1;0,867;0,006;0,116;1;0;1
"mesure";1;1;0,087;0;1;1;0,416
"lien";1;1;1;0,006;1;1;0,001
"région";1;1;0,028;0;1;1;1
"général";1;1;1;0;1;1;0
"décider";1;1;0,002;0,03;1;1;0
"condition";1;1;0,897;0;1;1;1
"chaud";0;1;1;1;1;1;1
"changement";1;1;1;0;1;1;0,147
"user";1;1;0;0;1;1;1
"total";1;1;0;0,001;1;1;0,52
"responsable";1;1;0;0;1;1;0,008
"endroit";1;0,621;1;0;1;1;0,035
"emji_étincelles";0;1;1;1;1;1;1
"udc";1;1;1;1;1;0;0
"origine";1;1;1;1;1;0,004;0
"forcément";1;1;1;0,048;1;1;0
"couple";1;1;1;1;1;1;0
"autoriser";1;1;0;1;1;1;1
"compter";1;1;1;0;1;1;1
"américain";1;1;0;0;1;1;1
"retourner";1;1;0,008;1;1;0;0
"musulman";1;0;0;1;1;1;1
"millier";1;1;0;0,007;1;1;1
"capable";1;1;1;1;0,335;0;0
"pro";1;1;0;1;1;1;1
"neige";0;1;1;0,72;1;1;1
"ensemble";1;1;0,897;1;1;1;0
"emji_mains_en_prière_peau_claire";0;0,97;1;1;1;1;1
"coûter";1;1;1;0;1;1;1
"proposer";1;1;1;0;1;1;1
"prison";1;1;0;1;1;1;1
"prime";1;1;1;0;1;1;1
"ordre";1;1;0;1;0,712;1;0,182
"impression";1;1;1;1;1;0,201;0
"dangereux";1;1;1;0,001;0,136;1;0
"comparer";1;1;1;0;0,686;1;0,008
"client";1;1;1;0;1;1;1
"proche";1;1;1;0;1;0,483;0,729
"intéresser";1;1;1;1;1;0,871;0
"gamin";0,001;1;1;1;1;1;0,017
"final";1;1;1;0;0,668;1;1
"coût";1;1;1;0;1;1;1
"renseigner";1;1;0,006;1;1;0;1
"date";0,821;1;1;1;0,703;0;1
"charger";1;1;1;0;1;1;0,059
"réussir";1;1;1;0;1;0,787;0,654
"marché";1;1;1;0;1;1;1
"jeunesse";0;1;1;1;1;1;1
"commettre";1;1;0;1;1;1;1
"imposer";1;1;1;0;1;1;0,009
"évoluer";1;1;1;1;0,668;1;0
"emploi";1;1;1;0;1;1;1
"obligatoire";1;0;1;0;1;1;0
"massacre";1;1;0;1;1;1;1
"réduire";1;1;1;0;1;1;1
"ridicule";1;1;1;1;1;1;0
"planète";1;1;1;0,004;1;1;0
"participer";1;1;0,012;0,006;1;1;0
"beauté";0;1;1;1;1;1;1
"témoignage";0;1;1;1;1;1;1
"militaire";1;1;0;0,064;1;1;0,004
"message";1;1;1;1;1;0;0
"limite";1;1;1;0;1;1;0
"chien";1;1;1;1;0;1;1
"titre";1;1;0,645;1;1;0;0,109
"souci";1;1;1;0,363;1;1;0
"horreur";1;0,197;0;1;0;1;0,768
"choquer";1;1;1;1;0,005;0,938;0
"prof";1;0,993;1;1;1;0,16;0
"internet";1;1;1;0,14;1;0;1
"film";0;1;1;1;0,27;0,56;1
"disparaître";1;0,549;1;0,002;0,277;1;0
"émission";0,01;1;1;0,006;1;0,354;1
"unir";1;1;0;0;1;1;1
"erreur";1;1;1;0;1;0,104;0,36
"considérer";1;1;0,466;1;0,005;0,305;0
"accueillir";1;1;0;0,086;1;1;0,015
"matin";1;0,048;1;0,071;1;0,021;0,328
"fils";0;1;1;1;1;1;1
"certainement";1;1;1;1;0,607;0,191;0
"téléphone";1;1;1;0,007;1;0;1
"pleurer";0;1;0,961;1;1;1;1
"match";1;1;1;0;1;1;0,153
"justifier";1;1;0;0,418;1;1;0,045
"italie";1;0;1;0,001;1;1;1
"climatique";1;1;1;0;1;1;1
"apporter";1;1;1;1;0,087;1;0
"projet";1;1;1;0;1;1;1
"pensée";0,043;1;1;1;1;1;0
"monter";1;1;1;0;1;1;0,967
"mental";1;1;1;0,392;1;1;0
"maman";0;1;1;1;1;1;0,707
"expression";1;1;1;1;1;1;0
"emji_visage_qui_hurle_de_peur";1;0,067;1;1;0;1;1
"déranger";1;1;1;1;0,073;1;0
"calcul";0,786;1;1;0;1;1;1
"retraite";1;1;1;0;1;1;1
"pain";1;0,907;1;0;0;1;1
"opinion";1;1;0,961;1;1;1;0
"fête";0;1;1;1;1;1;1
"fier";0;0,97;1;1;1;0,214;1
"emji_visage_souriant";0;1;1;1;1;1;1
"conscience";1;1;1;1;0,555;1;0
"attaquer";1;1;0;1;0,019;1;1
"courir";1;1;1;1;1;1;0
"commun";1;0;1;0;0,977;1;1
"plaire";1;1;1;1;0,977;0,068;0
"finalement";1;1;1;0,032;0,546;1;0,001
"course";1;1;1;0;0,885;1;0,002
"bientôt";1;1;1;0;0,546;0,073;1
"prêt";1;1;1;0;1;1;1
"p";0,498;0,931;1;1;1;0;1
"intelligent";0,696;1;1;1;0,529;1;0
"courant";1;0,004;0,11;1;0,52;0,552;0
"copain";0;1;1;1;1;1;1
"actuellement";1;1;1;0;1;1;0
"sympa";0;1;1;1;1;1;1
"rouler";1;1;1;0;1;1;1
"emji_visage_souriant_avec_yeux_plissés";0;1;1;1;1;0,544;1
"compliqué";1;1;1;0,583;1;1;0
"carte";1;0,426;1;0;1;1;1
"sud";1;1;0,042;0;1;1;1
"responsabilité";1;1;0,413;0,958;1;1;0
"fumer";1;1;1;0;1;1;1
"atteindre";1;1;1;0;1;1;1
