"";"banalfreq";"X.rts_a";"X.rts_i"
"survivre";33;-0,4642;0,4642
"regarder";148;-0,3201;0,3201
"abe";11;0,6378;-0,6378
"situation";87;-1,6083;1,6083
"produit";176;1,0045;-1,0045
"bio";49;0,3478;-0,3478
"notre";407;0,5832;-0,5832
"rts";92;0,7115;-0,7115
"ch";40;0,3617;-0,3617
"pub";46;0,8283;-0,8283
"accord";211;-1,6208;1,6208
"croire";224;1,8731;-1,8731
"participer";56;-0,8394;0,8394
"largement";58;-0,9342;0,9342
"remplacer";66;0,6252;-0,6252
"téléphone";53;1,3585;-1,3585
"portable";13;1,8243;-1,8243
"poids";39;1,6804;-1,6804
"danger";58;-0,5274;0,5274
"mental";27;1,1601;-1,1601
"médecin";93;-1,3726;1,3726
"tromper";17;0,7599;-0,7599
"cours";51;1,2369;-1,2369
"art";44;-0,7459;0,7459
"école";70;1,2005;-1,2005
"patron";98;-1,3625;1,3625
"obligation";39;-1,0435;1,0435
"cantonal";29;-0,3077;0,3077
"lever";13;1,2601;-1,2601
"possible";157;0,7186;-0,7186
"propre";101;0,3421;-0,3421
"production";52;0,387;-0,387
"franchise";19;0,3497;-0,3497
"industriel";40;1,2546;-1,2546
"etc";331;0,4495;-0,4495
"laisser";179;-1,5497;1,5497
"s";1027;-1,2045;1,2045
"occuper";83;-0,4486;0,4486
"preuve";36;-0,2553;0,2553
"portugais";16;-0,315;0,315
"spécialiste";21;0,4632;-0,4632
"piquer";17;0,4615;-0,4615
"quoi";399;-0,8337;0,8337
"fr";26;1,6651;-1,6651
"bosser";119;-0,4445;0,4445
"déchet";55;0,7605;-0,7605
"hasard";25;0,4662;-0,4662
"quitter";68;-0,5498;0,5498
"dingue";15;1,4381;-1,4381
"morale";17;-0,3647;0,3647
"elon";12;0,2667;-0,2667
"job";60;-0,4413;0,4413
"refuser";69;-0,5835;0,5835
"demander";283;0,4001;-0,4001
"installation";11;0,6378;-0,6378
"nombreux";75;0,4576;-0,4576
"accepter";81;-0,2959;0,2959
"type";63;-1,1877;1,1877
"raison";162;0,4949;-0,4949
"notamment";55;0,4265;-0,4265
"lier";84;-1,4505;1,4505
"cet";129;-1,1728;1,1728
"changer";223;0,8205;-0,8205
"grâce";93;0,3283;-0,3283
"action";44;-0,5304;0,5304
"effet";141;-0,3505;0,3505
"créateur";13;0,2219;-0,2219
"société";166;-1,258;1,258
"fabrication";13;0,2219;-0,2219
"réussir";80;-0,6366;0,6366
"obtenir";71;-0,2687;0,2687
"norme";34;-0,3285;0,3285
"contribuer";60;-1,3183;1,3183
"rassurer";18;0,4017;-0,4017
"agence";25;-0,5357;0,5357
"produire";153;-1,5212;1,5212
"réserver";18;-0,7343;0,7343
"liquide";11;0,321;-0,321
"inflation";34;-0,3285;0,3285
"oublier";147;0,654;-0,654
"lancer";16;0,8606;-0,8606
"propriétaire";45;1,4321;-1,4321
"banque";162;-0,829;0,829
"instant";17;0,2455;-0,2455
"solution";173;-1,163;1,163
"business";33;0,6865;-0,6865
"autoriser";27;-0,6449;0,6449
"heureusement";40;0,9723;-0,9723
"bénéfice";51;-0,6209;0,6209
"etre";25;-0,3226;0,3226
"ect";20;0,5243;-0,5243
"cacher";46;-0,2931;0,2931
"pourtant";149;-0,3365;0,3365
"contre";370;0,7804;-0,7804
"virus";12;-0,3383;0,3383
"dose";14;1,1076;-1,1076
"servir";197;-0,272;0,272
"sanitaire";17;-0,3647;0,3647
"plan";31;0,819;-0,819
"désormais";11;0,6378;-0,6378
"entrer";24;-0,2844;0,2844
"phase";17;0,4615;-0,4615
"suffire";92;-0,7205;0,7205
"grippe";10;1,2533;-1,2533
"saisonnier";10;1,2533;-1,2533
"4";150;-1,2159;1,2159
"balancer";13;-0,7806;0,7806
"risque";182;-1,475;1,475
"décennie";31;0,819;-0,819
"bloquer";63;-0,7153;0,7153
"mondial";147;0,2979;-0,2979
"autant";194;-1,212;1,212
"contaminer";13;1,8243;-1,8243
"sécurité";181;0,3118;-0,3118
"sauver";84;-0,4757;0,4757
"accident";112;-1,5289;1,5289
"arrêter";313;-0,6861;0,6861
"sauf";121;1,7124;-1,7124
"également";121;-0,3084;0,3084
"nouveau";168;-1,5142;1,5142
"pneu";51;-1,4477;1,4477
"risquer";22;0,4091;-0,4091
"lorsqu";54;-0,9916;0,9916
"quelque";71;-0,842;0,842
"détruire";75;0,4576;-0,4576
"stabilité";16;-0,593;0,593
"populaire";20;-0,8829;0,8829
"ainsi";92;-0,5722;0,5722
"différence";101;1,1669;-1,1669
"prouver";30;-0,5438;0,5438
"efficacité";15;-0,2681;0,2681
"après";377;1,726;-1,726
"utilisation";24;0,3183;-0,3183
"condamner";15;0,3366;-0,3366
"capitaliste";35;-1,1431;1,1431
"tempête";16;0,5301;-0,5301
"novembre";38;-0,6966;0,6966
"panneau";12;0,9315;-0,9315
"routier";25;-0,3226;0,3226
"coucher";12;1,4377;-1,4377
"direction";26;0,6412;-0,6412
"allemand";74;0,488;-0,488
"excuser";25;1,0144;-1,0144
"naître";24;0,7866;-0,7866
"diminuer";65;-0,6088;0,6088
"quasiment";33;0,307;-0,307
"disparaître";53;1,3585;-1,3585
"ca";124;0,4002;-0,4002
"poser";48;-1,2587;1,2587
"250";11;0,6378;-0,6378
"fromage";20;1,6228;-1,6228
"vacance";67;1,659;-1,659
"rentrer";46;1,3469;-1,3469
"boutique";20;1,1823;-1,1823
"commencer";136;-0,3402;0,3402
"utiliser";218;0,9551;-0,9551
"soir";30;1,2061;-1,2061
"5";181;-0,6078;0,6078
"goutte";12;-0,3383;0,3383
"sous";163;-0,4267;0,4267
"langue";53;-1,9979;1,9979
"nuit";36;0,5242;-0,5242
"complet";21;0,4632;-0,4632
"big";14;0,3943;-0,3943
"pharma";16;0,2875;-0,2875
"exceptionnel";13;0,807;-0,807
"lourd";31;0,5754;-0,5754
"agriculteur";14;1,6175;-1,6175
"7";80;1,0644;-1,0644
"parce_que";384;-1,6697;1,6697
"ajouter";50;-0,4128;0,4128
"bâle";20;0,3042;-0,3042
"cff";46;-1,1375;1,1375
"confédération";66;-0,4854;0,4854
"attendre";106;-0,3578;0,3578
"réchauffer";20;0,3042;-0,3042
"moindre";32;-0,6447;0,6447
"souligner";13;0,2219;-0,2219
"métro";27;-0,4053;0,4053
"avenir";47;-1,568;1,568
"rentable";19;-0,2573;0,2573
"coup";187;0,5914;-0,5914
"exploitation";26;0,4162;-0,4162
"création";22;-0,2146;0,2146
"nôtre";11;-0,6115;0,6115
"construction";39;-0,3473;0,3473
"coûter";151;0,6575;-0,6575
"dizaine";26;0,6412;-0,6412
"centaine";39;0,7895;-0,7895
"milliard";176;-0,8249;0,8249
"cheveu";10;1,2533;-1,2533
"conserver";13;0,807;-0,807
"puissance";21;1,476;-1,476
"déficit";10;-0,2292;0,2292
"confiance";27;0,5785;-0,5785
"pire";107;1,2494;-1,2494
"route";173;-0,446;0,446
"emji_visage_avec_fumée_sortant_des_narines";51;0,9852;-0,9852
"ha";18;1,9675;-1,9675
"fm";22;-0,3864;0,3864
"programme";20;0,3042;-0,3042
"nom";52;1,4376;-1,4376
"journaliste";31;-0,2338;0,2338
"seconde";16;1,2813;-1,2813
"ouais";38;-0,4779;0,4779
"marché";149;-1,014;1,014
"forcément";56;-0,6289;0,6289
"mythe";17;0,2455;-0,2455
"sûr";124;0,4958;-0,4958
"crise";62;-0,8841;0,8841
"voyager";20;1,1823;-1,1823
"règle";58;-0,5274;0,5274
"extrêmement";21;-0,5883;0,5883
"droit";216;-1,6211;1,6211
"côté";134;-0,3062;0,3062
"resto";16;0,8606;-0,8606
"hôtel";27;0,8411;-0,8411
"appartement";43;0,4052;-0,4052
"louer";12;0,2667;-0,2667
"afrique";89;-0,7831;0,7831
"asie";35;-0,5526;0,5526
"amérique";75;-1,879;1,879
"sud";119;-0,5528;0,5528
"disposition";21;-0,341;0,341
"fois";317;1,7446;-1,7446
"euh";19;0,9129;-0,9129
"écrire";53;0,4969;-0,4969
"peu";391;1,325;-1,325
"retard";42;1,0944;-1,0944
"rapport";105;-0,5476;0,5476
"ailleurs";166;-1,0935;1,0935
"fonction";38;-0,4779;0,4779
"principal";35;-0,2277;0,2277
"nettoyage";16;0,5301;-0,5301
"principe";61;-1,7222;1,7222
"fruit";53;0,6666;-0,6666
"aliment";14;1,1076;-1,1076
"certaines";89;-0,4875;0,4875
"usage";45;-0,3974;0,3974
"toutes";254;1,6054;-1,6054
"alpe";15;0,6092;-0,6092
"mémoire";19;0,9129;-0,9129
"étonnant";41;-0,8529;0,8529
"autorité";26;0,2468;-0,2468
"genevois";65;1,051;-1,051
"appel";15;-0,2681;0,2681
"leurs";403;-1,3028;1,3028
"collègue";32;1,7236;-1,7236
"fonds";45;0,6706;-0,6706
"gérer";62;-0,8841;0,8841
"date";16;1,7938;-1,7938
"agenda";14;1,1076;-1,1076
"45";29;-0,3077;0,3077
"minute";53;1,651;-1,651
"150";12;0,2667;-0,2667
"gros";205;-0,5392;0,5392
"jeunesse";21;0,7302;-0,7302
"logistique";12;-0,3383;0,3383
"hiver";36;-0,4;0,4
"ski";37;0,9223;-0,9223
"fond";40;1,5768;-1,5768
"voie";96;-1,5191;1,5191
"dos";45;0,4876;-0,4876
"station";19;0,5933;-0,5933
"36";13;0,4621;-0,4621
"galer";14;-0,4604;0,4604
"repartir";24;-0,2844;0,2844
"nettoyer";11;1,6468;-1,6468
"matin";35;-0,2277;0,2277
"haut";123;1,0529;-1,0529
"pression";30;-1,7024;1,7024
"marcher";64;0,8964;-0,8964
"clair";55;-0,4274;0,4274
"emji_pouce_vers_le_haut_peau_claire";16;-1,0461;1,0461
"sortir";105;-0,4336;0,4336
"dehors";34;0,4298;-0,4298
"polluer";106;-0,3578;0,3578
"gaspillage";22;-0,2146;0,2146
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";21;0,4632;-0,4632
"5g";10;-0,2292;0,2292
"vivement";28;0,5216;-0,5216
"durant";29;0,2945;-0,2945
"référendum";10;-0,2292;0,2292
"inverse";40;-0,3811;0,3811
"facile";73;0,2903;-0,2903
"appliquer";66;-1,6755;1,6755
"plutot";10;-0,2292;0,2292
"pleuvoir";10;0,3871;-0,3871
"éviter";121;-1,2514;1,2514
"matériel";50;0,6212;-0,6212
"adapter";62;-1,4343;1,4343
"barre";12;-0,6952;0,6952
"série";12;-0,3383;0,3383
"vive";55;0,3017;-0,3017
"discours";35;-0,5526;0,5526
"planète";72;1,3074;-1,3074
"sortie";40;-0,2478;0,2478
"siècle";19;0,5933;-0,5933
"emji_visage_sans_expression";21;-0,5883;0,5883
"chercher";131;0,3475;-0,3475
"retraité";17;-0,3647;0,3647
"commerce";71;-1,3296;1,3296
"équitable";36;-1,6583;1,6583
"prévoir";73;0,5201;-0,5201
"livre";21;0,4632;-0,4632
"arnaque";15;0,6092;-0,6092
"imaginer";105;-0,6814;0,6814
"aisé";21;-0,5883;0,5883
"objectif";33;-1,0105;1,0105
"nombre";153;-1,735;1,735
"féminicides";20;-1,416;1,416
"viable";11;-0,6115;0,6115
"rôle";31;-0,5934;0,5934
"communication";15;0,3366;-0,3366
"tradition";10;0,7523;-0,7523
"g";15;0,6092;-0,6092
"jet";37;-0,4382;0,4382
"pain";98;0,3151;-0,3151
"citer";24;0,3183;-0,3183
"restaurateur";13;-0,7806;0,7806
"manquer";120;-0,2912;0,2912
"bcp";57;-0,2454;0,2454
"remettre";46;-0,6131;0,6131
"plein";167;0,7832;-0,7832
"moral";15;0,6092;-0,6092
"saint";11;1,0782;-1,0782
"marier";12;1,4377;-1,4377
"griller";11;0,6378;-0,6378
"touriste";13;-0,7806;0,7806
"parent";64;0,5464;-0,5464
"peinture";21;-0,341;0,341
"goût";21;0,2645;-0,2645
"histoire";73;0,6674;-0,6674
"barrer";15;-0,9563;0,9563
"simplement";174;-1,3658;1,3658
"indiquer";15;-0,5255;0,5255
"enlever";62;-0,3683;0,3683
"troisième";25;1,0144;-1,0144
"guerre";79;1,1174;-1,1174
"entendre";49;0,3478;-0,3478
"institution";19;-1,3221;1,3221
"succès";29;-0,3077;0,3077
"festival";17;1,6131;-1,6131
"emji_visage_qui_fait_un_câlin";20;1,6228;-1,6228
"compter";76;-0,8447;0,8447
"talent";18;0,6714;-0,6714
"près_de";25;0,2805;-0,2805
"plusieurs";132;-0,2742;0,2742
"famille";112;-1,5289;1,5289
"destination";12;0,5423;-0,5423
"train";180;0,3956;-0,3956
"mille";18;-0,7343;0,7343
"heureux";22;0,9642;-0,9642
"abordable";18;0,4017;-0,4017
"amende";64;-0,5733;0,5733
"plaindre";64;-0,5733;0,5733
"parfaitement";21;-0,9595;0,9595
"justifier";41;-0,6058;0,6058
"vent";16;1,2813;-1,2813
"assurer";94;-0,4989;0,4989
"vision";19;-0,2573;0,2573
"ramasser";18;-0,2193;0,2193
"derrière";59;1,1903;-1,1903
"comment";212;-0,5872;0,5872
"thermique";22;-1,606;1,606
"jouer";84;0,7092;-0,7092
"consommation";99;-0,5102;0,5102
"alimenter";31;-0,3824;0,3824
"consommateur";59;-0,2914;0,2914
"suivre";72;-0,884;0,884
"industrie";51;0,2921;-0,2921
"bancaire";28;-0,2732;0,2732
"énergétique";37;-0,6471;0,6471
"porte";44;0,9531;-0,9531
"restriction";13;-0,3979;0,3979
"masse";49;-0,5414;0,5414
"nommer";12;0,5423;-0,5423
"expliquer";99;-1,4094;1,4094
"clairement";52;-1,9244;1,9244
"limite";68;-0,9278;0,9278
"croissance";28;0,7655;-0,7655
"abus";17;0,4615;-0,4615
"freiner";16;0,2875;-0,2875
"40";60;1,3749;-1,3749
"place";339;-1,13;1,13
"concert";14;0,3943;-0,3943
"etait";15;1,4381;-1,4381
"environ";75;-0,6274;0,6274
"chf";119;-0,8225;0,8225
"35";24;0,3183;-0,3183
"entrée";29;-0,3077;0,3077
"coute";11;-0,282;0,282
"celles";39;-1,4215;1,4215
"international";39;-0,5191;0,5191
"japon";11;-0,282;0,282
"sion";20;-0,2979;0,2979
"magique";13;0,807;-0,807
"effort";57;-1,469;1,469
"fumer";34;1,4958;-1,4958
"supporter";22;0,6531;-0,6531
"pis";15;-0,2681;0,2681
"exactement";67;-0,2757;0,2757
"réveiller";29;-0,3077;0,3077
"bah";119;-0,4445;0,4445
"interdire";144;-0,3265;0,3265
"consommer";82;-0,7052;0,7052
"addiction";17;-0,3647;0,3647
"meme";59;-0,2914;0,2914
"suffisamment";24;-0,4839;0,4839
"subir";40;-0,7995;0,7995
"mauvais";86;-0,6789;0,6789
"dangereux";53;0,3565;-0,3565
"décider";61;-0,3416;0,3416
"gras";10;0,3871;-0,3871
"tabac";20;1,6228;-1,6228
"période";22;0,4091;-0,4091
"interdiction";41;1,4793;-1,4793
"quai";10;1,8967;-1,8967
"gare";36;1,2973;-1,2973
"zone";106;-1,0532;1,0532
"pendant";191;-0,8481;0,8481
"tuer";47;0,4126;-0,4126
"prix";365;0,6449;-0,6449
"frs";24;-0,7774;0,7774
"avs";56;-1,0968;1,0968
"recevoir";101;0,6802;-0,6802
"crèche";28;-0,702;0,702
"emji_visage_souriant";17;1,6131;-1,6131
"emji_visage_souriant_avec_une_larme";28;0,5216;-0,5216
"32";12;-0,6952;0,6952
"attente";20;0,5243;-0,5243
"13";14;1,6175;-1,6175
"16";43;0,5742;-0,5742
"long";79;-0,9695;0,9695
"courir";21;0,2645;-0,2645
"trottinette";33;-0,4642;0,4642
"emji_tête_à_l";28;-0,4497;0,4497
"envers";51;-0,4459;0,4459
"emji_visage_très_souriant_aux_yeux_rieurs";25;1,8055;-1,8055
"comparaison";25;0,4662;-0,4662
"truc";84;0,8727;-0,8727
"polluant";12;0,9315;-0,9315
"pétrole";47;0,2818;-0,2818
"équilibre";21;0,2645;-0,2645
"stratégique";13;0,4621;-0,4621
"vendre";144;0,7389;-0,7389
"légal";45;-1,4311;1,4311
"obliger";67;-0,5171;0,5171
"consultation";14;-0,4604;0,4604
"retour";68;0,708;-0,708
"portefeuille";12;0,2667;-0,2667
"valise";11;0,321;-0,321
"différents";31;1,456;-1,456
"maladie";231;-1,0304;1,0304
"mari";10;1,8967;-1,8967
"catastrophe";40;-0,5618;0,5618
"finir";137;-1,1037;1,1037
"dimanche";37;-0,4382;0,4382
"étonner";87;-0,7128;0,7128
"dont";146;-0,3607;0,3607
"autrement";28;0,5216;-0,5216
"choix";112;-0,7517;0,7517
"chacun";86;-0,852;0,852
"maintenir";49;-1,3208;1,3208
"ouvert";19;0,3497;-0,3497
"fraude";20;1,1823;-1,1823
"profit";64;0,7086;-0,7086
"prime";158;-1,728;1,728
"astronomique";11;-0,282;0,282
"capable";24;1,1138;-1,1138
"réserve";26;0,9238;-0,9238
"proportionnel";14;-0,4604;0,4604
"rendre";183;-0,7634;0,7634
"mafia";19;0,3497;-0,3497
"fort";80;0,3281;-0,3281
"fric";34;-0,5076;0,5076
"photo";26;1,2649;-1,2649
"bâtiment";20;-0,529;0,529
"béton";12;0,5423;-0,5423
