"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8"
"travail";1;1;1;1;0,008;1;1;0
"emji_visage_avec_bouche_ouverte";0;0,803;1;1;1;1;1;1
"raison";1;1;1;0;1;0;0;1
"cas";1;1;0,572;1;1;0;0;0
"jeune";1;1;1;1;0;1;0,298;1
"sentir";1;1;1;0,838;1;0;0;1
"emji_visage_qui_pleure_à_chaudes_larmes";1;0;1;1;1;1;1;1
"police";1;1;0;1;1;0;1;1
"exister";1;1;1;1;0,86;0;0;0,948
"accord";1;1;0;0,99;1;0;0,007;0
"humain";1;1;0,026;0;0,483;0;0;1
"arriver";1;1;1;1;0;0;0,78;0,013
"utiliser";1;0,791;0,001;1;1;0;1;0
"laisser";1;1;0,398;0;0;0;1;0,278
"besoin";1;1;1;0;0,505;0;0,093;0
"état";1;1;0;1;1;1;1;0
"adorer";0;0,898;1;0,037;1;1;1;1
"animal";1;1;1;0;1;1;1;1
"regarder";1;1;1;1;0,006;0;1;1
"guerre";1;1;0;1;1;1;1;1
"ca";1;1;1;0,657;0;0;1;1
"coup";1;1;0,113;1;0;0,161;0,316;0
"magnifique";0;1;1;1;1;1;1;1
"argent";1;1;1;1;1;1;1;0
"travailler";1;1;1;1;0;1;0,799;0
"partir";1;1;0,264;1;1;0,228;1;0
"moment";1;1;0,243;1;0;0,001;0,101;1
"vidéo";1;1;1;1;0;0;1;1
"etc";1;1;0,669;0,433;1;0,963;1;0
"riche";1;1;1;1;1;1;1;0
"plutôt";1;1;1;0,254;1;0;0,792;0
"place";1;1;0,414;1;1;0,034;0,174;0
"premier";1;1;0,744;1;1;0;1;0,005
"mot";1;1;0,531;1;1;0;1;1
"rendre";1;1;0;0,001;1;0;0;0
"appeler";1;0;0,018;1;0,915;0,002;1;1
"meilleur";0;1;1;1;0;1;1;0,038
"jouer";0,053;1;1;1;0;1;1;1
"école";1;1;1;1;0;1;1;1
"niveau";1;1;1;1;0;0;1;0
"part";1;1;0,283;1;0,603;0;0,511;0
"genre";1;1;1;1;1;0;0;1
"politique";1;1;0;1;1;0;0,173;0
"palestinien";1;1;0;1;1;1;1;1
"emji_drapeau_suisse";0;1;1;1;1;1;1;1
"sûr";1;1;1;1;0,082;0;1;1
"israël";1;1;0;1;1;1;1;1
"importer";1;1;0,945;0;1;0;1;0,577
"dernier";1;1;0,093;1;0;1;1;1
"continuer";1;1;0;1;0,728;1;0,668;0
"emji_pouce_vers_le_haut";0;1;1;1;1;1;1;1
"famille";1;1;0,06;0,779;0;1;1;1
"lire";1;1;1;1;1;0;1;1
"apprendre";1;1;1;1;0;0,095;1;1
"emji_visage_en_pleine_réflexion";1;1;1;0,811;1;0;1;1
"exemple";1;1;1;0,665;1;0,001;0;0
"compte";1;1;1;1;1;0;0,698;0
"genève";1;1;1;1;1;1;1;0
"sujet";1;1;1;1;1;0;0,698;1
"manquer";1;1;1;1;0;0;1;0,517
"pauvre";1;1;1;0;0,004;1;1;0
"cause";1;1;0;0;1;0,035;0;0
"perdre";1;1;1;0,041;0;0;1;0
"partie";1;1;0,164;1;1;1;0,123;0
"histoire";1;1;0;1;1;0;1;1
"sortir";1;1;1;1;0;0;1;1
"fin";1;1;0,073;1;0;0;0,659;1
"société";1;1;1;1;1;0;0;0
"entendre";1;0,37;1;1;0,531;0;0,38;1
"idée";1;1;1;0,43;1;0;1;0,509
"cher";1;1;1;1;1;1;1;0
"oublier";1;1;0,009;1;0;0,996;0,223;0
"rts";1;1;0;1;1;0;1;1
"manger";1;0,206;1;0;1;1;1;1
"respect";0,049;1;1;1;0;1;0;1
"emji_visage_souriant_avec_yeux_rieurs";0;1;1;1;0,001;1;1;1
"paix";0,001;1;0;1;1;1;1;1
"permettre";1;1;1;1;1;0,027;0,917;0
"malheureusement";1;1;1;0;0;0;0;1
"écrire";1;1;1;1;1;0;1;1
"gros";1;1;1;0,254;0,465;1;0,046;0
"parent";1;1;1;1;0;1;1;1
"revenir";1;1;1;1;0,641;1;1;0
"finir";1;1;0,781;0,005;0;0,987;1;0,003
"super";0,046;1;1;0,426;0;1;1;1
"côté";1;1;1;1;0,003;0;1;0,01
"social";1;1;1;1;1;0;0,023;0
"emji_visage_roulant_des_yeux";1;0;1;1;1;0,09;1;1
"population";1;1;0;1;1;0,681;0,816;0
"peuple";1;1;0;1;1;1;1;0
"heure";1;1;1;1;0;1;1;0,003
"gauche";1;1;0,002;1;1;0;1;0
"espérer";1;1;1;0,396;0;0;1;1
"palestine";1;1;0;1;1;1;1;1
"mort";1;1;0;0;1;0,585;1;1
"pareil";1;0,001;1;0,538;0,131;0;1;1
"nom";1;1;0,51;1;0,197;0;0,279;1
"dieu";1;1;1;1;0,002;0;0;1
"commencer";1;1;0;1;0,897;0;1;0
"attendre";1;1;0,007;0,732;0,028;0;1;1
"tuer";1;1;0;0;1;1;0;1
"servir";1;1;0,038;1;1;0,474;0,523;0
"faux";1;1;0,166;1;1;0;0,021;0,892
"hamas";1;1;0;1;1;1;1;1
"lieu";1;1;0,003;1;1;0;1;0
"tête";1;0;1;1;0,359;0;1;1
"moyen";1;1;0;1;1;1;1;0
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";0;1;1;1;1;1;1;1
"simple";1;1;1;1;0;0;0,665;0,198
"violence";1;1;0;1;0,014;0;0;1
"triste";1;1;1;0,552;0;0,302;1;1
"aider";1;1;0,19;0,909;0,085;0;0,285;0
"simplement";1;1;1;1;0,744;0;0,151;0
"classe";1;1;1;1;0;1;1;0
"système";1;1;1;1;1;1;1;0
"prix";1;1;0,256;1;1;1;1;0
"chat";1;1;1;0;1;1;1;1
"manifestation";1;1;0;1;1;1;1;1
"accent";0,003;0;1;1;1;1;1;1
"vieux";1;0;1;1;0;0,568;0,27;1
"droite";1;1;0;1;1;0;1;0
"public";1;1;0,004;1;1;1;1;0
"fille";1;1;1;1;0;1;0,485;1
"montrer";1;1;0,001;1;1;0;0,159;1
"ville";1;1;1;0,296;1;1;1;0
"pire";1;1;0,043;1;0;1;1;0,012
"entreprise";1;1;1;1;1;1;1;0
"emji_visage_souriant_aux_yeux_rieurs";1;0;1;1;1;1;1;1
"impôt";1;1;1;1;1;1;1;0
"salaire";1;1;1;1;1;1;1;0
"loi";1;1;0;1;1;0,027;0,224;0
"nouveau";1;1;0,245;1;0;0,687;1;0
"emji_visage_boudeur";1;0,416;0;0,009;1;1;1;1
"créer";1;1;0,328;0,022;1;0,006;0,004;0
"répondre";1;1;1;1;0,123;0;1;1
"normal";1;1;1;0,662;0;0,008;0,022;0
"chercher";1;1;1;0,715;1;0;0;0
"maison";1;1;1;0,272;0;1;1;0,37
"seulement";1;1;0,166;0,176;1;0,111;0,05;0
"retrouver";1;1;1;0,015;0;0,273;0,743;0,231
"façon";1;1;1;1;0,036;0;0,585;1
"article";1;1;0,059;1;1;0;1;0
"blanc";1;0,14;1;1;1;0;0,007;1
"acheter";1;1;1;0;1;1;1;0
"essayer";1;1;0,549;0,136;1;0;1;1
"rapport";1;1;0,295;1;1;0;0;0,004
"jeu";0,006;1;1;1;0;1;1;1
"emji_étincelles";0;1;1;1;1;1;1;1
"manifester";1;1;0;1;1;1;1;1
"réponse";1;1;1;1;1;0;1;1
"rappeler";1;1;0,049;1;0;1;1;1
"propre";1;1;1;1;1;0;0,134;0,007
"mauvais";1;1;1;0,018;0,009;0;0,001;0,563
"gaza";1;1;0;1;1;1;1;1
"armée";1;1;0;1;1;1;0;0,064
"exactement";1;1;1;1;1;0;0,098;1
"soutenir";1;1;0;1;1;1;0,004;1
"préférer";1;1;1;0,002;0;0,162;0,003;0,538
"poser";1;1;1;0,217;1;0;1;1
"incroyable";0;1;1;1;0,062;1;1;1
"respecter";1;1;0;0,019;0,902;1;0,173;0,002
"service";1;1;1;0,149;1;1;0;0
"justement";1;1;0,621;1;1;0;0,116;0,002
"eau";1;0;0,263;0,025;1;1;1;0
"écouter";1;1;1;1;0,661;0;0,144;1
"voiture";1;1;1;1;1;1;1;0
"santé";1;1;1;0,002;1;1;1;0
"garder";1;1;1;0;0;0,677;0,052;0
"journée";1;1;1;1;0;0,001;0,33;1
"sembler";1;1;0,342;0,997;0,374;0;0,542;0,137
"mois";1;1;1;1;1;1;1;0
"fou";1;1;1;0,287;0,196;0;1;1
"ami";1;1;1;0,645;0;0,005;1;1
"coeur";0;1;1;0;0;1;1;1
"défendre";1;1;0;1;1;0,003;0,596;0,164
"valoir";1;1;1;0,012;1;1;0,825;0
"reportage";0;1;1;1;0,041;1;1;1
"mdr";1;0;1;0,689;1;0,241;1;1
"europe";1;1;0;1;1;1;1;0
"réalité";1;1;0,664;1;1;0;0;0
"plaisir";1;1;1;0;0;0,322;1;1
"heureux";1;1;1;0,028;0;1;0,296;1
"terre";1;1;0;0,843;0,06;0,876;0,026;0,999
"bidet";1;0;1;1;1;1;1;1
"air";1;1;1;0,908;0;0,174;0,019;1
"foutre";1;1;0;0,639;1;0;1;0,863
"agir";1;1;0;1;1;0;0;0
"possible";1;1;0,999;1;0,502;0,324;1;0
"manière";1;1;0,812;0,856;1;0;0,096;0,308
"gagner";1;1;1;1;1;1;0,854;0
"truc";1;1;1;1;0,033;0;0,948;0,155
"ouvrir";1;1;0,362;1;0,516;0;0,043;0,107
"trump";1;1;0;1;1;1;1;0,438
"expliquer";1;1;0,2;1;1;0;1;0
"oeil";1;1;0,127;1;0;0;0,474;1
"canton";1;1;1;1;1;1;1;0
"bas";1;1;0,308;0,317;0,163;1;0,453;0
"génération";1;1;1;1;0;1;1;1
"protéger";1;1;0;0,506;1;0,621;0;0,008
"interdire";1;1;0,003;0;0,002;1;0,044;0
"honte";1;1;0;1;1;1;0;0,44
"gouvernement";1;1;0;1;1;1;1;0,439
"couper";1;1;1;1;0,001;1;1;0
"situation";1;1;0;1;1;0;0,008;0,014
"liberté";1;1;0;1;1;0;0;1
"israélien";1;1;0;1;1;1;1;1
"heureusement";1;0,001;1;0,5;0,011;0;0,289;1
"avis";1;1;1;1;1;0;0,025;1
"mec";1;0;1;1;0,152;0,021;0;1
"génocide";1;1;0;1;1;1;1;1
"père";1;0,478;1;1;0;1;0,503;1
"âge";1;1;1;1;0;1;1;1
"absolument";1;1;1;0,471;1;0;0,162;1
"hiver";1;0;1;1;1;1;1;1
"reconnaître";1;1;0;1;1;1;1;1
"imaginer";1;1;1;1;0,014;0;1;0
"cours";1;1;0,653;1;0;1;1;1
"rire";1;0;1;1;1;1;1;1
"langue";1;1;1;1;1;0;1;1
"choix";1;1;1;1;0,744;0;0;0
"également";1;1;0,208;0,05;0,034;1;0,188;0
"assurance";1;1;1;1;1;1;1;0
"peur";1;1;1;0,047;0,001;0;0,001;1
"équipe";1;1;1;1;0;1;1;0
"terme";1;1;0,016;1;1;0;0,682;1
"rue";1;1;0;0,015;0;1;1;0,147
"mère";1;0,634;1;0,33;0;1;1;1
"génial";0;1;1;1;1;1;1;1
"aide";1;1;0;0,561;0,658;0,638;0,248;0
"otage";1;1;0;1;1;1;1;1
"solution";1;1;0,05;1;1;1;1;0
"emji_visage_qui_hurle_de_peur";1;0;1;1;1;1;1;1
"chance";1;1;1;1;0;1;1;0,009
"archive";0;1;1;1;1;0,001;1;1
"important";1;1;1;1;1;0;0,077;0
"base";1;1;1;0,325;1;0;1;0
"recevoir";1;1;0,726;1;0;1;1;0
"image";1;1;0,03;1;0,157;0;1;1
"main";1;1;0,726;0,263;0;1;1;0,026
"occuper";1;1;0;0;0;1;1;0,003
"haut";1;1;1;1;0,897;0,667;0,856;0
"argument";1;1;1;1;1;0;0,042;1
"faute";1;1;1;1;1;0;0;0,933
"début";1;1;1;1;0;1;1;1
"extrême";1;1;0;1;1;0;0,965;0,849
"tomber";1;1;1;0,25;0;0;1;1
"suivre";1;1;0,01;1;0,045;0;1;0,07
"naître";1;0,656;1;1;0;1;1;1
"effet";1;1;1;0,963;1;0,019;0,038;0
"étude";1;1;1;0,941;1;0;0,523;0
"justice";1;1;0;1;1;1;0,742;1
"long";1;1;1;0,941;0,003;0;0,034;0,048
"augmenter";1;1;1;1;1;1;1;0
"étranger";1;1;0,808;1;1;0,34;1;0
"partager";0,003;1;1;1;1;0;0,039;1
"semaine";1;1;1;0,897;0;1;1;0
"contraire";1;1;0,081;0,407;1;0;0;1
"facile";1;1;1;1;0,493;0;0,116;0,038
"sécurité";1;1;0;1;1;1;1;0
"policier";1;1;0;1;1;0;0,611;1
"maladie";1;1;1;0;1;1;1;0
"nourrir";1;1;1;0;1;1;1;1
"lausanne";1;1;1;1;1;1;1;0
"raciste";1;1;1;1;1;0;1;1
"dur";1;1;1;1;0;1;1;0,053
"journaliste";1;1;0;1;1;0;1;1
"mode";1;0,34;1;0,554;0;0,556;0,265;1
"envie";1;1;1;1;0;1;1;1
"actuel";1;1;1;1;0;0,75;0,049;0
"frontalier";1;1;1;1;1;1;1;0
"choisir";1;1;1;1;1;0;0;0,077
"mériter";1;1;0,001;1;1;0,077;0,32;0
"clairement";1;1;0,006;1;1;0;0,247;1
"nombre";1;1;0;0,03;1;1;0,787;0
"différence";1;1;1;1;1;0;0;0
"groupe";1;1;0;1;1;0;1;1
"franchement";1;1;1;0,312;0,007;0;0,401;1
"amour";0,008;1;1;0;0;1;0,005;1
"train";1;1;0,251;1;1;1;1;0
"laver";1;0;1;1;1;1;1;1
"suffire";1;1;0,296;1;0,647;0;1;0
"effectivement";1;1;1;1;1;0;1;0,095
"ancien";1;1;1;1;0;0,339;1;1
"éviter";1;1;1;0,022;1;0,498;1;0
"peine";1;1;0,259;1;0,053;0;0,789;0,181
"emji_visage_avec_des_symboles_dans_la_bouche";1;0;1;0,12;1;1;1;0,779
"risque";1;1;1;0,446;1;1;0,921;0
"meme";1;1;1;1;0;0;1;0,513
"emji_visage_retenant_ses_larmes";0;1;1;1;1;1;1;1
"renard";1;1;1;0;1;1;1;1
"bref";1;1;1;1;0,352;0;0,034;0,022
"majorité";1;1;0,027;1;1;1;0,002;0
"face";1;1;0;1;1;0;0;0,493
"battre";1;1;1;0,687;1;0,061;0;1
"traiter";1;1;0;0,002;1;0;0;1
"noir";1;1;0,821;1;1;0;1;1
"nature";1;1;1;0;0;0,045;0,041;1
"intéressant";1;1;1;1;1;0;1;0,869
"excellent";0;0,003;1;1;1;1;1;1
"complètement";1;1;0,052;0,466;1;0;0,192;1
"toucher";1;1;1;1;1;1;0,197;0
"tenir";1;1;0;0,12;0;0;1;1
"remettre";1;1;1;1;0,061;0;0;1
"propos";1;1;1;1;1;0;0,512;1
"joli";0;1;1;1;0,05;0,823;1;1
"courage";0;1;0,603;1;1;0,04;1;1
"caisse";1;1;1;1;1;1;1;0
"baisser";1;1;1;1;1;1;1;0
"victime";1;1;0;1;0,707;0,004;0;1
"nouvelle";1;1;1;1;0;1;1;0,089
"touchant";0;1;1;1;1;1;1;1
"info";1;1;0,035;1;1;0;1;0,382
"plaindre";1;1;1;0,427;0,019;0;0,001;0,073
"emji_coeur_cartes";0;1;1;1;1;1;1;1
"dimanche";1;0,124;1;1;0;1;1;1
"voter";1;1;1;1;1;1;1;0
"détruire";1;1;0;0;1;1;0,002;0
"civil";1;1;0;1;1;1;0,386;1
"éducation";1;1;1;1;0;1;1;1
"international";1;1;0;1;1;1;1;1
"feu";1;1;0;0,687;1;1;1;1
"valeur";1;1;0,035;1;1;0;0,273;0,068
"réseau";1;1;1;1;0,312;0;0,859;1
"terroriste";1;1;0;1;1;1;1;1
"souhaiter";1;1;1;1;0,286;0;0,248;0,6
"exprimer";1;1;1;1;0,038;0;0,102;1
"métier";1;1;1;1;0,063;0;0;0
"marcher";1;1;0,123;1;0;0;1;0,139
"intérêt";1;1;0;1;1;0;1;0
"porter";1;1;1;1;0;0,089;0;1
"porte";1;1;0,963;0,383;0;0,002;1;1
"pied";1;0;1;1;0,002;1;1;0,05
"accepter";1;1;0,013;1;1;0;0;0
"égalité";1;1;1;1;1;1;0;1
"corps";1;1;0;1;0,026;1;0;1
"humanité";1;1;0;1;0,126;0;0,19;1
"difficile";1;1;1;1;0;0;0,787;0,719
"emji_visage_souriant_avec_yeux_plissés";1;0;1;1;1;1;1;1
"type";1;1;1;1;1;0;0,128;0,017
"gars";1;0;1;1;0,004;0,785;0,49;1
"vérité";1;1;1;1;1;0;0,725;1
"profiter";1;1;1;1;1;1;1;0
"preuve";1;1;0,034;1;1;0;1;1
"mignon";0;1;1;0;1;1;1;1
"libre";1;1;0,041;1;1;0;0;0,284
"enfance";0;1;1;1;0;1;1;1
"source";1;1;0,149;1;1;0;1;0
"logique";1;1;0,459;1;1;0;1;0
"emji_drapeau_territoires_palestiniens";0;1;0;1;1;1;1;1
"totalement";1;1;1;1;1;0;0,201;0,001
"sûrement";1;1;1;0,558;0;0;1;1
"route";1;1;1;0,528;1;1;1;0
"franc";1;1;1;1;1;1;1;0
"envoyer";1;1;0,001;0,317;0,733;0;1;0,111
"culture";1;1;1;1;1;0;0,006;0,437
"offrir";1;1;1;1;0,828;1;1;0
"voler";1;1;0;0,492;1;0,9;1;0
"suite";1;1;0,006;1;0;0,338;1;0,079
"initiative";1;1;1;1;1;0,669;0,861;0
"but";1;1;0;1;1;0,006;0,763;0
"représenter";1;1;0;0,026;1;1;0,942;0
"pratique";1;0;1;0,251;1;1;1;0,064
"toilette";1;0;1;1;1;1;1;1
"réfléchir";1;1;1;0,834;1;0;1;1
"noël";0,005;1;1;1;0;1;1;1
"mourir";1;1;1;0;0;1;0,003;1
"emji_chat_souriant_aux_yeux_en_coeurs";0;1;1;0,973;1;1;1;1
"concerner";1;1;0,934;1;1;0;1;0
"casser";1;1;0;1;1;0,447;1;0,363
"grave";1;1;0,001;1;1;0;0,582;0,499
"haine";1;1;0;1;1;0;0,001;1
"garçon";0,08;1;1;1;0;1;1;1
"vendre";1;1;0,303;1;1;1;1;0
"drôle";1;0;1;1;1;1;1;1
"allemand";1;0,072;1;0,907;0,488;0,266;1;0
"réel";1;1;1;1;1;0;0,042;0
"racisme";1;1;1;1;1;0;0,633;1
"obliger";1;1;1;0,76;0,996;1;0;0
"européen";1;1;0;1;1;1;1;0
"arme";1;1;0;1;1;1;1;1
"rentrer";1;1;1;1;0;1;1;0,328
"information";1;1;0;1;1;0;1;1
"discours";1;1;0,399;1;1;0;0;1
"uniquement";1;1;0,019;0,032;1;0,335;0;0
"emji_visage_envoyant_un_bisou";0;1;1;1;1;0,368;1;1
"content";1;1;1;1;0,232;0;1;0,042
"adulte";1;1;1;1;0;0,004;1;1
"voisin";1;1;1;0;0,22;0,83;1;0,978
"taxe";1;1;1;1;1;1;1;0
"bonheur";0;1;1;0,677;0,005;1;0,953;1
"résultat";1;1;1;1;0,004;0,007;0,59;0
"ultra";1;1;1;1;1;1;1;0
"emji_mains_en_prière_peau_claire";0;1;1;1;1;1;1;1
"différent";1;1;1;1;0,012;0;0,919;1
"poste";1;1;1;0,308;1;0,493;0,558;0
"ia";1;1;1;1;1;0;1;0
"cadeau";1;1;1;0,528;0;1;0,496;0
"média";1;1;0;1;1;0;1;1
"fonctionner";1;1;1;1;1;0,867;0,665;0
"doute";1;1;1;1;0,084;0;1;1
"clair";1;1;0,147;1;1;0;1;0,006
"citoyen";1;1;0;1;1;0,071;0,643;0
"fermer";1;1;0,919;1;0;1;1;0
"empêcher";1;1;0,038;1;1;0;0,004;0,009
"top";0,253;0,006;1;1;0;1;1;0,676
"sérieux";1;1;1;1;1;0;0,072;1
"sport";1;1;1;1;0;1;1;1
"froid";1;0;1;1;1;1;1;1
"qualité";1;1;1;1;0,642;1;1;0
"prochain";1;1;1;0,652;0;0,841;1;1
"gentil";1;1;1;0;0,007;0,712;0;1
"crime";1;1;0;1;1;1;1;1
"minimum";1;1;1;1;1;0,254;0,633;0
"israel";1;1;0;1;1;1;1;1
"naturel";0,167;1;1;0;0,441;0,794;0,001;0,55
"fond";1;1;1;1;1;0;1;0,55
"emji_visage_souriant_avec_une_larme";0;1;1;1;1;1;0,04;1
"évidemment";1;1;0,461;0,619;1;0,001;0,009;0
"voix";0,13;0,746;0,317;1;1;0;1;1
"manifestant";1;1;0;1;1;1;1;1
"taxer";1;1;1;1;1;1;1;0
"lol";1;0;1;1;1;0;1;1
"livre";1;1;1;1;0,145;0;0,096;1
"chiffre";1;1;1;1;1;1;1;0
"revoir";0;1;1;1;0,007;0,564;1;1
"physique";1;1;1;1;0,219;0,014;0,001;0
"perso";1;0;1;1;0,135;0,283;1;0,035
"unir";1;1;0;1;1;1;1;0
"tourner";1;1;1;1;0,021;0,351;1;0
"règle";1;1;1;1;0;0,768;0,356;0,002
"entier";1;1;0,001;1;0,283;0;1;0,038
"sauver";1;1;1;0;0,469;0,799;0,322;0
"emji_visage_de_clown";1;1;0,003;1;1;1;0,079;0
"mondial";1;1;0;1;1;1;1;0
"habiter";1;0,74;1;0,113;0,397;1;1;0
"emji_coeur_brisé";0;1;0,182;1;1;1;1;1
"cest";1;1;0,413;0,425;1;0;0,044;1
"photo";1;1;1;0,553;1;0;1;1
"esprit";1;1;1;1;0,003;0;0,782;1
"emji_visage_très_souriant_aux_yeux_rieurs";0;0,227;1;1;0,086;1;1;1
"subir";1;1;0;1;1;0,002;0;0,987
"produit";1;1;1;1;1;1;1;0
"merveilleux";0;1;1;1;0,339;1;1;1
"juif";1;1;0;1;1;1;1;1
"blague";1;0;0,091;1;1;0,913;0,516;1
"économie";1;1;1;1;1;1;1;0
"svp";1;1;0,85;0,898;1;0;1;1
"milliard";1;1;0,885;1;1;1;1;0
"cacher";1;1;0;1;1;0,032;0,983;0,303
"national";1;1;1;1;0,079;0,617;1;0
"bout";1;1;1;1;0,002;0;1;1
"bcp";1;1;0,502;1;0;1;0,127;0,001
"étonner";1;1;1;0,271;0,026;1;0,496;0
"produire";1;1;1;0,827;1;1;1;0
"fortune";1;1;1;1;1;1;1;0
"soir";1;0,036;1;0;0;1;1;1
"moyenne";1;1;1;1;1;1;1;0
"emji_deux_coeurs";0;1;1;1;1;1;1;1
"économique";1;1;0,003;1;1;1;0,936;0
"âme";0;1;1;1;1;1;0,011;1
"parole";1;1;0;1;0,315;0;0,131;1
"emji_biceps_contracté";0;1;1;1;1;1;1;1
"prouver";1;1;0,01;1;1;0;0,609;1
"fédéral";1;1;0;1;1;1;1;0
"bosser";1;1;1;1;0,074;1;1;0
"bonjour";1;1;1;1;1;0;1;1
"personnel";1;1;1;1;1;0;1;0
"emji_ok";0;1;1;1;1;1;1;1
"élève";1;1;1;1;0;1;1;1
"refuser";1;1;0;1;1;0,137;0,131;0
"privé";1;1;1;1;1;1;1;0
"italien";1;0;1;1;1;1;1;1
"débat";1;1;1;1;1;0;1;1
"élastique";0;1;1;1;0;1;1;1
"retour";1;1;1;1;0,894;1;1;0
"emji_visage_qui_fait_un_câlin";0;0,738;1;1;0,984;1;1;1
"vivant";1;1;1;0;0,002;0,26;0,9;1
"tirer";1;1;0;0,007;0;1;0,9;1
"emji_visage_souriant";0,015;0,04;1;1;0;1;1;1
"adorable";0;1;1;0;1;1;1;1
"soutien";1;1;0;1;1;1;0,62;1
"oser";1;1;0,573;1;1;0,407;0;1
"énergie";1;1;1;1;1;1;1;0
"moitié";1;1;1;1;0,053;0,427;1;0
"etait";1;1;1;1;0;1;1;1
"chaud";1;0;1;1;1;1;1;1
"arabe";1;1;0;1;1;1;1;1
"soin";1;1;1;0;1;1;0,575;0
"financer";1;1;0;1;1;1;1;0
"phrase";1;1;1;0,717;1;0;1;1
"forme";1;1;1;1;1;0;0,839;0,005
"démocratie";1;1;0;1;1;0,522;1;1
"douche";1;0;1;1;0,211;1;1;1
"nombreux";1;1;0,228;0,708;0,728;0,162;0,324;0
"fait";1;1;0,041;1;1;0;0,306;1
"emji_renard";0;1;1;0;1;1;1;1
"banque";1;1;1;1;1;1;1;0
"mesure";1;1;0,008;1;1;1;0,575;0
"udc";1;1;1;1;1;0;1;0
"total";1;1;0;1;1;0,521;0,173;0
"lien";1;1;0,389;1;1;0;1;0
"couple";1;1;1;1;0;1;0;1
"changement";1;1;1;1;1;0,498;1;0
"user";1;1;0;1;1;1;1;0
"région";1;1;0,014;1;1;1;1;0
"retourner";1;1;0,015;1;0;0,45;1;1
"responsable";1;1;0;1;1;1;0,497;0
"général";1;1;1;1;1;0;0,005;0
"ensemble";1;1;0,508;1;0;0,001;0,332;0,981
"décider";1;1;0,001;1;0,28;0,058;0,001;0
"condition";1;1;0,062;0,349;1;1;0,753;0
"endroit";1;1;1;0,994;0;1;1;0
"beauté";0;1;1;1;0,221;1;0,012;1
"origine";1;1;1;1;1;0;1;0,437
"neige";1;0;1;1;1;1;1;0,64
"forcément";1;1;1;0,643;0,887;0;0;0,001
