"";"banalfreq";"X.rts_a";"X.rts_i"
"se";97;0,3554;-0,3554
"vincent";11;-1,3167;1,3167
"par";67;-0,4675;0,4675
"place";10;0,4171;-0,4171
"exceptionnel";27;0,7215;-0,7215
"père";18;0,987;-0,987
"te";45;-0,7851;0,7851
"danser";10;0,9568;-0,9568
"image";21;1,2187;-1,2187
"emji_explosion";13;0,2924;-0,2924
"babibouchettes";19;1,8181;-1,8181
"période";10;0,9568;-0,9568
"emji_coeur_grandissant";54;0,864;-0,864
"pouvoir";123;-0,634;0,634
"emji_pouce_vers_le_haut_peau_claire";52;-0,878;0,878
"emji_ok_peau_moyennement_claire";20;-0,2376;0,2376
"emji_visage_avec_un_léger_sourire";17;0,4978;-0,4978
"sûr";12;-0,7003;0,7003
"vivant";12;0,2469;-0,2469
"lui";77;0,3677;-0,3677
"ton";23;-1,1705;1,1705
"alors";36;-1,7799;1,7799
"là";80;1,8314;-1,8314
"certains";11;0,2041;-0,2041
"bernard";16;1,531;-1,531
"immense";14;-0,9032;0,9032
"ceux";12;0,2469;-0,2469
"mourir";10;0,9568;-0,9568
"fois";23;-0,3114;0,3114
"génération";14;1,3396;-1,3396
"maintenant";49;1,2298;-1,2298
"emji_visage_souriant_avec_auréole";54;-0,2922;0,2922
"héros";11;-0,8065;0,8065
"dont";11;1,0525;-1,0525
"emji_signe_de_la_main";19;0,3325;-0,3325
"emji_tulipe";15;1,4353;-1,4353
"rendre";11;-0,8065;0,8065
"écouter";30;1,9468;-1,9468
"film";16;-1,1081;1,1081
"rêve";23;0,8576;-0,8576
"elton";12;1,1482;-1,1482
"john";12;1,1482;-1,1482
"gille";20;1,1407;-1,1407
"surchat";16;1,531;-1,531
"chez";48;0,4292;-0,4292
"emji_nuage_avec_neige";18;0,554;-0,554
"emji_flocon";35;-0,2566;0,2566
"trouver";33;0,7199;-0,7199
"assez";15;0,3908;-0,3908
"méditer";11;0,483;-0,483
"quoi";41;-1,3184;1,3184
"ouiiii";28;1,1898;-1,1898
"vouloir";79;-0,4071;0,4071
"préféré";12;0,5507;-0,5507
"fort";46;-1,5585;1,5585
"tcheu";24;-0,2766;0,2766
"envers";13;0,6202;-0,6202
"formidable";58;1,3628;-1,3628
"documentaire";10;0,9568;-0,9568
"sympa";22;0,7942;-0,7942
"découvrir";16;0,8369;-0,8369
"copain";21;1,2187;-1,2187
"mimi";36;1,2543;-1,2543
"tres";14;0,6911;-0,6911
"voix";39;1,9867;-1,9867
"changer";41;1,1492;-1,1492
"depuis";32;0,2609;-0,2609
"emji_femme_qui_lève_la_main_peau_claire";10;0,4171;-0,4171
"leurs";27;1,1215;-1,1215
"journée";26;-0,6144;0,6144
"grâce";24;0,3269;-0,3269
"pépite";38;1,9114;-1,9114
"hier";21;0,42;-0,42
"amour";56;1,257;-1,257
"précieux";12;-0,3629;0,3629
"malheureusement";10;-0,2095;0,2095
"manquer";36;0,3831;-0,3831
"fabuleux";27;0,445;-0,445
"cher";13;0,6202;-0,6202
"haha";13;0,2924;-0,2924
"joie";13;0,2924;-0,2924
"froid";14;0,6911;-0,6911
"papa";12;0,2469;-0,2469
"cela";34;0,3193;-0,3193
"connaître";32;1,0078;-1,0078
"impressionnant";34;0,3193;-0,3193
"accord";43;-0,4695;0,4695
"sentir";21;-1,3927;1,3927
"fan";20;0,3753;-0,3753
"emji_pierre_précieuse";21;-0,6529;0,6529
"emji_note_de_musique";15;0,7634;-0,7634
"deux";37;1,3179;-1,3179
"emji_coeur_point_d";26;1,054;-1,054
"exclamation";26;1,054;-1,054
"fille";30;0,3567;-0,3567
"vraiment";97;0,7579;-0,7579
"gros";11;0,2041;-0,2041
"bisou";10;0,4171;-0,4171
"emji_visage_pensif";18;-0,8949;0,8949
"100";10;0,9568;-0,9568
"classe";35;1,1914;-1,1914
"etait";13;1,2439;-1,2439
"interview";23;1,3767;-1,3767
"préférer";15;1,4353;-1,4353
"adolescence";11;1,0525;-1,0525
"emji_montagne_enneigée";11;0,2041;-0,2041
"ouiiiii";12;0,5507;-0,5507
"exister";24;0,5641;-0,5641
"visage";10;0,4171;-0,4171
"printemps";11;1,0525;-1,0525
"élégance";19;1,0634;-1,0634
"emji_fleur_de_cerisier";35;1,1914;-1,1914
"vérité";11;0,2041;-0,2041
"espérer";38;-0,4795;0,4795
"lucidité";15;0,7634;-0,7634
"laisser";10;0,4171;-0,4171
"yes";13;-1,5454;1,5454
"autres";28;0,2901;-0,2901
"seul";12;0,2469;-0,2469
"omg";11;-0,4259;0,4259
"façon";20;1,1407;-1,1407
"quelqu_un";17;0,4978;-0,4978
"mieux";57;-1,3385;1,3385
"wow";33;-0,492;0,492
"comment";37;0,6333;-0,6333
"it";26;0,6677;-0,6677
"réponse";15;0,7634;-0,7634
"cool";29;-0,9897;0,9897
"voilà";39;1,4475;-1,4475
"merveille";19;-0,2717;0,2717
"émotion";21;1,2187;-1,2187
"donc";18;0,554;-0,554
"emji_poing_levé";22;-1,2765;1,2765
"emji_bouquet";15;-0,2266;0,2266
"80";30;1,9468;-1,9468
"neuch";13;-1,0212;1,0212
"emji_mains_qui_forment_un_coeur_peau_moyennement_claire";43;-0,8957;0,8957
"bonnard";10;0,9568;-0,9568
"emji_poing_levé_peau_claire";13;-0,6096;0,6096
"donner";25;0,3647;-0,3647
"exemple";19;0,3325;-0,3325
"celui";13;0,2924;-0,2924
"sincère";22;-1,7274;1,7274
"gentillesse";20;1,1407;-1,1407
"concert";15;-0,2266;0,2266
"où";37;1,3179;-1,3179
"venir";26;0,2298;-0,2298
"exactement";30;-0,6398;0,6398
"voyage";16;-0,4059;0,4059
"santé";10;-0,2095;0,2095
"good";10;0,4171;-0,4171
"game";12;0,2469;-0,2469
"ohhh";16;-1,1081;1,1081
"garder";10;0,4171;-0,4171
"chance";35;0,3505;-0,3505
"bénir";25;0,6152;-0,6152
"emji_mains_en_prière_peau_mate";25;-1,3585;1,3585
"maturité";12;1,1482;-1,1482
"talentueux";14;-1,3801;1,3801
"emji_trace_de_rouge_à_lèvres";26;1,054;-1,054
"acteur";39;-1,487;1,487
"best";27;-0,5588;0,5588
"tête";13;0,6202;-0,6202
"90";18;1,7224;-1,7224
"emji_poignée_de_main";15;0,3908;-0,3908
"ct";10;0,9568;-0,9568
"coeur";96;1,1223;-1,1223
"soir";10;-0,9322;0,9322
"emji_mains_levées_peau_légèrement_mate";14;-1,3801;1,3801
"maman";17;0,4978;-0,4978
"exprimer";16;0,8369;-0,8369
"arrière";19;1,8181;-1,8181
"ta";11;-0,8065;0,8065
"sinon";11;-1,9585;1,9585
"moins";38;-1,238;1,238
"pareil";29;1,2589;-1,2589
"retraite";10;-0,5012;0,5012
"sans";45;-0,5744;0,5744
"doute";10;-0,9322;0,9322
"emji_croix_latine";15;-1,2355;1,2355
"intelligent";22;0,7942;-0,7942
"emji_conifère";16;-0,7101;0,7101
"mère";16;0,8369;-0,8369
"mêmes";10;0,9568;-0,9568
"60";16;0,8369;-0,8369
"valoir";19;-1,1931;1,1931
"amen";15;-0,2266;0,2266
"oeil";22;1,2974;-1,2974
"amuser";14;1,3396;-1,3396
"to";19;-0,8052;0,8052
"humain";28;0,4874;-0,4874
"fin";21;-0,3941;0,3941
"genre";16;0,2166;-0,2166
"celle";10;0,9568;-0,9568
"prendre";24;-0,2766;0,2766
"france";13;-0,6096;0,6096
"mettre";20;-0,4432;0,4432
"emji_poing_levé_peau_légèrement_mate";10;-0,9322;0,9322
"presque";11;0,483;-0,483
"20";10;-0,9322;0,9322
"métier";10;-1,5044;1,5044
"svp";11;0,483;-0,483
"emji_visage_avec_une_main_sur_la_bouche";10;0,4171;-0,4171
"vaudois";12;1,1482;-1,1482
"toucher";11;1,0525;-1,0525
"emji_coeur_orange";19;-0,2717;0,2717
"emji_coeur_rose";34;1,1293;-1,1293
"air";17;0,9115;-0,9115
"passion";16;0,4434;-0,4434
"nature";34;0,7701;-0,7701
"parcours";12;0,2469;-0,2469
"hein";10;-0,9322;0,9322
"i";42;-0,9562;0,9562
"chanson";20;1,9138;-1,9138
"quels";17;1,6267;-1,6267
"genève";11;-0,4259;0,4259
"e";20;-1,0841;1,0841
"parent";11;-0,8065;0,8065
"âme";98;-0,4214;0,4214
"rare";12;0,2469;-0,2469
"arriver";20;-0,2376;0,2376
"emji_v_de_la_victoire_peau_claire";11;-1,3167;1,3167
"magie";10;-0,9322;0,9322
"emji_ballon_gonflable";10;0,9568;-0,9568
"ouf";10;0,4171;-0,4171
"ben";18;0,554;-0,554
"style";10;0,4171;-0,4171
"laurent";12;0,5507;-0,5507
"vite";14;0,6911;-0,6911
"mot";23;0,8576;-0,8576
"emji_hibiscus";25;1,5372;-1,5372
"puis";13;0,6202;-0,6202
"liberté";11;0,2041;-0,2041
"chanter";13;0,2924;-0,2924
"emji_trophée";18;-0,5605;0,5605
"chaque";15;0,7634;-0,7634
"emji_mains_qui_forment_un_coeur_peau_claire";70;-1,3085;1,3085
"parole";22;0,7942;-0,7942
"légendaire";15;0,3908;-0,3908
"fils";10;-0,5012;0,5012
"neige";14;-0,5317;0,5317
"bas";11;0,2041;-0,2041
"contre";20;-0,4432;0,4432
"emji_tête_de_fou";11;-1,3167;1,3167
"porte";12;0,2469;-0,2469
"star";11;-0,8065;0,8065
"chanteur";14;0,6911;-0,6911
"arbre";10;0,4171;-0,4171
"paradis";16;0,4434;-0,4434
"purée";10;0,9568;-0,9568
"emji_confettis";11;-1,3167;1,3167
"animal";55;-1,1983;1,1983
"u";10;0,9568;-0,9568
"françoise";12;1,1482;-1,1482
"doux";27;0,445;-0,445
"so";23;1,3767;-1,3767
"triste";25;-1,3585;1,3585
"larme";10;0,9568;-0,9568
"partie";10;-1,5044;1,5044
"emji_médaille_d";22;-0,3504;0,3504
"soeur";15;1,4353;-1,4353
"nom";11;-1,3167;1,3167
"ski";10;-0,9322;0,9322
"mr";16;0,4434;-0,4434
"intelligence";15;0,7634;-0,7634
"too";14;1,3396;-1,3396
"emji_soleil_avec_visage";19;-1,6618;1,6618
"emji_coeur_et_flèche";11;1,0525;-1,0525
"emji_coeur_bleu_clair";35;-0,861;0,861
"fou";19;1,0634;-1,0634
"emji_visage_faisant_un_bisou_avec_les_yeux_fermés";11;0,483;-0,483
"emji_tête_qui_parle";11;0,483;-0,483
"emji_visage_qui_fait_un_salut_militaire";14;-0,5317;0,5317
"complètement";10;0,4171;-0,4171
"fisher";18;1,7224;-1,7224
"harrison";12;1,1482;-1,1482
"ford";18;1,7224;-1,7224
"70";13;1,2439;-1,2439
"no";12;-0,3629;0,3629
"pourtant";11;0,2041;-0,2041
"pensée";17;-1,449;1,449
"modestie";10;0,9568;-0,9568
"sage";23;0,8576;-0,8576
"con";12;1,1482;-1,1482
"in";38;1,3824;-1,3824
"emji_coeur_battant";40;1,0923;-1,0923
"cours";10;0,4171;-0,4171
"naître";10;-0,2095;0,2095
"longtemps";13;0,6202;-0,6202
"talent";12;-1,7361;1,7361
"ca";16;-0,4059;0,4059
"goat";21;-1,8737;1,8737
"seigneur";10;0,9568;-0,9568
"besoin";11;-1,3167;1,3167
"emji_étreinte";17;-0,9953;0,9953
"ange";14;-0,2649;0,2649
"mentalité";10;-0,5012;0,5012
"jésus";12;0,5507;-0,5507
"partout";10;-0,5012;0,5012
"car";12;-1,1577;1,1577
"sport";10;-0,5012;0,5012
"corde";14;1,3396;-1,3396
"sauter";11;1,0525;-1,0525
"and";19;-1,6618;1,6618
"era";10;0,9568;-0,9568
"memories";10;0,9568;-0,9568
"childhood";11;1,0525;-1,0525
"remember";10;0,9568;-0,9568
"che";11;0,483;-0,483
"récré";12;1,1482;-1,1482
"10";15;-1,2355;1,2355
"2025";12;0,2469;-0,2469
"finir";11;-0,8065;0,8065
"emji_empreintes_d_animaux";22;-0,8966;0,8966
"emji_arc_en_ciel";13;-0,6096;0,6096
"montagne";10;-0,9322;0,9322
"emji_index_pointant_vers_le_haut";10;0,4171;-0,4171
"bidet";18;1,7224;-1,7224
"emji_paume_contre_paume_doigts_vers_le_haut";15;-0,2266;0,2266
"chorale";10;0,4171;-0,4171
"roller";10;-0,5012;0,5012
"cardinal";19;1,8181;-1,8181
"cayla";11;1,0525;-1,0525
