"";"banalfreq";"X.rts_a";"X.rts_i"
"neutre";67;0,5326;-0,5326
"blague";27;0,2603;-0,2603
"aller";488;-0,6505;0,6505
"rester";103;0,4114;-0,4114
"donner";105;-0,228;0,228
"arme";127;-0,8579;0,8579
"ukraine";90;-0,2221;0,2221
"fin";64;-0,2446;0,2446
"neutralité";47;0,6862;-0,6862
"ordre";77;-0,2324;0,2324
"t";214;1,5053;-1,5053
"dommage";23;0,3345;-0,3345
"ue";27;0,2603;-0,2603
"emji_visage_avec_bouche_ouverte";37;-0,2646;0,2646
"conflit";70;-0,522;0,522
"perdre";50;0,9329;-0,9329
"soumettre";16;0,5343;-0,5343
"user";68;0,5153;-0,5153
"faute";21;-0,2338;0,2338
"part";69;-0,5066;0,5066
"exemple";51;0,9024;-0,9024
"cassis";29;-0,3856;0,3856
"ah";104;0,7953;-0,7953
"non";468;-0,2863;0,2863
"alors";263;-0,8181;0,8181
"expliquer";40;0,5529;-0,5529
"président";81;0,3347;-0,3347
"ubs";14;0,2063;-0,2063
"tunnel";24;1,1339;-1,1339
"7";107;-0,3798;0,3798
"dégât";44;-0,3704;0,3704
"plein";38;0,3243;-0,3243
"corruption";21;-0,2338;0,2338
"pays";473;-1,0592;1,0592
"fonction";10;0,3003;-0,3003
"emji_visage_souriant_avec_une_goutte_de_sueur";25;0,6311;-0,6311
"emji_homme_qui_hausse_les_épaules";42;1,2217;-1,2217
"tour";15;-0,1347;0,1347
"afghanistan";21;0,3806;-0,3806
"chine";26;1,0309;-1,0309
"terme";47;0,4107;-0,4107
"gens";214;-0,6549;0,6549
"subir";58;0,4567;-0,4567
"privé";10;0,8488;-0,8488
"fondamental";37;-0,5527;0,5527
"violer";43;-0,3546;0,3546
"encore";236;0,3794;-0,3794
"grave";38;-0,5744;0,5744
"bah";49;-0,2361;0,2361
"coup";78;0,37;-0,37
"officiellement";20;0,4065;-0,4065
"ca";51;-0,2595;0,2595
"durant";17;0,4981;-0,4981
"colonial";30;-0,4057;0,4057
"noir";26;1,5631;-1,5631
"appel";20;-0,2163;0,2163
"nom";52;-0,2716;0,2716
"changer";48;0,3937;-0,3937
"peut_être";43;0,7972;-0,7972
"nos";101;0,6252;-0,6252
"condamner";61;-0,3893;0,3893
"mdr";33;0,4166;-0,4166
"criminel";118;-1,0164;1,0164
"lol";16;0,5343;-0,5343
"ni";191;0,2839;-0,2839
"sans";285;-0,3427;0,3427
"bref";23;0,3345;-0,3345
"autre";146;-0,319;0,319
"culture";14;1,2006;-1,2006
"agir";97;-0,9876;0,9876
"antisémitisme";15;-0,1347;0,1347
"compliqué";15;-0,1347;0,1347
"falloir";317;-0,6979;0,6979
"mettre";158;-0,4221;0,4221
"cette";278;-0,3946;0,3946
"deux";126;0,8538;-0,8538
"là";177;-1,3607;1,3607
"apprendre";19;0,4345;-0,4345
"parler";334;-1,0307;1,0307
"différent";20;0,4065;-0,4065
"tenir";43;0,4865;-0,4865
"fusil";12;0,7201;-0,7201
"froid";18;1,5371;-1,5371
"pendant";81;1,0321;-1,0321
"1";58;-0,6124;0,6124
"économique";29;-0,3856;0,3856
"territoire";63;-0,7067;0,7067
"chose";120;0,9658;-0,9658
"bon";215;-0,2812;0,2812
"nombre";43;-0,6854;0,6854
"question";70;-0,522;0,522
"juste";171;0,441;-0,441
"ennemi";14;1,9294;-1,9294
"camp";38;0,3243;-0,3243
"te";91;-0,5827;0,5827
"conseiller";28;-0,3656;0,3656
"combattant";11;0,2722;-0,2722
"sauver";16;-0,1501;0,1501
"quoi";208;0,7898;-0,7898
"puis";42;0,2662;-0,2662
"sinon";38;-0,2789;0,2789
"prison";111;0,3276;-0,3276
"envers";38;0,9643;-0,9643
"emji_visage_envoyant_un_bisou";14;0,6178;-0,6178
"source";29;0,2303;-0,2303
"avance";17;0,4981;-0,4981
"principal";16;-0,1501;0,1501
"partir";79;0,3578;-0,3578
"communiste";23;1,1904;-1,1904
"gouverner";15;0,5741;-0,5741
"majorité";35;0,6865;-0,6865
"absolu";14;1,9294;-1,9294
"élection";15;-0,1347;0,1347
"droite";74;-0,3562;0,3562
"tel";20;-0,2163;0,2163
"point";48;-0,2247;0,2247
"parmi";17;0,4981;-0,4981
"million";75;-0,6012;0,6012
"motif";13;0,6662;-0,6662
"politique";129;-0,8888;0,8888
"000";78;-0,6504;0,6504
"récupérer";26;0,5983;-0,5983
"quelqu_un";21;0,3806;-0,3806
"pourtant";57;0,74;-0,74
"arrêt";25;0,2948;-0,2948
"feu";119;-1,0339;1,0339
"stop";24;0,3139;-0,3139
"possible";33;-0,2098;0,2098
"emji_visage_boudeur";98;1,8531;-1,8531
"premier";69;0,7458;-0,7458
"victime";81;-0,7008;0,7008
"vraiment";89;-0,8407;0,8407
"toute";130;0,2915;-0,2915
"foule";24;0,3139;-0,3139
"celui";32;1,7392;-1,7392
"simplement";40;-0,3084;0,3084
"jour";89;-0,3522;0,3522
"respect";52;-0,5044;0,5044
"surtout";90;0,3976;-0,3976
"représenter";42;-0,3389;0,3389
"drapeau";38;0,6026;-0,6026
"venir";131;-0,3191;0,3191
"appartenir";13;0,6662;-0,6662
"aider";54;-0,5397;0,5397
"penser";102;-0,7498;0,7498
"aide";79;-1,559;1,559
"air";16;1,0564;-1,0564
"pauvre";39;0,928;-0,928
"courant";22;-0,2517;0,2517
"réfugié";22;0,3567;-0,3567
"voilà";50;1,7564;-1,7564
"résultat";12;0,2475;-0,2475
"répondre";20;-0,2163;0,2163
"demander";152;-0,7142;0,7142
"macron";23;0,7035;-0,7035
"récemment";14;0,6178;-0,6178
"politicien";15;-0,1347;0,1347
"européen";68;-0,4913;0,4913
"enfant";261;-0,9888;0,9888
"union";18;-0,1823;0,1823
"petit";69;1,7827;-1,7827
"oppresseur";10;0,8488;-0,8488
"action";43;-0,3546;0,3546
"installer";12;0,2475;-0,2475
"chez";78;0,8185;-0,8185
"mtn";12;0,2475;-0,2475
"prendre";162;-1,4472;1,4472
"arabe";127;0,632;-0,632
"doute";17;-0,166;0,166
"exercer";11;0,7806;-0,7806
"crier";21;-0,2338;0,2338
"scandale";11;0,7806;-0,7806
"hypocrite";16;0,5343;-0,5343
"pourquoi";249;-1,2993;1,2993
"derrière";32;-0,1969;0,1969
"100";31;0,8196;-0,8196
"voyou";18;0,4649;-0,4649
"comparer";22;-0,2517;0,2517
"pillage";11;0,7806;-0,7806
"viol";22;0,3567;-0,3567
"ville";39;0,5772;-0,5772
"dernier";69;0,3039;-0,3039
"attendre";64;-0,726;0,726
"ici";71;-0,3208;0,3208
"organiser";51;0,347;-0,347
"masse";18;-0,1823;0,1823
"berner";27;0,2603;-0,2603
"bouger";10;0,3003;-0,3003
"lancer";26;-0,3265;0,3265
"mouvement";43;0,2534;-0,2534
"tirer";36;-0,5312;0,5312
"irak";13;0,2257;-0,2257
"russie";91;0,5744;-0,5744
"tonne";17;-0,166;0,166
"affaire";23;-0,2699;0,2699
"trop";75;-0,2147;0,2147
"pote";17;1,6231;-1,6231
"membre";34;0,7173;-0,7173
"gang";21;-0,2338;0,2338
"attention";23;0,7035;-0,7035
"frapper";33;0,4166;-0,4166
"iranien";11;0,2722;-0,2722
"commencer";92;0,374;-0,374
"pro";112;-1,7648;1,7648
"combien";31;-0,4261;0,4261
"exemplaire";18;0,9354;-0,9354
"vendre";27;-0,3459;0,3459
"an";160;-0,4406;0,4406
"afrique";25;-0,3074;0,3074
"maintenant";108;1,5362;-1,5362
"ainsi";49;0,3774;-0,3774
"police";351;-1,9575;1,9575
"quotidien";12;0,2475;-0,2475
"certaines";16;-0,1501;0,1501
"dont";88;0,4225;-0,4225
"passer";171;-0,5491;0,5491
"avocat";13;0,2257;-0,2257
"gaz";20;0,4065;-0,4065
"beaucoup";78;0,37;-0,37
"x";10;0,3003;-0,3003
"rio";25;0,2948;-0,2948
"50";29;-0,3856;0,3856
"mois";17;0,4981;-0,4981
"direct";20;0,4065;-0,4065
"jamais";194;-0,8091;0,8091
"partout";45;-0,192;0,192
"forcer";17;-0,166;0,166
"vos";93;-0,612;0,612
"donnée";11;0,2722;-0,2722
"moyen";74;-1,4321;1,4321
"orient";48;-0,4358;0,4358
"souvent";29;0,8972;-0,8972
"vivre";86;1,2058;-1,2058
"monstre";27;0,9838;-0,9838
"emji_pouce_vers_le_haut";11;1,4792;-1,4792
"rappeler";49;0,3774;-0,3774
"genève";29;0,5112;-0,5112
"déjà";150;-0,2408;0,2408
"essayer";42;0,2662;-0,2662
"cest";21;-0,2338;0,2338
"gagner";16;0,5343;-0,5343
"autres";195;-0,8213;0,8213
"chaque";62;-1,1337;1,1337
"lire";37;0,3408;-0,3408
"temps";84;0,3025;-0,3025
"gouvernement";208;-1,2445;1,2445
"essentiel";13;0,2257;-0,2257
"30";11;1,4792;-1,4792
"content";18;-0,1823;0,1823
"sauf";42;-0,3389;0,3389
"besoin";66;-0,7649;0,7649
"année";70;0,2928;-0,2928
"80";15;0,5741;-0,5741
"largement";15;-0,1347;0,1347
"américain";38;0,6026;-0,6026
"envahir";22;0,7434;-0,7434
"24h";10;0,3003;-0,3003
"heureusement";13;0,2257;-0,2257
"aucun";126;-1,5668;1,5668
"intérêt";49;-0,4527;0,4527
"eux";156;-0,5629;0,5629
"prix";49;-0,4527;0,4527
"nobel";39;0,3086;-0,3086
"finir";49;0,637;-0,637
"loin";38;0,9643;-0,9643
"frontière";29;0,2303;-0,2303
"russe";28;1,4366;-1,4366
"arriver";53;-0,522;0,522
"15";10;0,3003;-0,3003
"heureux";10;1,5957;-1,5957
"constater";11;0,2722;-0,2722
"géométrie";11;1,4792;-1,4792
"variable";11;0,7806;-0,7806
"habitude";13;0,6662;-0,6662
"marcher";35;0,3767;-0,3767
"défense";22;0,7434;-0,7434
"drone";67;-1,2569;1,2569
"simple";34;0,7173;-0,7173
"compter";18;0,4649;-0,4649
"canon";28;0,9393;-0,9393
"anti";21;-0,2338;0,2338
"rapide";11;0,2722;-0,2722
"hein";35;0,6865;-0,6865
"certes";18;-0,1823;0,1823
"sécurité";54;-0,2963;0,2963
"actuellement";16;0,5343;-0,5343
"renseigner";33;-0,4676;0,4676
"ouvrir";39;0,3086;-0,3086
"oeil";41;0,2796;-0,2796
"responsable";40;-0,6184;0,6184
"massacre";114;-0,9474;0,9474
"envoyer";38;0,3243;-0,3243
"merci";140;0,8318;-0,8318
"vie";64;1,1951;-1,1951
"liberté";61;-1,1092;1,1092
"autoriser";134;-0,9678;0,9678
"début";25;0,2948;-0,2948
"ligne";13;0,2257;-0,2257
"benjamin";14;0,2063;-0,2063
"ressembler";10;0,3003;-0,3003
"quelque";39;0,5772;-0,5772
"protéger";106;-0,3695;0,3695
"reposer";10;1,5957;-1,5957
"justement";38;0,3243;-0,3243
"dossier";14;0,6178;-0,6178
"sûr";52;0,8729;-0,8729
"fameux";18;0,9354;-0,9354
"epstein";18;-0,1823;0,1823
"où";191;-0,9994;0,9994
"emji_pouce_vers_le_haut_peau_claire";10;0,3003;-0,3003
"partie";62;-0,6876;0,6876
"agent";12;0,7201;-0,7201
"certainement";12;0,7201;-0,7201
"emji_homme_qui_hausse_les_épaules_peau_légèrement_mate";23;0,3345;-0,3345
"corrompre";29;0,8972;-0,8972
"capable";11;0,2722;-0,2722
"ami";22;-0,2517;0,2517
"religieux";25;0,2948;-0,2948
"emji_main_qui_écrit";12;0,7201;-0,7201
"dessus";27;0,5675;-0,5675
"silence";35;1,0834;-1,0834
"cirque";11;0,2722;-0,2722
"enquête";42;-0,6629;0,6629
"sûrement";21;-0,2338;0,2338
"oublier";69;0,3039;-0,3039
"garder";23;-0,2699;0,2699
"onu";105;-1,6026;1,6026
"gros";26;1,0309;-1,0309
"trafiquant";26;-0,3265;0,3265
"utile";12;0,2475;-0,2475
"bravo";94;1,0031;-1,0031
"réel";15;-0,1347;0,1347
"fuir";14;0,2063;-0,2063
"tomber";22;0,7434;-0,7434
"véritable";19;-0,1991;0,1991
"info";35;-0,5098;0,5098
"contrairement";18;0,9354;-0,9354
"haine";80;-0,6839;0,6839
"désarmer";17;0,4981;-0,4981
"fou";30;0,8573;-0,8573
"retrouver";25;-0,3074;0,3074
"entre";129;-0,3025;0,3025
"probablement";10;0,3003;-0,3003
"allié";20;0,8323;-0,8323
"déni";15;1,1252;-1,1252
"journaliste";57;-0,594;0,594
"situation";69;-0,8242;0,8242
"dangereux";15;0,5741;-0,5741
"ds";18;0,4649;-0,4649
"vieux";24;1,7046;-1,7046
"mentir";14;0,2063;-0,2063
"vérité";17;0,4981;-0,4981
"punir";19;0,8819;-0,8819
"résolution";17;-0,166;0,166
"plaire";11;0,2722;-0,2722
"confondre";16;-0,1501;0,1501
"propre";33;-0,2098;0,2098
"parole";36;0,3583;-0,3583
"acte";71;-0,5375;0,5375
"emji_visage_souriant_avec_yeux_rieurs";14;1,2006;-1,2006
"actuel";25;-0,3074;0,3074
"dénoncer";75;-0,6012;0,6012
"titre";18;-0,1823;0,1823
"espérer";46;-0,4027;0,4027
"enfin";56;-0,9883;0,9883
"octobre";82;-1,0926;1,0926
"4";30;-0,172;0,172
"sommet";13;0,6662;-0,6662
"3";44;0,2412;-0,2412
"africain";11;0,7806;-0,7806
"raciste";19;-0,1991;0,1991
"sous";124;-0,2627;0,2627
"occupation";33;0,4166;-0,4166
"suite";34;0,3961;-0,3961
"meme";23;0,3345;-0,3345
"congo";69;0,7458;-0,7458
"cours";33;-0,2098;0,2098
"école";18;-0,1823;0,1823
"prisonnier";97;-1,421;1,421
"jeu";13;1,2838;-1,2838
"originaire";11;0,2722;-0,2722
"2000";31;-0,4261;0,4261
"90";11;0,2722;-0,2722
"emji_visage_roulant_des_yeux";39;0,928;-0,928
"jusqu_à";36;-0,2505;0,2505
"visage";46;-0,4027;0,4027
"reconnaissance";22;-0,2517;0,2517
"avis";30;-0,172;0,172
"parce_que";160;-1,0836;1,0836
"nul";10;0,3003;-0,3003
"emji_se_rouler_par_terre_de_rire";70;0,4824;-0,4824
"mériter";43;0,2534;-0,2534
"cet";57;0,4739;-0,4739
"etat";47;-0,2136;0,2136
"ailleurs";80;0,3461;-0,3461
"absolument";29;0,2303;-0,2303
"dictature";33;-0,4676;0,4676
"sensé";12;0,2475;-0,2475
"démocratie";111;-1,259;1,259
"régime";33;-0,4676;0,4676
"al";36;1,0419;-1,0419
"sortir";51;-0,8697;0,8697
"mensonge";48;-0,4358;0,4358
"opération";17;-0,166;0,166
"commercial";15;-0,1347;0,1347
"etait";14;0,2063;-0,2063
"rêve";10;0,8488;-0,8488
"solidarité";19;0,4345;-0,4345
"atrocité";14;0,6178;-0,6178
"coeur";20;0,4065;-0,4065
"matériel";23;-0,2699;0,2699
"commentaire";44;-0,3704;0,3704
"masqué";16;-0,1501;0,1501
"nord";17;1,6231;-1,6231
"public";59;-1,0606;1,0606
"cas";95;-0,9502;0,9502
"banque";14;1,2006;-1,2006
"pression";17;-0,166;0,166
"lever";10;0,3003;-0,3003
"afin";22;0,3567;-0,3567
"information";41;-0,6406;0,6406
"lier";13;0,2257;-0,2257
"compte";52;-0,5044;0,5044
"traiter";51;-0,487;0,487
"cour";18;-0,1823;0,1823
"pénal";16;0,5343;-0,5343
"créer";45;-0,7307;0,7307
"commission";14;0,2063;-0,2063
"argent";53;-0,522;0,522
"voler";54;-0,2963;0,2963
"nouveau";46;-0,4027;0,4027
"missile";21;0,7863;-0,7863
"construire";18;-0,1823;0,1823
"permettre";49;-0,4527;0,4527
"abri";11;0,2722;-0,2722
"population";127;0,3164;-0,3164
"bas";36;-0,5312;0,5312
"britannique";11;1,4792;-1,4792
"responsabilité";20;-0,2163;0,2163
"payer";69;-0,2981;0,2981
"grand";78;-0,4056;0,4056
"dizaine";28;-0,3656;0,3656
"rapport";42;0,8279;-0,8279
"kidnapper";28;-0,3656;0,3656
"marre";25;0,2948;-0,2948
"auto";10;1,5957;-1,5957
"charger";18;1,5371;-1,5371
"ministre";25;-0,3074;0,3074
"naître";23;0,3345;-0,3345
"bordel";11;0,2722;-0,2722
"lâcher";11;0,7806;-0,7806
"habitant";16;-0,1501;0,1501
"projet";12;0,2475;-0,2475
"descendre";11;0,2722;-0,2722
"organisation";47;0,4107;-0,4107
"emji_drapeau_suisse";33;-0,4676;0,4676
"romain";14;1,2006;-1,2006
"haut";15;-0,1347;0,1347
"ps";15;0,5741;-0,5741
"invasion";11;1,4792;-1,4792
"identité";13;0,6662;-0,6662
"mes";18;0,4649;-0,4649
"directement";26;0,2769;-0,2769
"désolé";12;0,7201;-0,7201
"relayer";15;-0,1347;0,1347
"2025";19;-0,1991;0,1991
"ceux";147;-0,327;0,327
"reportage";10;0,8488;-0,8488
"voix";24;0,6661;-0,6661
"certain";14;0,2063;-0,2063
"vidéo";45;-0,192;0,192
"ben";48;0,3937;-0,3937
"suivre";40;0,2937;-0,2937
"liste";15;-0,1347;0,1347
"trois";11;0,7806;-0,7806
"toucher";16;0,5343;-0,5343
"jusqu";14;0,2063;-0,2063
"humanité";71;0,9889;-0,9889
"recommencer";11;0,2722;-0,2722
"tiens";15;0,5741;-0,5741
"remettre";20;-0,2163;0,2163
"menacer";11;0,2722;-0,2722
"tolérance";16;-0,1501;0,1501
"dirigeant";25;0,6311;-0,6311
"problème";93;-1,3317;1,3317
"national";15;-0,1347;0,1347
"exterminer";24;-0,2885;0,2885
"islamiste";94;-0,6268;0,6268
"heure";34;-0,4886;0,4886
"affirmer";27;0,2603;-0,2603
"considérer";22;-0,2517;0,2517
"planète";12;1,3761;-1,3761
"saccager";15;0,5741;-0,5741
"extermination";35;-0,5098;0,5098
"inutile";13;0,2257;-0,2257
"prévoir";17;-0,166;0,166
"inquiéter";17;-0,166;0,166
"famine";23;-0,2699;0,2699
"25";14;0,2063;-0,2063
"moitié";13;0,2257;-0,2257
"black";46;0,7123;-0,7123
"soutien";109;-1,6949;1,6949
"sol";15;0,5741;-0,5741
"massacrer";52;-0,2716;0,2716
"piller";13;0,2257;-0,2257
"ressource";19;-0,1991;0,1991
"certains";70;-0,3094;0,3094
"famille";67;-1,2569;1,2569
"assez";41;0,2796;-0,2796
"triste";28;-0,3656;0,3656
"retourner";25;-0,3074;0,3074
"valeur";34;-0,2231;0,2231
"marier";13;0,2257;-0,2257
"lieu";65;-0,4466;0,4466
"ceci";18;-0,1823;0,1823
"niveau";15;-0,1347;0,1347
"moment";75;0,4088;-0,4088
"jeune";23;-0,2699;0,2699
"pratiquer";14;0,2063;-0,2063
"témoin";11;0,2722;-0,2722
"contraire";37;-0,2646;0,2646
"évidemment";27;0,5675;-0,5675
"servir";64;-1,1827;1,1827
"imposer";17;-0,166;0,166
"exactement";28;-0,3656;0,3656
"bientôt";11;0,2722;-0,2722
"sanction";67;0,3274;-0,3274
"vérifier";10;0,3003;-0,3003
"blesser";21;-0,2338;0,2338
"sorte";15;-0,1347;0,1347
"complètement";34;-0,2231;0,2231
"balle";30;0,8573;-0,8573
"interdire";48;1,8583;-1,8583
"affamer";22;-0,2517;0,2517
"espere";10;1,5957;-1,5957
"etats";19;0,4345;-0,4345
"critique";15;-0,1347;0,1347
"décombre";10;0,3003;-0,3003
"là_bas";26;0,2769;-0,2769
"super";16;0,5343;-0,5343
"détourner";20;0,4065;-0,4065
"revenir";28;0,2448;-0,2448
"risque";21;1,3148;-1,3148
"accusation";17;-0,166;0,166
"attentat";38;0,6026;-0,6026
"voisin";21;-0,2338;0,2338
"direction";11;0,7806;-0,7806
"1947";13;0,2257;-0,2257
"etaient";11;1,4792;-1,4792
"origine";13;1,2838;-1,2838
"décidément";12;0,7201;-0,7201
"judée";17;-0,166;0,166
"manipuler";10;0,3003;-0,3003
"route";11;0,2722;-0,2722
"hasard";16;-0,1501;0,1501
"présent";11;0,2722;-0,2722
"exister";75;-0,3683;0,3683
"publication";10;0,3003;-0,3003
"force";81;0,3347;-0,3347
"comportement";13;0,2257;-0,2257
"pire";52;-0,5044;0,5044
"mourir";23;-0,2699;0,2699
"partager";21;0,3806;-0,3806
"torture";40;-0,3084;0,3084
"5";41;-0,6406;0,6406
"entrer";15;-0,1347;0,1347
"accuser";42;-0,3389;0,3389
"destruction";25;0,2948;-0,2948
"massif";14;0,6178;-0,6178
"donald";33;-0,4676;0,4676
"emji_mains_levées";28;-0,3656;0,3656
"signe";16;0,5343;-0,5343
"prôner";11;0,2722;-0,2722
"etre";11;0,7806;-0,7806
"loi";107;-1,6487;1,6487
"voter";20;-0,2163;0,2163
"or";23;-0,2699;0,2699
"confiance";18;-0,1823;0,1823
"remercier";20;-0,2163;0,2163
"policier";98;-1,4434;1,4434
"barbare";10;0,8488;-0,8488
"but";46;-0,4027;0,4027
"meurtrier";19;0,4345;-0,4345
"attaquer";70;-0,522;0,522
"autorité";79;-1,559;1,559
"vive";19;-0,1991;0,1991
"calme";12;0,2475;-0,2475
"égypte";32;-0,1969;0,1969
"20";52;-0,8932;0,8932
"présenter";17;-0,166;0,166
"choix";21;0,7863;-0,7863
"refuser";46;-0,7536;0,7536
"arrestation";17;-0,166;0,166
"brésil";28;0,5385;-0,5385
"déclencher";16;-0,1501;0,1501
"emji_visage_avec_un_sourire_malin";16;1,0564;-1,0564
"discours";24;0,3139;-0,3139
"dos";10;0,3003;-0,3003
"employer";13;1,2838;-1,2838
"barbarie";18;0,4649;-0,4649
"montrer";65;-0,7454;0,7454
"lacrymo";18;-0,1823;0,1823
"usage";13;0,2257;-0,2257
"apartheid";26;-0,3265;0,3265
"ensuite";33;-0,4676;0,4676
"main";30;-0,4057;0,4057
"colon";56;-0,5758;0,5758
"10";42;-0,6629;0,6629
"sortie";11;0,2722;-0,2722
