"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7";"classe 8"
"rester";1;0,028;0,72;0,785;1;1;1;1
"reportage";0;1;1;1;1;1;0,164;1
"présent";0,4;1;1;1;0,001;1;1;0,859
"piste";1;0;1;1;1;1;1;1
"oublier";1;0,002;1;1;0,023;1;1;1
"maison";1;1;1;1;1;1;0,022;0,117
"lausannois";1;0,317;1;0;1;1;1;1
"journaliste";0,4;1;1;0,785;1;1;1;0,008
"haut";0,23;1;0,114;1;1;1;1;0,645
"fêter";1;1;1;0,002;0;1;1;1
"droit";1;1;0,072;1;1;1;0,001;1
"dernier";1;1;1;0,785;1;0,021;0,008;1
"course";1;1;1;0,031;1;1;1;0,004
"couper";0;1;1;1;0,949;1;0,832;1
"conseil";1;1;1;1;1;1;0;0,532
"compte";0;1;1;1;0,684;1;1;1
"commencer";0,814;1;0,652;0,696;1;0,575;0,47;1
"art";1;1;1;0,416;0,049;0,782;1;1
"appeler";0;1;1;1;1;1;0,538;1
"animal";0;1;1;1;1;1;0,832;1
"événement";0;1;1;1;1;1;1;1
"sortir";1;1;1;0,881;1;0,21;0,014;1
"sembler";1;0,06;0,903;0,971;1;1;1;0,145
"santé";1;0,156;0,522;1;0,417;1;1;0,645
"saison";0,96;0;1;1;0,152;1;1;1
"saint";0,312;1;1;0,002;1;1;1;1
"plateau";1;1;0,813;0,01;0,203;1;1;1
"jeunesse";1;0,959;0,038;0,266;0,597;1;1;1
"froid";1;0,002;1;1;0;1;1;1
"fille";0,312;0,887;0,622;1;1;1;1;0,243
"face";1;0,887;0;0,684;1;0,518;1;1
"comédien";0;1;1;0,881;1;1;1;1
"coeur";1;1;1;1;1;1;1;0
"automne";0;1;1;1;1;1;1;1
"témoignage";0,054;0,533;1;1;1;1;0,723;0,305
"tsr";1;1;1;1;1;1;0;1
"terre";1;0,887;0,622;0,684;1;0,001;1;1
"soirée";0,617;0,723;1;0,472;0,328;1;1;1
"simple";0,066;1;1;1;1;0,113;0,382;1
"rêve";1;0,317;0,813;1;1;0,034;0,124;1
"revenir";0;1;1;0,266;1;1;1;1
"rendre";1;0,26;1;0,785;1;0;1;1
"quotidien";0,099;1;1;1;0,949;0,959;0,832;1
"mois";1;1;1;1;1;0,172;0;1
"manquer";1;0;1;1;1;1;1;0,07
"lac";0,738;0,009;1;1;1;0,426;1;1
"corps";1;1;1;1;1;1;1;0
"choisir";0,148;0,317;1;1;1;1;1;0,016
"chat";1;1;1;1;1;0,959;0;1
"chanson";1;0,723;1;0,472;1;1;0;1
"canton";0,852;1;1;0,199;1;1;0,382;0,243
"adepte";1;1;1;0,684;0,507;1;1;0,004
"vraiment";1;1;1;1;0,02;1;0,008;1
"vieux";0,23;1;0,522;1;1;1;1;0,024
"témoigner";0,312;1;1;0,684;1;1;1;0,004
"train";1;1;1;0,141;1;0,006;0,306;1
"spécial";0;0,887;1;1;1;1;0,382;1
"seul";1;1;1;1;1;0,001;0,061;1
"servir";1;1;1;0,847;1;0,718;0;1
"semaine";1;1;0,002;1;1;1;0,47;0,745
"romands";0,96;0,959;0,003;0,785;1;1;0,46;1
"recette";0,039;0,808;1;0,141;1;1;1;1
"projection";0;1;1;1;1;1;1;1
"permettre";1;1;1;0,002;1;0,518;1;1
"ouvrir";0,738;1;1;1;0;1;1;1
"nature";0,099;1;1;1;1;0,959;0,832;0,07
"mort";0,738;1;1;1;1;0;1;1
"montagne";0,852;0,206;1;1;1;1;0,382;0,755
"moment";1;0,533;1;0,98;1;0;1;1
"lundi";1;0,103;1;1;0,246;1;0,186;1
"long";0,23;1;1;1;0,417;0,426;1;1
"liberté";1;1;1;0,262;1;0;1;1
"inviter";0,003;1;0,931;1;1;1;0,723;1
"hiver";1;0;1;1;1;1;1;1
"fribourg";0,738;1;0,522;0,141;0,072;1;1;1
"florilège";1;0,723;0;1;1;1;1;1
"film";0,003;1;1;1;0,072;1;1;1
"feu";1;0,206;1;0,684;1;0,012;1;1
"fan";0,23;1;1;0,001;1;1;1;1
"esprit";0,493;1;1;0,365;1;0,959;1;0,417
"drôle";0,02;1;0,42;1;1;0,337;1;1
"cuisine";0,852;1;1;0,684;1;1;1;0
"changer";0,066;1;1;0,031;1;1;1;1
"chance";1;1;1;1;1;0,718;0;1
"carrière";0;0,887;1;1;1;1;1;1
"bonheur";1;0,887;1;1;1;0,518;1;0
"attendre";1;1;0,012;1;1;0,426;1;0,175
"adolescent";0,015;1;0,72;1;1;1;0,089;1
"époque";0;1;1;1;0,328;1;1;1
"vélomoteur";0,738;1;1;0;1;1;1;1
"style";0,158;0,005;1;1;1;1;1;0,117
"route";1;0,887;1;0,199;0,011;1;1;1
"regard";0,02;0,111;1;1;1;1;1;1
"rassembler";1;1;1;0,001;1;1;1;0,024
"programme";0,493;1;1;0,053;0,244;1;0,832;1
"profiter";1;1;1;1;1;0,337;0,001;1
"prix";0,099;0,631;1;0,365;1;0,959;1;1
"parent";1;0,887;0;1;1;1;1;1
"oeil";0,852;1;1;0,031;0;1;1;1
"nuit";1;0,533;1;1;0;1;0,723;1
"mondial";1;1;1;1;0,949;0,025;0,011;1
"jouer";1;0,631;0,041;1;0,023;1;1;1
"international";1;1;1;1;0,507;1;0;1
"image";0;1;1;1;1;1;1;1
"helvétique";0,23;1;1;1;0,072;1;1;0,645
"fou";0,369;1;1;0,262;0,166;0,845;1;1
"créer";0,617;0,723;1;1;1;1;0,001;1
"cours";0,738;1;0;1;1;1;1;1
"chien";1;1;0;1;1;1;1;0,07
"chanter";0,369;1;1;0,98;0,836;0,172;0,723;1
"cas";1;0;0,022;1;1;1;1;1
"émotion";0,617;1;1;1;0,002;0,337;1;1
"âgé";0,003;1;0,114;1;1;1;1;1
"vrai";0,493;1;1;1;0,949;0,25;0,011;1
"valaisan";0,001;0,723;1;1;1;1;1;0,532
"val";0,369;1;1;1;0,836;0,845;0,108;1
"soir";1;1;1;0;1;1;1;1
"société";1;1;1;1;1;0;1;1
"salle";1;1;1;0,092;0,328;1;0,233;1
"rêver";0,738;1;0,012;1;0,005;1;1;1
"répondre";1;1;0;1;1;1;1;1
"retraite";0,617;1;1;1;0,328;1;0,931;0,532
"préférer";1;1;1;1;1;1;1;0
"offrir";1;0,808;1;0,001;1;1;1;0,645
"occuper";0,617;1;1;1;1;0,337;0,001;1
"nouvelle";0,003;0,533;1;0,98;1;1;1;1
"national";0,629;1;1;0,037;0,411;1;1;1
"milieu";1;0;1;1;1;1;1;1
"lever";1;1;1;0,037;0,017;1;1;1
"journal";0,972;1;0,8;1;1;0,104;1;0,201
"installer";1;0,723;0,072;1;1;1;0,233;1
"génération";0,158;0;1;1;1;1;1;1
"glisser";1;0;1;1;1;1;1;1
"garçon";0,02;1;1;1;1;1;1;0,117
"fédéral";0,814;1;1;0,696;0,567;1;1;0,113
"fondue";1;1;1;0,003;1;0,959;0,832;1
"exister";0,158;1;0,42;1;1;0,337;0,931;1
"envie";0,493;0,631;0,321;1;0,949;1;0,832;1
"difficile";1;0,533;0,931;1;0,836;0,011;0,723;1
"concours";0,23;0,808;1;1;1;0,075;0,306;1
"compagnie";0,017;1;1;1;1;0,251;1;1
"claude";0,02;1;1;1;1;0,046;0,233;1
"classe";1;1;0;1;1;1;0,723;1
"chaussette";0,25;1;0;1;1;1;1;1
"caméra";0,369;1;0,931;1;1;1;1;0,002
"cadeau";1;1;1;0,365;0,001;0,959;1;1
"bel";0,099;1;1;1;0,949;0,001;1;1
"arrêter";0,738;1;1;1;0;1;1;1
"air";1;0,156;1;1;0,417;1;1;0,645
"éviter";1;1;0,02;0,262;1;1;0,723;1
"écolier";1;0,005;0,005;1;1;1;0,931;1
"véritable";1;0,427;0,143;1;1;0,718;1;0,201
"tv";0,054;1;0,227;1;1;1;0,108;1
"travailler";1;0,111;0,42;1;1;1;0,931;0,532
"table";1;1;1;0;1;0,845;1;1
"succès";1;0,073;1;1;0,001;0,959;0,832;1
"solution";1;1;0;1;1;1;1;1
"siècle";0,972;1;0,8;1;0,709;1;1;0,015
"salon";1;0,723;0,005;1;1;1;0,233;1
"réussir";1;1;0,652;0,092;1;0,575;1;0,745
"réalisateur";0;1;1;1;1;1;1;1
"rouge";1;0,005;1;0;1;1;1;1
"roi";1;0,631;1;0,365;1;0,001;1;1
"repos";1;0,103;1;1;1;1;0,186;0,367
"rencontrer";0,02;1;1;1;1;1;1;0,532
"père";1;1;0;1;1;1;1;1
"près_de";0,02;0,723;1;1;1;1;1;0,532
"peur";0,024;0,427;0,8;1;1;0,718;1;1
"passant";1;1;0,42;1;1;1;1;0,001
"passage";1;1;1;0,98;0,01;0,172;0,723;1
"pari";0,972;1;1;0,847;1;1;0;1
"mythique";0,814;1;1;0,696;1;1;0;1
"montreux";1;0,206;1;1;0,411;0,418;0,329;1
"masculin";0,25;1;1;1;0;1;1;1
"marier";0,158;1;0,072;1;1;1;0,931;1
"manger";1;1;1;0,053;1;0,959;0,166;1
"main";0,493;1;0,041;1;1;1;1;0,417
"juin";0,158;1;1;1;0,044;1;0,931;1
"invention";0,007;1;0,075;1;1;1;1;1
"idée";1;0,111;1;0,092;0,328;1;1;1
"humour";0,001;1;1;1;1;0,718;0,602;1
"htag_été";1;0;1;1;1;1;1;0,005
"féminin";1;1;0,652;1;0,05;0,575;1;0,745
"fromage";0,814;1;0,652;0,696;0,05;1;1;1
"football";0,629;1;1;1;0,411;1;0,329;0,567
"finir";1;1;1;1;0,949;0,025;0,832;0,07
"expérience";0,617;1;1;0,008;1;1;1;0,532
"décembre";0,024;1;0,8;1;1;0,718;0,602;1
"document";0;1;1;1;1;1;1;1
"couple";0,369;1;0,931;1;1;1;1;0,002
"commun";0,617;1;1;0;1;1;0,931;1
"club";1;1;0,931;0,262;1;0;1;1
"chemin";1;1;1;0,003;0,023;1;0,832;1
"avion";0;1;1;1;1;1;1;1
"appétit";1;0,723;1;0;1;1;1;1
"apprendre";1;1;0;1;0,949;1;1;1
"ami";1;0,073;0,321;1;1;0,959;0,832;0,417
"accent";0,25;1;1;1;1;0,004;0,602;1
"abri";1;1;0,8;1;0,1;0,004;1;1
"épisode";0,629;1;1;0;1;1;1;1
"écouter";1;1;1;1;0,949;1;0;1
"vert";0,146;1;1;0,092;1;1;1;0,745
"téléspectateur";0,972;1;1;0,011;1;1;0,061;1
"téléphone";1;1;1;0,523;0;1;1;1
"tromper";0,972;1;0,143;0,847;0,709;0,718;1;1
"travers";0,972;1;1;0,011;0,709;1;1;0,9
"tell";0,417;1;0,302;0,332;1;1;1;1
"sourire";0,972;0,427;1;1;1;0,004;1;0,9
"réunir";1;1;1;0,053;0,949;0,25;1;1
"record";1;0,073;0;1;1;1;1;1
"rappeler";1;1;1;1;1;0,418;0,329;0,048
"portrait";0,003;1;0,931;1;1;1;0,723;1
"porter";0,814;0;1;1;1;1;1;1
"pire";1;1;0;1;0,949;1;0,832;1
"pied";1;0,427;1;0,847;1;1;1;0
"physique";1;0,002;1;1;0,949;1;1;0,417
"penser";1;1;0,001;0,98;1;1;1;1
"pain";1;1;0,931;0,98;1;0,845;1;0,036
"olympique";1;1;1;0,332;0,003;1;1;1
"obligatoire";0,972;1;0,007;1;1;0,104;1;1
"naître";0,024;1;1;1;1;0,104;1;0,9
"ménager";1;1;0,8;1;1;1;1;0
"musical";1;1;1;1;1;1;0;1
"minute";0,972;1;0,8;0,169;1;0,104;1;1
"michel";0,972;1;1;1;0,004;0,718;1;0,9
"mariage";0,972;1;0;1;1;1;1;0,9
"manière";0,814;1;1;1;0;1;1;1
"légendaire";0,972;0,427;1;0,847;0,1;0,718;1;1
"look";1;0;1;1;1;1;1;1
"lieu";0;1;1;1;0,244;1;1;1
"jouet";1;1;1;1;0,411;1;0,329;0,048
"jacques";0,003;1;1;0,98;1;0,845;0,723;1
"incontournable";1;0,631;1;1;1;0,959;0,832;0,005
"important";1;1;1;0,365;0,001;0,959;0,832;1
"hésiter";1;0,631;1;1;0,949;1;0;1
"guerre";1;0,631;1;1;0;1;0,832;1
"franc";1;1;0,8;1;1;0,718;0;1
"fond";1;0;1;1;1;1;0,832;1
"entier";0;1;1;1;1;1;1;1
"dieu";1;0,021;0,143;1;1;1;1;0,201
"coup";1;1;1;0;1;0,959;1;1
"comprendre";1;1;1;0,003;0,949;1;0,166;1
"cheveu";0;1;0,8;1;1;1;1;1
"championnat";1;1;1;0,262;0,836;0;1;1
"carte";1;1;1;1;0,246;0,251;1;0,367
"café";1;1;1;0;0,836;0,845;1;1
"bois";1;0,021;1;0,847;1;1;1;0,015
"bernard";0,009;1;1;1;1;0,959;0,011;1
"bain";1;0,002;1;1;1;0,959;0,166;1
"aventure";1;1;1;0,001;1;0,845;0,723;1
"artiste";1;1;1;1;0,1;1;0;1
"arriver";0,493;1;1;1;0,001;0,959;1;1
"annonce";0,972;1;1;0,847;0,709;0,718;1;0,201
"étape";1;0,103;1;1;1;0,251;0,186;1
"élève";1;1;0;1;1;1;1;1
"également";1;1;0,931;0,98;0,836;1;0,723;0,305
"édition";1;1;1;0,523;0,411;0,418;0,329;1
"vendredi";1;1;1;0;1;1;1;1
"vaud";0,972;1;0,8;0,847;1;1;0,602;0,201
"vache";0,024;0,427;1;0,847;1;1;0,602;1
"transport";0,972;1;1;0;1;1;1;1
"tradition";0,369;1;1;0,98;0,166;0,172;1;1
"technique";0,814;1;1;0,696;0,567;0,052;1;1
"station";0,814;0,008;1;0,696;1;1;0,47;1
"sportif";1;1;1;0;1;0,172;1;1
"souhaiter";0,814;0,317;1;1;1;0,052;1;0,745
"soldat";0,146;1;0,652;1;1;0,052;1;1
"soigner";1;1;1;0,262;0;1;1;1
"simplement";1;1;1;0,332;0,003;1;1;1
"sexe";1;1;0,001;1;1;1;1;0,305
"sensible";0,065;1;0,484;1;1;0,418;1;1
"scolaire";1;0;0,652;1;1;1;1;1
"réaction";0,25;1;0,8;0,847;1;1;0,061;1
"retraité";0,25;1;1;1;0,004;1;0,602;1
"pêcheur";0,065;1;0,484;1;1;0,418;1;1
"préparer";1;1;1;0;1;0,718;1;0,9
"profession";0,814;1;0,075;1;1;0,575;0,47;1
"postal";1;1;0,652;1;0,567;0,575;0,47;0,745
"plante";0,25;1;1;1;1;0,104;0,602;0,9
"pilote";0,017;1;1;1;1;1;0,186;1
"philippe";0;1;1;1;1;0,845;0,723;1
"paysan";0,25;0,427;1;1;1;0,718;1;0,201
"partie";1;1;0,484;1;0,411;1;0,329;0,567
"particulier";1;0,001;1;0,98;0,836;1;1;1
"participer";0;1;0,227;1;1;1;1;1
"parcourir";1;1;1;1;1;0,011;0,004;1
"novembre";0,146;1;1;1;1;0,575;0,028;1
"ménage";1;1;0,143;1;1;1;1;0
"mémoire";0;1;0,931;1;1;1;1;1
"médecin";0,369;1;1;1;1;0,845;1;0,002
"mère";0,972;1;0,8;0,011;1;1;1;0,9
"montrer";0,814;1;1;1;1;0;1;1
"léman";1;0;1;1;0,166;1;1;1
"légende";0,001;1;1;1;1;1;1;0,567
"livre";0,017;1;1;1;1;0,251;1;1
"joyeux";0,25;0,427;1;1;1;0,718;0,061;1
"joueur";0,017;1;1;1;1;0,251;1;1
"joie";1;0,427;1;1;1;1;0,602;0
"jardin";1;1;0,652;0,092;1;0,052;1;1
"interroger";1;1;0,075;0,696;0,05;1;1;1
"hippie";0,017;1;1;1;1;1;1;0,367
"habitant";0,054;1;1;0,98;0,836;1;1;0,305
"genevoise";0,369;1;1;1;0,836;0,011;0,723;1
"gagner";0,146;1;1;1;1;1;0,028;0,745
"fils";0;0,533;1;1;1;1;1;1
"exprimer";0,024;1;0,8;1;1;0,718;1;0,9
"entourer";0,024;0,427;0,8;1;0,709;1;1;1
"enthousiasme";0,629;1;1;0,523;0,411;1;1;0,567
"décennie";0,417;1;1;1;1;1;0,001;1
"doute";0,417;1;1;1;0,246;1;0,186;1
"dos";1;0,206;0,484;1;0,411;1;1;0,567
"demander";1;1;0,001;0,98;0,836;0,845;1;1
"côté";1;1;1;0;1;1;1;1
"crème";1;1;0,484;0,037;1;1;1;0,567
"courage";1;0,021;1;0,169;1;1;1;0,201
"couleur";0,146;1;1;1;1;0,575;0,47;0,745
"cochon";1;1;0,484;1;1;0,418;1;0,048
"cher";1;1;1;0,001;1;0,172;1;1
"chanteur";0,369;1;1;0,262;0,836;0,845;0,723;1
"campagne";0,25;1;1;0,847;0,709;1;0,061;1
"bras";1;1;0,931;1;1;0;1;1
"boîte";1;0,533;0,227;0,98;0,836;1;0,723;1
"beauté";0,25;1;0,8;0,847;0,709;1;0,602;1
"atteindre";1;0,043;0,227;1;0,836;0,845;1;1
"argent";0,007;1;1;1;1;0,575;0,47;1
"animer";0,369;1;1;0,262;0,166;1;0,723;1
"ancien";0,25;0,427;1;0,847;0,1;1;1;1
"alpage";0,146;1;1;0,092;0,567;1;1;1
"alcool";0,629;1;0,484;0,523;1;1;1;0,567
"affaire";0,972;1;0,143;0,169;1;0,718;1;1
"accueillir";0,369;1;1;0,262;0,01;1;1;1
"état";0,814;1;1;0,696;0,567;0,575;1;0,745
"écran";0,001;1;0,8;1;0,709;1;1;1
"échapper";0,25;0,427;1;1;1;0,718;0,602;0,9
"âme";1;1;1;1;0,246;0,251;1;0,367
"volant";1;1;1;1;1;0,003;0,186;1
"veille";1;1;1;0;1;1;1;1
"vallée";0,629;0,206;1;1;0,411;1;1;0,567
"vague";0,024;1;1;0,847;1;1;0,602;0,9
"urbain";1;0,008;1;1;0,567;0,052;1;1
"traditionnel";0,25;0,021;1;0,847;1;1;0,602;1
"tomber";1;1;1;1;1;0,004;0,602;0,201
"tenter";1;0,317;0,652;1;0,05;1;1;0,745
"tabac";1;1;0,143;1;0,1;1;0,061;1
"sûr";0,814;1;1;0,003;0,567;1;1;1
"sécurité";0,814;1;0,652;1;1;0,575;0,028;1
"sortie";1;0,427;0,8;1;0,709;0,104;0,602;1
"sirène";0,417;1;1;1;1;0,251;0,186;1
"signe";1;1;1;1;1;1;0,028;0,004
"sexuel";0,972;1;0;1;1;1;1;0,9
"sexualité";0,814;1;0,002;1;1;0,575;1;1
"seulement";1;1;1;0,332;0,003;1;1;1
"réaliser";0,25;1;0,8;1;1;0,718;0,602;0,9
"règle";0,814;1;1;0,696;1;0,052;1;0,745
"revoir";0,007;1;1;0,696;1;0,575;1;1
"retourner";0;1;1;1;1;0,575;1;1
"remonter";0,417;1;1;1;0,246;0,251;1;1
"président";0,972;1;1;0,847;0,004;0,718;1;1
"professeur";0,972;1;0,143;0,847;1;1;1;0,201
"preuve";1;1;1;1;1;1;1;0
"poser";1;1;0,075;0,696;1;0,575;1;0,745
"porte";0,972;0,021;0,143;1;0,709;1;1;1
"plage";0,814;1;1;1;1;1;1;0
"pierre";0,972;1;1;1;1;0,718;1;0
"phénomène";1;1;0,484;0,523;1;0,418;1;0,567
"parole";0,972;1;0,8;1;1;1;1;0
"paraître";1;1;1;0,037;0,411;1;1;0,567
"paix";0,417;0,103;1;1;1;1;0,186;1
"organiser";1;0,427;1;1;0;1;1;0,9
"oeuvre";1;0,103;1;1;1;1;0,186;0,367
"nu";1;1;1;1;1;1;0,47;0
"notamment";1;1;1;0,847;0,709;0,718;0,001;1
"neuchâtel";0,814;1;0,075;1;1;0,052;1;1
"méthode";1;0,317;0,652;0,696;1;1;0,028;1
"moyen";1;1;1;0;1;1;1;0,745
"mouvement";0,007;1;0,652;1;1;1;0,47;1
"moniteur";1;0;1;1;0,567;1;1;1
"militaire";0,972;1;0,143;1;1;0,718;0,602;0,9
"micro";0,25;1;1;1;1;0,104;0,061;1
"message";1;1;0,8;1;0,709;0,104;1;0,201
"menu";0,814;1;1;0;1;1;1;1
"martin";1;1;1;0;1;1;1;1
"marquer";0;0,317;1;1;1;1;1;1
"mari";1;1;0,075;0,696;1;1;0,47;0,745
"malade";0,972;1;1;0,011;0,709;1;1;0,9
"maillot";1;0;1;1;1;1;0,47;1
"mai";0,417;1;0,302;1;1;0,251;1;1
"magasin";0,972;1;0,8;0,847;1;1;0,602;0,201
"langue";0,024;0,427;1;1;0,709;1;0,602;1
"kilomètre";1;0,008;1;0,092;0,567;1;1;1
"internet";1;1;1;1;1;0,251;0,001;1
"inspirer";1;1;0,652;0,696;0,567;0,575;1;0,745
"info";0;1;1;0,847;1;1;1;1
"incroyable";0,814;1;1;0,696;0,001;1;1;1
"importer";1;1;0,484;1;0,017;0,418;1;1
"immense";0,417;1;1;1;0,246;0,251;1;1
"heureux";1;0,427;1;1;1;0,104;0,061;0,9
"heureusement";0,629;1;1;0,523;1;0,418;1;0,567
"henriette";1;1;0,006;1;1;1;1;0,367
"goût";0,972;1;0,8;0,847;0,709;1;0,602;0,9
"genre";0,25;0,427;1;1;0,1;0,718;1;1
"garder";0,814;1;0,652;1;1;0,575;0,028;1
"fumer";1;1;1;1;0,004;0,004;1;1
"françois";0,25;1;1;0,847;1;1;0,061;0,9
"france";1;1;0,484;0,037;1;1;0,329;1
"filmer";0;1;1;1;0,567;1;1;1
"figure";0,024;0,021;1;0,847;1;1;1;1
"façon";0,972;0,427;1;1;1;0;1;1
"fameux";0,25;1;1;0,169;0,1;1;1;1
"facile";1;1;1;1;1;0;1;1
"fabrication";1;1;1;0;0,709;1;0,602;1
"expliquer";0,024;1;1;1;0,1;0,718;1;1
"explication";0,972;1;0,143;1;1;0,104;1;0,9
"exercice";1;1;1;0,523;1;1;1;0,001
"essayer";1;0;1;1;1;1;0,47;1
"entendre";0,25;1;1;1;1;1;0;1
"démonstration";1;1;0,8;0,847;0,1;0,718;1;0,9
"démarrer";0,629;0,206;1;1;1;1;1;0,048
"draguer";1;0;1;1;1;1;1;1
"dossier";0;1;1;1;1;1;1;1
"discipline";0,814;1;0,652;1;0,05;1;1;0,745
"célèbre";1;1;0,8;0;0,709;1;1;1
