"";"X.rts_a";"X.rts_i"
"habitant";0,18;0,22
"turquie";0,06;0,03
"toute";0,64;0,78
"us";0,07;0,14
"quelques";0,42;0,36
"année";1,73;1,14
"incroyable";0,31;0,12
"emji_coeur_rouge";0,67;0,12
"merci";0,88;0,64
"permettre";0,56;0,75
"mettre";1,64;1,5
"lien";0,12;0,22
"concerner";0,12;0,35
"mes";0,73;0,36
"fils";0,14;0,02
"fou";0,14;0,1
"souvenir";1;0,06
"archive";0,29;0
"haha";0,18;0,02
"mort";0,31;0,2
"chaud";0,11;0,05
"ville";1,13;0,75
"emji_visage_avec_bouche_ouverte";0,56;0,17
"mon";1,5;0,76
"partie";0,55;0,64
"monter";0,19;0,17
"jusqu_au";0,12;0,04
"bord";0,08;0,04
"lac";0,07;0,04
"temps";1,27;0,91
"eux";0,5;0,86
"penser";0,73;0,99
"réchauffement";0,21;0,16
"climatique";0,33;0,39
"tête";0,23;0,18
"nourrir";0,14;0,08
"soigner";0,21;0,17
"intéressant";0,15;0,14
"voir";2,5;2,34
"vidéo";0,35;0,06
"celui";0,3;0,16
"choisir";0,12;0,21
"essence";0,12;0,06
"assez";0,57;0,56
"électrique";0,2;0,11
"non";2,17;2,46
"battre";0,19;0,12
"déjà";1,45;1,76
"écologie";0,11;0,09
"multinationale";0,07;0,08
"gouvernement";0,12;0,23
"vélo";0,4;0,3
"toujours";1,72;1,13
"exister";0,66;0,39
"aujourd_hui";2,37;0,34
"respecter";0,23;0,29
"nature";0,15;0,07
"surtout";0,95;0,84
"où";1,44;1,36
"employer";0,02;0,05
"difficulté";0,07;0,1
"étranger";0,31;0,53
"travailler";0,86;1,09
"responsable";0,24;0,21
"donner";0,73;0,84
"billet";0,17;0,35
"par";4,01;4,66
"au";5,03;4,47
"remarquer";0,08;0,04
"style";0,07;0,02
"planter";0,18;0,04
"bâton";0,17;0,04
"inclure";0,05;0,03
"mtn";0,12;0,02
"niveau";0,52;0,58
"bien";4,01;3,44
"élevé";0,21;0,22
"emji_visage_faisant_un_clin_d_oeil";0,95;0,32
"logique";0,15;0,29
"inventer";0,21;0,03
"autres";1,21;1,62
"pouvoir";3,38;4,22
"richesse";0,19;0,27
"sa";1,16;0,9
"perte";0,19;0,24
"autre";0,73;0,9
"enrichir";0,06;0,14
"immigration";0,13;0,18
"malgré";0,15;0,13
"cela";1,05;1,31
"arriver";0,45;0,57
"vraiment";0,66;0,82
"européen";0,21;0,32
"situer";0,06;0,07
"coeur";0,25;0,09
"te";0,58;0,53
"prêt";0,39;0,13
"fin";0,19;0,28
"80";0,4;0,17
"grimper";0,05;0,02
"pilier";0,07;0,07
"pont";0,05;0,04
"mur";0,13;0,06
"fribourg";0,17;0,11
"encore";1,98;1,59
"artificiel";0,07;0,02
"falloir";2,2;2,71
"donc";1,44;2,43
"son";1,45;1,29
"point";0,36;0,47
"faible";0,02;0,16
"quantité";0,14;0,14
"sucre";0,04;0,03
"juste";1,26;1,26
"chiffre";0,11;0,41
"entre";0,79;0,95
"1";0,85;0,92
"4000";0,01;0,04
"finalement";0,11;0,08
"simple";0,23;0,33
"efficace";0,17;0,11
"ton";0,44;0,47
"lui";0,74;0,41
"époque";1,6;0,12
"aller";3,13;4,09
"souvent";0,18;0,44
"vivre";0,95;0,8
"quel";0,83;0,56
"état";0,33;0,86
"devenir";1,02;0,94
"catastrophique";0,05;0,04
"empêcher";0,17;0,14
"normalement";0,04;0,04
"scandaleux";0,02;0,05
"tiers";0,07;0,03
"quelle";0,56;0,38
"horreur";0,04;0,04
"emji_visage_qui_pleure";1,18;0,66
"technique";0,33;0,07
"père";0,17;0,05
"m";1,1;0,7
"jeter";0,24;0,14
"bateau";0,11;0,11
"mer";0,12;0,05
"3";0,54;0,6
"an";1,97;1,08
"adorer";0,27;0,06
"eau";0,52;0,36
"mal";0,55;0,47
"premier";0,63;0,41
"faciliter";0,05;0,07
"musée";0,1;0,07
"site";0,18;0,15
"parc";0,1;0,07
"enfin";0,26;0,34
"quels";0,04;0,07
"rire";0,14;0,08
"souffrir";0,11;0,07
"co";0,1;0,07
"si";3,69;4,34
"fermer";0,24;0,17
"er";0,04;0,02
"limiter";0,1;0,13
"emji_feu";0,36;0,18
"beaucoup";1,07;1,23
"boulot";0,31;0,07
"mieux";0,76;0,9
"tu";2,92;2,47
"recherche";0,15;0,13
"fumée";0,11;0,06
"cigarette";0,12;0,09
"alcool";0,19;0,14
"mortel";0,06;0,07
"monsieur";0,36;0,08
"doux";0,1;0,02
"voilà";0,32;0,19
"drogue";0,14;0,18
"franc";1,12;0,35
"parler";1,23;1,74
"rarement";0,04;0,03
"chapeau";0,05;0,02
"bas";0,32;0,39
"tellement";0,74;0,3
"offrir";0,43;0,4
"sembler";0,25;0,24
"concurrence";0,15;0,07
"ma";0,88;0,38
"beauté";0,1;0,01
"naturel";0,17;0,1
"forêt";0,06;0,04
"montagne";0,26;0,09
"couvrir";0,05;0,11
"neige";0,18;0,08
"paysan";0,14;0,01
"humanité";0,17;0,07
"réjouir";0,04;0,06
"retrouver";0,27;0,28
"préféré";0,06;0,02
"passage";0,35;0,14
"secret";0,1;0,07
"mdr";0,18;0,16
"perdre";0,42;0,52
"maintenant";1,61;0,43
"savoir";2,36;1,53
"hors";0,21;0,18
"commun";0,21;0,24
"seulement";0,27;0,47
"entier";0,1;0,16
"sans";1,38;1,85
"aider";0,18;0,61
"million";0,31;1
"dépenser";0,17;0,25
"armée";0,14;0,31
"inutile";0,2;0,14
"couleur";0,05;0,03
"ta";0,27;0,27
"peau";0,15;0,04
"aucun";0,37;0,57
"fléau";0,12;0,03
"pauvre";0,5;0,44
"piéton";0,3;0,08
"elles";0,81;0,61
"presque";0,21;0,21
"rouler";0,57;0,23
"autoroute";0,17;0,18
"excellent";0,11;0,13
"gens";1,3;1,61
"victime";0,11;0,12
"10";0,69;0,56
"12";0,13;0,16
"pari";0,3;0,08
"25";0,19;0,13
"privé";0,14;0,38
"majeur";0,04;0,08
"vie";1,06;0,99
"compenser";0,02;0,08
"0";0,27;0,23
"émission";0,18;0,13
"co2";0,12;0,07
"heure";0,49;0,35
"grand";1,52;1,38
"homme";0,42;0,28
"revenir";0,56;0,74
"travail";1,13;1,51
"transport";0,38;0,35
"public";0,4;0,9
"lieu";0,51;0,51
"franchement";0,04;0,12
"dès";0,25;0,2
"direct";0,13;0,18
"racheter";0,08;0,02
"affaire";0,14;0,16
"moins";1,45;1,96
"cher";1,41;1,05
"écologique";0,18;0,13
"lorsque";0,1;0,13
"village";0,37;0,08
"seul";0,66;0,83
"moyen";0,48;0,73
"déplacement";0,06;0,06
"respect";0,14;0,07
"tant";0,37;0,59
"égalité";0,05;0,16
"salarial";0,08;0,07
"rente";0,06;0,06
"retraite";0,32;0,28
"combat";0,02;0,03
"continuer";0,35;0,59
"double";0,19;0,13
"journée";0,19;0,11
"lit";0,04;0,03
"21";0,06;0,04
"h";0,26;0,17
"épuiser";0,04;0,04
"reportage";0,24;0,06
"prendre";1,73;1,87
"nouvelle";0,08;0,23
"population";0,4;0,7
"colère";0,04;0,02
"survivre";0,07;0,1
"défendre";0,11;0,27
"conseil";0,08;0,24
"emji_visage_souriant_avec_yeux_en_forme_de_coeur";0,5;0,11
"regarder";0,39;0,41
"abe";0,05;0,02
"situation";0,14;0,27
"produit";0,57;0,45
"bio";0,14;0,13
"emji_visage_riant_aux_larmes";4,11;1,92
"bonjour";0,2;0,07
"notre";1,18;1,09
"rts";0,3;0,24
"ch";0,12;0,11
"pub";0,17;0,11
"ah";0,62;0,32
"accord";0,43;0,62
"croire";0,79;0,56
"madame";0,37;0,05
"fédéral";0,07;0,33
"jamais";1,38;0,93
"participer";0,11;0,17
"problème";0,74;1,41
"largement";0,11;0,17
"remplacer";0,21;0,17
"téléphone";0,21;0,12
"portable";0,08;0,02
"poids";0,18;0,08
"danger";0,13;0,17
"mental";0,12;0,06
"physique";0,07;0,31
"médecin";0,17;0,28
"tromper";0,07;0,04
"énorme";0,37;0,19
"cours";0,2;0,12
"base";0,14;0,33
"art";0,08;0,13
"plastique";0,75;0,12
"école";0,26;0,17
"patron";0,18;0,29
"obligation";0,06;0,12
"cantonal";0,07;0,08
"lever";0,07;0,02
"possible";0,49;0,41
"propre";0,29;0,27
"boîte";0,42;0,05
"production";0,15;0,14
"franchise";0,06;0,05
"changement";0,45;0,25
"avant";1,24;0,75
"industriel";0,17;0,09
"etc";0,94;0,89
"laisser";0,36;0,53
"s";2,55;2,87
"occuper";0,2;0,23
"preuve";0,1;0,1
"portugais";0,04;0,05
"spécialiste";0,07;0,05
"piquer";0,06;0,04
"quoi";0,98;1,12
"fr";0,13;0,05
"bosser";0,3;0,33
"pompe";0,08;0,01
"déchet";0,19;0,14
"hasard";0,08;0,06
"quitter";0,15;0,19
"dingue";0,08;0,03
"morale";0,04;0,05
"elon";0,04;0,03
"job";0,14;0,17
"carton";0,12;0,03
"refuser";0,15;0,2
"demander";0,8;0,76
"énergie";0,19;0,45
"installation";0,05;0,02
"évolution";0,11;0,02
"pratique";0,29;0,12
"entreprise";0,33;1,36
"nombreux";0,23;0,2
"accepter";0,21;0,22
"type";0,11;0,19
"raison";0,48;0,43
"notamment";0,17;0,14
"lier";0,14;0,25
"cet";0,26;0,38
"changer";0,69;0,58
"septembre";0,13;0,04
"grâce";0,26;0,25
"action";0,1;0,13
"effet";0,37;0,39
"créateur";0,04;0,04
"société";0,35;0,48
"fabrication";0,04;0,04
"réussir";0,18;0,23
"obtenir";0,19;0,19
"norme";0,08;0,1
"contribuer";0,1;0,18
"rassurer";0,06;0,05
"agence";0,05;0,07
"produire";0,3;0,45
"uniquement";0,13;0,28
"réserver";0,02;0,06
"sentir";0,31;0,51
"liquide";0,04;0,03
"inflation";0,08;0,1
"oublier";0,45;0,39
"vite";0,5;0,23
"lancer";0,07;0,04
"projet";0,19;0,36
"propriétaire";0,19;0,1
"banque";0,37;0,46
"instant";0,05;0,05
"solution";0,37;0,5
"valoir";0,6;0,36
"sale";0,1;0,01
"business";0,12;0,08
"autoriser";0,05;0,08
"heureusement";0,15;0,1
"bénéfice";0,11;0,15
"etre";0,06;0,07
"vouloir";1,54;2,14
"ect";0,07;0,05
"cacher";0,12;0,13
"pourtant";0,39;0,41
"vaccin";0,21;0,01
"contre";1,11;0,98
"covid";0,39;0,09
"19";0,19;0,06
"virus";0,02;0,04
"multiplier";0,11;0,03
"dose";0,07;0,03
"servir";0,54;0,54
"sanitaire";0,04;0,05
"plan";0,12;0,07
"désormais";0,05;0,02
"entrer";0,06;0,07
"phase";0,06;0,04
"suffire";0,2;0,27
"grippe";0,06;0,02
"saisonnier";0,06;0,02
"4";0,31;0,44
"balancer";0,01;0,04
"risque";0,37;0,53
"personne";1,37;2,19
"décennie";0,12;0,07
"bloquer";0,13;0,18
"économie";0,25;0,61
"mondial";0,4;0,4
"autant";0,42;0,56
"contaminer";0,08;0,02
"ceinture";0,23;0,02
"sécurité";0,5;0,49
"sauver";0,2;0,24
"accident";0,2;0,34
"arrêter";0,77;0,88
"sauf";0,45;0,29
"également";0,32;0,33
"nouveau";0,33;0,49
"pneu";0,07;0,16
"risquer";0,07;0,06
"lorsqu";0,1;0,16
"quelque";0,14;0,21
"détruire";0,23;0,2
"stabilité";0,02;0,05
"économique";0,15;0,46
"classe";0,27;0,51
"populaire";0,02;0,06
"ainsi";0,21;0,26
"santé";0,5;0,78
"différence";0,36;0,25
"prouver";0,06;0,09
"efficacité";0,04;0,04
"après";1,24;0,96
"utilisation";0,07;0,06
"condamner";0,05;0,04
"capitaliste";0,05;0,11
"sacré";0,12;0,02
"tempête";0,06;0,04
"novembre";0,07;0,11
"panneau";0,06;0,02
"routier";0,06;0,07
"coucher";0,07;0,02
"direction";0,1;0,06
"allemand";0,23;0,19
"excuser";0,11;0,06
"voleur";0,33;0,07
"naître";0,1;0,06
"façon";0,08;0,24
"diminuer";0,14;0,19
"quasiment";0,1;0,09
"disparaître";0,21;0,12
"ca";0,36;0,33
"50";0,45;0,88
"1970";0,08;0,01
"poser";0,07;0,15
"250";0,05;0,02
"minimum";0,17;0,36
"fromage";0,11;0,04
"puis";0,51;0,29
"vacance";0,27;0,16
"rentrer";0,19;0,11
"boutique";0,1;0,04
"commencer";0,36;0,37
"utiliser";0,69;0,57
"soir";0,13;0,07
"5";0,44;0,51
"goutte";0,02;0,04
"sous";0,42;0,45
"langue";0,06;0,17
"nuit";0,12;0,09
"complet";0,07;0,05
"big";0,05;0,04
"pharma";0,05;0,04
"fibre";0,1;0,01
"exceptionnel";0,06;0,03
"lourd";0,11;0,08
"agriculteur";0,08;0,02
"durer";0,12;0,04
"7";0,29;0,2
"dommage";0,54;0,18
"parce_que";0,85;1,11
"ajouter";0,12;0,14
"bâle";0,06;0,05
"emji_visage_souriant_avec_coeurs";0,12;0,02
"cff";0,07;0,14
"confédération";0,15;0,19
"attendre";0,27;0,29
"réchauffer";0,06;0,05
"moindre";0,06;0,1
"mesure";0,11;0,35
"souligner";0,04;0,04
"métro";0,06;0,08
"avenir";0,06;0,15
"rentable";0,05;0,05
"coup";0,56;0,49
"exploitation";0,08;0,07
"création";0,06;0,06
"riche";0,5;2,02
"nôtre";0,01;0,04
"construction";0,1;0,11
"coûter";0,46;0,4
"dizaine";0,1;0,06
"centaine";0,14;0,1
"milliard";0,4;0,5
"cheveu";0,06;0,02
"conserver";0,06;0,03
"puissance";0,11;0,04
"déficit";0,02;0,03
"confiance";0,1;0,07
"pire";0,38;0,27
"route";0,44;0,48
"emji_visage_avec_fumée_sortant_des_narines";0,19;0,12
"romand";0,31;0,1
"ha";0,11;0,03
"fm";0,05;0,06
"programme";0,06;0,05
"tv";0,17;0,02
"nom";0,21;0,12
"journaliste";0,08;0,08
"dernier";0,48;0,26
"profiter";0,2;0,43
"seconde";0,08;0,03
"ouais";0,08;0,11
"reconnaître";0,23;0,1
"marché";0,32;0,43
"harry";0,12;0,01
"potter";0,11;0,01
"forcément";0,12;0,16
"skier";0,11;0,02
"mythe";0,05;0,05
"sûr";0,37;0,33
"joli";0,23;0,1
"exemple";0,4;0,74
"crise";0,12;0,18
"emji_se_rouler_par_terre_de_rire";0,75;0,51
"voyager";0,1;0,04
"règle";0,13;0,17
"extrêmement";0,04;0,06
"droit";0,44;0,63
"côté";0,36;0,37
"toilette";0,12;0,01
"resto";0,07;0,04
"hôtel";0,11;0,06
"appartement";0,13;0,11
"maison";0,44;0,2
"louer";0,04;0,03
"afrique";0,19;0,26
"asie";0,07;0,1
"amérique";0,11;0,23
"sud";0,29;0,34
"disposition";0,05;0,06
"fois";1,06;0,81
"euh";0,08;0,04
"écrire";0,17;0,14
"peu";1,24;1,01
"retard";0,17;0,1
"rapport";0,25;0,3
"ailleurs";0,36;0,48
"fonction";0,08;0,11
"principal";0,1;0,1
"bidet";0,12;0
"nettoyage";0,06;0,04
"suite";0,27;0,13
"principe";0,08;0,19
"fruit";0,18;0,13
"aliment";0,07;0,03
"certaines";0,21;0,25
"usage";0,11;0,13
"toutes";0,86;0,64
"alpe";0,06;0,04
"petit";1,07;0,79
"mémoire";0,08;0,04
"étonnant";0,07;0,12
"autorité";0,07;0,07
"genevois";0,24;0,16
"appel";0,04;0,04
"leurs";0,93;1,15
"collègue";0,15;0,07
"fonds";0,15;0,11
"gérer";0,12;0,18
"camion";0,25;0,09
"date";0,1;0,03
"agenda";0,07;0,03
"45";0,07;0,08
"minute";0,23;0,12
"150";0,04;0,03
"gros";0,51;0,57
"jeunesse";0,08;0,05
"moment";0,18;0,37
"logistique";0,02;0,04
"hiver";0,08;0,1
"ski";0,14;0,09
"fond";0,18;0,09
"voie";0,17;0,29
"dos";0,14;0,12
"station";0,07;0,05
"hier";0,13;0,04
"aéroport";0,07;0,2
"36";0,05;0,03
"galer";0,02;0,04
"repartir";0,06;0,07
"nettoyer";0,07;0,02
"matin";0,1;0,1
"haut";0,42;0,31
"pression";0,02;0,1
"marcher";0,23;0,16
"emji_visage_qui_hurle_de_peur";0,11;0,02
"clair";0,13;0,16
"emji_pouce_vers_le_haut_peau_claire";0,01;0,05
"sortir";0,26;0,29
"dehors";0,11;0,09
"polluer";0,27;0,29
"gaspillage";0,06;0,06
"emji_homme_avec_la_paume_sur_le_visage_peau_claire";0,07;0,05
"5g";0,02;0,03
"vivement";0,1;0,07
"durant";0,08;0,08
"voter";0,29;0,55
"référendum";0,02;0,03
"moto";0,25;0,09
"inverse";0,1;0,11
"facile";0,2;0,2
"appliquer";0,1;0,2
"plutot";0,02;0,03
"pleuvoir";0,04;0,02
"éviter";0,24;0,36
"matériel";0,17;0,13
"ceux";0,52;1,05
"adapter";0,1;0,19
"barre";0,01;0,04
"série";0,02;0,04
"vive";0,15;0,15
"discours";0,07;0,1
"planète";0,27;0,17
"sortie";0,11;0,11
"siècle";0,07;0,05
"emji_visage_sans_expression";0,04;0,06
"chercher";0,37;0,35
"retraité";0,04;0,05
"commerce";0,12;0,22
"équitable";0,04;0,12
"prévoir";0,23;0,19
"livre";0,07;0,05
"arnaque";0,06;0,04
"imaginer";0,24;0,3
"aisé";0,04;0,06
"objectif";0,05;0,1
"nombre";0,29;0,46
"féminicides";0,01;0,07
"viable";0,01;0,04
"emji_pouce_vers_le_haut";0,23;0,04
"rôle";0,06;0,09
"charger";0,12;0,27
"communication";0,05;0,04
"tradition";0,05;0,02
"batterie";0,13;0,01
"g";0,06;0,04
"jet";0,08;0,11
"pain";0,27;0,27
"citer";0,07;0,06
"crème";0,2;0,02
"restaurateur";0,01;0,04
"manquer";0,32;0,33
"bcp";0,15;0,16
"remettre";0,1;0,13
"emploi";0,17;0,49
"plein";0,52;0,43
"moral";0,06;0,04
"emji_visage_retenant_ses_larmes";0,08;0,01
"saint";0,06;0,02
"marier";0,07;0,02
"griller";0,05;0,02
"bain";0,1;0,01
"touriste";0,01;0,04
"parent";0,2;0,17
"enfant";0,57;0,84
"peinture";0,05;0,06
"goût";0,06;0,06
"histoire";0,24;0,19
"barrer";0,01;0,05
"simplement";0,36;0,51
"indiquer";0,02;0,05
"enlever";0,15;0,17
"troisième";0,11;0,06
"guerre";0,29;0,19
"entendre";0,14;0,13
"institution";0,01;0,06
"vieux";0,36;0,08
"succès";0,07;0,08
"festival";0,1;0,03
"emji_visage_qui_fait_un_câlin";0,11;0,04
"compter";0,15;0,22
"talent";0,07;0,04
"près_de";0,07;0,07
"plusieurs";0,36;0,36
"famille";0,2;0,34
"destination";0,05;0,03
"train";0,51;0,48
"mille";0,02;0,06
"heureux";0,1;0,05
"abordable";0,06;0,05
"amende";0,14;0,18
"plaindre";0,14;0,18
"parfaitement";0,02;0,07
"justifier";0,08;0,12
"vent";0,08;0,03
"assurer";0,23;0,27
"gars";0,26;0,08
"système";0,64;1
"vision";0,05;0,05
"ramasser";0,05;0,05
"derrière";0,23;0,14
"comprendre";0,62;0,92
"comment";0,52;0,59
"thermique";0,01;0,07
"jouer";0,27;0,22
"consommation";0,24;0,28
"service";0,31;0,6
"alimenter";0,07;0,09
"consommateur";0,15;0,16
"suivre";0,14;0,21
"industrie";0,14;0,14
"bancaire";0,07;0,08
"énergétique";0,07;0,11
"porte";0,17;0,11
"restriction";0,02;0,04
"masse";0,11;0,14
"nommer";0,05;0,03
"expliquer";0,18;0,3
"clairement";0,06;0,17
"limite";0,13;0,2
"croissance";0,11;0,07
"ici";0,33;0,54
"abus";0,06;0,04
"freiner";0,05;0,04
"90";0,23;0,11
"2000";0,3;0,12
"40";0,24;0,14
"place";0,79;0,96
"concert";0,05;0,04
"etait";0,08;0,03
"environ";0,17;0,22
"chf";0,26;0,34
"35";0,07;0,06
"entrée";0,07;0,08
"coute";0,02;0,03
"celles";0,05;0,12
"international";0,08;0,11
"japon";0,02;0,03
"sion";0,05;0,06
"magique";0,06;0,03
"dame";0,45;0
"fumeur";0,24;0,08
"effort";0,08;0,18
"fumer";0,15;0,07
"supporter";0,08;0,05
"pis";0,04;0,04
"exactement";0,18;0,18
"réveiller";0,07;0,08
"bah";0,3;0,33
"interdire";0,38;0,4
"consommer";0,18;0,24
"lutter";0,17;0,07
"addiction";0,04;0,05
"meme";0,15;0,16
"wagon";0,13;0,02
"suffisamment";0,05;0,07
"tard";0,26;0,12
"subir";0,07;0,12
"longtemps";0,38;0,18
"mauvais";0,19;0,25
"restaurant";0,2;0,08
"intérieur";0,14;0,05
"dangereux";0,15;0,14
"etat";0,02;0,13
"décider";0,15;0,17
"gras";0,04;0,02
"tabac";0,11;0,04
"soin";0,12;0,27
"citoyen";0,08;0,29
"période";0,07;0,06
"interdiction";0,18;0,09
"quai";0,07;0,01
"gare";0,15;0,08
"zone";0,21;0,31
"pendant";0,44;0,54
"tuer";0,14;0,12
"prix";1,07;0,97
"avantage";0,1;0,24
"paquet";0,2;0,04
"frs";0,04;0,07
"emji_visage_souriant_aux_yeux_rieurs";0,19;0,06
"avs";0,1;0,17
"recevoir";0,32;0,26
"crèche";0,05;0,08
"emji_visage_souriant";0,1;0,03
"emji_visage_souriant_avec_une_larme";0,1;0,07
"32";0,01;0,04
"tjs";0,1;0,01
"attente";0,07;0,05
"13";0,08;0,02
"16";0,14;0,11
"air";0,26;0,13
"long";0,15;0,23
"courir";0,06;0,06
"moyenne";0,14;0,58
"ancien";0,25;0,1
"trottinette";0,07;0,1
"emji_tête_à_l";0,06;0,08
"envers";0,12;0,14
"emji_visage_très_souriant_aux_yeux_rieurs";0,13;0,05
"comparaison";0,08;0,06
"truc";0,29;0,21
"polluant";0,06;0,02
"pétrole";0,13;0,13
"représenter";0,14;0,38
"équilibre";0,06;0,06
"stratégique";0,05;0,03
"vendre";0,45;0,37
"légal";0,06;0,14
"obliger";0,15;0,19
"consultation";0,02;0,04
"justice";0,05;0,16
"retour";0,23;0,17
"portefeuille";0,04;0,03
"valise";0,04;0,03
"différents";0,14;0,07
"maladie";0,52;0,66
"mari";0,07;0,01
"bonheur";0,19;0,05
"catastrophe";0,08;0,12
"finir";0,29;0,4
"dimanche";0,08;0,11
"étonner";0,19;0,25
"caisse";1,18;0,54
"unique";0,5;0,18
"dont";0,38;0,4
"autrement";0,1;0,07
"choix";0,25;0,32
"chacun";0,18;0,25
"maintenir";0,07;0,15
"assurance";0,36;1,06
"ouvert";0,06;0,05
"fraude";0,1;0,04
"profit";0,21;0,16
"prime";0,3;0,47
"astronomique";0,02;0,03
"capable";0,11;0,05
"réserve";0,11;0,06
"augmenter";0,32;0,86
"proportionnel";0,02;0,04
"rendre";0,43;0,52
"mafia";0,06;0,05
"fort";0,23;0,22
"fric";0,07;0,1
"emji_visage_déconcerté";0,1;0,01
"emji_visage_avec_lunettes_de_soleil";0,17;0,03
"photo";0,12;0,06
"bâtiment";0,04;0,06
"béton";0,05;0,03
"recommander";0,07;0,02
"compte";0,39;0,52
"utile";0,08;0,15
"construire";0,07;0,13
"gueule";0,15;0,05
"quartier";0,08;0,06
"tel";0,08;0,08
"proche";0,17;0,19
"extérieur";0,04;0,03
"architecture";0,04;0,02
"habiter";0,35;0,2
"hôpital";0,14;0,23
