"";"classe 1";"classe 2";"classe 3";"classe 4"
"*postReposts_23";0,929;1;0,002;1
"-*bndr_290";1;0,024;0,845;1
"-*liana_hi";1;1;1;0,149
"-*las_alamandre";1;1;1;1
"-*satyaoblette";1;0,003;0,84;1
"*i_0535";1;1;0,049;0,76
"*postComments_18";1;0,192;0,564;0,775
"-*ptit_ducky";1;1;0,409;0,952
"-*m_talis";1;1;1;0,001
"-*jamil_msr";1;1;0;1
"-*karienek";0;1;1;1
"-*dj_el_luchador";1;1;0,845;0,541
"-*damien_gerber91";1;1;0,01;1
"-*_jeremm__";0,573;1;1;0,78
"-*sebas_tien2509";1;1;1;0,093
"*i_0536";1;0,124;1;0,624
"*postLikes_6300";1;1;1;0
"*postComments_10";1;0,018;0,382;1
"*postReposts_37";1;0,005;1;0,001
"-*lou_lou_luisa";1;0;1;1
"-*loris_perier";1;1;1;0
"-*ardian_n_8";0,893;1;0,56;1
"-*solmaissoll";0,091;1;1;0,969
"*i_0537";1;0,464;1;0
"*postLikes_7500";1;0,464;1;0
"*postComments_122";1;0,314;1;0
"*postReposts_33";1;0,376;0,001;0,099
"*commentLikes_391";1;1;1;0,308
"-*renauddevargas";1;1;1;0,149
"-*stella2222";1;1;1;0,308
"*commentLikes_181";1;1;1;0,308
"-*annalines_";1;0;1;1
"-*natacha_z_a";1;1;1;0,023
"-*chiclettefraise";1;0,004;1;0,978
"*commentLikes_146";1;0,001;1;0,388
"-*quentin_seppey";1;1;1;0,308
"-*cedric479119";1;1;0,038;1
"-*jeromemiserez";1;1;1;0,001
"-*rashido_kabuki";1;0,067;1;0,299
"-*celinehunnyb";1;1;0,001;1
"-*sloth_ard";0,893;1;1;0,624
"-*nic_deb";1;1;1;0,308
"-*jakadicomedy";1;1;1;0,308
"*commentLikes_42";0,005;1;1;1
"-*mathieu_machin";1;1;1;0,149
"-*cmm_2025_";1;0,306;1;0,068
"-*fabian_zurcher";1;1;1;0,149
"-*olgamanro8";1;1;1;0,077
"-*mikedonovan650";1;1;0,494;0,978
"-*pikatchoune";1;1;1;0,166
"-*marius_fx";1;1;1;0,308
"-*_remix9_";1;1;1;0,149
"-*la_gazette_d_abzurdistan";0,702;1;1;0,299
"-*geradupont";1;1;1;0,308
"-*dam_neo";0,893;1;1;0,624
"-*thekiltedmatt";1;1;0,053;1
"-*theycallmealess";1;1;0,237;0,963
"-*vitali_86";1;1;0,08;0,767
"-*rem_del1312";1;1;0,111;1
"-*philzurcher";0,702;1;1;0,969
"-*jordicanabal_21";1;1;1;1
"-*remi_k_yla";1;1;1;0,149
"-*carlomingos";1;1;0,152;1
"-*stephane_haymoz";1;1;0,782;0,963
"-*deux_sucre";1;1;1;0,308
"-*the_good_side_of_life";0,478;1;1;0,541
"-*quinoaa_";1;1;1;0,308
"-*photographies_de_geneve";1;0,003;1;0,729
"-*toni_jpr";1;1;1;0,093
"-*jfmanattan";1;1;1;0,308
"-*naimurtezi";1;1;1;0,308
"-*lvdd_ch";1;1;1;0,308
"-*loyon80";1;1;1;0,149
"-*pimpoumtchak";1;1;0,111;1
"-*da_ml19";1;1;1;0,308
"-*lionelpiguet";1;1;1;0,149
"-*990nekketsu";1;1;1;0,308
"-*chris_vincensini";1;1;1;0,308
"-*gaelle_chson";1;0;1;1
"-*estherpilet";1;1;0,139;1
"-*patleric";1;1;0,494;0,978
"-*mariechristinehorn";1;1;1;0,308
"-*davidlbrooklyn";0,031;1;1;1
"-*oscarmeinradb";1;1;1;0,308
"*i_0538";0,045;0,024;1;1
"*postComments_42";1;0;0,312;1
"-*carolinechaverot";0,316;1;0,782;1
"-*inmo______";0,002;1;1;0,057
"-*mo_elshorbagi";1;1;1;0,149
"-*backpack_insidetheireyes";0,788;1;1;0,327
"-*anastasia_webp";0,219;1;1;1
"-*boy871889";1;1;0,494;0,978
"-*bustdr";1;1;0,845;0,541
"-*centaurrider";1;1;0,031;1
"-*les_voletsverts";0,142;1;1;0,957
"-*hakya1112";0,065;1;1;1
"-*yannfa76";0,231;1;1;0,978
"-*le_platrier_vdr";0,231;1;0,494;1
"-*meillardchristian";0,308;0,468;1;1
"-*axlgnd";0,031;1;1;1
"-*stringerbek";0;0,26;1;1
"-*fxxktheworld";1;1;0,021;1
"-*djurdjevic_architectes";0,031;1;1;1
"-*marieamj";0,478;0,024;1;1
"-*locca_moka";1;1;0,845;0,541
"*i_0539";0;1;1;1
"*postComments_30";1;0,006;0,258;1
"*postReposts_78";0;0,234;1;1
"-*sali_gal_eri";1;1;1;0,308
"-*zahra_mukhtarr";0,231;1;1;0,978
"-*erfanashkan67";0;1;1;1
"-*mysty_ga";1;1;1;0,093
"-*viktor_petrov17";1;0;1;0,969
"-*galerie_letoliacha";1;1;1;0,308
"-*yannito_83";1;1;1;0,149
"*i_0540";1;1;0,053;1
"*postLikes_953";1;1;0,053;1
"*postReposts_2";1;1;0;1
"-*jean_jdc";1;1;0,845;0,541
"-*vincent_hofer";1;1;0,111;1
"-*juv_and";1;1;0,312;0,74
"-*jose_go75";0,11;0,416;1;1
"-*ludo_chrd";1;1;0,494;0,978
"-*littlepaulette";1;1;0,845;0,541
"*i_0541";1;0;1;0,776
"*postLikes_15800";1;0;1;0,776
"*postComments_70";1;0,281;0;1
"*postReposts_203";1;0;1;0,776
"*postDate_22-11-2025";1;0,024;1;0,062
"-*mipw70";1;1;1;0,149
"*commentLikes_201";1;0,004;1;0,978
"-*carolinethierrin";1;0;1;1
"-*mimi___caramel";1;0;1;1
"-*olympicboxingclub";1;0;1;1
"-*taylorldws";1;1;1;0,149
"-*sergio_prof80";1;0;1;1
"-*annicknb";1;0;1;1
"-*tatianacrausaz";1;0;1;1
"-*savas_sengul_73";0,191;0,124;1;1
"-*w1ckaj90";1;1;1;0,308
"*commentLikes_87";1;0;1;1
"-*tur_kevin";1;0,067;0,334;1
"-*rafyxzzzzzz";1;1;0,111;1
"-*laubscher_nadia";0,013;1;1;1
"-*odile_molo";1;0;1;1
"-*philmo_mu";1;1;0,782;0,388
"-*miss_vero_et_compagnie";1;0;1;1
"-*drime_san";0,893;1;1;0,624
"-*f_dpan";1;1;1;0,308
"*commentLikes_49";0,034;1;1;1
"-*ritatouille_30";0,031;1;1;1
"-*michelinevorbe_artcollection";0,702;0,067;1;0,969
"-*franck_culture_savoie";1;1;0,845;0,541
"-*dianeuya";1;1;1;0,308
"*commentDate_3-2-2026";1;1;1;0,149
"-*ruth_reinhard";1;1;1;0,308
"-*tsobanski";1;0,656;1;0,367
"*i_0542";0,232;1;1;0,001
"*postComments_176";1;1;0;1
"*postReposts_8";1;0,012;1;0
"-*funkybear71";1;1;0,391;0,668
"-*valais_palestine";0,003;1;1;1
"-*tscharva_";1;0;1;1
"-*coco_lifelovenatur";1;1;1;0,308
"-*rebel_suisse";1;1;0,486;0,764
"*commentLikes_233";1;1;1;0,149
"-*sarahzolo";0;1;1;1
"-*eric_wuthrich";1;1;1;0,133
"-*botalex6900";0,014;1;1;0,943
"-*afonso_araujo01";1;1;0,038;1
"-*sylphe_f";1;1;1;0,166
"-*theseartsnot";0,009;1;1;0,209
"-*suisse_heisen";1;1;1;0,049
"*commentLikes_71";0,191;1;1;0,624
"-*franzitoun";1;1;0,139;1
"*commentLikes_64";0,409;0,492;1;1
"-*purple_aude";1;1;0,494;0,978
"*commentLikes_76";1;0,051;1;0,76
"-*zam_well";0,003;1;1;1
"-*bds_neuchatel";0,002;1;1;1
"-*observatoireromanddeladroite";1;1;1;0,236
"-*emric02";1;1;1;0,03
"-*maison_de_sable_conceptstore";0,002;1;0,999;1
"-*brunosutterlet";0,589;1;1;0,142
"-*jiben26";1;1;0,677;0,767
"-*natascia456";0,026;0,024;1;1
"-*eteicos_";0,091;0,067;1;1
"-*adridrian";0,017;1;1;0,957
"-*linaaluxaa";0;1;1;1
"-*avecysvp";0;1;1;1
"-*claudine19663107";1;1;1;0,072
"-*borisdecleyre";0,191;1;1;1
"-*____d_i_o____";1;1;0,735;0,29
"-*anachii0214";0,006;1;1;1
"*commentLikes_105";0,816;0,767;0,662;1
"-*ricardo_afonso_de_albuquerque";0,005;1;1;1
"*commentLikes_99";1;0,086;0,152;1
"-*caro_martin21";1;0,067;0,334;1
"-*le3etemps";1;1;1;0,166
"-*emmanuel_ducret";0;0,958;1;1
"-*ricottalechat123";0,031;1;1;1
"-*paindepice064";0,893;1;0,56;1
"-*brunalan";1;0;1;1
"-*memespasdroles_";1;0,26;0,391;1
"-*tripleaprods";0;1;1;1
"-*raphaeltscha";1;1;0,845;0,541
"-*david_versatile";0;1;1;0,899
"-*cheap_nicky";0,007;1;1;1
"-*michel_crevoiserat";1;1;0,053;1
"-*manfredimsand";1;1;1;0,041
"-*noun_noun";0;1;1;1
"-*aur_shaq";0,702;0,067;1;0,969
"-*socalledred";1;1;0,312;0,74
"-*rosea_trosk";0,589;0,331;1;0,446
"-*sebastien_ve";1;1;0,494;0,978
"-*lkpdf";1;1;1;0,149
"-*jef_in_the_city";1;0,26;1;0,236
"-*helvetexone_bastoo_a";0,529;0,868;1;0,196
"-*mueller_olivier";0,031;1;1;1
"-*motto_pierre";0,316;1;1;0,388
"-*_l_eventail_";0,091;0,067;1;1
"-*da_vid_pv";1;1;0,881;0,254
"-*ntrpddm";1;1;0,391;0,668
"-*otcomch";0,014;1;0,225;1
"*i_0543";0,031;0,003;1;0,882
"*postLikes_5700";0;1;0;1
"*postComments_220";0,031;0,003;1;0,882
"*postReposts_65";0,09;0,011;1;0,041
"-*guim_auve2024";0,006;1;1;1
"-*veryene11";1;1;1;0,077
"-*nocturnediurne";0;1;1;1
"-*patty_amil";1;0;1;1
"-*aladiadoche";1;0,004;1;0,978
"-*crissobanski";1;0;1;1
"-*pedroivomdeoliveira";0,031;1;1;1
"-*bruna_ufjf";1;0;1;1
"-*angelasulzbach";0,031;1;1;1
"-*mariliabeamen";1;1;1;0,023
"-*lousad4";1;1;1;1
"-*washkumbe";1;1;1;0,149
"-*celinunessoares";1;1;1;0,308
"-*nicolaas_schmitz";1;1;1;0,308
"-*yagoaleixo09";1;0;1;1
"-*luka_sobrinho";1;0;1;1
"-*shankslemanchot";1;1;0,111;1
"-*luis_goncalves_1420";0,091;1;1;0,969
"-*benjizubi";0,031;1;1;1
"-*magaloulou18";1;0,139;1;0,396
"-*erick_serafa";1;0;0,845;1
"-*fabiodamaceno1984";1;1;1;1
"-*geane_brito";1;0;1;1
"-*pinto77ju";1;1;1;0,308
"-*aulon_loni01";0,031;1;1;1
"-*torreswebsec";1;1;1;1
"-*camila_music_br";0,031;1;1;1
"-*davi_rleao";1;1;0,494;0,978
"-*tinou1971";1;1;1;0,308
"-*moi_de_may";1;1;1;0,308
"-*lubily";1;1;0,494;0,978
"-*michelhenri48";1;0,002;1;0,391
"-*loouloouuuuuu";1;1;1;0,308
"-*cvturquoise";1;1;1;0,308
"-*aupamiren";1;1;1;0,308
"-*soenneli65";0,849;0,03;1;0,952
"-*bruno_d_kikou";1;1;1;0,052
"-*goutdamour_ch";0,231;1;0,494;1
"-*thaiscreber";1;1;1;0,308
"-*microferme_de_la_renaissance";1;1;0,111;1
"-*__sylvestre__";1;1;1;0,007
"-*guto3p";1;0;1;1
"-*lyncoln_uldry";1;0,024;1;0,541
"-*pepsrenard";1;1;1;0,077
"-*quadrosvitor";0,031;1;1;1
"-*alessandra_carvelo";0,031;1;1;1
"-*mamanpik";0,113;1;1;0,74
"-*_alwino_225";0,002;1;1;1
"*i_0544";0;0,534;1;1
"*postLikes_2500";1;1;0,97;0,516
"-*cedric_soria";0,478;1;0,845;1
"-*julie_belyaeva";0,231;1;1;0,978
"-*balet_chris";1;1;0,494;0,978
"-*bt_usrr_23";1;1;1;0,149
"-*colin_2498";0,024;1;1;1
"-*chrystin_valeiry";0,091;1;1;1
"-*marielaurecorinne";0,06;1;1;0,458
"*i_0545";1;0,169;1;0,282
"*postComments_53";1;0,528;1;0,025
"*postReposts_183";1;0,169;1;0,282
"-*lilbron233";1;0;1;1
"-*restooo___";1;1;1;1
"-*jos_joskrk";1;1;1;0,149
"-*one_shot_production_geneve";1;1;0,494;0,978
"-*shakur_ninja";1;0;1;1
"-*vdnk_h";0,788;1;1;0,153
"-*youns_la";1;1;0,845;0,541
"-*flowlly_world";1;1;1;0,308
"-*rod_kyp";1;1;0,494;0,978
"-*m_l_e_70";1;1;1;0,446
"*i_0546";1;1;1;0,077
"*postLikes_3700";1;0,001;0;1
"*postComments_11";1;0,187;0,456;0,509
"*postReposts_9";1;1;0,088;0,454
"-*donnachienguidebrenles";1;1;0,172;1
"*i_0547";1;1;0,014;1
"*postLikes_7900";1;0,023;1;0,054
"*postReposts_26";1;1;0;1
"-*rtsinfo";1;0;1;0,748
"-*kaydk";1;1;1;0,093
"-*floydfungi_ch";1;0,023;0,632;0,935
"-*frederick_carosella";1;1;0,494;0,978
"-*rachel__brhdt";1;1;0,111;1
"-*cloubet";0,002;1;1;1
"-*rylda";1;1;0,111;1
"-*lordbetterave";1;1;0,111;1
"-*druchonnet";0,478;1;0,139;1
"-*189melissa";1;1;1;0,149
"-*brunelltutonda";1;1;0,111;1
"-*shokko74";1;1;0,111;1
"-*olivier74_";1;1;1;0,023
"-*zablef";1;1;1;0,308
"-*jubesp";1;1;1;0,308
"-*kyle_geneve_41022";1;1;1;0,308
"*commentLikes_37";1;0,719;1;0,155
"-*gianscag";1;1;1;1
"-*kro_artwork";1;1;0,111;1
"*i_0548";1;0;1;1
"*postLikes_4700";1;1;0;1
"*postComments_9";1;0,001;0,082;1
"*postReposts_89";1;0;1;1
"-*fredivert_";1;0,03;0,902;0,952
"-*gattodimontagna";1;1;0,111;1
"-*jo_fank";1;0,004;1;0,978
"*i_0549";0,976;0,903;1;0,002
"*postComments_67";0,076;1;1;0,004
"-*le_na_kh";1;1;0,111;1
"-*alexandre_torchet";1;1;1;0
"-*david_s_rochat";1;1;0;1
"-*misfitdreamer";0,231;1;1;0,978
"-*lod____";1;1;1;0,149
"-*aurelien_voirin_photos";1;1;0,302;1
"-*izu_sitis";1;0;1;1
"-*tarlippn_e";1;1;0,417;0,392
"-*edgar_baraldo";1;1;0,111;1
"-*martialgerardin";0,031;1;1;1
"-*arthurtmuller";1;1;1;0,308
"-*corthesychristophe";1;1;1;0,085
"-*luca_schnb";0,292;1;1;0,049
"-*anass_alsoudani";0,589;1;1;0,957
"*i_0550";1;1;0;1
"*postReposts_1";1;1;0,003;1
"-*titodazz";1;1;1;0,061
"-*__75myms__";1;1;0,264;0,264
"-*aio_iea";1;1;1;0,299
"-*thibaud_stettler";1;1;0,04;1
"-*loriskumo";1;1;0,494;0,978
"-*julien_morel_568089";1;1;0,334;0,969
"-*le_monde_de_pp_";0,105;0,534;1;1
"-*sansdec_";1;1;1;0
"-*baysalass";1;1;1;0,308
"-*yan_duez";0,893;1;0,115;1
"-*samuelvaucher";1;1;0,561;0,446
"-*seb_wild_photography";1;1;1;0,149
"-*lea_canisia";1;1;0,111;1
"-*andrejeanboulanger";0,026;1;0,845;1
"-*catgab62";1;1;0;1
"-*marlonlecornichon";1;1;0,111;1
"*i_0551";1;1;1;0,001
"*postLikes_2100";1;1;1;0
"*postComments_52";1;1;0;1
"*postReposts_51";1;1;0;1
"-*javi_plll_s";0,011;1;1;0,42
"*commentLikes_89";0,011;0,868;1;1
"-*_w_n_v_";1;1;0,119;0,17
"-*bassem_hamdi_";0,001;1;1;1
"-*lucy_charlotte_ozz";1;1;1;0,308
"-*kekos_yt";1;1;0,139;1
"-*miss_aggi";1;1;1;0,308
"-*joujoulatulipe";1;1;0,334;0,969
"-*borissiem";1;1;0,237;0,963
"-*maxinelalutine";1;1;1;0,01
"-*kaze_kami_1809";1;1;0,111;1
"-*david_menasche";1;1;0,237;0,963
"*i_0552";1;0,746;0,12;0,644
"*postLikes_1400";1;1;0,8;0
"*postDate_23-11-2025";1;1;0,597;0,001
"-*france_gurba";1;1;1;0,308
"-*bellottialain";1;0,468;0,127;1
"-*amouramouramour_";1;1;1;0,308
"-*go_amandine2_0";1;0,19;1;0,093
"-*carosalvetti";1;1;1;0,308
"-*j_aime_pas_les_jeans";1;1;0,006;1
"-*malakharis2574";0,607;1;1;0,68
"-*flobrch";1;0,26;1;0,236
"-*manof1kvoices";1;1;0,334;0,969
"-*benji_golden_love";1;1;0,111;1
"-*guillaume_dzil";1;1;0,139;1
"-*kurkolucas";1;1;0,782;0,388
"-*lovelycolibri123";1;1;1;0,041
"-*ernestrenck";1;1;1;0,149
"-*manel_guedri";1;1;1;0,308
"-*praliine_07";1;1;0,334;0,969
"*i_0553";1;1;0,153;0,05
"*postLikes_25800";1;1;0,153;0,05
"*postReposts_201";1;1;0,153;0,05
"-*mr_granges";1;1;1;0,308
"-*0dominique0";1;1;1;0,077
"*commentLikes_261";1;1;0,001;1
"-*carlotasdr";1;1;1;0,149
"-*yoan_hadorn";1;1;1;0,306
"-*lyun_chaan";1;1;1;0,093
"-*didier_knecht";0,013;1;1;1
"-*epsilonlkc_pe";0,231;1;1;0,978
"-*carine_tissot";1;1;0,111;1
"-*ludovic_marmy";1;0,534;1;0,333
"-*funambuline";1;0,468;0,409;1
"-*tralala_bim";1;1;1;0,308
"-*martinearm";1;1;0,111;1
"-*ogach_gsxr_750";0,156;1;0,302;1
"-*ana_buo";1;1;1;0,308
"-*moisimon_";1;1;0,008;1
"-*sylou_anais";0,007;0,656;1;1
"*i_0554";0;1;1;1
"*postLikes_3100";0;1;1;1
"*postComments_109";0;1;1;1
"*postReposts_153";0;1;1;1
"-*thalie_rosetea";1;1;0,862;0,594
"-*lyvia_b_b";0,002;1;1;1
"-*climatestrike_suisse";0,031;1;1;1
"-*lolacoubcoub";0,031;1;1;1
"-*habibtygaza";1;1;1;0,149
"-*dominique_loewe";0,316;1;0,037;1
"-*feridmatri";0,036;0,4;1;1
"-*rub_tan";0;1;1;1
"-*nategva";1;1;0,494;0,978
"-*soussou_888";0,316;1;0,782;1
"-*matthew_s1801";0;1;1;1
"-*donyamzo";0,031;1;1;1
"-*j2mcrusoe";0;1;1;1
"-*charlescohen785";0;1;1;1
"-*ikki__404";0,156;1;1;0,564
"*commentDate_13-12-2025";1;0;1;1
"*commentDate_15-12-2025";0,913;0,819;1;0,564
"-*orion_boa";0,105;1;1;1
"-*iamrollo17";0,316;0,19;0,237;1
"-*titouscaph55";0,002;1;1;1
"-*kamel_chemlali";0,013;1;1;1
"-*gara_emm";0;1;1;1
"*commentLikes_73";1;0,958;0,747;1
"-*dalil_dali";0,017;0,331;1;1
"-*chichia389";0;1;1;1
"-*ch_worldnews";0;1;1;1
"-*the_criticus";0,031;1;1;1
"-*porchet_elias";0,231;1;0,494;1
"-*bavedeschneks";0,478;1;0,845;1
"-*khadija_nadji";0,003;0,067;1;1
"-*regineeschmann6";0,003;1;1;1
"-*solausada";0;1;1;1
"-*ryma_rouibah";0;1;1;1
"-*kari_karibk";0,478;1;1;0,541
"*i_0555";1;1;0;1
"*postLikes_14100";1;1;0;1
"*postComments_138";1;1;0;1
"*postReposts_210";0;1;1;1
"*commentLikes_342";1;1;1;0,308
"-*mack_new";1;1;1;0,149
"-*skull_mea";1;0;1;0,969
"-*deathl07";1;0,03;1;0,952
"-*giuliano_gva";1;1;1;0,308
"-*sarah_the_swiss_seal";1;1;0,069;1
"-*7_elchico_7";1;1;0;1
"*commentLikes_334";1;1;0,111;1
"-*samurscheler";1;1;0,111;1
"-*ge_conduis_mal";0,196;1;0,001;1
"-*cleherrera55";1;1;1;0,149
"-*m_tariq_hekmat";1;1;0,024;1
"-*matheo_stalder";1;1;1;0,027
"-*mirella_mj";1;1;0,026;1
"*commentLikes_96";1;1;0,008;1
"-*vuk77";1;0,024;0,845;1
"-*tom3as88";1;1;0,139;1
"-*eveca14";0,529;0,201;1;0,748
"-*mat20__";1;1;0,01;1
"-*dani_rld";1;1;1;0,308
"-*su_eli95";1;1;0,115;1
"*commentLikes_166";0,231;1;0,494;1
"-*karla_delab";1;1;0,111;1
"-*sisterilii";1;1;0,111;1
"-*ana_vilaverde";1;1;0,494;0,978
"-*magda_gva";1;1;0,111;1
"-*sherine_el_fekih";1;1;0,115;1
"-*zittapinto";1;1;1;0,085
"-*xavier_roth_lausanne";1;1;0,011;1
"-*enzom_perso";1;1;1;0,106
"-*atelierunityberset";1;1;0,111;1
"-*matthias_of_the_north";0,316;1;0,037;1
"-*feralkidd";1;1;0,494;0,978
"-*do_lst";1;1;0,115;1
"-*c_ivan_gs";0,615;1;0,002;1
"-*falisfjord";1;1;1;0,001
"-*jonathanairv";1;0,004;1;0,978
"-*rizik_games";1;0,009;1;1
"-*bonzon_anne";0,893;0,124;0,115;1
"-*yannhedge";0,037;1;1;0,198
"-*gentrit_genti_";1;1;0,111;1
"-*ximisch";1;1;0,115;1
"-*moksha_gva";1;1;1;0,149
"-*evaghidini99_";1;1;0,111;1
"-*mari3_ap";0,451;1;1;0,668
"-*baanjelu";1;1;0,56;0,624
"-*meedmomo";1;1;0,111;1
"-*fred29w";1;1;1;0,308
"-*djkristo";1;1;1;0,308
"-*katianiederhauser";1;1;0,001;1
"-*m_karim_13";1;1;0,494;0,978
"-*berxares";1;1;0,111;1
"-*gaspsandra";1;1;0,111;1
"-*l_lprva";1;1;1;1
"-*wikichaaan";1;0,03;0,902;1
"-*eimeon_";1;1;1;0,308
"-*faviaor18";1;1;0,494;0,978
"-*jose__varela_semedo_";1;1;1;0,308
"-*boosttoncapital_";1;1;0,111;1
"-*krammermido";1;1;1;0,308
"-*macookotte";1;0,024;0,139;1
"-*tanneguyhellio";1;0,004;0,494;1
"-*v_de_la_pampa";1;1;0,024;1
"-*laetitiamentalcoach";1;0,004;1;0,978
"*i_0556";1;1;0,107;0,001
"*postLikes_5600";1;1;0,065;0,003
"*postComments_303";1;1;0,107;0,001
"*postReposts_44";0,068;1;0;1
"-*fabiogomes_21";0,702;1;0,334;1
"-*hubert_wang_wu";1;1;0,111;1
"-*ibtiih";0,004;1;1;0,654
"*commentLikes_177";1;1;1;0,308
"-*carolinewaregeorge";0,451;1;0,985;1
"-*alexandre_carruzzo";0,702;1;0,334;1
"-*le___g";0,893;1;1;0,624
"-*saby_curly_hair";1;1;0,111;1
"-*bg2026paco";1;1;0,205;0,715
"-*pinou_celia";0,002;1;1;1
"*commentLikes_109";1;1;0,494;0,978
"-*dragonflyer";1;1;1;0,308
"-*minimoi_123";1;1;1;0,308
"-*silent_celine22";1;1;1;0,149
"-*suisse_engrage";1;1;0,644;0,198
"-*rabbi_mfu";1;1;0,494;0,978
"-*kenz_rf";1;1;1;0,077
"-*skullgang_guggen";1;0,331;1;0,03
"*commentLikes_80";1;0,454;1;0,187
"-*martine_rouiller";1;1;0,632;0,58
"-*perce_val22";1;1;0,262;0,021
"-*elo_owl";0,893;1;1;0,166
"-*jasmine_beutler";1;1;1;0,308
"-*eva_from_the_undead";1;1;0,127;1
"-*lukas_mntss";0,077;1;1;0,943
"-*simonbrandt59";1;0,596;0,021;1
"*commentLikes_141";1;1;0,024;1
"-*rosa_rua_58";1;1;0,003;1
"-*alberto_r_v_s";1;1;0,031;1
"-*adrian_lvt_";1;1;0,845;0,541
"-*kilavoexperience";1;0,124;1;0,624
"-*doseca";1;1;0,494;0,978
"-*_jbast_";0,722;1;1;0,696
"-*lola_rmdn";1;1;1;0,308
"-*soursdey2008";1;1;0,494;0,978
"-*wlucasbg";1;1;1;0,308
"-*amandinedura";1;1;0,037;1
"-*les_crochedoudous_fait_main";1;1;0,111;1
"-*moira_erikovna";0,231;1;1;0,978
"-*pretotm";1;1;1;0,308
"-*21wolff";1;1;1;0,299
"-*alex_r_gva";1;1;1;0,388
"-*werk0054";1;1;0,845;0,541
"-*ls_rlnd_";1;1;1;0,041
"-*zigenzind";1;1;1;0,003
"-*laureisablanchet";1;1;1;0,308
"-*yvan3064";1;0,067;0,334;1
"-*_felipe__br";0,031;1;1;1
"-*jeanfrancois2441";0,478;1;0,845;1
"-*esther_ad";1;1;1;0,016
"-*theulfarksfamily";0,537;1;1;0,072
"-*d_nnsw_";1;1;1;0
"-*barrasbenoit";1;1;1;0,308
"-*nabuthays";1;1;0,494;0,978
"-*del_bru";1;0,26;1;0,052
"-*faizmeier97";1;1;0,845;0,541
"-*arctoss";0,893;1;0,56;1
"-*poscok99";1;1;1;0,166
"-*tiago_dlo";1;1;1;0,299
"-*steve_ad38";0,893;0,124;1;1
"-*ducretremy";1;1;0,024;1
"-*don_vzc";1;0,19;0,237;1
"-*_lc_68";0,219;0,4;1;0,696
"-*filipe_rigor";1;1;1;0,308
"-*sergio_armandito";1;1;0,111;1
"-*eliott_neuhaus";1;1;0,494;0,978
"-*akskfnr__eususk";1;1;1;0,172
"-*gloomy_vega";1;1;1;0,308
"-*n_____w_02";1;0,004;1;0,978
"-*aleks_1073";1;1;1;0,308
"-*samiiiir_01";1;1;0,111;1
"-*celia_rkn";1;1;1;0,308
"-*akram_n_h_";1;1;1;0,308
"-*kay_x_11";1;1;0,237;1
"-*nothing_lasts_forever_perou_91";1;1;1;0,308
"-*wake_up_9000";0,673;0,64;1;1
"-*marylinecettou";1;0,454;0,58;0,616
"-*borcarcalexia";1;1;1;0,308
"-*barazo23";1;1;0,024;1
"-*emiliensalamin";1;1;1;0,308
"-*agtn_69";1;0,496;1;0,224
"-*flshwyz";1;1;0,845;0,541
"-*rokia88";0,478;1;0,845;1
"-*whatever_lydia";0,003;1;1;1
"-*spartan_ch119";1;1;0,735;0,696
"-*vuulgaris";1;1;1;1
"-*eitan_s_1999";0;1;1;1
"-*sermetsylvestre";1;1;0,024;1
"-*mreybellet";1;1;0,003;1
"*i_0557";1;0;0,316;1
"*postLikes_9100";1;1;0,005;0
"*postComments_43";1;1;0;1
"*postReposts_34";0,845;0,029;1;0,006
"-*je_suis_manuricherd";1;1;1;0,149
"-*hilmastudio_";1;0;1;1
"-*le_lord_sv";1;1;1;0,308
"-*cest_nouh";1;1;1;0,308
"-*anais_travell";1;1;1;0,308
"-*zazoue_of";1;1;1;0,094
"-*mi_stdr";1;1;0,111;1
"-*9albaaomz";1;1;0,845;0,541
"-*navy_le_troubadour";1;0;1;1
"-*ka_zool3";0,081;0,004;1;1
"-*carolinemoritz92";1;0;1;1
"-*met_a_vibes";1;0;1;1
"-*brunaiannuzzi";1;1;1;0,308
"*i_0558";0;1;1;1
"*postComments_97";0;1;1;1
"-*mmesantasista";0,031;1;1;1
"-*lucien_n_n";0,002;1;1;1
"-*eugenioaiello1";1;1;0,111;1
"*commentLikes_115";1;1;0,985;0,668
"-*lsz_2108";0,031;1;1;1
"-*theo_corsini";0,219;1;1;1
"-*ania_gld";0,002;1;1;1
"-*mirko36000";1;1;1;0,236
"-*giuannina_";1;0;1;1
"-*domdom8754";0,031;1;1;1
"-*jose_dem";0,231;1;0,494;1
"-*kristi_candy";0,002;1;1;1
"-*emmma__gnv_";1;1;0,111;1
"-*franck_mrx";1;1;0,845;0,541
"-*metthino";0,038;0,819;1;1
"-*ciaragomou";0,308;1;0,902;1
"*commentLikes_180";0,026;1;1;1
"-*alextomic_";0;1;1;1
"-*philphotos77t";1;1;0,111;1
"-*benjgnv";0,031;1;1;1
"-*maxime_1201";0,031;1;1;1
"-*hfeguenson";0,001;1;0,55;1
"-*u_sambarbanu";1;1;0,139;1
"-*gael_slett";0,287;1;1;0,094
"-*lillywoodshine71";0,478;1;0,845;1
"-*ggc2703";1;1;0;1
"-*reglon01";0,316;0,19;1;1
"*i_0559";1;1;1;0
"*postLikes_4200";1;1;1;0
"*postComments_172";1;1;1;0
"*postReposts_32";1;1;1;0
"*commentLikes_123";0,001;1;1;1
"-*stiven_modica";1;1;1;0,308
"-*ridiculousociety";1;1;0,006;1
"-*santschi_s";1;1;1;1
