"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5";"classe 6";"classe 7"
"dieu";-7,235;-62,804;-6,164;-3,317;-4,774;-38,023;293,568
"mot";-63,293;4,72;-9,58;-7,461;502,999;-8,233;5,584
"appeler";-98,271;1,007;0;0,091;1932,335;-8,955;-21,963
"chat";-33,77;-56,152;3073,096;-10,219;-5,388;-42,543;-92,844
"école";-34,093;-44,227;-18,72;355,611;-9,763;-0,362;69,067
"emji_visage_avec_des_étoiles_à_la_place_des_yeux";820,942;-76,236;-15,209;-1,351;-7,599;-29,122;-99,775
"regarder";-44,378;-43,627;-1,293;-0,292;0,231;63,755;40,431
"sentir";-70,119;-43,122;-1,768;-4,338;22,928;-1,837;205,808
"humain";-44,408;-94,274;816,945;-3,705;-7,201;-16,555;23,022
"utiliser";-97,625;112,973;-2,847;0;80,126;-1,944;-3,875
"bidet";-55,387;902,56;-22,219;-9,902;-8,769;-48,676;-116,867
"apprendre";-68,291;-53,996;-3,486;51,815;0,608;-10,514;217,595
"vieux";-50,058;-1,838;-2,663;-3,561;0,01;1,917;63,225
"meilleur";23,788;-17,43;0,023;2,817;-1,649;-0,178;-0,201
"fille";-48,729;-28,501;-15,154;66,457;0,007;-16,015;177,039
"entendre";-37,984;0,002;-8,874;-4,894;8,155;-10,398;87,341
"dernier";0,124;-33,69;-7,586;-3,561;-5,34;1,528;47,689
"arriver";-66,158;-19,614;-0,089;4,012;-0,356;20,057;55,376
"ca";-56,995;-18,71;5,748;0,967;21,375;-1,091;69,735
"emji_visage_souriant_aux_yeux_rieurs";-9,115;92,702;-3,522;0,011;-0,996;-2,32;-13,304
"nom";-71,001;-31,717;-16,226;-2,654;1284,854;-0,573;14,66
"manger";-76,05;-0,077;1650,01;-7,371;-1,161;-15,413;-73,794
"premier";-47,346;-7,988;-1,558;-0,976;0,001;28,628;30,529
"parent";-66,961;-26,4;-11,107;-0,375;-1,914;-1,62;237,128
"respect";2,451;-93,021;-2,995;-2,813;-0,483;-29,501;179,396
"coup";-75,509;-4,897;0,138;-1,007;4,752;128,92;0,109
"jeu";2,082;-55,431;-11,946;1529,471;-4,149;-3,192;-21,011
"reportage";86,308;-27,798;-9,583;-5,427;-3,053;0,088;-0,453
"tête";-59,614;-28,066;-12,069;-1,48;3184,165;-3,346;-13,286
"archive";49,196;-22,608;-10,808;-3,819;-5,999;12,843;-2,199
"emji_drapeau_suisse";313,244;-21,825;-11,289;-2,015;-1,428;-7,433;-45,329
"super";7,122;-20,219;-0,995;2,69;-2,711;15,327;-0,711
"pays";-41,824;-7,037;-5,933;-2,297;-1,585;209,696;-0,804
"cas";-67,768;-18,229;-0,088;-2,385;4,243;0;126,642
"problème";-64,808;-48,094;16,463;-0,562;4,839;-0,003;120,716
"pareil";-29,586;7,26;3,489;-0,724;0,036;-8,461;15,47
"moment";-5,398;-45,427;-3,972;-0,241;1,732;0,233;74,287
"heureux";-3,049;-62,622;3,369;-4,751;-7,421;-5,495;129,285
"arrêter";-68,962;-41,916;1,893;0,494;0,106;67,193;34,164
"manquer";-17,294;-13,652;-0,384;-8,351;-0,676;-10,931;127,689
"accord";-2,517;-23,549;0,386;-2,683;1,471;-0,214;36,807
"pauvre";-57,275;-25,489;151,564;-3,246;-2,459;2,244;24,945
"fin";-43,925;-10,613;-9,21;-1,104;-0,153;140,836;2,865
"malheureusement";-52,742;-61,366;107,577;-0,415;0,002;2;54,48
"emji_visage_en_pleine_réflexion";-53,679;-6,237;0,148;-1,138;-0,669;0,001;85,483
"niveau";-65,414;-55,689;-5,53;42,925;-0,402;1,148;150,95
"incroyable";62,305;-25,763;-8,8;-0,986;-2,232;0,017;-0,011
"génial";350,431;-47,01;-10,122;-0,049;-6,964;-6,948;-33,067
"emji_étincelles";431,568;-46;-8,725;-2,258;-4,987;-20,699;-35,421
"père";-33,444;-2,843;-14,993;-0,257;-3,242;11,457;46,865
"besoin";-57,825;-20,221;147,536;-2,689;-1,028;4,641;14,822
"renard";-10,561;-74,627;2995,165;-7,463;-6,608;-46,8;-106,915
"génération";-33,976;-37,485;-7,756;-1,482;0,407;-21,07;257,354
"laisser";-54,765;-56,439;24,827;-0,013;-4,781;5,037;98,24
"hiver";-13,738;350,232;-3,721;-5,369;-6,456;-9,509;-75,837
"plutôt";-64,331;-1,141;3,401;-0,015;-1,949;0,446;51,37
"classe";-12,442;-37,425;-14,226;71,134;-2,968;-6,435;104,841
"sûr";-47,747;-27,647;0,113;-1,502;0,393;-0,013;123,435
"heure";-11,184;-19,71;-2,203;172,397;-1,484;36,416;-1,411
"coeur";33,24;-34,371;5,208;9,172;-4,584;-4,973;0,176
"touchant";481,167;-77,206;-12,739;-7,463;-6,608;-33,665;-10,921
"etc";-56,494;-17,256;54,399;4,745;-0,113;28,354;3,448
"blanc";-58,105;-1,995;-2,735;-4,754;2269,049;-4,275;-22,365
"oublier";-46,964;-3,334;-1,815;0,001;-0,784;40,376;14,459
"emji_coeur_cartes";418,664;-39,643;-3,034;-2,502;-3,825;-13,068;-56,847
"maison";-50,065;0,355;2,451;59,227;-1,428;15,835;-0,252
"laver";-58,646;626,329;-15,074;-6,718;-4,067;-27,188;-69,844
"genre";-36,834;-30,961;-0,939;0,012;0,712;0,33;104,588
"âge";-15,557;-40,912;-5,557;-0,494;-1,579;-23,603;226,66
"rendre";-48,64;-51,999;34,321;-2,083;-0,147;9,94;63,369
"emji_visage_roulant_des_yeux";-46,713;-0,766;-0,336;-0,173;4,207;-0,856;54,383
"part";-51,935;-6,536;-0,035;-1,175;-2,765;6,168;61,909
"mère";-33,95;-14,209;0,206;-1,065;-1,447;-0,334;92,786
"air";-33,613;-10,033;6,297;-0,092;-2,765;3,793;34,974
"plaisir";-0,48;-45,834;9,711;-3,401;-1,503;-13,772;84,019
"écouter";-12,086;-39,54;-15,01;-1,925;1,894;-4,371;156,707
"travailler";-50,729;-35,165;-3,678;-0,028;-5,873;90,606;38,484
"simple";-15,405;-37,07;-1,404;0,024;-0,615;-13,338;162,35
"triste";-26,965;-55,95;-2,125;-2,038;-1,447;-2,765;208,443
"perdre";-45,143;-12,473;0,053;0,344;-0,574;16,41;35,772
"mignon";351,106;-60,672;3,309;-4,921;-2,631;-14,692;-38,387
"emji_visage_retenant_ses_larmes";365,238;-47,458;-8,538;-3,673;-4,911;-20,193;-18,397
"travail";-32,049;-31,191;-4,404;-2,937;-0,424;270,517;-0,61
"genève";-37,59;99,189;-5,612;-2,911;-2,276;29,91;-30,973
"ami";-10,993;-25,563;-0,008;0,582;0,056;16,07;17,145
"rappeler";0,013;-1,137;-3,678;6,982;-2,475;50,875;-16,996
"rire";-8,257;118,863;-10,035;-1,574;-0,354;-9,203;-7,532
"importer";-58,682;-21,89;12,194;5,464;-0,448;2,657;55,017
"gros";-36,557;0,121;-1,396;-0,723;11,107;12,636;4,358
"amour";2,035;-42,065;33,796;-6,117;-0,311;-3,241;17,026
"revenir";-21,337;-10,277;-1,722;-0,553;-3,407;58,509;6,97
"famille";-29,237;-33,769;1,167;-0,001;0,484;11,088;45,57
"droit";-48,744;-44,785;-1,295;0;4,27;9,577;96,3
"emji_chat_souriant_aux_yeux_en_coeurs";350,28;-35,25;-0,7;-3,407;-3,017;-16,905;-40,592
"sortir";-52,986;-4,844;-2,314;0,562;2,33;48,53;9,388
"histoire";-12,926;-14,999;-2,842;-2,683;4,4;0,242;50,577
"côté";-47,783;1,159;-0,006;0,133;-0,035;1,503;17,589
"partie";-39,62;-0,23;1,389;-0,156;-2,102;0,214;32,609
"nourrir";-35,988;-61,811;2474,458;-5,975;-5,291;-22,735;-61,349
"enfance";191,702;-34,041;-10,223;16,522;-0,388;-13,412;-13,982
"retrouver";-0,342;-24,805;0,28;-1,595;-0,366;127,642;-11,375
"réponse";-24,112;-30,048;-8,003;2,957;-0,011;-16,591;181,093
"fou";-24,348;-0,197;0,002;-0,644;-0,311;-6,576;52,723
"heureusement";-53,239;-0,649;10,195;-2,708;-1,017;-1,129;54,003
"toilette";-53,622;588,216;-10,654;-5,66;-5,012;-19,094;-79,754
"répondre";-44,041;-40,071;-4,742;31,769;-0,002;-15,646;193,807
"espérer";-4,687;-31,329;2,401;-2,607;-5,341;-0,327;64,774
"écrire";-46,865;-27,231;-7,761;12,062;0,149;0,004;118,707
"garçon";-0,115;-46,624;-11,226;27,162;-1,93;-12,724;93,555
"lire";-50,807;-33,738;-13,213;-0,089;0,178;-1,031;204,623
"ancien";-7,572;-40,355;-3,6;-2,532;0,717;0,082;86,513
"cher";-24,64;-23,346;27,6;-0,361;-1,656;183,743;-14,585
"mec";-32,447;-1,466;-5,876;-0,481;1,869;97,034;-0,221
"préférer";-24,35;-3,414;15,841;7,095;0,168;1,659;3,737
"payer";-43,647;-43,721;1,571;-3,755;-0,723;507,044;-28,403
"journée";-14,148;-13,405;-2,023;-2,209;-1,677;114,278;0,003
"pire";-42,04;-15,116;1,91;-1,022;0,372;114,923;0,159
"naître";-36,219;-0,705;-4,476;38,368;3,374;-5,212;38,194
"finir";-37,27;-11,625;36,341;-0,413;-1,74;24,612;5,012
"place";-31,936;-13,449;-0,379;-0,453;-1,803;87,746;4,343
"exactement";-11,413;-9,806;-3,212;-2,332;-0,176;0,282;50,053
"truc";-39,425;-0,275;0,4;0,435;0,961;45,532;-0,008
"poser";-47,298;-24,772;0,535;-1,061;-0,121;-14,99;190,835
"mdr";-43,647;190,554;-2,106;-2,258;-1,719;-5,571;-9,936
"eau";-38,444;91,442;18,278;-3,453;-2,875;-2,82;-8,273
"idée";-27,158;-10,301;0,908;-3,755;0,284;4,916;34,433
"emji_visage_qui_hurle_de_peur";-33,357;171,161;-2,797;-1,761;-3,118;-0,183;-20,606
"garder";-29,898;-18,401;14,192;0,531;-0,661;0,304;41,348
"façon";-10,865;-33,505;-2,787;-0,324;-0,106;-5,837;127,592
"mort";-43,522;-13,751;17,422;-0,798;-0,46;0,647;49,447
"début";-34,646;-4,987;-6,503;0,125;-4,759;146,867;-0,063
"élastique";9,545;-31,276;-4,75;1206,066;-2,803;-4,923;-43,904
"nature";-2,388;-46,03;227,466;-0,834;-4,582;-0,09;1,118
"compte";-35,46;-33,281;-0,386;-1,917;0,057;59,13;28,201
"partir";-40,167;-6;0;-0,002;-2,827;38,4;13,244
"adorable";234,396;-46,911;24,573;-1,941;-1,451;-20,326;-30,583
"société";-31,282;-51,561;-0,87;-0,001;-4,633;-10,568;234,433
"emji_renard";288,802;-35,352;7,361;-3,663;-3,244;-18,494;-41,883
"noir";-31,776;-18,638;-0,489;-4,832;3263,01;-17,78;-34,265
"servir";-39,097;55,804;1,003;7,496;-2,731;0,126;-6,094
"attendre";-44,061;-10,472;0,96;0,814;-0,047;81,713;1,118
"dimanche";-14,226;-22,106;-0,853;12,799;-1,038;363,925;-59,326
"bonheur";34,733;-27,964;-0,725;-0,181;-0,447;-5,294;4,815
"rts";-1,425;-0,824;-8,939;-3,043;-1,192;100,931;-11,678
"acheter";-34,727;-8,689;162,511;2,269;0,143;11,47;-3,843
"valoir";-21,284;26,879;9,474;-3,097;0,735;2,058;-8,996
"mauvais";-41,097;-35,919;8,063;-0,64;-0,008;0,473;90,341
"joli";60,649;-7,566;-9,32;-5,061;-0,434;-1,504;-0,75
"mode";-33,932;-4,471;0,075;-0,102;-0,006;-0,019;52,328
"emji_visage_souriant_avec_yeux_plissés";-8,578;140,337;-6,728;-3,891;-3,446;-1,242;-21,834
"exprimer";-9,988;-39,857;-8,749;-4,804;-0,004;-27,808;226,393
"emji_deux_coeurs";176,903;-20,082;-5,921;-0,98;-2,337;-5,419;-14,566
"merveilleux";239,425;-43,682;-2,99;-0,692;-1,231;-20,325;-7,117
"exemple";-11,364;-14,19;5,689;-5,003;0,115;0,533;28,403
"propre";-40,827;31,302;-1,816;-2,988;-1,153;-0,61;8,244
"georges";11,149;-16,727;-7,927;-0,021;-0,889;-2,139;13,919
"cours";-27,162;-15,13;-6,87;132,538;-1,114;0,626;26,868
"sembler";-36,694;-13,285;-0,008;0,015;-0,357;9,01;43,447
"voiture";-33,229;-17,475;0,253;-2,69;-4,001;435,672;-40,299
"excellent";10,861;9,655;-4,092;-1,632;-1,192;-6,496;-3,671
"chercher";-35,36;-24,706;1,731;-1,516;0,211;7,707;53,012
"pied";-27,851;39,935;-6,075;10,954;-0,871;10,812;-10,447
"oeil";-3,708;-19,238;-2,603;-0,557;0,223;27,118;6,757
"normal";-31,816;-21,579;0,193;-0,494;0,279;-0,009;84,568
"simplement";-20,593;-25,761;-0,069;-2,825;0,25;-2,166;108,249
"couper";-23,714;-6,642;-0,051;0,067;-1;14,932;16,323
"recevoir";-28,372;-25,756;-4,631;-0,025;-0,908;34,583;39,505
"pratique";-28,895;97,283;0,703;-1,333;-4,001;0;-12,763
"partager";51,013;-26,861;-1,453;-0,478;-4,052;-3,337;1,811
"noël";-8,509;-23,559;-4,175;-1,112;-3,749;70,163;6,656
"emji_visage_qui_fait_un_câlin";89,04;-4,652;-5,468;-4,119;-0,087;-6,38;-5,927
"ville";-28,389;-23,559;23,825;-0,306;-3,749;269,024;-28,132
"journaliste";-15,149;-13,289;-5,649;-2,395;-1,951;-3,664;111,364
"gentil";-0,22;-24,655;194,906;-1,2;-0,152;-1,318;-0,72
"emji_visage_envoyant_un_bisou";61,456;-5,336;-6,477;-1,996;-0,02;-2,161;-3,461
"cause";-39,834;-25,222;76,38;-2,395;-0,746;4,961;23,039
"beauté";109,916;-35,778;-1,225;-4,404;-0,17;-6,541;-0,177
"sujet";-31,102;-15,494;0,463;-4,29;1,481;-11,322;124,948
"permettre";-26,808;-12,58;1,05;-0,006;-0,134;9,079;26,278
"naturel";2,905;-36,359;20,565;-2,421;-1,974;-14,263;31,652
"emji_visage_très_souriant_aux_yeux_rieurs";15,419;-5,267;-0,652;4,787;-1,719;1,528;-5,25
"foutre";-33,635;-0,446;0,099;-1,178;0,022;150,737;-13,226
"essayer";-40,915;-17,317;-0,509;-0,009;-0,143;56,396;17,383
"emji_visage_souriant";2,196;-0,994;-6,98;0,004;-3,547;0,03;2,06
"intéressant";-1,816;-39,055;-5,771;-4,262;-1,997;1,511;70,748
"battre";-35,712;-13,317;-0,277;-0,963;137,166;1,721;18,592
"éducation";-27,338;-32,872;-1,652;-4,119;-0,087;-19,231;219,633
"tuer";-31,763;-17,171;592,139;-2,314;-0,694;-10,389;-0,191
"seulement";-22,581;-4,608;-0,11;0,189;-0,126;-0,137;43,895
"imaginer";-33,368;-1,464;-0,483;-2,475;1,481;2,711;30,055
"gamin";-20,718;-18,454;-5,771;8,604;3,109;0,007;56,525
"continuer";-15,149;-29,328;2,086;0,216;1,608;20,502;12,541
"faux";-33,1;-12,35;0;-0,004;0,031;-7,054;107,654
"commencer";-29,774;-22,739;-0,064;1,005;-0,711;94,57;2,832
"élève";-28,449;-38,885;-6,98;107,513;-1,788;-8,355;117,254
"terre";-20,82;-27,904;33,821;-4,062;-1,835;0,646;41,431
"main";-31,229;5,385;0,026;4,322;-3,597;44,29;-6,375
"lieu";-39,024;-22,467;2,317;-2,314;-0,694;110,049;3,038
"chance";-0,009;-30,345;-2,628;-1,005;-0,08;-0,16;45,217
"tomber";-19,729;-20,89;0,634;16,338;-0,711;28,34;5,793
"jeunesse";-0,089;-20,356;-3,893;0,278;-1,858;-3,239;50,252
"reconnaître";-17,485;-2,313;-5,407;-2,288;0,637;111,552;-2,753
"peur";-30,962;-21,651;5,34;-0,219;-0,066;1,721;52,538
"italien";-22,406;270,876;-6,539;-3,806;-3,37;-7,342;-36,798
"image";-2,441;-32,872;-7,232;-0,255;-0,694;26,465;19,957
"guerre";-29,536;-19,722;-0,977;-1,865;-1,491;40,397;28,631
"prof";-31,415;-21,633;-4,866;19,031;4,256;-0,107;70,431
"emji_visage_boudeur";-15,128;-3,537;288,116;-0,001;-0,372;1,559;-18,984
"emji_ok";193,456;-16,013;-2,138;-3,806;-3,37;-11,799;-15,905
"emji_notes_de_musique";215,171;-16,637;-5,156;-2,298;-2,035;-2,627;-34,667
"raciste";-34,436;-32,599;-8,156;-3,635;2534,692;-14,327;-1,999
"drôle";-26,288;65,121;-3,726;-0,942;-1,788;-3,794;0,265
"rapport";-32,757;-14,331;0,341;-2,181;12,98;-0,542;66,418
"envie";-30,161;-7,5;-0,219;-0,185;-0,593;-1,388;80,576
"revoir";25,549;-15,903;-5,166;-0,196;-0,61;0,044;0,327
"créer";-19,071;-20,029;10,341;-0,153;0,865;0,702;30,168
"actuel";-30,428;-21,109;-5,166;0,006;-0,61;-0,25;119,294
"froid";-14,421;173,791;-0,652;-2,128;-3,471;-5,464;-27,772
"âme";124,301;-33,437;-0,219;-2,155;-3,496;-8,063;-1,082
"franc";-25,897;57,409;0,062;-1,735;-3,093;1,261;-5,429
"métier";-22,892;-30,229;-1,855;-3,635;-0,006;46,93;28,631
"effectivement";-29,627;-6,059;-1,322;-0,163;-1,696;10,173;33,527
"montrer";-25,241;-20,299;-3,504;-0,163;-0,038;3,976;67,554
"gars";-22,922;2,172;-1,282;-3,863;-0,033;2,426;9,332
"voix";2,469;0,246;-3,394;-0,819;-3,396;-8,861;5,615
"argent";-28,827;-23,312;0,132;-2,023;-0,024;181,927;-0,932
"absolument";-4,068;-17,972;-0,15;-2,049;0,151;-4,054;61,272
"top";8,108;1,743;-6,351;-0,106;-3,295;0,301;-4,59
"social";-24,195;-39,08;-3,284;0,032;-0,497;0,052;121,739
"haut";-26,068;0,052;-8,412;8,166;-0,017;21,629;1,525
"emji_mains_en_prière_peau_claire";183,234;-29,084;-5,411;-3,293;-2,916;-6,083;-7,76
"possible";-30,073;-14,995;0,209;1,687;-1,537;35,849;12,032
"langue";-16,185;0,303;-7,453;-0,016;1,641;-7,582;39,207
"porter";-31,401;-8,338;-1,763;-0,066;-0,002;1,553;55,616
"faute";-34,166;-29,938;-2,958;0,666;-1,469;-3,154;158,988
"rue";-28,732;-9,392;18,992;-1,787;-1,424;170,356;-15,944
"emji_visage_soulagé";3,068;-3,571;-2,161;-0,321;1,417;0,279;0,099
"témoignage";132,403;-35,647;-4,567;-3,692;-1,537;-12,849;0,043
"lol";-21,378;-1,835;0,209;0,051;1,07;-0,022;23,148
"interdire";-29,268;-32,306;186,374;12,468;2,769;11,823;-2,419
"date";-28,027;-8,179;-0,093;-3,72;-0,013;1,077;54,915
"adulte";-22,631;-25,472;-8,092;-0,661;-1,469;-2,334;149,353
"évoluer";-33,627;-24,902;2,933;-1,787;-1,424;-4,907;131,27
"prix";-21,594;-18,067;30,983;4,783;-2,891;112,526;-11,212
"paix";147,768;-28,773;-2,744;-1,735;-1,379;-3,628;-7,422
"moyen";-29,268;-3,471;-0,354;-1,839;-0,004;3,797;33,848
"etait";-9,604;-13,24;-1,627;0,792;-1,379;-1,317;59,672
"ouvrir";-26,163;-13,488;-0,285;-0,604;0;37,286;13,747
"emji_visage_souriant_avec_une_larme";54,017;-3,801;-0,994;0;-1,049;-4,977;-4,721
"contraire";-24,485;-10,981;-0,331;-1,813;-0,391;-0,995;84,839
"sauvage";-30,323;-28,482;1729,126;-3,464;-3,068;-19,427;-49,439
"bonjour";-16,356;-10,749;-2,851;-0,059;-0,001;234,231;-19,221
"soir";-23,169;-12,744;83,356;23,249;0,001;39,644;-14,595
"nouveau";-21,592;-22,25;-1,627;-0,046;-1,379;44,537;19,125
"neige";-18,314;41,518;-1,407;-0,495;9,309;5,621;-16,73
"maman";-4,574;-5,131;-4,033;-0,034;-1,334;18,159;4,592
"également";-18,822;-4,951;-0,203;-0,531;-1,312;5,172;25,058
"mois";-26,588;-6,479;-1,364;0,194;-1,245;212,512;-13,271
"copain";-1,698;-11,764;-3,798;101,135;-0,267;3,62;0,16
"long";-18,822;-19,437;3,471;-3,407;0,001;3,109;38,482
"emji_rose";319,263;-25,832;-3,674;-2,497;-2,211;-15,658;-37,669
"bas";-8,764;-9,375;1,253;-1,631;-0,293;21,444;3,534
"manière";-23,432;-28,482;0,428;-0,567;0,355;-2,627;103,857
"lausanne";-8,145;-1,948;-1,321;-1,554;-1,223;238,977;-46,864
"complètement";-17,179;-8,512;0,463;-0,034;3,209;-1,167;39,905
"honte";-21,856;-20,292;-0,133;-3,293;-1,223;127,742;0,443
"esprit";-13,931;-22,058;-3,681;-1,529;-2,891;-0,123;98,082
"chaud";-28,708;181,809;-1,321;-1,554;-2,916;-4,869;-17,697
"cadeau";-10,44;-28,884;-0,323;-3,037;-2,69;3,446;61,052
"émouvant";294,572;-34,661;-7,517;-3,35;-2,967;-16,553;-16,73
"wesh";-26,018;-26,16;-4,787;0,002;2498,42;-12,451;-14,172
"sport";-13,452;-19,457;-7,198;46,82;-2,841;43,154;2,827
"fond";-18,748;-9,141;-2,171;-1,452;1,916;28,264;10,219
"meme";-28,977;0,985;-2,429;2,469;0,465;-2,954;27,572
"emji_visage_avec_une_main_sur_la_bouche";-14,664;13,849;-0,56;0,049;-2,413;-0,178;1,379
"client";-29,851;-5,31;-1,113;-3,151;-1,114;309,616;-27,402
"sympa";-1,81;-12,008;-0,635;0,179;-0,28;167,23;-28,068
"suite";-24,302;-7,653;-1,364;-0,478;-1,245;27,725;16,306
"mourir";-14,412;-4,423;220,394;-0,016;-1,245;-0,468;-2,015
"justement";-28,708;-13,078;1,45;-3,293;13,752;16,227;13,766
"expliquer";-23,506;-8,262;-0,513;-0,426;0,541;-5,802;84,439
"emji_coeur_étincelant";149,663;-19,07;-0,214;-1,843;-1,632;-4,051;-17,55
"dur";-25,25;-23,342;0,273;-1,452;-1,135;1,825;69,912
"avis";-19,521;-26,448;-3,681;-1,529;-1,201;-1,943;133,048
"vérité";-12,277;-18,067;-5,348;-1,529;-2,891;-14,004;147,532
"semaine";-13,691;-26,157;5,997;15,457;-1,179;221,606;-35,566
"respecter";-18,748;-27,914;11;-0,002;-2,816;-1,672;73,409
"perso";-31,469;11,732;-1,364;0,194;6,148;2,703;0,039
"état";-26,053;-20,013;7,888;-1,529;-2,891;34,945;12,841
"émission";-0,907;-18,347;-1,033;0,342;-2,74;80,889;-1,926
"voisin";-17,553;-3,23;262,53;2,613;-2,891;-3,67;-2,291
"simplicité";75,685;-28,499;-5,286;-3,236;-2,866;-3,552;0,997
