*postComments_580;1;28;0;4;0;7;24;10;29;32;361;16;37;2
*postReposts_31;15;44;0;7;0;23;28;17;39;37;364;24;61;132
*postDate_19-11-2025;33;89;1;6;1;51;108;26;73;102;492;63;91;4
*commentLikes_597;0;0;0;0;0;0;0;0;0;0;3;0;0;0
-*walkingguitar;0;0;0;0;0;1;1;4;1;1;7;1;0;0
-*jocelyn_chrr;0;0;0;0;0;1;0;0;0;0;6;0;0;0
*commentLikes_74;0;3;0;0;0;3;0;0;2;0;3;2;0;2
*commentLikes_36;1;2;0;1;2;6;6;4;5;7;6;2;3;8
*commentLikes_13;12;11;1;27;1;34;61;23;30;43;37;23;39;50
-*loicccmfr;0;2;0;0;0;0;1;0;0;3;9;1;1;0
-*timael_10;0;0;0;0;0;0;0;0;0;0;1;0;0;0
*commentLikes_7;36;40;6;66;5;79;93;46;73;79;98;51;87;137
-*ant_1d;0;0;0;0;0;7;2;0;10;7;36;8;4;0
-*pitch999;0;0;0;1;0;1;0;2;1;1;4;0;1;0
-*philou_vitali;0;0;0;0;0;0;0;0;0;1;0;0;1;0
-*oulsvda;0;5;0;4;1;1;5;4;1;4;12;0;4;9
-*arthur_rimbeauf_official;0;1;0;1;1;2;1;8;1;1;10;2;4;7
-*boblefrouze;0;0;0;1;0;1;1;3;13;0;10;5;1;1
-*__alex_perez__;0;0;0;0;0;0;0;1;0;0;1;0;1;0
-*bon_suisse;0;3;0;10;3;14;12;49;21;16;14;28;26;28
-*thomas_rmns;0;2;0;1;0;3;1;0;0;5;6;0;0;1
-*depierrazyvonne;0;0;1;1;1;3;3;3;4;2;3;3;1;0
-*adrvth;0;2;0;1;0;0;0;0;1;2;17;0;1;0
-*s0ftbabybru;0;0;0;0;0;0;0;1;0;0;0;0;0;0
-*livio2vsrd;1;6;0;2;0;2;1;0;1;1;5;0;4;1
-*everythingune3d;0;3;0;0;2;0;2;0;0;0;4;1;1;4
*commentLikes_404;0;0;0;0;0;0;0;0;0;0;1;0;0;1
-*fedexvita_;0;0;0;0;0;11;3;0;0;0;4;3;3;2
*commentLikes_193;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*elise_z06;0;2;0;3;1;1;10;4;4;6;12;3;2;1
*commentLikes_144;0;0;0;0;0;0;0;0;1;1;1;0;0;2
-*alainbourgeois;1;2;0;0;0;0;0;0;0;1;4;0;0;0
*commentLikes_84;0;1;0;1;0;10;0;0;0;0;3;1;0;3
-*sandra_en_vadrouille;0;4;0;2;0;11;4;3;7;6;35;7;14;2
*commentLikes_18;7;6;0;19;0;33;27;12;10;14;23;4;19;25
-*_daavidx;0;0;0;0;0;0;0;0;0;0;12;0;0;0
*commentLikes_17;10;12;4;12;1;25;12;14;20;18;21;10;19;27
*commentLikes_21;5;3;1;11;1;13;21;10;7;21;19;5;12;13
-*garance_f;0;0;0;0;0;0;2;2;0;1;0;0;0;1
-*nc_red;0;0;0;0;0;0;0;0;0;1;1;0;0;0
-*le_climate_suisse;0;0;0;0;0;2;1;3;2;3;8;1;1;1
-*marc_bac;0;4;0;0;0;0;1;0;1;0;2;1;5;4
-*indocile_muriel_;0;1;0;0;0;1;0;1;2;2;1;1;2;0
-*saramilosevicsimoes;0;1;0;0;0;1;1;1;0;0;1;0;0;0
-*prislova;0;3;0;0;2;4;6;2;1;4;4;2;6;0
-*manuelakone8;2;3;0;7;8;3;15;3;26;11;3;10;17;7
-*vui_sun;0;0;0;1;0;2;0;2;0;1;1;4;1;0
-*nazaamir700;0;0;0;0;0;0;0;0;0;0;0;1;0;0
-*theo_jqr;0;0;0;0;0;1;1;0;2;0;1;1;0;2
-*bambi_suisse;0;1;0;0;0;0;0;0;0;0;0;0;1;0
-*babasttos;1;2;0;0;0;3;2;0;1;0;1;0;1;1
*commentDate_23-11-2025;24;67;9;11;6;124;98;28;73;87;60;39;85;77
*commentLikes_440;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*cyrius_gir;0;1;0;0;0;0;0;1;0;0;2;0;1;0
*commentLikes_199;0;1;0;0;0;1;0;0;0;0;1;1;0;0
-*real_pippo;0;0;0;0;0;0;0;0;0;0;1;0;0;0
*commentLikes_113;0;2;0;0;0;1;0;0;0;0;1;0;0;1
-*ly_liu;0;0;0;0;0;0;0;0;0;0;2;0;0;0
-*suzie_b_pop;0;2;0;2;0;30;6;4;8;3;5;4;10;3
*commentLikes_54;2;2;0;0;0;3;4;2;2;2;5;0;2;1
-*neven_mairy;0;0;0;0;0;0;1;0;0;0;7;1;0;8
*commentLikes_51;2;3;1;4;0;1;2;3;3;2;5;2;1;3
-*raph10_10;0;0;0;0;0;0;3;0;0;0;1;1;0;0
-*gerard_benzene;0;0;0;3;0;0;0;0;1;1;2;0;2;7
-*sakura_macha;0;1;0;1;0;1;0;0;1;0;1;0;0;0
-*fondue_du_futur;0;0;0;0;0;1;0;0;1;0;0;0;0;0
-*luluouzz;0;1;0;0;0;0;1;0;0;0;0;0;0;0
-*nunolopes777;0;0;0;1;0;1;1;0;0;0;0;0;0;0
-*jeremy_kafka_curtis;0;7;0;0;0;1;5;1;7;0;4;3;3;6
-*_n_d_1111;0;0;0;1;0;0;0;0;0;1;1;0;0;3
-*ofc_its_cam;0;0;0;0;0;2;1;0;0;3;2;0;0;0
-*iac_ppyg;0;0;0;0;0;0;0;0;1;0;0;0;0;0
-*romainsab1984;0;5;0;3;1;6;17;3;4;13;5;1;3;0
-*soizic_kiu;0;1;0;0;0;0;0;1;1;0;2;0;0;0
-*mikael_druid;0;1;0;0;0;5;9;0;1;4;6;1;3;0
-*noeiipoli;0;0;0;0;0;0;1;0;0;0;2;0;0;0
-*val3ntin_k;0;0;0;0;0;0;0;0;2;1;1;1;0;0
-*chuchudachu;0;2;0;4;0;2;2;3;6;3;5;0;2;0
-*ysalinesvt;0;1;0;0;0;0;0;0;0;0;0;0;0;0
-*leooo_rmp_;0;0;0;0;0;1;0;0;1;0;1;0;0;0
-*tiiiagomorais;0;0;0;0;0;0;0;0;0;0;1;0;0;0
*commentLikes_285;0;0;0;0;0;0;0;0;0;0;1;1;0;0
-*anabarbouille;0;0;0;0;0;1;0;0;0;1;5;1;0;0
*commentLikes_32;2;2;0;9;1;6;7;7;9;5;9;3;10;7
-*ludo_brnnd;0;0;0;0;0;0;0;0;0;0;7;0;0;0
*commentLikes_10;18;24;4;33;9;62;66;26;50;42;54;21;37;84
-*morte_et_rose;0;0;0;1;0;2;1;2;1;1;4;0;1;2
*commentLikes_67;0;1;0;2;0;1;2;1;2;2;3;2;3;7
-*erwindslv;0;0;0;0;0;1;0;0;1;0;0;0;1;0
-*hgswisslifestyle;1;1;1;0;0;0;0;0;1;0;11;0;6;0
-*evann_bu;0;0;0;0;0;3;6;0;1;5;9;2;10;0
*commentDate_24-11-2025;35;26;9;10;3;68;47;22;41;33;54;38;68;18
-*duboisceline924;0;0;0;0;0;0;0;0;0;1;1;0;2;0
-*sonirockette;0;1;0;0;0;0;0;0;0;0;1;0;1;3
*commentDate_25-11-2025;7;10;3;2;1;31;20;6;17;15;43;19;42;16
-*david_bitobo;0;0;0;1;0;0;0;0;1;0;2;1;0;1
-*sab_sbt;0;0;0;0;0;0;0;1;0;0;1;0;0;0
-*__ni_naa;0;0;0;0;0;0;0;1;0;0;1;0;0;0
-*dreamless_void;0;0;0;0;0;1;1;0;3;2;14;0;2;0
-*ismahanl_;3;5;0;0;0;3;4;1;1;2;3;1;0;4
*commentLikes_23;2;8;1;9;4;7;12;7;11;8;22;8;10;17
-*geovelobobo;0;2;0;0;0;0;4;0;2;1;1;0;0;0
*commentLikes_81;0;2;0;0;0;1;2;0;2;4;3;0;1;1
-*autoroute_du_crack_en_fiat;0;0;0;0;0;0;0;0;0;0;1;0;0;0
*commentLikes_28;2;8;0;6;0;13;13;4;6;17;10;4;3;12
-*nydjo;0;0;1;6;1;7;9;1;12;35;23;16;24;7
-*tanyruy;0;0;0;0;1;0;0;0;2;0;2;4;1;8
-*srzd_666;0;1;0;0;0;0;0;0;1;2;5;0;0;0
-*yoann_slmn;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*nibra_music;0;0;0;0;0;1;0;0;0;0;2;0;0;0
-*tseuroon;0;0;0;1;0;0;2;1;3;0;3;1;1;1
-*hersilie___;0;1;0;0;0;0;0;0;0;0;0;0;0;1
*commentLikes_192;0;0;0;0;0;0;0;1;0;0;0;0;1;0
-*mischiefmakers21;0;0;0;0;0;0;0;2;0;0;0;0;0;0
*commentLikes_289;0;0;0;0;0;0;0;0;0;0;3;0;1;1
-*gobet_thomas;1;0;0;0;0;0;0;0;0;0;3;0;0;0
*commentLikes_22;5;13;1;13;0;15;18;4;15;15;21;7;6;22
-*esteban_hugv;0;0;0;0;0;0;0;0;0;0;1;0;0;0
*commentDate_29-11-2025;1;9;6;2;0;3;3;1;4;1;6;2;1;2
-*florence_kaeslin;0;1;0;0;0;0;0;1;4;6;3;0;2;7
*commentLikes_48;1;2;4;1;0;5;3;4;2;2;9;1;1;0
-*amina_is_dreaming;0;0;0;0;0;0;0;0;1;1;1;0;0;0
*commentLikes_31;5;7;0;3;1;9;14;6;9;8;6;7;4;6
-*laur_ence_akasha;1;4;0;7;1;5;2;0;10;4;6;4;13;3
*commentLikes_118;0;1;0;2;0;0;2;0;0;0;1;0;0;1
-*katypaineflamme;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*glaglasven;0;0;0;0;0;2;1;1;0;1;10;1;0;0
*commentLikes_25;4;7;2;5;1;16;16;6;10;6;10;5;8;12
-*clem_glsq;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*fabiencerf;0;0;0;0;0;0;0;0;0;2;3;0;0;0
*commentLikes_128;0;1;0;0;0;0;0;0;0;1;1;1;0;0
-*arthur_ctn_;0;0;0;0;0;0;0;0;1;0;1;0;0;0
-*grxg___;0;0;0;0;0;0;1;2;1;0;0;0;0;0
-*rossipitrepan;0;1;0;0;0;0;2;0;0;1;1;0;1;0
*commentDate_22-11-2025;73;42;6;15;5;38;58;46;57;31;32;32;95;40
*commentLikes_140;0;0;0;1;0;1;0;0;0;1;2;0;1;1
-*lili_spin;0;0;0;0;0;0;0;0;1;2;3;0;1;1
-*rafaelp_005;0;1;0;6;0;0;2;0;3;0;2;0;1;0
-*laurie_gva;0;0;0;0;0;0;0;0;0;0;1;0;0;0
*commentLikes_309;0;0;0;0;0;0;0;0;0;0;1;0;1;0
-*starocaster;0;0;0;0;0;0;1;0;0;0;3;0;0;0
-*jeromerby;0;1;1;0;0;1;0;4;5;1;5;2;4;25
-*jolynrol_;0;0;0;1;0;6;6;9;4;2;4;2;5;3
-*guillaume_pillet;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*doucette_jpg;0;1;0;1;0;0;1;1;1;1;2;0;2;1
-*ego_yoga;0;1;0;1;0;0;1;0;0;0;2;0;2;1
*commentLikes_210;0;0;0;0;0;0;0;0;0;0;3;0;0;0
-*lesechosdecatia;0;3;0;1;0;3;1;1;4;11;18;0;5;0
-*jerome_cmbf;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*_a_rmel_;0;0;0;0;0;0;0;0;0;0;2;0;0;0
-*phephe_lie;0;2;0;0;1;0;2;0;3;0;5;1;0;0
*commentLikes_38;1;3;0;5;1;8;7;3;6;8;5;3;6;4
-*gvrl_gnzbrg;0;0;0;0;0;0;0;0;1;0;2;1;0;0
-*comete_12;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*chrisgazarian;0;0;0;0;0;0;0;1;0;1;1;1;0;0
-*mercedesvansetcampersuisse;0;1;0;0;0;0;1;0;0;1;2;0;0;1
-*tatacici666;0;0;0;0;0;1;1;0;0;1;10;2;0;1
-*jojosilva0911;1;0;0;0;0;0;1;0;0;0;0;0;0;0
-*__mulatooo;0;2;0;0;1;0;0;1;0;0;1;0;1;0
-*patozorze;0;0;0;12;0;0;0;0;1;1;3;1;1;2
-*leos_besson;2;7;0;0;0;2;9;0;0;1;4;0;3;1
-*jglinsig;0;2;0;1;0;3;0;0;2;1;4;0;2;0
*commentDate_26-11-2025;5;3;1;1;0;11;8;3;5;3;9;10;10;3
-*emploi_aux_genevois;0;0;0;0;0;0;0;1;0;2;4;0;0;0
-*shahloshka_;0;0;0;0;0;0;0;0;0;0;2;0;0;0
-*teo_dellavecchia;0;0;0;0;0;0;0;1;0;0;1;0;0;0
-*vania_ribeiro_90813;0;0;0;1;0;0;1;0;1;0;0;0;0;0
-*swissnaturelover1;1;3;0;0;0;3;0;1;1;1;3;1;4;37
-*thonesien;1;17;1;28;3;42;63;18;63;47;50;26;57;99
*commentLikes_79;1;2;0;5;0;3;4;1;3;2;4;0;3;1
-*thomasbruchez;0;0;0;0;0;0;3;0;0;0;9;0;2;0
-*avbiehler;0;0;0;0;0;0;0;0;0;0;2;0;0;0
-*fabiborel;0;0;0;0;0;0;1;0;0;0;0;0;0;0
*commentLikes_90;0;1;0;2;0;1;1;1;5;2;6;1;1;1
-*_coco_asticot_;0;0;0;4;0;0;0;2;2;12;30;2;3;5
-*rrrraphaellll;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*em_vulliet;0;0;0;0;0;0;0;0;0;1;1;0;0;0
-*tyler_durden_7_72;0;1;0;0;0;2;1;0;2;1;0;1;0;2
-*agnesmilleret;1;2;0;1;0;1;0;0;1;0;2;0;2;0
-*ruruxizi;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*sarah_tsr;0;0;0;0;0;0;0;0;0;0;2;0;0;1
-*its_damito;0;0;0;0;0;0;0;1;0;2;0;0;0;0
-*gioele1309;0;0;0;0;0;0;0;2;1;1;2;0;0;0
-*gafnhug;0;0;0;0;0;0;0;1;0;0;0;0;0;0
-*matosbrg;0;0;0;0;0;0;0;1;1;0;5;0;1;0
-*noemacherel;0;0;0;0;0;0;1;0;0;0;4;1;0;0
-*rubenhirsch1;0;0;0;0;0;1;0;2;2;0;1;0;0;0
-*ivan_abadc;0;0;0;2;0;1;0;0;0;0;1;0;0;0
-*stefanneuhaus91;0;0;0;0;0;0;2;0;0;0;0;0;0;0
-*magazub17;1;3;0;0;0;0;3;5;2;2;3;1;0;0
-*livka_official_;0;3;0;0;0;2;0;3;0;0;4;0;1;0
-*logicetliberte;0;0;0;3;0;4;4;0;3;10;14;3;6;1
-*win0r_;0;7;0;3;0;3;3;4;2;0;10;0;1;10
-*romain_fleischer;0;0;0;0;0;2;4;5;6;0;0;2;1;3
-*lion_ndz;0;0;0;0;0;1;2;0;0;0;0;0;0;0
*commentLikes_39;1;3;0;3;0;5;4;3;6;6;9;3;5;6
-*_goonki;0;0;0;0;1;0;0;0;0;0;1;0;3;0
-*mathemagique;0;1;0;0;0;1;0;0;1;0;1;0;0;0
-*cycleofdecay;0;1;0;1;0;1;1;4;3;0;3;1;1;3
-*quentin_revaz;0;1;0;1;0;0;0;0;1;0;3;0;1;0
-*nicolai_gabrielovich;0;1;0;3;0;1;0;5;1;2;1;1;1;5
-*__chlo_m;0;1;1;4;0;16;8;7;18;12;36;20;17;17
-*tarekholzl;0;1;0;0;0;0;1;0;0;0;3;0;1;1
-*coda_jabali;0;0;1;0;1;2;1;2;1;2;2;0;0;3
-*pandaxcore;0;1;0;5;0;14;8;3;7;12;18;9;14;0
-*jeremie_amstutz;0;0;0;0;0;1;1;0;0;2;1;1;0;0
-*eloawith2h;0;0;0;0;0;0;0;0;0;0;2;0;0;0
-*ramouun_3310;1;0;0;1;0;3;2;4;4;2;2;0;3;1
-*adrien_le_gauffey;1;0;1;1;0;12;5;6;2;5;7;3;10;1
*commentLikes_15;9;10;2;15;3;27;24;12;22;27;28;9;18;36
-*chafou_jiji;0;1;0;0;0;1;7;1;2;9;0;0;4;1
-*amethys_design;0;0;0;0;0;0;0;0;0;0;1;0;1;0
-*romane_anselin1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*nothin9_left;0;2;0;0;0;0;0;0;0;0;1;0;0;0
-*johnbasks;0;1;0;0;0;0;1;0;2;0;2;0;2;0
-*benj_roy21;0;0;0;0;0;0;0;1;0;0;1;0;0;2
-*vivianepuaux;0;0;0;0;0;0;0;0;0;0;2;0;0;0
-*0_dive;0;3;0;0;0;0;1;1;3;0;1;0;0;0
-*lauren1s6s;0;0;0;1;0;0;1;0;1;1;2;1;0;0
-*robinson_crusoe87;0;0;0;0;1;1;3;3;0;21;9;2;2;0
-*cosmokramer1967;0;0;0;0;0;0;1;0;2;1;3;0;0;3
-*laika_de_weimar;0;0;0;0;0;0;0;0;0;0;0;0;1;0
-*dj_fredator;0;0;0;0;0;0;0;0;0;0;1;0;1;0
-*bainfroid;0;0;0;0;0;2;0;0;1;1;2;0;0;1
-*victor_dgr;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*skinkacru;0;1;0;0;0;0;1;0;0;2;0;1;0;0
-*as_privato;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*pierre_pisan;0;0;0;0;0;1;0;0;0;0;0;0;0;1
-*eulalia1811;2;1;0;0;0;1;4;1;0;1;4;0;0;0
-*lio_tvrny;0;1;0;6;0;1;1;1;3;0;1;1;0;3
-*louisauguste2025;3;22;0;1;2;8;5;0;2;1;5;0;0;1
-*m3lly_910;0;0;0;0;0;0;1;0;0;0;1;0;0;0
-*kiirastulli;0;0;0;0;0;0;0;0;1;0;0;0;1;0
-*swissbliss_millenium;0;1;0;0;0;1;0;1;0;0;1;0;0;0
-*bessh2302;0;0;0;0;0;1;0;0;0;0;1;0;0;2
-*xurxo_54;0;2;0;0;0;0;0;0;1;0;2;0;0;0
-*jspfrda;0;0;0;0;0;1;0;0;0;0;1;0;2;1
-*deeberntsen;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*langnissouadou;0;0;0;0;0;0;0;0;0;0;1;0;0;0
-*cleverfromlozanegeles;0;4;1;0;0;1;0;0;1;0;1;0;0;0
-*dsgp2296;0;1;0;0;0;0;0;0;0;0;1;0;0;0
-*d4mn_suricate;0;0;0;0;0;1;1;1;1;2;1;0;0;0
-*jo_jo_ba;0;0;0;0;0;0;0;1;2;0;3;0;1;1
-*mjszar;1;1;0;0;0;1;0;0;1;0;1;3;2;1
-*poulpette88;0;1;0;0;0;0;0;0;0;0;2;0;0;0
-*datrueshoes_gallery;0;0;0;0;0;0;1;0;0;1;0;0;0;0
-*silviawolfi;1;2;0;1;0;3;7;0;1;3;1;0;1;1
-*tcheu_cte;0;1;0;3;0;5;2;5;2;1;1;1;7;4
-*angiedpln;0;0;0;0;0;0;0;0;0;0;0;0;1;0
-*cocolion1004;0;1;0;1;0;0;0;0;0;0;0;0;0;0
-*lrnt_ncls;0;0;0;0;0;0;0;0;1;0;0;0;0;0
-*level_therapy;0;0;0;0;1;0;1;0;0;4;2;0;1;0
-*diguer23;0;2;0;0;0;0;1;0;2;1;2;2;1;0
-*antho_vtr;0;0;0;0;0;0;0;0;0;0;1;0;1;0
-*alex_epicurien;0;2;0;1;1;0;0;0;0;1;2;0;0;0
-*corentin_vd;0;0;0;4;1;4;3;1;8;8;4;2;6;8
*i_0504;0;0;0;0;1;0;10;0;1;1;0;0;1;0
*postLikes_3000;26;91;7;11;48;59;92;22;82;63;76;26;71;67
*postComments_15;27;11;3;9;1;8;24;3;13;7;5;12;9;0
*postReposts_3;19;57;4;13;1;37;81;19;50;56;64;18;50;22
-*manoillon;0;0;0;0;0;0;1;0;0;0;0;0;0;0
-*bahn_photos;0;0;0;0;0;0;5;0;0;0;0;0;1;0
-*ricc_arton;0;2;0;2;0;6;7;3;4;4;5;2;2;3
-*darkgrey88;0;1;0;0;0;4;1;0;3;1;0;0;3;0
-*emileterrettaz05;0;0;0;0;0;1;1;0;0;0;0;0;0;0
-*milan_0503;0;0;0;0;1;0;0;0;0;0;0;0;0;0
-*yanoujerry;1;12;0;5;0;9;2;0;2;1;0;0;2;8
*i_0505;2;11;0;1;0;16;7;11;11;19;109;22;28;1
*postLikes_6400;34;38;3;4;2;24;12;16;44;37;115;32;52;122
*postComments_202;2;11;0;1;0;16;7;11;11;19;109;22;28;1
*postReposts_17;58;48;2;17;0;62;96;41;73;68;166;53;78;206
*commentLikes_188;0;0;0;0;0;0;1;1;0;1;2;0;0;0
-*yann_christinat;0;0;0;1;0;2;1;0;2;3;21;13;11;0
-*ilias_est_de_retour;0;1;0;0;1;5;0;0;0;1;1;0;1;0
*commentLikes_35;3;1;0;7;1;4;7;3;10;6;7;6;9;13
-*benmesot;0;1;0;0;0;0;2;0;0;1;5;0;2;2
-*anthonybroto;0;0;0;0;0;0;0;0;0;0;1;0;0;0
*commentLikes_154;0;0;0;0;0;1;0;0;0;2;6;0;0;0
-*enceinte_au_travail_ch;0;1;0;5;0;25;1;2;2;2;9;5;8;2
-*nadreg;2;0;0;1;0;6;1;3;1;3;1;1;5;0
*commentLikes_33;3;3;1;8;0;5;7;6;8;7;7;4;8;12
*commentLikes_26;5;5;1;8;1;10;11;3;4;11;16;2;6;10
-*thibaud_stettler;0;1;0;0;0;1;3;2;1;1;3;0;2;0
-*rin_ak47_;0;0;0;0;0;1;0;0;0;0;1;0;0;0
-*oceane_kn;0;5;0;0;0;1;0;0;3;0;1;0;2;0
